cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
1.80E-06,28,35,36,,,
1.60E-06,7,34,35,,,
1.50E-06,1,35,36,,,
2.60E-06,17,33,34,,,
2.60E-06,40,34,35,,,
2.20E-06,30,36,37,,,
2.40E-06,18,37,38,,,
2.20E-06,17,38,39,,,
1.80E-06,4,38,39,,,
1.90E-06,24,38,39,,,
1.80E-06,36,39,40,,,
1.60E-06,10,47,48,,,
6.33E-05,43,48,49,,,
1.50E-06,35,48,49,,,
1.40E-06,17,52,53,,,
1.50E-06,23,48,49,,,
3.20E-06,33,45,46,,,
1.50E-06,11,45,46,,,
1.40E-06,22,46,47,,,
1.40E-06,2,47,48,,,
1.50E-06,13,49,50,,,
2.70E-06,27,47,48,,,
1.60E-06,26,49,50,,,
1.60E-06,9,52,53,,,
1.70E-06,10,52,53,,,
1.50E-06,16,56,57,,,
1.50E-06,31,53,54,,,
1.50E-06,11,52,53,,,
1.60E-06,5,55,56,,,
1.80E-06,31,53,54,,,
1.40E-06,11,54,55,,,
1.50E-06,41,53,54,,,
1.30E-06,7,54,55,,,
1.20E-06,40,55,56,,,
1.30E-06,39,57,58,,,
1.20E-06,35,58,59,,,
1.40E-06,21,50,51,,,
1.40E-06,23,47,48,,,
2.40E-06,29,46,47,,,
1.60E-06,25,46,47,,,
1.40E-06,37,47,48,,,
1.20E-06,20,48,49,,,
1.80E-06,13,49,50,,,
1.50E-06,35,53,54,,,
1.90E-06,16,50,51,,,
1.70E-06,8,51,52,,,
1.40E-06,10,52,53,,,
3.30E-06,23,53,54,,,
2.80E-06,26,55,56,,,
1.80E-06,8,54,55,,,
2.40E-06,33,53,54,,,
1.40E-06,35,51,52,,,
1.80E-06,15,49,50,,,
1.80E-06,45,46,47,,,
1.30E-06,20,46,47,,,
1.80E-06,1,49,50,,,
1.90E-06,8,48,49,,,
1.40E-06,42,49,50,,,
1.80E-06,43,50,51,,,
1.50E-06,40,51,52,,,
1.30E-06,37,48,49,,,
1.40E-06,10,51,52,,,
1.50E-06,14,49,50,,,
1.30E-06,26,51,52,,,
1.30E-06,20,52,53,,,
1.40E-06,29,48,49,,,
1.40E-06,11,47,48,,,
1.30E-06,44,48,49,,,
1.30E-06,19,46,47,,,
1.20E-06,31,46,47,,,
1.60E-06,19,43,44,,,
1.30E-06,16,41,42,,,
1.30E-06,18,42,43,,,
1.40E-06,34,42,43,,,
1.30E-06,3,43,44,,,
1.30E-06,44,44,45,,,
1.60E-06,9,45,46,,,
1.40E-06,42,45,46,,,
1.30E-06,43,45,46,,,
1.20E-06,28,47,48,,,
1.40E-06,1,44,45,,,
