cas operacie,vybrane cislo,velkost frontu,,
1.30E-06,10,43,,
1.40E-06,31,44,,
1.40E-06,8,44,,
1.30E-06,13,43,,
1.30E-06,11,42,,
1.30E-06,11,41,,
1.30E-06,26,40,,
1.30E-06,3,39,,
1.30E-06,13,38,,
1.30E-06,22,39,,
1.20E-06,10,39,,
1.30E-06,12,38,,
1.30E-06,7,38,,
1.30E-06,11,37,,
1.30E-06,3,39,,
1.30E-06,20,40,,
1.30E-06,29,39,,
1.30E-06,31,38,,
1.40E-06,11,39,,
1.30E-06,5,40,,
1.30E-06,32,43,,
1.30E-06,11,42,,
1.30E-06,7,41,,
1.30E-06,4,40,,
1.30E-06,23,40,,
1.30E-06,9,40,,
1.30E-06,2,44,,
1.30E-06,25,43,,
1.30E-06,18,42,,
1.30E-06,12,42,,
8.10E-06,27,41,,
1.30E-06,15,40,,
1.20E-06,15,39,,
1.40E-06,9,38,,
1.70E-06,13,37,,
1.30E-06,6,38,,
1.30E-06,20,37,,
1.30E-06,11,38,,
1.30E-06,28,40,,
1.30E-06,22,42,,
1.30E-06,1,41,,
1.30E-06,7,41,,
2.10E-06,29,41,,
1.40E-06,18,42,,
1.30E-06,2,42,,
1.30E-06,22,44,,
2.30E-06,30,48,,
2.00E-06,14,49,,
1.70E-06,33,49,,
1.90E-06,20,50,,
1.40E-06,34,49,,
1.30E-06,34,48,,
1.30E-06,8,50,,
1.30E-06,21,50,,
1.40E-06,20,52,,
1.30E-06,1,51,,
1.30E-06,35,50,,
1.30E-06,31,49,,
1.20E-06,32,48,,
1.50E-06,32,47,,
1.30E-06,8,48,,
1.30E-06,35,50,,
1.30E-06,28,49,,
1.30E-06,34,52,,
1.40E-06,16,51,,
1.30E-06,28,50,,
1.30E-06,32,49,,
1.30E-06,23,49,,
1.30E-06,34,49,,
1.30E-06,21,49,,
1.30E-06,24,52,,
1.50E-06,16,53,,
2.00E-06,25,52,,
1.60E-06,13,51,,
1.40E-06,31,52,,
1.30E-06,6,52,,
1.30E-06,17,51,,
1.30E-06,6,50,,
1.40E-06,31,49,,
0.0001349,1,48,,
1.40E-06,14,47,,
1.40E-06,6,46,,
1.40E-06,22,46,,
1.30E-06,34,45,,
1.40E-06,14,49,,
1.30E-06,11,48,,
1.30E-06,23,47,,
1.40E-06,27,46,,
1.40E-06,25,51,,
1.30E-06,30,51,,
1.40E-06,6,51,,
1.30E-06,35,50,,
1.40E-06,6,53,,
1.30E-06,9,59,,
1.40E-06,15,60,,
1.40E-06,17,61,,
1.40E-06,6,61,,
1.30E-06,19,60,,
1.30E-06,20,59,,
1.30E-06,30,59,,
1.30E-06,27,58,,
1.40E-06,31,57,,
1.30E-06,21,56,,
1.30E-06,11,56,,
1.30E-06,14,56,,
0.0001523,35,55,,
1.30E-06,28,54,,
1.30E-06,30,53,,
1.30E-06,26,52,,
1.30E-06,12,54,,
1.30E-06,30,55,,
1.50E-06,35,54,,
1.30E-06,4,53,,
1.30E-06,23,52,,
1.30E-06,23,51,,
1.40E-06,1,50,,
1.30E-06,31,50,,
1.40E-06,12,49,,
1.30E-06,27,50,,
1.40E-06,26,53,,
1.30E-06,12,53,,
1.30E-06,15,52,,
1.30E-06,4,56,,
1.40E-06,30,55,,
1.20E-06,6,55,,
1.30E-06,24,56,,
1.30E-06,1,55,,
1.40E-06,6,60,,
1.30E-06,30,59,,
1.40E-06,12,58,,
1.40E-06,27,57,,
1.40E-06,24,56,,
1.30E-06,8,57,,
1.40E-06,6,56,,
1.30E-06,18,55,,
1.30E-06,22,55,,
1.30E-06,26,54,,
1.30E-06,23,58,,
1.30E-06,30,59,,
1.30E-06,1,58,,
1.30E-06,34,57,,
1.30E-06,23,58,,
1.40E-06,9,59,,
1.40E-06,22,61,,
1.40E-06,11,60,,
1.30E-06,12,59,,
1.40E-06,4,58,,
1.40E-06,20,61,,
1.30E-06,10,60,,
1.30E-06,20,59,,
1.40E-06,4,58,,
1.30E-06,17,59,,
1.30E-06,14,58,,
1.40E-06,13,57,,
1.40E-06,22,56,,
1.30E-06,23,55,,
1.30E-06,33,56,,
1.30E-06,4,55,,
0.0001471,27,54,,
1.30E-06,5,54,,
1.30E-06,27,53,,
1.30E-06,3,52,,
1.40E-06,9,55,,
1.30E-06,8,57,,
1.50E-06,30,60,,
1.40E-06,9,60,,
1.40E-06,31,59,,
1.30E-06,24,58,,
1.30E-06,34,58,,
1.40E-06,10,58,,
1.40E-06,23,57,,
1.30E-06,23,56,,
1.30E-06,14,55,,
1.30E-06,16,55,,
1.30E-06,2,55,,
1.20E-06,1,55,,
1.30E-06,25,54,,
1.20E-06,10,54,,
1.30E-06,22,54,,
1.40E-06,26,53,,
0.0001393,25,52,,
1.40E-06,17,51,,
1.30E-06,28,50,,
1.30E-06,12,51,,
1.40E-06,17,50,,
1.30E-06,11,49,,
1.30E-06,24,48,,
1.30E-06,20,47,,
1.30E-06,5,47,,
1.30E-06,18,48,,
1.50E-06,15,47,,
1.30E-06,19,46,,
1.30E-06,9,47,,
1.40E-06,21,47,,
1.40E-06,35,48,,
1.40E-06,5,47,,
1.40E-06,14,47,,
1.40E-06,20,50,,
1.30E-06,34,49,,
1.30E-06,16,48,,
1.30E-06,6,50,,
1.30E-06,13,52,,
1.30E-06,11,51,,
1.30E-06,25,50,,
1.30E-06,22,50,,
1.30E-06,6,49,,
1.40E-06,31,49,,
1.40E-06,21,48,,
1.40E-06,21,47,,
1.40E-06,35,46,,
1.30E-06,29,47,,
1.40E-06,18,48,,
1.30E-06,34,52,,
1.30E-06,27,57,,
1.30E-06,31,58,,
1.30E-06,6,61,,
1.30E-06,21,62,,
1.40E-06,34,64,,
1.40E-06,23,64,,
1.30E-06,8,63,,
1.30E-06,28,62,,
1.30E-06,20,61,,
1.30E-06,35,61,,
1.30E-06,20,60,,
1.40E-06,11,59,,
1.40E-06,30,59,,
1.30E-06,20,59,,
1.30E-06,33,59,,
1.30E-06,16,58,,
1.30E-06,25,58,,
1.40E-06,20,58,,
1.30E-06,35,58,,
1.40E-06,5,60,,
2.90E-06,22,59,,
2.10E-06,7,59,,
1.40E-06,13,59,,
1.40E-06,1,58,,
1.40E-06,14,58,,
1.30E-06,26,58,,
0.0001676,8,57,,
1.40E-06,28,56,,
1.40E-06,29,55,,
1.30E-06,31,54,,
1.40E-06,11,53,,
1.20E-06,31,54,,
1.40E-06,31,53,,
1.30E-06,17,52,,
1.70E-06,33,56,,
1.30E-06,1,56,,
1.40E-06,35,57,,
1.40E-06,7,56,,
1.30E-06,32,56,,
1.40E-06,15,55,,
1.40E-06,12,55,,
1.40E-06,23,54,,
1.40E-06,7,54,,
1.40E-06,30,53,,
1.30E-06,31,52,,
1.30E-06,22,51,,
1.30E-06,17,50,,
1.30E-06,10,49,,
1.40E-06,33,54,,
1.40E-06,31,53,,
1.30E-06,12,53,,
1.30E-06,33,53,,
1.30E-06,34,52,,
1.30E-06,14,51,,
1.20E-06,4,50,,
1.20E-06,10,49,,
1.30E-06,2,51,,
0.0001311,15,50,,
1.30E-06,16,50,,
1.30E-06,29,49,,
1.30E-06,18,49,,
1.30E-06,16,48,,
1.40E-06,14,48,,
1.30E-06,16,47,,
1.40E-06,29,46,,
1.30E-06,2,46,,
1.30E-06,24,45,,
1.30E-06,4,45,,
1.30E-06,27,45,,
1.30E-06,28,44,,
1.30E-06,25,43,,
1.30E-06,31,42,,
1.30E-06,7,42,,
0.0001092,28,41,,
1.40E-06,34,41,,
1.30E-06,34,41,,
1.30E-06,31,40,,
1.20E-06,34,41,,
1.30E-06,7,47,,
1.30E-06,3,47,,
1.30E-06,6,46,,
1.30E-06,30,47,,
1.30E-06,35,46,,
1.30E-06,4,45,,
1.30E-06,33,44,,
1.20E-06,28,43,,
1.20E-06,6,43,,
1.20E-06,13,44,,
1.30E-06,4,44,,
1.20E-06,19,45,,
1.30E-06,20,44,,
1.30E-06,3,43,,
1.30E-06,11,42,,
1.20E-06,17,42,,
1.30E-06,2,42,,
1.30E-06,10,45,,
1.30E-06,14,47,,
1.20E-06,1,48,,
1.30E-06,20,53,,
1.30E-06,10,55,,
1.30E-06,15,55,,
1.30E-06,3,57,,
1.30E-06,4,57,,
1.30E-06,24,56,,
1.30E-06,14,58,,
1.40E-06,3,61,,
1.40E-06,27,60,,
1.30E-06,8,64,,
1.40E-06,6,63,,
1.20E-06,15,63,,
1.30E-06,17,62,,
1.30E-06,1,61,,
1.30E-06,20,61,,
1.30E-06,7,60,,
1.30E-06,10,60,,
1.40E-06,17,59,,
1.30E-06,23,61,,
1.30E-06,19,60,,
1.40E-06,27,59,,
0.000159,7,58,,
1.50E-06,27,59,,
1.30E-06,4,58,,
1.30E-06,14,57,,
1.30E-06,2,57,,
1.20E-06,13,58,,
1.20E-06,26,57,,
1.40E-06,24,57,,
1.30E-06,26,56,,
1.30E-06,19,58,,
1.40E-06,9,58,,
1.30E-06,21,57,,
1.30E-06,34,60,,
1.30E-06,15,59,,
1.30E-06,30,63,,
1.20E-06,23,62,,
1.30E-06,12,61,,
1.40E-06,33,62,,
1.20E-06,21,68,,
1.20E-06,30,68,,
1.40E-06,24,67,,
1.30E-06,18,66,,
1.30E-06,3,65,,
1.20E-06,11,64,,
1.30E-06,23,65,,
1.30E-06,1,64,,
1.20E-06,7,64,,
1.20E-06,32,64,,
1.30E-06,16,64,,
1.20E-06,33,64,,
1.30E-06,5,65,,
1.30E-06,24,64,,
1.30E-06,18,65,,
1.30E-06,16,67,,
1.40E-06,23,66,,
1.30E-06,33,65,,
1.40E-06,12,66,,
1.30E-06,30,67,,
1.30E-06,35,68,,
1.30E-06,17,68,,
1.40E-06,33,67,,
1.30E-06,27,66,,
1.30E-06,23,65,,
1.30E-06,13,64,,
0.0001729,20,63,,
1.30E-06,24,62,,
1.20E-06,28,62,,
1.40E-06,25,61,,
1.30E-06,4,60,,
1.30E-06,3,61,,
1.30E-06,19,60,,
1.30E-06,34,60,,
1.30E-06,34,60,,
1.30E-06,16,59,,
1.30E-06,35,58,,
0.0001531,7,57,,
1.30E-06,1,57,,
1.30E-06,34,59,,
1.40E-06,32,59,,
1.30E-06,20,58,,
1.30E-06,4,57,,
1.30E-06,33,56,,
1.40E-06,32,56,,
1.30E-06,12,58,,
1.30E-06,14,61,,
1.20E-06,16,60,,
1.30E-06,20,62,,
1.30E-06,22,63,,
1.30E-06,32,62,,
1.30E-06,18,61,,
1.30E-06,13,60,,
1.20E-06,13,60,,
1.30E-06,13,59,,
1.30E-06,10,59,,
1.30E-06,24,58,,
1.30E-06,19,59,,
1.30E-06,15,58,,
1.30E-06,23,57,,
1.20E-06,8,56,,
1.30E-06,15,56,,
0.0001555,27,55,,
1.30E-06,24,54,,
1.30E-06,2,53,,
1.30E-06,27,52,,
1.30E-06,29,52,,
1.30E-06,8,51,,
1.70E-06,9,52,,
1.60E-06,19,53,,
1.30E-06,9,52,,
1.30E-06,19,53,,
1.40E-06,8,52,,
1.40E-06,19,54,,
1.30E-06,4,55,,
1.30E-06,1,55,,
1.30E-06,2,54,,
1.40E-06,20,55,,
1.30E-06,35,54,,
1.40E-06,8,54,,
1.20E-06,8,59,,
1.30E-06,12,59,,
1.30E-06,15,58,,
2.50E-06,20,61,,
2.90E-06,33,60,,
2.20E-06,5,62,,
1.80E-06,12,61,,
1.70E-06,20,60,,
1.70E-06,35,67,,
1.30E-06,26,68,,
1.40E-06,30,68,,
1.30E-06,24,68,,
1.30E-06,17,67,,
1.30E-06,3,66,,
1.20E-06,22,66,,
1.20E-06,33,68,,
1.30E-06,32,67,,
1.30E-06,14,66,,
1.30E-06,17,65,,
1.30E-06,20,66,,
1.30E-06,33,66,,
1.30E-06,27,69,,
1.40E-06,23,72,,
1.30E-06,3,72,,
1.30E-06,24,71,,
1.30E-06,6,71,,
1.30E-06,34,70,,
1.30E-06,14,69,,
1.30E-06,7,68,,
1.40E-06,11,67,,
1.30E-06,29,66,,
1.30E-06,29,69,,
1.20E-06,4,68,,
1.30E-06,20,67,,
1.30E-06,33,66,,
1.30E-06,13,66,,
0.0001785,33,66,,
1.50E-06,13,66,,
1.30E-06,26,65,,
1.30E-06,1,65,,
1.30E-06,18,64,,
1.30E-06,15,64,,
1.30E-06,33,64,,
1.20E-06,2,64,,
1.30E-06,22,63,,
1.30E-06,31,62,,
1.20E-06,33,61,,
1.40E-06,9,60,,
1.30E-06,2,60,,
1.40E-06,26,60,,
1.30E-06,3,62,,
1.30E-06,20,61,,
1.30E-06,10,60,,
1.30E-06,7,63,,
1.30E-06,26,63,,
1.30E-06,31,62,,
1.30E-06,4,61,,
1.30E-06,35,62,,
1.30E-06,27,62,,
1.30E-06,18,62,,
1.30E-06,21,64,,
1.40E-06,15,63,,
1.40E-06,3,66,,
1.30E-06,12,65,,
1.30E-06,4,64,,
1.30E-06,22,65,,
1.30E-06,17,64,,
1.20E-06,6,65,,
1.30E-06,33,66,,
1.30E-06,16,65,,
1.30E-06,21,64,,
1.30E-06,1,63,,
1.30E-06,25,62,,
1.30E-06,26,61,,
0.0001623,13,60,,
1.30E-06,16,59,,
1.20E-06,7,58,,
1.40E-06,28,57,,
1.30E-06,13,59,,
1.30E-06,11,58,,
1.30E-06,10,58,,
1.20E-06,18,58,,
1.20E-06,8,57,,
1.20E-06,24,57,,
1.30E-06,11,58,,
1.30E-06,29,58,,
1.40E-06,32,58,,
1.30E-06,27,57,,
1.30E-06,14,57,,
1.30E-06,21,56,,
1.30E-06,3,55,,
1.30E-06,25,64,,
1.30E-06,23,63,,
1.30E-06,34,65,,
1.40E-06,4,65,,
1.30E-06,28,64,,
1.30E-06,33,64,,
1.30E-06,12,67,,
1.30E-06,15,66,,
1.30E-06,2,66,,
1.30E-06,30,65,,
1.30E-06,10,65,,
1.30E-06,28,65,,
1.30E-06,34,64,,
1.30E-06,29,63,,
1.30E-06,7,62,,
1.30E-06,18,61,,
1.30E-06,17,60,,
0.0001572,25,59,,
1.30E-06,27,58,,
1.30E-06,18,59,,
1.20E-06,10,58,,
1.30E-06,20,57,,
1.30E-06,23,56,,
1.30E-06,2,55,,
1.30E-06,32,54,,
1.30E-06,35,57,,
1.40E-06,30,56,,
1.30E-06,5,55,,
1.40E-06,34,55,,
1.30E-06,32,56,,
1.40E-06,22,56,,
1.30E-06,14,58,,
1.30E-06,15,63,,
1.30E-06,19,62,,
1.30E-06,9,61,,
1.30E-06,9,61,,
1.40E-06,6,65,,
1.30E-06,35,65,,
1.30E-06,14,67,,
1.40E-06,32,66,,
1.30E-06,1,65,,
1.30E-06,22,65,,
1.30E-06,21,64,,
1.30E-06,25,67,,
1.20E-06,2,66,,
1.20E-06,7,65,,
1.20E-06,26,66,,
1.30E-06,31,71,,
1.30E-06,2,71,,
1.30E-06,26,70,,
1.30E-06,16,69,,
1.40E-06,33,68,,
1.30E-06,6,68,,
1.40E-06,19,71,,
1.40E-06,7,70,,
1.40E-06,27,72,,
1.30E-06,25,74,,
1.30E-06,28,73,,
1.30E-06,30,73,,
1.30E-06,6,72,,
1.30E-06,33,71,,
1.30E-06,2,79,,
1.30E-06,16,78,,
1.30E-06,17,77,,
1.30E-06,12,76,,
1.30E-06,33,76,,
1.30E-06,9,76,,
1.30E-06,6,76,,
1.30E-06,3,75,,
1.30E-06,1,75,,
1.30E-06,25,74,,
1.30E-06,25,74,,
1.30E-06,24,74,,
1.30E-06,28,73,,
1.30E-06,28,75,,
1.30E-06,22,74,,
1.30E-06,9,73,,
1.30E-06,18,77,,
1.40E-06,18,76,,
1.30E-06,8,75,,
1.30E-06,24,75,,
1.30E-06,29,76,,
1.30E-06,8,75,,
1.30E-06,14,75,,
1.30E-06,24,79,,
1.40E-06,32,78,,
1.40E-06,2,79,,
1.40E-06,8,78,,
1.40E-06,7,79,,
1.30E-06,25,78,,
1.30E-06,28,77,,
1.30E-06,4,78,,
1.40E-06,25,78,,
1.50E-06,8,79,,
1.40E-06,20,78,,
1.20E-06,26,79,,
1.30E-06,29,79,,
1.30E-06,21,81,,
1.30E-06,1,80,,
1.20E-06,5,80,,
1.30E-06,3,82,,
1.30E-06,8,84,,
1.30E-06,16,83,,
1.30E-06,27,92,,
1.30E-06,29,91,,
1.20E-06,12,91,,
1.20E-06,18,90,,
1.30E-06,29,91,,
1.30E-06,32,90,,
1.30E-06,15,89,,
1.40E-06,25,91,,
1.30E-06,16,96,,
1.30E-06,14,96,,
1.30E-06,28,100,,
1.40E-06,31,101,,
1.20E-06,1,101,,
1.40E-06,32,102,,
1.30E-06,35,101,,
1.30E-06,26,104,,
1.30E-06,10,103,,
1.30E-06,2,102,,
1.30E-06,12,101,,
1.40E-06,34,101,,
1.20E-06,32,103,,
1.30E-06,7,103,,
1.30E-06,11,104,,
1.30E-06,25,103,,
1.30E-06,19,102,,
1.30E-06,35,102,,
1.30E-06,2,103,,
1.30E-06,4,102,,
1.30E-06,32,101,,
1.30E-06,18,101,,
1.40E-06,21,100,,
1.40E-06,8,100,,
0.0002794,35,99,,
1.40E-06,24,99,,
1.40E-06,27,108,,
1.50E-06,28,107,,
1.30E-06,14,107,,
1.30E-06,23,107,,
1.30E-06,21,106,,
1.30E-06,4,106,,
1.30E-06,13,105,,
1.30E-06,15,104,,
1.30E-06,24,105,,
1.20E-06,6,104,,
1.20E-06,24,103,,
1.40E-06,18,102,,
1.30E-06,12,102,,
1.30E-06,31,104,,
1.20E-06,8,106,,
1.30E-06,2,108,,
1.30E-06,33,109,,
1.30E-06,23,108,,
1.30E-06,17,107,,
1.30E-06,12,109,,
1.30E-06,8,108,,
1.20E-06,12,107,,
1.30E-06,17,107,,
1.30E-06,34,107,,
1.30E-06,23,106,,
1.30E-06,1,106,,
1.30E-06,3,106,,
1.30E-06,21,105,,
1.40E-06,25,106,,
1.30E-06,32,105,,
0.0002933,6,104,,
1.20E-06,7,109,,
1.30E-06,4,108,,
1.30E-06,28,107,,
1.40E-06,34,108,,
1.30E-06,10,107,,
1.30E-06,27,106,,
1.30E-06,14,105,,
1.30E-06,20,104,,
1.30E-06,12,105,,
1.30E-06,12,105,,
1.30E-06,34,104,,
1.30E-06,20,104,,
1.30E-06,35,103,,
0.0002817,7,102,,
1.30E-06,24,110,,
1.30E-06,25,109,,
1.30E-06,22,108,,
1.20E-06,2,107,,
1.20E-06,31,106,,
1.20E-06,1,108,,
1.30E-06,2,109,,
1.30E-06,35,109,,
1.30E-06,30,108,,
1.40E-06,1,107,,
1.30E-06,21,106,,
1.30E-06,28,106,,
1.40E-06,1,105,,
1.30E-06,6,105,,
1.30E-06,24,106,,
1.20E-06,3,105,,
1.30E-06,29,104,,
1.30E-06,7,103,,
1.30E-06,4,103,,
1.30E-06,33,104,,
1.30E-06,13,107,,
1.30E-06,1,106,,
1.40E-06,23,105,,
1.30E-06,21,106,,
1.30E-06,35,105,,
0.0002932,27,104,,
1.30E-06,23,103,,
1.30E-06,18,102,,
1.20E-06,4,101,,
1.20E-06,27,101,,
1.30E-06,34,100,,
1.30E-06,22,100,,
1.30E-06,15,99,,
1.30E-06,17,98,,
1.50E-06,14,98,,
1.40E-06,32,97,,
1.30E-06,30,97,,
1.30E-06,33,96,,
1.30E-06,4,97,,
1.30E-06,31,96,,
1.40E-06,26,96,,
0.0002602,29,95,,
1.30E-06,14,94,,
1.30E-06,2,94,,
1.30E-06,35,93,,
1.30E-06,28,92,,
1.30E-06,5,91,,
1.40E-06,10,90,,
1.30E-06,21,89,,
1.30E-06,6,88,,
1.40E-06,2,87,,
1.30E-06,13,87,,
0.0002409,6,86,,
1.30E-06,23,85,,
1.20E-06,9,84,,
1.20E-06,20,85,,
1.30E-06,5,87,,
1.30E-06,3,88,,
1.30E-06,14,87,,
1.40E-06,2,86,,
1.30E-06,17,85,,
1.30E-06,12,84,,
1.30E-06,31,83,,
1.30E-06,34,82,,
1.30E-06,21,82,,
1.40E-06,22,82,,
1.40E-06,21,81,,
1.30E-06,33,81,,
1.30E-06,32,80,,
0.0002145,33,79,,
1.30E-06,32,78,,
1.30E-06,10,77,,
1.30E-06,24,79,,
1.30E-06,12,80,,
1.30E-06,11,79,,
1.30E-06,1,78,,
1.30E-06,32,77,,
1.40E-06,4,76,,
1.30E-06,15,77,,
1.30E-06,19,76,,
1.30E-06,34,75,,
1.30E-06,7,74,,
1.40E-06,13,74,,
2.50E-06,2,75,,
1.90E-06,6,74,,
1.30E-06,35,76,,
1.90E-06,29,75,,
1.90E-06,33,74,,
2.10E-06,2,73,,
2.10E-06,29,72,,
2.10E-06,8,73,,
1.30E-06,6,76,,
1.40E-06,34,75,,
1.30E-06,17,74,,
1.40E-06,33,78,,
1.30E-06,9,78,,
1.30E-06,6,80,,
1.30E-06,22,79,,
1.30E-06,20,78,,
1.30E-06,18,77,,
1.30E-06,3,76,,
1.30E-06,15,76,,
1.30E-06,27,75,,
1.30E-06,35,75,,
0.000204,4,74,,
1.40E-06,13,73,,
1.30E-06,11,72,,
1.30E-06,32,73,,
1.30E-06,19,73,,
1.20E-06,4,75,,
1.30E-06,16,74,,
1.20E-06,17,75,,
1.20E-06,24,76,,
1.30E-06,13,78,,
1.30E-06,16,77,,
1.30E-06,32,79,,
1.30E-06,15,78,,
1.20E-06,31,79,,
1.30E-06,31,81,,
1.30E-06,17,80,,
1.30E-06,3,80,,
1.30E-06,14,85,,
1.30E-06,8,87,,
1.30E-06,27,87,,
1.30E-06,21,87,,
1.30E-06,7,89,,
1.30E-06,20,89,,
1.30E-06,24,89,,
1.40E-06,11,88,,
1.30E-06,15,88,,
1.30E-06,2,88,,
1.20E-06,2,88,,
1.40E-06,1,87,,
1.30E-06,26,90,,
1.20E-06,20,89,,
1.40E-06,12,90,,
1.30E-06,26,90,,
1.30E-06,1,90,,
1.30E-06,13,90,,
1.30E-06,7,89,,
1.30E-06,30,89,,
1.30E-06,20,90,,
1.30E-06,35,91,,
1.30E-06,14,92,,
1.30E-06,21,91,,
1.30E-06,8,91,,
1.30E-06,24,92,,
1.30E-06,31,92,,
1.40E-06,17,92,,
1.30E-06,15,92,,
1.30E-06,5,92,,
1.30E-06,19,92,,
0.0002569,18,92,,
1.40E-06,29,91,,
1.30E-06,10,91,,
1.30E-06,4,90,,
1.30E-06,22,89,,
1.30E-06,21,89,,
1.30E-06,10,91,,
1.30E-06,12,90,,
1.30E-06,32,91,,
1.30E-06,1,90,,
1.30E-06,1,89,,
1.30E-06,27,89,,
1.30E-06,24,90,,
1.30E-06,14,89,,
1.30E-06,19,89,,
1.30E-06,31,88,,
1.30E-06,18,87,,
1.30E-06,11,87,,
1.30E-06,7,86,,
1.40E-06,14,85,,
1.20E-06,10,85,,
1.30E-06,22,84,,
1.30E-06,32,85,,
1.30E-06,22,84,,
1.30E-06,10,84,,
1.30E-06,9,85,,
1.40E-06,22,87,,
1.40E-06,3,89,,
1.30E-06,13,88,,
2.10E-06,13,90,,
1.40E-06,2,91,,
1.30E-06,35,90,,
1.40E-06,8,90,,
1.30E-06,21,92,,
1.40E-06,2,91,,
1.30E-06,25,90,,
1.30E-06,2,90,,
1.30E-06,20,92,,
1.40E-06,4,96,,
1.40E-06,25,100,,
1.30E-06,33,99,,
1.30E-06,24,99,,
1.30E-06,19,98,,
1.30E-06,2,100,,
1.30E-06,28,99,,
1.30E-06,13,98,,
1.30E-06,31,98,,
1.40E-06,1,97,,
1.30E-06,12,97,,
1.30E-06,3,99,,
1.40E-06,35,98,,
1.30E-06,17,97,,
1.40E-06,28,96,,
1.30E-06,30,95,,
1.40E-06,16,97,,
1.40E-06,13,99,,
1.40E-06,7,98,,
1.20E-06,31,97,,
1.20E-06,10,96,,
1.40E-06,3,98,,
1.30E-06,31,102,,
1.30E-06,14,105,,
1.40E-06,14,104,,
1.30E-06,5,106,,
1.20E-06,6,107,,
1.30E-06,14,106,,
1.30E-06,13,107,,
1.30E-06,15,106,,
1.20E-06,27,107,,
1.40E-06,13,106,,
1.30E-06,32,108,,
1.30E-06,30,107,,
1.30E-06,23,106,,
1.30E-06,35,105,,
1.30E-06,32,104,,
1.30E-06,33,107,,
1.30E-06,34,106,,
1.30E-06,13,105,,
1.30E-06,3,106,,
1.30E-06,31,107,,
1.30E-06,22,107,,
1.30E-06,24,106,,
1.30E-06,12,106,,
1.30E-06,32,105,,
1.30E-06,35,105,,
1.30E-06,4,106,,
1.30E-06,1,106,,
0.0002977,28,105,,
1.30E-06,34,108,,
1.30E-06,28,107,,
1.30E-06,24,107,,
1.30E-06,16,106,,
1.30E-06,30,106,,
1.30E-06,2,107,,
1.30E-06,30,106,,
1.30E-06,27,105,,
2.10E-06,28,105,,
1.90E-06,27,104,,
2.00E-06,20,103,,
1.80E-06,8,103,,
1.60E-06,27,102,,
2.50E-06,17,101,,
0.0005072,15,100,,
1.60E-06,1,102,,
1.50E-06,4,104,,
1.30E-06,15,106,,
1.30E-06,4,106,,
1.30E-06,32,105,,
1.30E-06,26,105,,
1.30E-06,20,104,,
1.30E-06,25,103,,
1.30E-06,34,104,,
1.30E-06,30,105,,
1.30E-06,16,107,,
1.30E-06,9,106,,
1.20E-06,32,105,,
1.30E-06,27,105,,
1.30E-06,19,104,,
1.20E-06,6,105,,
1.30E-06,12,108,,
1.30E-06,6,110,,
1.20E-06,18,110,,
1.30E-06,20,110,,
1.30E-06,11,109,,
1.30E-06,15,109,,
1.30E-06,8,113,,
1.30E-06,14,113,,
1.30E-06,7,112,,
1.30E-06,18,115,,
1.20E-06,2,116,,
1.30E-06,18,116,,
1.30E-06,12,117,,
1.30E-06,30,116,,
1.30E-06,25,116,,
1.30E-06,12,116,,
1.30E-06,31,115,,
1.30E-06,24,115,,
1.20E-06,18,115,,
1.20E-06,21,114,,
1.30E-06,10,114,,
1.30E-06,14,119,,
1.30E-06,11,118,,
1.20E-06,4,118,,
1.30E-06,13,118,,
1.30E-06,13,117,,
1.20E-06,35,117,,
1.30E-06,2,116,,
1.20E-06,14,115,,
1.30E-06,16,114,,
1.30E-06,26,113,,
1.30E-06,12,112,,
1.30E-06,2,113,,
1.30E-06,23,119,,
1.40E-06,9,118,,
1.30E-06,11,117,,
1.30E-06,12,117,,
1.30E-06,24,116,,
1.20E-06,22,115,,
1.30E-06,14,115,,
1.30E-06,2,117,,
1.80E-06,1,117,,
1.30E-06,28,116,,
1.30E-06,26,115,,
1.30E-06,26,114,,
1.20E-06,29,114,,
1.20E-06,16,114,,
2.50E-06,3,114,,
0.0003036,11,113,,
1.30E-06,1,113,,
1.20E-06,23,114,,
1.30E-06,2,113,,
1.20E-06,8,112,,
1.20E-06,7,111,,
1.30E-06,12,116,,
1.30E-06,11,115,,
1.30E-06,19,114,,
1.30E-06,34,113,,
1.30E-06,35,112,,
1.30E-06,12,112,,
1.30E-06,27,111,,
1.30E-06,9,110,,
1.20E-06,30,109,,
1.30E-06,22,108,,
0.000284,10,107,,
1.30E-06,17,107,,
2.00E-06,7,107,,
1.30E-06,29,108,,
1.30E-06,6,107,,
1.20E-06,15,106,,
1.30E-06,22,110,,
1.20E-06,9,109,,
1.30E-06,13,110,,
1.30E-06,8,110,,
1.30E-06,28,110,,
1.30E-06,15,115,,
1.30E-06,22,115,,
1.20E-06,1,114,,
1.40E-06,6,113,,
1.20E-06,28,114,,
1.30E-06,25,114,,
1.30E-06,13,116,,
1.20E-06,8,116,,
1.20E-06,22,115,,
1.30E-06,20,114,,
1.30E-06,23,113,,
1.30E-06,9,112,,
1.30E-06,3,111,,
1.20E-06,15,110,,
1.30E-06,7,109,,
1.30E-06,1,108,,
0.0002898,6,107,,
1.20E-06,35,106,,
1.30E-06,6,105,,
1.20E-06,11,104,,
1.20E-06,32,103,,
1.20E-06,4,103,,
1.20E-06,21,103,,
1.30E-06,34,102,,
1.30E-06,6,104,,
1.30E-06,34,103,,
1.20E-06,19,102,,
1.30E-06,1,101,,
