cas operacie,cislo,index prvku,dlzka zoznamu,
5e-07,92,44,132,
8e-07,92,95,149,
1.2e-06,91,128,150,
1e-07,93,4,141,
4e-07,93,33,142,
1.2e-06,93,130,147,
9e-07,93,98,152,
1.1e-06,91,130,133,
5e-07,95,50,132,
4e-07,95,28,140,
1e-06,91,101,143,
8e-07,95,85,142,
4e-07,95,37,116,
4e-07,92,40,114,
5e-07,92,54,115,
6e-07,95,63,119,
7e-07,92,84,141,
1e-07,91,2,143,
8e-07,93,89,137,
3e-07,93,32,126,
4e-07,95,35,127,
5e-07,93,45,128,
3e-07,95,20,124,
3e-07,92,21,121,
6e-07,95,65,116,
1e-07,93,1,111,
9e-07,91,89,110,
7e-07,92,81,111,
2e-07,95,8,112,
8e-07,94,87,116,
9e-07,92,107,116,
6e-07,91,67,112,
6e-07,91,78,113,
4e-07,93,37,113,
5e-07,92,60,109,
4e-07,93,47,110,
3e-07,93,19,104,
4e-07,91,42,101,
6e-07,95,49,101,
4e-07,93,40,101,
2e-07,92,15,102,
3e-07,92,18,93,
3e-07,95,22,99,
2e-07,93,3,99,
7e-07,93,82,100,
2e-07,95,18,106,
2.5e-06,94,62,108,
7e-07,93,91,97,
3e-07,93,15,87,
6e-07,93,72,84,
3e-07,93,34,92,
7e-07,95,78,88,
1e-07,92,2,92,
8e-07,93,90,99,
1.5e-05,91,85,101,
6e-07,93,73,103,
8e-07,95,89,105,
4e-07,91,32,108,
5e-07,94,42,107,
8e-07,92,92,105,
4e-07,95,39,113,
5e-07,94,39,111,
5e-07,93,52,115,
7e-07,91,87,105,
6e-07,93,65,104,
7e-07,94,81,103,
5e-07,93,55,99,
5e-07,92,53,102,
4.1e-05,93,59,100,
4e-07,92,29,93,
7e-07,94,54,90,
3e-07,95,24,114,
6e-07,95,65,120,
4e-07,94,41,124,
8e-07,95,86,117,
2e-07,95,6,120,
6e-07,92,63,131,
9e-07,91,127,129,
9e-07,92,108,135,
5e-07,95,49,136,
6e-07,93,57,131,
6e-07,92,67,127,
2e-07,92,13,130,
7e-07,95,80,130,
5e-07,92,48,120,
2e-07,92,5,142,
7e-07,95,76,143,
1e-06,93,131,144,
1e-06,95,123,139,
8e-07,92,99,136,
2e-07,91,7,133,
8e-07,91,100,125,
4e-07,92,39,126,
4e-07,92,29,131,
9e-07,92,123,136,
4e-07,92,53,136,
5e-07,91,53,136,
6e-07,95,67,126,
4e-07,92,32,128,
5e-07,94,39,124,
5e-07,91,58,121,
4e-07,95,38,104,
4e-07,93,27,109,
7e-07,91,93,109,
6e-07,93,82,111,
2e-07,91,16,113,
3e-07,92,23,113,
7e-07,95,85,104,
8e-07,94,93,101,
7e-07,93,78,102,
2e-07,95,22,105,
4e-07,93,28,105,
8e-07,92,91,104,
4e-07,94,33,103,
1e-07,92,3,107,
4e-07,95,36,107,
8e-07,95,89,107,
6e-07,93,72,104,
3e-07,94,25,103,
5e-07,93,53,105,
6e-07,93,61,106,
6e-07,95,70,111,
4e-07,95,34,99,
3e-07,94,37,89,
6e-07,95,60,91,
4e-07,95,39,86,
4e-07,93,41,63,
2e-07,91,9,64,
3e-07,94,28,60,
3e-07,95,26,58,
3e-07,94,19,63,
5e-07,91,54,71,
2e-07,93,14,72,
5e-07,93,64,73,
5e-07,94,58,72,
3e-07,95,27,69,
1e-07,93,3,79,
4e-07,93,45,75,
5e-07,94,55,69,
5e-07,95,43,67,
4e-07,94,36,62,
2e-07,95,11,72,
3e-07,93,23,78,
4e-07,95,41,82,
5e-07,92,48,83,
5e-07,94,52,84,
2e-07,92,16,92,
3e-07,91,24,97,
4e-07,94,29,95,
7e-07,91,88,94,
4e-07,95,33,92,
5e-07,93,49,98,
6e-07,93,54,95,
2e-07,95,6,97,
3e-07,92,26,99,
5e-07,95,44,97,
6e-07,91,63,109,
2e-07,93,8,97,
7e-07,91,93,99,
5e-07,95,46,101,
7e-07,91,86,108,
8e-07,94,101,103,
8e-07,94,92,103,
9e-07,92,113,120,
7e-07,95,81,118,
9e-07,95,104,120,
4e-07,94,36,120,
5e-07,95,56,114,
7e-07,95,67,120,
6e-07,94,71,128,
8e-07,95,100,128,
9e-07,94,123,129,
5e-07,92,49,116,
6e-07,91,53,150,
1.2e-06,92,159,171,
1.2e-06,94,158,177,
7e-07,91,83,177,
1e-06,94,138,177,
9e-07,93,103,177,
1e-06,93,122,177,
5e-07,91,48,177,
1e-06,91,129,177,
1e-06,95,138,177,
7.7e-06,94,175,177,
1.1e-06,94,149,177,
7e-07,93,64,177,
1.2e-06,95,155,177,
9e-07,92,103,177,
1.2e-06,94,155,177,
8e-07,94,92,177,
4e-07,91,33,177,
1.1e-06,93,135,177,
3e-07,94,23,177,
1.1e-06,94,134,177,
1e-06,94,121,177,
1e-06,95,116,177,
6e-07,91,60,177,
1e-06,92,123,177,
5e-07,94,43,177,
3e-07,95,24,177,
3e-07,94,35,177,
9e-07,95,123,177,
7e-07,91,69,177,
9e-07,95,99,177,
1.1e-06,92,139,177,
8e-07,91,93,177,
1.1e-06,95,150,177,
1.1e-06,95,124,177,
3e-07,93,22,177,
1.2e-06,91,163,177,
9e-07,94,109,177,
1.2e-06,95,161,177,
1e-06,95,119,177,
8e-07,95,102,177,
2e-07,94,4,177,
5e-07,94,49,177,
