cas operacie,vlozene cislo,priorita,velkost frontu,,,,,,,,
3.85E-05,9,3402,79,,,,,0.0000393,35,7549,47
3.86E-05,35,6536,78,,,,,0.0000388,33,7328,47
4.84E-05,16,2191,78,,,,,0.0000387,18,6940,47
4.82E-05,29,2229,77,,,,,0.0000546,25,8485,47
5.67E-05,8,8498,77,,,,,0.000148,18,37,47
4.42E-05,16,8978,77,,,,,0.0000459,5,9516,47
3.93E-05,24,1620,77,,,,,0.0000451,18,6023,47
3.91E-05,5,343,77,,,,,0.0000389,29,1847,47
3.87E-05,34,9163,74,,,,,0.0000389,8,4713,47
3.88E-05,32,9039,72,,,,,0.0000503,32,2293,47
4.29E-05,33,7656,73,,,,,0.0000389,22,7327,47
3.85E-05,29,3491,72,,,,,0.000039,17,4098,47
3.84E-05,16,9624,72,,,,,0.000049,7,7722,47
5.64E-05,4,3586,71,,,,,0.0000484,14,5413,47
4.96E-05,5,5178,72,,,,,0.0000453,5,5851,47
3.93E-05,12,254,72,,,,,0.0000547,26,7205,47
3.89E-05,31,5708,72,,,,,0.0000391,4,2687,47
4.93E-05,34,3520,69,,,,,0.0000386,30,301,47
5.02E-05,34,8608,70,,,,,0.0000533,12,7979,47
0.0001271,34,3349,69,,,,,0.0000389,29,9342,47
5.14E-05,32,6325,70,,,,,0.0000388,25,8620,47
4.88E-05,14,9872,71,,,,,0.0002289,14,5534,47
3.90E-05,7,7637,70,,,,,0.0000542,33,9003,47
3.96E-05,12,5544,71,,,,,0.0000591,6,8364,47
3.93E-05,25,621,70,,,,,0.0000512,2,4555,47
3.88E-05,13,6023,71,,,,,0.0000563,35,5764,47
3.93E-05,14,8435,71,,,,,0.0000521,12,5132,47
3.94E-05,3,9284,72,,,,,0.0000521,33,1204,47
3.92E-05,9,3733,72,,,,,0.0000395,20,4467,47
3.93E-05,24,7190,73,,,,,0.0000507,1,2472,47
3.93E-05,3,1320,69,,,,,0.0000496,9,9779,47
3.92E-05,7,2550,70,,,,,0.0000434,2,8073,47
6.72E-05,4,751,70,,,,,0.0000525,21,2701,47
3.89E-05,17,9990,69,,,,,0.0000556,34,2160,47
3.88E-05,1,7328,69,,,,,0.0000505,12,8361,47
3.86E-05,21,3047,70,,,,,0.0000387,16,4673,47
3.87E-05,9,3963,70,,,,,0.000056,17,8839,47
3.89E-05,32,8067,71,,,,,0.0000396,22,2036,47
3.90E-05,4,2609,69,,,,,0.0000392,18,6679,47
3.87E-05,3,1435,70,,,,,0.0000386,1,661,47
3.93E-05,30,4413,71,,,,,0.0000501,1,6605,47
3.87E-05,29,7589,70,,,,,0.0000497,6,801,47
3.87E-05,7,876,70,,,,,0.0000389,4,9078,47
3.89E-05,35,8877,70,,,,,0.0000471,17,8969,47
3.89E-05,22,9545,70,,,,,0.0000493,21,8231,47
3.89E-05,13,5839,70,,,,,0.000052,7,9796,47
5.04E-05,22,7657,70,,,,,0.0000476,19,9456,47
4.84E-05,35,7311,71,,,,,0.0000525,21,5982,47
3.87E-05,14,4574,68,,,,,0.0000529,12,3467,47
5.14E-05,9,713,68,,,,,0.000131,7,7855,47
7.41E-05,24,2388,68,,,,,0.000052,3,1427,47
4.83E-05,21,7192,69,,,,,0.0000509,27,9862,47
4.91E-05,15,1346,69,,,,,0.0000505,10,3212,47
4.94E-05,17,6430,67,,,,,0.0000486,6,2413,47
4.83E-05,6,260,68,,,,,0.0000558,8,1612,47
3.96E-05,14,2226,67,,,,,0.0000389,23,6033,47
3.90E-05,17,6523,68,,,,,0.0000389,20,5825,47
3.87E-05,22,1719,68,,,,,0.0000389,33,8281,47
3.89E-05,28,5569,68,,,,,0.0000385,29,7577,47
3.85E-05,19,4041,68,,,,,0.0000386,16,8777,47
3.96E-05,33,6596,63,,,,,0.0000388,29,7384,47
3.87E-05,8,2544,64,,,,,0.0001053,26,1334,47
3.88E-05,17,5435,65,,,,,0.0000385,11,2462,47
4.94E-05,8,5586,64,,,,,0.0001053,12,777,47
3.90E-05,16,2149,63,,,,,0.0000562,3,5835,47
3.89E-05,24,1780,62,,,,,0.0000516,10,6167,47
3.90E-05,7,7656,60,,,,,0.0001531,19,699,47
3.86E-05,7,1372,61,,,,,0.000064,1,7985,47
3.86E-05,5,8127,62,,,,,0.0000532,17,5264,47
5.79E-05,16,7888,63,,,,,0.0000502,24,4142,47
3.93E-05,9,5628,62,,,,,0.0000388,27,5352,47
3.92E-05,35,5823,63,,,,,0.0000498,8,6797,47
3.92E-05,25,9270,64,,,,,0.0000478,24,707,47
3.88E-05,5,3274,65,,,,,0.0000399,29,4780,47
3.88E-05,15,6218,66,,,,,0.0000627,15,7732,47
3.88E-05,23,9520,67,,,,,0.0000567,19,1535,47
3.90E-05,18,8009,68,,,,,0.0000529,17,4632,47
3.87E-05,16,6277,68,,,,,0.0000515,35,2321,47
3.87E-05,10,8977,67,,,,,0.0000407,33,4552,47
3.88E-05,15,7611,66,,,,,0.0000391,4,971,47
4.92E-05,9,1867,67,,,,,0.000039,24,2721,47
3.89E-05,27,7973,66,,,,,0.0000468,31,5325,47
6.18E-05,27,5302,66,,,,,0.0000436,26,1967,47
5.42E-05,27,945,67,,,,,0.0000391,5,9794,47
6.51E-05,19,5022,66,,,,,0.0000391,19,900,47
5.10E-05,11,5571,67,,,,,0.0001582,17,9328,47
5.48E-05,11,4631,68,,,,,0.0000394,16,1658,47
5.38E-05,9,2172,69,,,,,0.0000387,22,3656,47
4.86E-05,10,3825,66,,,,,0.0000389,6,1760,47
3.93E-05,14,9130,65,,,,,0.0000387,25,7015,47
3.91E-05,18,6487,65,,,,,0.000039,27,9277,47
3.89E-05,19,9568,66,,,,,0.0000389,19,1757,47
3.90E-05,21,1679,67,,,,,0.0001489,1,786,47
3.89E-05,4,8563,68,,,,,0.0000675,28,937,47
3.88E-05,16,8539,68,,,,,0.0000391,32,8047,47
3.86E-05,17,2836,69,,,,,0.0001062,19,98,47
3.86E-05,6,8198,70,,,,,0.0000393,7,6560,47
3.88E-05,10,7746,69,,,,,0.0000475,9,695,47
0.0001056,30,222,70,,,,,0.0000503,24,3568,47
5.06E-05,25,342,68,,,,,0.0000508,27,1641,47
5.31E-05,18,2803,66,,,,,0.0000454,16,2926,47
6.04E-05,25,6510,67,,,,,0.000039,31,1607,47
5.24E-05,27,1905,66,,,,,0.0000391,14,4836,47
5.24E-05,4,6085,67,,,,,0.0000462,26,4851,47
5.28E-05,34,9560,68,,,,,0.0000507,7,8802,47
6.68E-05,7,9843,69,,,,,0.0000473,26,2897,47
5.26E-05,16,7273,70,,,,,0.0000454,1,4668,47
5.25E-05,1,9854,71,,,,,0.0000387,20,9814,47
5.18E-05,11,5803,72,,,,,0.0000385,7,8141,47
5.33E-05,10,2008,72,,,,,0.0000452,7,2177,47
5.27E-05,25,2466,72,,,,,0.0000513,16,1637,47
5.59E-05,32,2870,68,,,,,0.0000504,10,9705,47
5.42E-05,30,2157,69,,,,,0.0000483,3,1101,47
3.92E-05,10,658,70,,,,,0.0000391,35,6943,47
3.88E-05,16,6127,71,,,,,0.0000391,8,2244,47
5.57E-05,4,7845,72,,,,,0.0000515,29,3735,47
4.74E-05,25,2905,73,,,,,0.0001054,24,721,47
4.96E-05,16,7926,74,,,,,0.0000384,19,1548,47
4.81E-05,25,4968,75,,,,,0.0000384,34,7327,47
5.25E-05,28,1606,76,,,,,0.0000387,7,7863,47
0.000135,3,135,77,,,,,0.0000557,8,4215,47
4.34E-05,26,4945,74,,,,,0.0000394,20,5550,47
3.87E-05,5,8487,74,,,,,0.0000447,19,5445,47
3.86E-05,23,2693,75,,,,,0.0000379,21,3681,47
3.86E-05,13,4937,76,,,,,0.0000388,29,4457,47
3.87E-05,13,9068,77,,,,,0.0000388,32,3312,47
3.85E-05,26,6417,77,,,,,0.0000387,26,6664,47
0.0001052,9,197,78,,,,,0.0000388,26,9746,47
3.88E-05,7,4980,78,,,,,0.0000388,20,2417,47
3.88E-05,32,8870,78,,,,,0.0000384,16,5625,47
5.39E-05,27,9905,78,,,,,0.0001051,13,354,47
3.91E-05,19,8162,78,,,,,0.0000386,16,9191,47
3.88E-05,23,2866,78,,,,,0.0000458,2,4297,47
3.88E-05,21,7397,79,,,,,0.0004553,30,9258,47
3.89E-05,20,2671,78,,,,,0.0000394,9,3856,47
3.89E-05,3,829,78,,,,,0.0000528,10,7702,47
3.90E-05,7,2367,79,,,,,0.0000509,19,2235,47
0.000106,14,123,80,,,,,0.0000454,1,455,47
3.89E-05,26,1186,79,,,,,0.0000525,29,8962,47
3.87E-05,30,2353,80,,,,,0.0000471,12,3934,47
3.88E-05,30,4880,81,,,,,0.0001075,8,637,47
0.0001074,21,1171,82,,,,,0.0000388,25,6209,47
3.90E-05,30,7713,83,,,,,0.0000534,7,7322,47
0.0001097,27,6081,84,,,,,0.0000549,28,7301,47
3.86E-05,25,7418,85,,,,,0.000039,28,5368,47
3.91E-05,32,2560,81,,,,,0.0000391,19,5251,47
3.89E-05,10,1736,82,,,,,0.0000386,15,9079,47
5.45E-05,2,9063,82,,,,,0.0000386,24,5380,47
0.0001093,8,9183,82,,,,,0.0000391,12,8090,47
5.07E-05,20,2573,83,,,,,0.0000544,20,6267,47
4.79E-05,5,5174,83,,,,,0.0000388,12,1927,47
3.93E-05,22,7207,84,,,,,0.0000393,10,1761,47
0.0001072,34,905,85,,,,,0.0000553,6,1086,47
3.96E-05,23,4069,79,,,,,0.0000526,8,4050,47
3.88E-05,18,8749,79,,,,,0.0000518,14,3307,47
3.90E-05,31,3720,80,,,,,0.0000515,28,181,47
3.96E-05,2,822,81,,,,,0.0000488,6,4137,47
3.89E-05,17,9107,80,,,,,0.0000389,16,916,47
3.87E-05,15,3395,80,,,,,0.0000469,20,1220,47
3.88E-05,32,6768,80,,,,,0.0000389,20,6642,47
3.89E-05,8,5915,81,,,,,0.0000386,27,723,47
3.88E-05,28,3008,82,,,,,0.0000558,12,502,47
0.0001061,3,1164,83,,,,,0.000039,13,7447,47
3.88E-05,5,5713,81,,,,,0.0000389,16,8744,47
3.91E-05,5,9533,82,,,,,0.0000386,4,7747,47
3.87E-05,6,4876,83,,,,,0.0000391,34,2931,47
3.89E-05,27,5864,81,,,,,0.000059,14,4324,47
3.87E-05,28,8330,82,,,,,0.0000391,7,3981,47
3.90E-05,14,3905,81,,,,,0.0001055,24,44,47
3.86E-05,17,5427,80,,,,,0.0000398,6,2665,47
9.45E-05,13,7607,81,,,,,0.0000541,8,1832,47
5.76E-05,1,8272,82,,,,,0.0000931,4,8435,47
5.64E-05,18,5456,83,,,,,0.0000397,20,7627,47
5.11E-05,1,7203,84,,,,,0.0000387,29,4172,47
5.38E-05,21,9730,85,,,,,0.0000473,14,3358,47
5.01E-05,23,6676,86,,,,,0.0000386,35,7323,47
5.29E-05,22,3351,86,,,,,0.0000387,26,2057,47
0.0001482,35,88,84,,,,,0.0000391,29,6433,47
3.97E-05,7,9596,84,,,,,0.0000526,24,1881,47
3.87E-05,27,4239,85,,,,,0.0000395,29,632,47
3.89E-05,2,5271,86,,,,,0.0000388,15,2705,47
3.88E-05,2,841,84,,,,,0.000039,32,7097,47
3.93E-05,31,4765,82,,,,,0.0000524,27,4889,47
3.90E-05,30,5227,83,,,,,0.000039,1,3551,47
3.89E-05,28,3152,83,,,,,0.0000386,23,7206,47
3.90E-05,28,1212,79,,,,,0.0000497,35,9554,47
3.90E-05,28,1084,80,,,,,0.0000499,5,5943,47
3.89E-05,34,7568,80,,,,,0.0000494,34,6144,47
3.89E-05,28,2624,81,,,,,0.0000457,18,7553,47
5.31E-05,12,3502,77,,,,,0.0000392,26,5451,47
5.13E-05,11,2461,78,,,,,0.0000388,19,913,47
6.41E-05,5,9001,77,,,,,0.0000388,35,318,47
5.46E-05,34,1665,75,,,,,0.0000465,12,4798,47
0.0002397,7,76,76,,,,,0.0000389,23,6527,47
5.19E-05,22,6766,76,,,,,0.000039,1,348,47
5.65E-05,22,1771,76,,,,,0.0000395,28,4125,47
5.15E-05,12,8105,77,,,,,0.0000531,10,2384,47
5.24E-05,24,2024,78,,,,,0.0000457,27,7191,47
5.24E-05,14,6985,79,,,,,0.0002237,18,5066,47
3.93E-05,13,229,77,,,,,0.000052,10,4305,47
3.91E-05,14,970,77,,,,,0.0000509,6,611,47
3.88E-05,33,3072,78,,,,,0.0000472,21,3937,47
3.91E-05,23,9184,79,,,,,0.000039,27,2284,47
3.92E-05,15,2912,80,,,,,0.0000634,11,7027,47
4.00E-05,28,2914,80,,,,,0.0000439,14,1086,47
3.93E-05,1,8944,77,,,,,0.0000434,12,4526,47
3.92E-05,25,2280,77,,,,,0.0000393,3,5922,47
3.91E-05,27,5864,78,,,,,0.0000389,23,2410,47
3.89E-05,14,4316,78,,,,,0.0000513,13,837,47
3.91E-05,12,453,79,,,,,0.000039,14,6611,47
3.87E-05,17,9199,80,,,,,0.0001335,35,1298,47
3.90E-05,8,2352,81,,,,,0.0000389,31,7143,47
5.67E-05,23,2089,82,,,,,0.0000459,4,5439,47
3.90E-05,5,9961,82,,,,,0.0000503,27,8740,47
3.88E-05,27,6329,83,,,,,0.0000527,2,6356,47
3.90E-05,23,7664,84,,,,,0.0001735,2,649,47
3.91E-05,9,459,84,,,,,0.0000566,29,3380,47
4.99E-05,22,1445,84,,,,,0.0001237,11,255,47
3.90E-05,16,1204,84,,,,,0.0000459,19,733,47
3.91E-05,11,5587,85,,,,,0.0000507,2,4272,47
3.93E-05,5,1998,86,,,,,0.0000492,22,9394,47
3.90E-05,8,8304,87,,,,,0.0000386,14,716,47
3.91E-05,18,2270,85,,,,,0.0000479,33,3090,47
3.86E-05,30,8222,85,,,,,0.0000473,9,1285,47
4.76E-05,20,9346,85,,,,,0.0000498,25,1462,47
4.00E-05,25,1081,85,,,,,0.000048,4,698,47
0.0001063,28,118,81,,,,,0.0000546,22,3874,47
3.92E-05,24,4735,82,,,,,0.0001455,18,4022,47
3.87E-05,7,4855,81,,,,,0.0000505,5,1014,47
3.89E-05,22,3557,82,,,,,0.0000389,29,8703,47
3.91E-05,32,1947,83,,,,,0.0000435,18,459,47
3.88E-05,26,9234,84,,,,,0.0000386,34,4514,47
3.89E-05,23,6786,84,,,,,0.0000388,32,1612,47
3.90E-05,21,2723,85,,,,,0.0000403,14,5924,47
3.89E-05,33,4626,86,,,,,0.0000386,4,8520,47
3.89E-05,8,7246,87,,,,,0.000039,2,5424,47
3.91E-05,14,7867,88,,,,,0.0001366,3,4212,47
0.0001066,21,5041,89,,,,,0.0002232,31,1065,47
3.95E-05,21,2502,87,,,,,0.0000425,31,2434,47
0.0001056,3,1332,88,,,,,0.0002319,11,369,47
3.80E-05,4,5406,84,,,,,0.0000504,29,5136,47
3.79E-05,11,761,85,,,,,0.0000399,18,8997,47
5.72E-05,8,2695,85,,,,,0.0000389,6,1841,47
3.93E-05,8,3584,86,,,,,0.000106,29,751,47
3.95E-05,22,9428,85,,,,,0.0000441,16,8005,47
3.90E-05,13,9689,86,,,,,0.0000389,31,6794,47
3.90E-05,22,7934,87,,,,,0.0000385,20,5605,47
3.88E-05,20,9136,88,,,,,0.0001061,12,406,47
3.89E-05,9,2747,89,,,,,0.0000389,25,775,47
3.90E-05,1,8977,90,,,,,0.000039,19,720,47
0.0001059,19,4306,90,,,,,0.0000387,15,6073,47
0.0001962,9,201,89,,,,,0.0000396,27,8906,47
3.90E-05,8,966,89,,,,,0.0000501,29,4139,47
3.90E-05,1,1659,89,,,,,0.0000388,24,9905,48
5.95E-05,29,3784,89,,,,,0.0000465,25,9177,48
4.01E-05,13,9812,90,,,,,0.0000387,25,2605,48
3.93E-05,27,8372,91,,,,,0.0001497,15,626,48
0.0001186,12,2687,92,,,,,0.0000388,23,1433,48
0.0001055,20,1704,93,,,,,0.0000525,30,5556,48
3.87E-05,9,4862,94,,,,,0.0000426,30,3502,48
3.89E-05,14,3987,94,,,,,0.0000492,8,7120,48
3.91E-05,20,4544,95,,,,,0.0000392,6,5355,48
0.0001064,16,953,93,,,,,0.0000395,35,6625,48
3.91E-05,17,4828,94,,,,,0.0001065,29,4500,48
0.0001203,11,287,94,,,,,0.0001718,11,600,48
3.90E-05,32,1083,94,,,,,0.0000426,21,9302,48
3.92E-05,33,5200,95,,,,,0.0000392,35,1601,48
4.12E-05,12,5334,96,,,,,0.0000392,27,2975,48
3.90E-05,31,4461,97,,,,,0.0000389,17,3250,48
0.000107,26,1385,98,,,,,0.0000436,3,2811,48
0.0001069,26,1235,99,,,,,0.0000389,19,8820,48
0.0001095,35,3974,100,,,,,0.000053,23,7355,48
0.0001076,30,197,101,,,,,0.0000389,20,6265,48
5.06E-05,35,2936,101,,,,,0.0000387,3,6512,48
4.53E-05,4,3016,101,,,,,0.0000469,24,2126,48
4.55E-05,27,8101,100,,,,,0.0000393,17,1024,48
4.57E-05,26,3814,98,,,,,0.0000486,5,5204,48
4.57E-05,13,6906,99,,,,,0.0000387,7,8658,48
4.55E-05,10,721,100,,,,,0.0000388,26,1419,48
4.50E-05,17,1120,101,,,,,0.0000386,24,5502,48
5.10E-05,23,1511,100,,,,,0.0000484,8,2149,48
5.00E-05,25,1514,101,,,,,0.000049,33,2761,48
5.78E-05,23,9273,102,,,,,0.0000536,5,8709,48
4.93E-05,10,2254,100,,,,,0.000039,8,1733,48
0.000348,25,6716,101,,,,,0.0000386,13,2009,48
4.21E-05,9,7803,102,,,,,0.0000386,26,1084,48
5.00E-05,14,1746,100,,,,,0.0000386,28,3486,48
5.03E-05,23,4808,100,,,,,0.0000383,10,6925,48
5.35E-05,23,9855,99,,,,,0.0000611,34,7058,48
5.66E-05,16,6537,100,,,,,0.0001197,31,3364,48
5.36E-05,27,7015,101,,,,,0.000039,5,6179,48
5.17E-05,17,9634,98,,,,,0.0001066,8,333,48
5.16E-05,4,3316,98,,,,,0.0000492,31,5380,48
6.10E-05,14,9700,97,,,,,0.0000389,21,9030,48
5.90E-05,27,1613,98,,,,,0.0000389,18,6356,48
5.29E-05,22,7247,99,,,,,0.0000389,3,1061,48
5.37E-05,33,6938,100,,,,,0.0000391,21,5163,48
0.0001467,5,990,99,,,,,0.0001152,1,9331,48
3.94E-05,13,3901,99,,,,,0.0000389,18,4703,48
3.91E-05,17,9153,100,,,,,0.0000389,12,4292,48
3.93E-05,16,2264,98,,,,,0.0000391,21,6234,48
3.89E-05,26,8091,99,,,,,0.0000452,14,6840,48
3.89E-05,9,6665,100,,,,,0.0000581,6,7136,48
3.88E-05,12,1435,101,,,,,0.0000532,5,4587,48
3.90E-05,17,5831,102,,,,,0.000039,3,368,48
3.90E-05,22,7528,103,,,,,0.0000497,7,2570,48
0.0001057,5,3722,104,,,,,0.0000584,18,6130,48
0.0001509,6,8993,101,,,,,0.0000548,31,1404,48
0.0001418,2,1626,102,,,,,0.0000528,1,1430,48
3.90E-05,34,4163,99,,,,,0.0000385,4,6597,48
0.0001064,17,456,97,,,,,0.00004,20,6756,48
3.88E-05,13,7931,98,,,,,0.0001734,27,90,48
3.90E-05,9,2362,99,,,,,0.000039,35,6610,48
3.90E-05,30,1783,100,,,,,0.0000522,29,8744,48
3.89E-05,2,3745,101,,,,,0.0000541,3,268,48
3.88E-05,12,614,101,,,,,0.0000583,7,9376,48
3.87E-05,23,5605,102,,,,,0.0000406,18,7192,48
0.0001079,32,350,103,,,,,0.000051,13,9702,48
0.0001057,20,3242,104,,,,,0.0003074,25,20,48
3.91E-05,20,8968,98,,,,,0.0000499,30,1398,48
3.90E-05,10,6898,96,,,,,0.0000533,7,7482,48
3.89E-05,15,3854,97,,,,,0.0000428,16,7771,48
3.86E-05,9,2709,98,,,,,0.0001106,24,8623,48
3.87E-05,13,5662,95,,,,,0.00004,4,5316,48
3.86E-05,15,9301,96,,,,,0.0000501,20,6848,48
3.85E-05,5,961,97,,,,,0.00005,26,8146,48
3.86E-05,35,9018,96,,,,,0.0000389,2,926,48
3.86E-05,15,2371,96,,,,,0.0000388,7,8973,48
0.000181,10,86,96,,,,,0.0000496,32,6395,48
5.57E-05,15,5625,97,,,,,0.0000491,28,7956,48
4.59E-05,18,916,96,,,,,0.0000395,27,7810,48
5.05E-05,32,991,96,,,,,0.0000475,13,8480,48
5.38E-05,7,4477,97,,,,,0.0000523,18,4728,48
5.44E-05,23,9970,98,,,,,0.0000464,3,9750,48
5.43E-05,1,1089,99,,,,,0.0000388,18,227,48
0.0001897,23,7150,99,,,,,0.0000388,30,4262,48
3.93E-05,23,3767,99,,,,,0.0000389,7,9640,48
3.87E-05,21,4726,99,,,,,0.0001548,3,8480,48
3.86E-05,30,3215,95,,,,,0.0001476,24,3270,48
3.86E-05,32,3447,96,,,,,0.0001411,29,2302,48
3.90E-05,3,7338,95,,,,,0.0000539,32,9087,48
3.87E-05,27,180,96,,,,,0.0001395,19,548,48
3.95E-05,13,7460,94,,,,,0.0000528,17,8545,48
3.92E-05,35,2897,95,,,,,0.0000386,31,2825,48
3.91E-05,30,2116,96,,,,,0.0000508,18,1902,48
6.06E-05,6,4656,95,,,,,0.000118,24,963,48
3.98E-05,34,1611,95,,,,,0.0000391,31,5076,48
3.94E-05,15,9575,91,,,,,0.0000387,22,7832,48
0.0001064,4,517,91,,,,,0.0000388,19,786,48
3.90E-05,22,1437,92,,,,,0.00005,28,1997,48
3.92E-05,15,7480,93,,,,,0.0000534,30,5433,48
4.62E-05,3,8758,94,,,,,0.0000389,1,6335,48
5.15E-05,32,1920,93,,,,,0.0000438,15,9223,48
4.90E-05,25,7276,93,,,,,0.0000437,26,3117,48
3.93E-05,35,3777,93,,,,,0.0000393,27,1686,48
3.92E-05,17,4030,94,,,,,0.0000392,26,2674,48
3.91E-05,5,8830,95,,,,,0.0000386,23,7831,48
5.14E-05,23,8740,92,,,,,0.0002168,27,9851,48
5.04E-05,23,752,91,,,,,0.0000693,16,6541,48
4.95E-05,6,7917,92,,,,,0.0001277,8,835,48
5.18E-05,6,1147,92,,,,,0.0000387,18,7824,48
5.44E-05,20,6933,90,,,,,0.0001051,32,53,48
5.36E-05,26,9459,91,,,,,0.000039,16,9740,48
5.11E-05,4,8993,87,,,,,0.000039,16,7704,48
5.20E-05,20,4119,88,,,,,0.0000397,6,3681,48
5.24E-05,17,1884,89,,,,,0.0000394,6,6127,48
5.20E-05,32,3423,90,,,,,0.0000389,9,8866,48
3.95E-05,5,4722,89,,,,,0.0000476,7,2962,48
3.98E-05,24,4037,90,,,,,0.0000404,23,3391,48
3.93E-05,8,5253,91,,,,,0.0000387,20,7502,48
9.13E-05,1,1286,91,,,,,0.0000475,6,3409,48
4.74E-05,23,1826,90,,,,,0.0000455,20,6793,48
3.90E-05,3,8813,91,,,,,0.0000393,1,534,48
3.91E-05,9,902,91,,,,,0.0000393,35,5315,48
3.95E-05,18,796,89,,,,,0.0000532,26,7375,48
3.89E-05,4,2820,90,,,,,0.0000391,31,1941,48
3.89E-05,27,9890,90,,,,,0.000054,6,7548,48
3.93E-05,29,2442,90,,,,,0.0000501,35,6172,48
3.88E-05,2,6053,89,,,,,0.0000457,10,1893,48
5.14E-05,24,6432,90,,,,,0.0000452,23,1923,48
5.28E-05,35,7597,91,,,,,0.0000445,35,3558,48
0.0001019,15,6260,92,,,,,0.0000386,12,7330,48
5.47E-05,8,2632,93,,,,,0.0000388,18,6921,48
4.89E-05,6,7291,94,,,,,0.0000501,21,5690,48
3.91E-05,6,3323,93,,,,,0.0000507,16,5761,48
3.90E-05,30,2991,94,,,,,0.00005,22,1576,48
3.89E-05,33,5285,95,,,,,0.0000392,24,5752,48
3.80E-05,5,7606,95,,,,,0.0000389,9,6275,48
3.90E-05,21,2028,93,,,,,0.0000391,29,5987,48
3.91E-05,4,9431,89,,,,,0.0001073,10,889,48
3.94E-05,30,4288,90,,,,,0.0000389,20,7250,48
3.94E-05,30,3105,91,,,,,0.0000387,15,1473,48
0.00011,30,1779,92,,,,,0.0001067,21,262,48
4.19E-05,30,9507,93,,,,,0.0000391,35,1125,48
3.95E-05,32,5753,92,,,,,0.000039,6,3638,48
4.41E-05,4,8458,93,,,,,0.0000395,22,340,48
3.90E-05,4,1275,94,,,,,0.0000476,28,6177,48
3.94E-05,16,7007,95,,,,,0.0000389,10,646,48
4.13E-05,3,871,96,,,,,0.0000532,19,9816,48
5.87E-05,33,1416,95,,,,,0.0000392,29,7842,48
6.55E-05,16,9827,96,,,,,0.0000392,21,4026,48
5.61E-05,11,1208,96,,,,,0.0000387,24,670,48
5.22E-05,14,8085,96,,,,,0.0000392,22,4146,48
5.04E-05,26,5945,96,,,,,0.0000388,20,7721,48
5.41E-05,2,8545,96,,,,,0.0000376,2,7409,48
6.21E-05,21,4504,97,,,,,0.0000377,20,1432,48
6.39E-05,1,6738,98,,,,,0.0000375,31,2287,48
0.0001094,17,9051,99,,,,,0.0002719,25,148,48
0.000317,22,11,99,,,,,0.0000582,26,8147,48
3.92E-05,27,2407,99,,,,,0.0000391,6,9870,48
3.88E-05,14,9608,99,,,,,0.0000517,7,8711,48
3.89E-05,25,5917,100,,,,,0.0000389,24,8877,48
3.84E-05,9,5133,101,,,,,0.0000548,18,7419,48
3.91E-05,14,4526,98,,,,,0.0000495,1,8030,48
3.89E-05,19,7245,99,,,,,0.0001492,22,721,48
3.86E-05,24,8503,99,,,,,0.0000517,19,2215,48
3.91E-05,11,1169,95,,,,,0.0000476,19,7198,48
3.90E-05,18,1087,96,,,,,0.0000402,18,4915,48
3.87E-05,30,8635,97,,,,,0.0000391,17,4871,48
3.90E-05,7,2277,98,,,,,0.0000384,35,3460,48
3.90E-05,27,5156,97,,,,,0.0000387,22,6178,48
3.87E-05,18,3602,97,,,,,0.0000386,21,9640,48
3.94E-05,2,6093,94,,,,,0.0000607,12,684,48
5.42E-05,20,8976,93,,,,,0.0000388,18,185,48
0.0002216,7,164,91,,,,,0.000039,32,179,48
5.19E-05,9,1888,91,,,,,0.0000537,22,8920,48
4.76E-05,23,2079,92,,,,,0.0000388,25,8018,48
4.72E-05,16,2428,93,,,,,0.0001118,21,6655,48
4.45E-05,4,2536,90,,,,,0.0000389,22,732,48
4.39E-05,12,637,85,,,,,0.0000386,5,9607,48
5.21E-05,12,2058,84,,,,,0.0000388,21,3280,48
5.01E-05,6,5432,85,,,,,0.0000387,29,2035,48
4.88E-05,14,7352,85,,,,,0.0000388,14,9272,48
4.84E-05,24,2793,86,,,,,0.0000392,12,2826,48
0.0001362,25,355,87,,,,,0.0000422,2,8852,48
5.67E-05,14,5664,88,,,,,0.000039,31,7374,48
4.79E-05,23,852,88,,,,,0.0000391,25,2361,48
4.97E-05,16,8494,89,,,,,0.0001057,1,582,48
4.95E-05,6,8999,90,,,,,0.000039,4,4286,48
4.85E-05,32,7665,91,,,,,0.0000388,28,7648,48
4.90E-05,25,5056,92,,,,,0.0000392,27,2373,48
4.91E-05,21,5569,93,,,,,0.0000394,27,2889,48
4.84E-05,26,6564,94,,,,,0.0000502,27,8301,48
0.0001566,17,4097,90,,,,,0.0000473,8,5525,48
4.61E-05,13,241,91,,,,,0.0000388,9,4482,48
5.32E-05,11,1934,92,,,,,0.0000388,25,4696,48
5.46E-05,13,737,91,,,,,0.0000391,11,7482,48
0.0001406,17,579,92,,,,,0.0000538,11,2544,48
5.20E-05,17,9761,93,,,,,0.0000388,18,2416,48
5.22E-05,19,459,94,,,,,0.0000387,35,8967,48
5.19E-05,29,5005,95,,,,,0.0000502,24,9414,48
5.54E-05,27,3401,96,,,,,0.0000391,5,8019,48
5.68E-05,30,4729,97,,,,,0.0000391,10,4520,48
5.01E-05,9,2851,98,,,,,0.000039,3,630,48
0.0002378,27,7081,97,,,,,0.0000394,6,1102,48
3.92E-05,16,2030,95,,,,,0.000039,8,7067,48
3.90E-05,12,6776,96,,,,,0.0000388,19,8233,48
