cas operacie,vybrane cislo,velkost frontu,,,,,,,
0.0002006,26,42,,,,,0.0002582,31,33
0.0002864,7,42,,,,,0.000348,23,33
0.0002027,30,42,,,,,0.000262,31,33
0.0002023,24,41,,,,,0.0002607,26,33
0.0002015,21,41,,,,,0.0002615,26,33
0.0002008,8,40,,,,,0.000254,24,33
0.0002004,33,39,,,,,0.0002618,34,33
0.0002615,28,38,,,,,0.0002633,17,33
0.0002593,17,37,,,,,0.0002612,19,33
0.0002479,35,39,,,,,0.0005737,3,33
0.0002014,7,41,,,,,0.0002414,18,33
0.0002005,15,41,,,,,0.0002049,22,33
0.0002037,16,44,,,,,0.00028,24,33
0.000201,19,43,,,,,0.0002731,18,33
0.0002012,3,44,,,,,0.000255,18,33
0.0002006,23,43,,,,,0.0002613,11,33
0.0002115,35,47,,,,,0.000264,18,33
0.0002013,20,46,,,,,0.0003317,31,33
0.0002011,12,47,,,,,0.0002635,32,33
0.0002007,18,47,,,,,0.0002623,28,33
0.0002012,7,46,,,,,0.0003875,12,33
0.0002006,16,45,,,,,0.0002665,11,33
0.0002048,20,44,,,,,0.0002573,2,33
0.0002012,5,44,,,,,0.0002799,33,33
0.0002004,7,44,,,,,0.0003599,4,33
0.0002008,34,43,,,,,0.0002036,29,33
0.0002007,33,42,,,,,0.0002019,11,33
0.0002005,25,43,,,,,0.0002545,12,33
0.0002025,27,44,,,,,0.0002703,5,33
0.000201,31,43,,,,,0.0002768,7,33
0.0002061,10,43,,,,,0.0003265,20,33
0.0002038,8,43,,,,,0.000252,7,33
0.0004977,34,42,,,,,0.0002596,24,33
0.0002067,16,41,,,,,0.0002623,18,33
0.000285,32,44,,,,,0.0002603,13,33
0.0002382,26,43,,,,,0.0002226,6,33
0.0002159,9,44,,,,,0.0002539,27,33
0.0002582,24,43,,,,,0.0002816,21,33
0.0002025,23,43,,,,,0.000291,33,33
0.0002945,6,43,,,,,0.0002005,31,33
0.0002026,32,45,,,,,0.0002008,4,33
0.0004315,4,45,,,,,0.0002151,33,33
0.0002623,7,46,,,,,0.0002991,31,33
0.0002712,16,46,,,,,0.0002613,35,33
0.0002604,21,47,,,,,0.000261,7,33
0.0002561,16,47,,,,,0.0002877,20,33
0.0002636,1,48,,,,,0.0002635,35,33
0.0002594,4,48,,,,,0.000261,16,33
0.0002647,10,49,,,,,0.0003115,6,33
0.0002614,17,49,,,,,0.0002626,35,33
0.0002661,28,48,,,,,0.0002297,19,33
0.0002766,32,48,,,,,0.000207,29,33
0.0005569,22,47,,,,,0.0002016,23,33
0.000269,10,46,,,,,0.0002658,18,33
0.000216,3,46,,,,,0.0003369,16,33
0.0002107,24,47,,,,,0.0002978,30,33
0.0002009,35,46,,,,,0.0002017,7,33
0.0002025,17,45,,,,,0.0003293,27,33
0.0002289,8,46,,,,,0.0002056,27,33
0.0002028,26,45,,,,,0.0002864,6,33
0.000201,22,44,,,,,0.0002108,13,34
0.0002014,25,43,,,,,0.0002063,15,34
0.0002102,32,43,,,,,0.0002608,24,34
0.0002009,32,42,,,,,0.0002625,34,34
0.0002078,25,42,,,,,0.0002029,34,34
0.0002013,26,41,,,,,0.0002487,23,34
0.0002214,24,40,,,,,0.0002018,23,34
0.0002013,17,39,,,,,0.000201,20,34
0.0002394,11,40,,,,,0.000205,34,34
0.0002007,16,40,,,,,0.0002022,22,34
0.0002013,10,40,,,,,0.0002035,11,34
0.0002019,35,40,,,,,0.000201,18,34
0.0002012,13,39,,,,,0.0002003,7,34
0.0002019,3,38,,,,,0.0002002,27,34
0.0002186,27,38,,,,,0.0002006,35,34
0.0002014,24,38,,,,,0.0002139,29,34
0.0002008,33,37,,,,,0.000235,4,34
0.0002014,25,36,,,,,0.0002015,8,34
0.0002128,4,35,,,,,0.0002009,12,34
0.0002361,21,34,,,,,0.000201,2,34
0.0002014,24,34,,,,,0.0002005,8,34
0.0003927,11,33,,,,,0.0002016,18,34
0.0002029,28,35,,,,,0.0002054,34,34
0.0002063,21,34,,,,,0.0002011,24,34
0.0002018,31,34,,,,,0.0002246,10,34
0.0002018,10,34,,,,,0.0002141,18,34
0.0002104,25,35,,,,,0.0003821,12,34
0.0002019,12,35,,,,,0.0002029,33,34
0.0002002,26,34,,,,,0.0002021,22,34
0.0002168,9,35,,,,,0.000202,11,34
0.0002008,23,34,,,,,0.000206,24,34
0.0002004,27,33,,,,,0.0002025,20,34
0.0002017,10,34,,,,,0.0002056,35,34
0.0002005,33,35,,,,,0.000201,33,34
0.0002003,10,36,,,,,0.0002008,19,34
0.0002123,7,35,,,,,0.0003586,7,34
0.0002005,35,34,,,,,0.0002632,28,34
0.0002009,21,35,,,,,0.0002376,22,34
0.0002009,30,34,,,,,0.0002617,27,34
0.0002662,24,33,,,,,0.0002836,10,34
0.0002014,12,32,,,,,0.0002622,13,34
0.0002021,11,32,,,,,0.0002232,23,34
0.0002017,8,34,,,,,0.0002021,17,34
0.0002014,30,34,,,,,0.0002991,3,34
0.0002016,26,35,,,,,0.0002209,28,34
0.0002008,15,37,,,,,0.000302,25,34
0.0002056,9,36,,,,,0.0004573,13,34
0.0002111,11,35,,,,,0.0002029,24,34
0.0002579,20,34,,,,,0.0002002,7,34
0.0002583,23,33,,,,,0.0002008,23,34
0.0002599,34,32,,,,,0.000311,8,34
0.0002006,23,34,,,,,0.0002021,18,34
0.0002137,15,33,,,,,0.0002058,22,34
0.0002252,19,33,,,,,0.000202,7,34
0.0002009,9,34,,,,,0.0002019,12,34
0.0003056,28,33,,,,,0.0002001,33,34
0.0003354,12,32,,,,,0.000209,17,34
0.0002954,7,32,,,,,0.0002305,5,34
0.0003374,3,31,,,,,0.0003478,11,34
0.0002044,20,32,,,,,0.0002686,31,34
0.0003344,26,31,,,,,0.0002014,1,34
0.0002907,12,30,,,,,0.0002023,3,34
0.0002377,2,32,,,,,0.0002417,34,34
0.0002021,4,31,,,,,0.0002121,20,34
0.0002008,34,32,,,,,0.0002015,20,34
0.0002012,34,33,,,,,0.000201,2,34
0.0002005,33,33,,,,,0.0002408,9,34
0.0003259,35,33,,,,,0.0002021,18,34
0.0002393,1,32,,,,,0.000214,31,34
0.0002667,3,31,,,,,0.0002013,9,34
0.0002473,1,33,,,,,0.0002014,16,34
0.0002018,27,32,,,,,0.0002013,14,34
0.0002098,16,31,,,,,0.0002014,27,34
0.0003927,13,31,,,,,0.0002014,12,34
0.0003409,33,30,,,,,0.0002013,19,34
0.0002541,28,29,,,,,0.0002022,33,34
0.0002529,26,28,,,,,0.0002011,14,34
0.0002586,32,30,,,,,0.0005581,21,34
0.0002685,34,29,,,,,0.0005152,16,34
0.0002809,26,29,,,,,0.0003765,28,34
0.0002678,35,29,,,,,0.000202,9,34
0.000271,19,28,,,,,0.0002052,2,34
0.0002731,1,27,,,,,0.0002011,5,34
0.0002687,17,27,,,,,0.0002024,7,34
0.000306,20,26,,,,,0.0002164,7,34
0.0002698,15,26,,,,,0.0003792,1,34
0.0002446,12,29,,,,,0.0005956,25,34
0.0002057,1,28,,,,,0.0003284,24,34
0.0002003,29,27,,,,,0.0003968,26,34
0.0002013,18,26,,,,,0.0002041,8,34
0.0002044,35,26,,,,,0.0002661,25,34
0.0002006,4,26,,,,,0.0002134,10,34
0.0002008,32,25,,,,,0.0002037,6,34
0.0002691,11,25,,,,,0.0005518,2,34
0.0002005,10,25,,,,,0.000202,28,34
0.0002052,2,26,,,,,0.0003901,2,34
0.0002362,29,26,,,,,0.0002679,33,34
0.0004161,16,27,,,,,0.0002679,15,34
0.0003302,32,26,,,,,0.0002031,8,34
0.0002068,27,25,,,,,0.0002563,24,34
0.0002008,2,25,,,,,0.0002698,21,34
0.0002006,25,24,,,,,0.0002046,4,34
0.0002044,16,25,,,,,0.0003218,20,34
0.000201,34,24,,,,,0.0002142,15,34
0.0002016,30,24,,,,,0.0002822,2,34
0.0002008,14,23,,,,,0.0002821,7,34
0.0002277,29,22,,,,,0.0002807,19,34
0.0002108,31,21,,,,,0.0002637,16,34
0.0002002,17,22,,,,,0.000274,26,34
0.0002515,34,23,,,,,0.0002168,8,34
0.0002013,10,23,,,,,0.0002583,29,34
0.0002001,30,28,,,,,0.0002015,10,34
0.000201,18,27,,,,,0.0002059,8,34
0.0002014,16,28,,,,,0.0001997,8,34
0.0002001,20,27,,,,,0.0002015,1,34
0.0002012,13,26,,,,,0.0002,4,34
0.0002054,27,26,,,,,0.0002036,29,34
0.0002005,13,27,,,,,0.0002027,27,34
0.0002008,30,26,,,,,0.000202,21,34
0.0002011,33,31,,,,,0.0002875,21,34
0.0002007,25,31,,,,,0.0002892,31,34
0.0002012,13,30,,,,,0.0002661,7,34
0.0002274,31,29,,,,,0.0002927,12,34
0.0002548,23,28,,,,,0.0002472,4,34
0.0002623,24,28,,,,,0.0002687,5,34
0.0002813,25,31,,,,,0.0002336,14,34
0.0002022,35,33,,,,,0.0002377,5,34
0.0002016,6,35,,,,,0.0002589,6,34
0.0002018,24,35,,,,,0.0002706,27,34
0.000202,9,35,,,,,0.0002012,25,34
0.0002061,14,34,,,,,0.0002353,4,34
0.0002028,20,33,,,,,0.000325,24,34
0.0002023,31,33,,,,,0.0002006,25,34
0.0002061,21,32,,,,,0.0002662,28,34
0.000201,10,31,,,,,0.0002322,31,34
0.0002015,13,30,,,,,0.0002544,32,34
0.0002173,26,29,,,,,0.0002625,28,34
0.0003178,6,29,,,,,0.0002981,11,34
0.0002039,18,29,,,,,0.0002739,35,34
0.0002022,20,28,,,,,0.0002577,33,34
0.0009233,6,27,,,,,0.0002981,32,34
0.0003279,20,26,,,,,0.0002752,9,34
0.0002028,31,25,,,,,0.0002713,28,34
0.0002044,29,25,,,,,0.0002029,14,34
0.000208,32,24,,,,,0.0007031,25,34
0.0002021,34,23,,,,,0.0002393,19,34
0.000201,2,22,,,,,0.0003142,21,34
0.000205,28,23,,,,,0.0002734,26,34
0.0002074,14,23,,,,,0.0003562,30,34
0.0002766,9,22,,,,,0.0002131,14,34
0.0006925,9,23,,,,,0.0002802,15,34
0.0002187,28,22,,,,,0.000286,19,34
0.0002077,7,21,,,,,0.0002425,1,34
0.0002012,17,20,,,,,0.0002768,23,34
0.0002009,27,19,,,,,0.0002934,31,34
0.0002018,11,18,,,,,0.0004062,24,34
0.0004271,4,17,,,,,0.0002012,33,34
0.0003233,8,16,,,,,0.0002105,6,34
0.0002012,35,16,,,,,0.0002018,20,34
0.0002172,25,15,,,,,0.000243,12,34
0.0002016,13,14,,,,,0.0002563,3,34
0.0002026,2,13,,,,,0.0002709,33,34
0.0002132,15,13,,,,,0.0002613,31,34
0.0002583,9,13,,,,,0.0002603,28,34
0.0002043,18,12,,,,,0.0002744,25,34
0.0004027,10,11,,,,,0.0002599,11,34
0.0002843,29,10,,,,,0.0003027,27,34
0.0002733,32,9,,,,,0.0002654,16,34
0.0002766,7,8,,,,,0.0002626,22,34
0.0002701,5,9,,,,,0.0002623,6,34
0.000383,25,8,,,,,0.0003003,26,34
0.0003001,7,7,,,,,0.0002748,35,34
0.0002732,15,6,,,,,0.0002768,10,34
0.0003175,4,6,,,,,0.0002033,19,34
0.0004474,8,8,,,,,0.0002011,2,34
0.000397,17,8,,,,,0.0002011,31,34
0.0002981,25,8,,,,,0.0002552,22,34
0.0002068,33,11,,,,,0.0007712,23,34
0.0002009,7,12,,,,,0.0008581,13,34
0.000201,18,11,,,,,0.0003003,8,34
0.0002016,35,10,,,,,0.0002014,7,34
0.000205,10,10,,,,,0.0002008,9,34
0.0001999,19,9,,,,,0.000317,16,34
0.0002017,26,8,,,,,0.0002726,5,34
0.000201,3,7,,,,,0.000273,21,34
0.0002011,22,9,,,,,0.0002784,7,34
0.0002022,8,9,,,,,0.0002782,27,34
0.0002996,35,8,,,,,0.0002638,18,34
0.0002426,29,7,,,,,0.00026,6,34
0.0002012,29,6,,,,,0.0002024,12,34
0.0002805,5,5,,,,,0.0002066,1,34
0.0002025,18,6,,,,,0.0004878,3,34
0.000205,6,7,,,,,0.0008473,31,34
0.0002005,24,6,,,,,0.0002044,18,34
0.0002007,10,8,,,,,0.0002007,10,34
0.0002009,26,7,,,,,0.0002111,21,34
0.000254,10,11,,,,,0.0002733,25,34
0.0002587,29,10,,,,,0.0002022,2,34
0.0002552,21,9,,,,,0.0003428,21,34
0.0002053,13,14,,,,,0.0002717,30,34
0.0002166,6,14,,,,,0.0002681,9,34
0.0002008,30,19,,,,,0.0002667,17,34
0.0002004,30,18,,,,,0.0003711,2,34
0.0002154,10,17,,,,,0.0002872,35,34
0.0002054,8,16,,,,,0.0002956,19,34
0.0002012,28,15,,,,,0.0002566,7,34
0.0002016,7,14,,,,,0.0003033,30,34
0.0002048,6,15,,,,,0.0004053,7,34
0.0002005,17,14,,,,,0.0004532,17,34
0.0002046,34,14,,,,,0.0003088,29,34
0.0002052,4,13,,,,,0.0005091,10,34
0.0002012,12,12,,,,,0.000276,32,34
0.0002011,23,15,,,,,0.0002016,17,34
0.0002009,10,14,,,,,0.0002011,22,34
0.0002373,3,13,,,,,0.0002016,12,34
0.0002007,28,14,,,,,0.000275,16,34
0.0002053,35,13,,,,,0.0014715,5,34
0.000205,6,16,,,,,0.0002084,7,34
0.001819,1,17,,,,,0.0002015,31,34
0.0002638,35,18,,,,,0.0004845,9,34
0.000306,33,18,,,,,0.0002643,14,34
0.0003306,5,17,,,,,0.0003697,13,34
0.0004464,34,16,,,,,0.000202,27,34
0.0005277,13,15,,,,,0.0002062,1,34
0.0002035,35,15,,,,,0.0002,32,34
0.0002019,27,14,,,,,0.0003353,13,34
0.0002133,4,13,,,,,0.0002021,15,34
0.0003891,31,14,,,,,0.0002003,18,34
0.0003195,18,15,,,,,0.0005233,12,34
0.0003083,25,14,,,,,0.0002024,27,34
0.0002623,32,13,,,,,0.0002029,24,34
0.0002565,6,12,,,,,0.0002007,19,34
0.0002574,5,11,,,,,0.0002089,6,34
0.0002543,12,11,,,,,0.0002116,20,34
0.0002595,4,10,,,,,0.0002663,3,34
0.0002684,19,9,,,,,0.0002364,19,34
0.0002875,33,8,,,,,0.0002631,6,34
0.0002789,3,9,,,,,0.0002991,24,34
0.0002615,18,8,,,,,0.000298,30,34
0.0002569,15,7,,,,,0.0002943,31,34
0.0002399,26,6,,,,,0.000301,15,34
0.0002023,26,6,,,,,0.0002017,33,34
0.0002011,19,7,,,,,0.0002018,24,34
0.0005882,30,6,,,,,0.0002022,9,34
0.0002906,3,5,,,,,0.0002624,27,34
0.000251,31,4,,,,,0.0002036,8,34
0.0002024,34,3,,,,,0.0002992,26,34
0.0002025,17,3,,,,,0.0002952,29,34
0.0002152,17,3,,,,,0.0003114,27,34
0.0001797,35,2,,,,,0.0002016,4,34
0.0001798,28,2,,,,,0.000279,12,34
0.0001916,9,2,,,,,0.0002979,35,34
0.0002024,32,8,,,,,0.0002009,11,34
0.0002016,8,7,,,,,0.0002005,3,34
0.0002024,15,7,,,,,0.0002326,1,34
0.000213,29,6,,,,,0.0002596,14,34
0.0002018,24,5,,,,,0.0002714,20,34
0.0002016,9,6,,,,,0.0002017,27,34
0.0002167,13,5,,,,,0.000292,27,34
0.0002386,22,8,,,,,0.0002668,27,34
0.0002003,9,7,,,,,0.0002855,34,34
0.0002724,10,6,,,,,0.0002568,9,34
0.0002844,3,5,,,,,0.0002723,19,34
0.0003442,10,8,,,,,0.0002358,5,34
0.0002636,5,7,,,,,0.0002414,26,34
0.0002026,15,6,,,,,0.0002409,2,34
0.0002064,29,5,,,,,0.0002358,19,34
0.0002007,25,4,,,,,0.0002418,21,34
0.0002021,7,4,,,,,0.0008334,35,34
0.0002029,21,9,,,,,0.0002036,27,34
0.0002096,23,9,,,,,0.0002037,16,34
0.0002154,4,8,,,,,0.0002026,5,34
0.000204,5,8,,,,,0.0002028,32,34
0.0002026,12,10,,,,,0.0002016,25,34
0.0002071,9,10,,,,,0.0002021,1,34
0.0002029,9,10,,,,,0.0002361,17,34
0.0002077,4,9,,,,,0.0002886,31,34
0.0002006,25,8,,,,,0.0002022,20,34
0.0002629,2,7,,,,,0.000248,27,34
0.000203,26,6,,,,,0.0002029,22,34
0.0002024,35,7,,,,,0.0002007,17,34
0.0002019,9,7,,,,,0.000201,8,34
0.0001962,2,9,,,,,0.0002016,15,34
0.0004405,5,8,,,,,0.0002008,34,34
0.0002046,24,7,,,,,0.0002361,21,34
0.0002113,11,7,,,,,0.0002014,24,34
0.0002013,8,9,,,,,0.0002063,21,34
0.0002016,12,8,,,,,0.0002018,31,34
0.0002011,25,8,,,,,0.0002018,10,34
0.0002849,23,7,,,,,0.0002002,26,34
0.0002577,27,7,,,,,0.0002008,23,34
0.000257,8,7,,,,,0.0002017,10,34
0.0002022,19,7,,,,,0.0002005,35,34
0.0002021,22,7,,,,,0.0002009,30,34
0.0003878,33,6,,,,,0.0002017,8,34
0.0002161,3,9,,,,,0.0002014,30,34
0.0002046,18,8,,,,,0.0002579,20,34
0.0002345,25,8,,,,,0.0002006,23,34
0.0003019,4,8,,,,,0.0002009,9,34
0.0002741,31,9,,,,,0.0002061,14,34
0.0002577,17,8,,,,,0.0002043,5,34
0.0002388,21,11,,,,,0.0002058,33,34
0.0003377,25,12,,,,,0.0002472,24,34
0.0002025,2,13,,,,,0.0002025,18,34
0.0002054,32,13,,,,,0.0002062,31,34
0.0002025,30,15,,,,,0.0002003,35,34
0.0002006,21,18,,,,,0.0002023,15,34
0.0002011,17,19,,,,,0.0002442,33,34
0.0002056,21,20,,,,,0.0002031,13,34
0.000202,11,19,,,,,0.000201,22,34
0.0004836,24,19,,,,,0.0002017,1,34
0.0003397,1,18,,,,,0.0002013,31,34
0.0002619,11,18,,,,,0.0002217,31,34
0.0002693,17,17,,,,,0.000201,2,34
0.0002109,11,16,,,,,0.0002007,30,34
0.0002017,17,15,,,,,0.0002019,1,34
0.000265,22,14,,,,,0.0002015,10,34
0.0002689,2,13,,,,,0.0002073,6,34
0.0002558,13,12,,,,,0.0002349,19,34
0.0002735,20,12,,,,,0.0002396,32,34
0.000278,27,11,,,,,0.0002022,34,34
0.0002704,20,11,,,,,0.0002013,24,34
0.0002656,21,12,,,,,0.0002004,28,34
0.0002734,3,12,,,,,0.0002867,34,34
0.0002012,5,16,,,,,0.0002061,4,34
0.0002431,22,18,,,,,0.0002706,14,34
0.0002142,22,17,,,,,0.0002681,29,34
0.000201,2,20,,,,,0.0002425,10,34
0.0002343,28,19,,,,,0.0003294,4,34
0.0002009,10,19,,,,,0.0002909,21,34
0.0002006,14,19,,,,,0.0002901,10,34
0.0002011,34,18,,,,,0.0003076,2,34
0.0002534,27,18,,,,,0.0002049,35,34
0.00026,27,19,,,,,0.0002685,1,34
0.0002512,32,18,,,,,0.0015183,3,34
0.0002165,32,19,,,,,0.0004084,16,34
0.0002523,15,19,,,,,0.0002037,28,34
0.0002598,6,20,,,,,0.0002667,15,34
0.0002639,2,21,,,,,0.0002036,25,34
0.0002052,2,22,,,,,0.0003244,30,34
0.0002014,34,23,,,,,0.000201,25,34
0.0002131,11,22,,,,,0.0002014,10,34
0.0002014,28,21,,,,,0.0002627,26,34
0.0002004,3,20,,,,,0.0002044,18,34
0.0002157,14,21,,,,,0.0002065,21,34
0.0002008,26,22,,,,,0.0002016,13,34
0.0002016,33,21,,,,,0.0002014,20,34
0.0002128,16,20,,,,,0.000204,27,34
0.0002019,31,19,,,,,0.0003267,15,34
0.000202,32,18,,,,,0.0002019,12,34
0.0002013,20,17,,,,,0.0002015,31,34
0.0002007,10,17,,,,,0.000202,9,34
0.0002005,28,17,,,,,0.0002018,10,34
0.0002012,17,17,,,,,0.0002442,19,34
0.0006484,16,16,,,,,0.0002355,21,34
0.0002203,14,17,,,,,0.0002045,7,34
0.0002021,4,22,,,,,0.000202,11,34
0.0002065,31,26,,,,,0.0002025,30,34
0.0002019,29,26,,,,,0.0002784,30,34
0.0002049,6,26,,,,,0.0002745,14,34
0.0002006,10,26,,,,,0.0002329,32,34
0.0002005,8,25,,,,,0.0002036,8,34
0.0002318,7,25,,,,,0.0003301,2,34
0.0002004,19,26,,,,,0.0002377,8,34
0.000207,2,25,,,,,0.0003026,1,34
0.0002036,7,25,,,,,0.000276,24,34
0.0002029,20,25,,,,,0.0002705,13,34
0.0002225,5,26,,,,,0.0002733,20,34
0.000223,10,26,,,,,0.0006469,34,34
0.0002019,5,26,,,,,0.0002065,12,34
0.0002079,4,27,,,,,0.0002531,31,34
0.0002035,15,26,,,,,0.000265,19,34
0.0002062,19,27,,,,,0.0002619,30,34
0.0002021,16,28,,,,,0.000261,34,34
0.000202,23,27,,,,,0.0002695,31,34
0.000206,21,26,,,,,0.0002609,35,34
0.0002035,18,25,,,,,0.0003829,32,34
0.0003175,19,25,,,,,0.0002166,19,34
0.0002059,21,28,,,,,0.0002047,18,34
0.0002148,23,27,,,,,0.0002708,21,34
0.0002021,4,28,,,,,0.0002575,2,34
0.0002004,21,28,,,,,0.0002733,5,34
0.0002009,13,28,,,,,0.0002623,11,34
0.0002015,29,27,,,,,0.0002622,28,34
0.0002003,35,27,,,,,0.0002872,7,34
0.0002235,15,26,,,,,0.0002635,8,34
0.0002716,14,25,,,,,0.0002619,30,34
0.0002012,11,25,,,,,0.0002889,25,34
0.0002019,5,24,,,,,0.0005001,34,34
0.0004708,15,24,,,,,0.000202,26,34
0.0005185,6,23,,,,,0.0002628,10,34
0.0002661,32,26,,,,,0.0002013,28,34
0.0002738,31,27,,,,,0.0002057,24,34
0.0002668,24,27,,,,,0.0002394,27,34
0.0002783,23,27,,,,,0.0002581,11,34
0.0002674,2,26,,,,,0.0002302,18,34
0.0002667,6,25,,,,,0.0002565,16,34
0.0002694,20,24,,,,,0.000367,8,34
0.0002053,4,23,,,,,0.0002763,25,34
0.0002217,18,22,,,,,0.0002605,27,34
0.0002627,29,22,,,,,0.0002392,12,34
0.0002145,16,23,,,,,0.0002619,31,34
0.0002007,4,23,,,,,0.000262,23,34
0.0002565,21,22,,,,,0.0002612,28,34
0.0002026,30,22,,,,,0.0006209,24,34
0.0002014,1,23,,,,,0.0002903,15,34
0.0002007,16,22,,,,,0.0002899,12,34
0.0002001,2,21,,,,,0.0002015,26,34
0.0002009,25,22,,,,,0.0002287,19,34
0.0002057,16,21,,,,,0.0002012,26,34
0.0002012,29,20,,,,,0.000205,19,34
0.0002001,28,19,,,,,0.0002027,25,34
0.0002005,4,18,,,,,0.000261,16,34
0.0002011,29,17,,,,,0.0002703,30,34
0.000201,13,17,,,,,0.000262,20,34
0.0002057,9,17,,,,,0.0002626,2,34
0.0002003,12,16,,,,,0.0002034,13,34
0.000201,31,15,,,,,0.000201,1,34
0.0002011,25,14,,,,,0.0002397,25,34
0.0002051,13,14,,,,,0.0002032,18,34
0.0002006,22,13,,,,,0.0002027,10,34
0.0002003,25,15,,,,,0.0002977,31,34
0.000231,32,17,,,,,0.0003029,27,34
0.0002007,12,18,,,,,0.0002045,23,34
0.0002001,35,19,,,,,0.0002253,20,35
0.0002052,2,18,,,,,0.0008074,3,35
0.0002011,20,23,,,,,0.0004331,31,35
0.0002047,34,22,,,,,0.0002018,32,35
0.00024,30,23,,,,,0.0002154,30,35
0.000255,21,22,,,,,0.0002012,10,35
0.0003625,28,21,,,,,0.0002013,30,35
0.0002029,34,21,,,,,0.0005029,18,35
0.0002013,15,23,,,,,0.0002093,17,35
0.0002006,14,23,,,,,0.0002054,19,35
0.0002016,23,26,,,,,0.0002021,13,35
0.0002011,32,25,,,,,0.0002056,18,35
0.0002004,3,24,,,,,0.0002016,5,35
0.0002004,25,27,,,,,0.0008521,2,35
0.0002011,11,26,,,,,0.000269,4,35
0.0002358,28,25,,,,,0.0002015,21,35
0.0002002,17,24,,,,,0.0002013,28,35
0.0002001,3,25,,,,,0.0002012,15,35
0.0001998,30,25,,,,,0.0002023,6,35
0.0002064,17,25,,,,,0.0002012,18,35
0.0001964,26,25,,,,,0.0002015,13,35
0.0002038,2,24,,,,,0.0002014,14,35
0.0002006,13,26,,,,,0.0002033,19,35
0.0002046,27,26,,,,,0.0002028,27,35
0.0002008,7,26,,,,,0.0002073,20,35
0.0001965,14,26,,,,,0.0002021,13,35
0.0002353,27,25,,,,,0.0002155,15,35
0.0002013,31,25,,,,,0.0002017,20,35
0.0002016,28,26,,,,,0.0002036,27,35
0.0003887,2,27,,,,,0.0002017,33,35
0.0002151,15,26,,,,,0.0002697,11,35
0.0004022,22,26,,,,,0.000201,21,35
0.0002531,23,25,,,,,0.0002052,14,35
0.0002032,11,25,,,,,0.0002001,5,35
0.0002046,33,24,,,,,0.0002011,2,35
0.0002039,26,24,,,,,0.0002006,25,35
0.0002015,14,25,,,,,0.0002027,20,35
0.000202,10,24,,,,,0.0002068,26,35
0.0002027,4,23,,,,,0.0002596,14,35
0.0002606,28,24,,,,,0.0002539,28,35
0.0002025,16,23,,,,,0.0002371,13,35
0.0003434,23,22,,,,,0.0005531,27,35
0.0002164,9,21,,,,,0.0002731,12,35
0.0002838,18,27,,,,,0.0002548,31,35
0.0002019,16,31,,,,,0.0003206,26,35
0.0002008,23,30,,,,,0.0002052,12,35
0.0002057,19,29,,,,,0.0002092,5,35
0.0002008,17,28,,,,,0.0001977,5,35
0.0002053,5,31,,,,,0.0002316,32,35
0.0002022,10,32,,,,,0.0002685,34,35
0.0002008,21,33,,,,,0.0002679,5,35
0.0002298,13,33,,,,,0.0002016,16,35
0.0004822,5,32,,,,,0.0002008,29,35
0.0002209,23,31,,,,,0.0002012,2,35
0.0002352,25,30,,,,,0.0003692,29,35
0.0002036,1,30,,,,,0.0003694,17,35
0.000203,26,29,,,,,0.0002062,34,35
0.0002102,26,31,,,,,0.000202,9,35
0.0002018,11,30,,,,,0.0002234,23,35
0.0002023,33,29,,,,,0.0011595,17,35
0.0002018,26,28,,,,,0.0002835,18,35
0.0002147,23,27,,,,,0.0002007,4,35
0.0002021,14,28,,,,,0.0002009,20,35
0.0002014,22,28,,,,,0.0002023,10,35
0.0002058,25,27,,,,,0.0002019,34,35
0.0002018,14,26,,,,,0.0002055,25,35
0.0002057,18,27,,,,,0.0001968,3,35
0.0002494,28,26,,,,,0.0002281,25,35
0.0002026,14,25,,,,,0.0002589,28,35
0.0002015,10,24,,,,,0.0002129,26,35
0.0002014,14,23,,,,,0.0002029,12,35
0.000203,8,22,,,,,0.0002101,18,35
0.0002018,15,22,,,,,0.0002012,15,35
0.0002085,1,23,,,,,0.0002203,29,35
0.0002139,2,22,,,,,0.0002159,27,35
0.0002022,11,21,,,,,0.000203,24,35
0.0002013,21,25,,,,,0.0004403,26,35
0.0002008,6,25,,,,,0.0002035,23,35
0.0002016,20,24,,,,,0.0002019,1,35
0.0002088,17,23,,,,,0.0002012,28,35
0.0002122,12,23,,,,,0.0002016,22,35
0.0002118,22,22,,,,,0.0002021,23,35
0.0004606,34,21,,,,,0.0003054,30,35
0.0002038,22,21,,,,,0.0002173,17,35
0.0002014,6,25,,,,,0.0002009,8,35
0.0002035,18,27,,,,,0.0004471,5,35
0.0002001,8,28,,,,,0.0002573,31,35
0.0002006,14,29,,,,,0.0002064,30,35
0.0002068,6,29,,,,,0.000201,16,35
0.0002006,35,30,,,,,0.0002383,22,35
0.0002002,1,29,,,,,0.0019319,32,35
0.0002011,14,28,,,,,0.0002474,3,35
0.0002399,2,27,,,,,0.0002513,1,35
0.0002039,23,26,,,,,0.0004042,18,35
0.0002013,14,25,,,,,0.0002891,17,35
0.000197,22,24,,,,,0.000355,30,35
0.0002011,21,24,,,,,0.0002372,20,35
0.0002008,15,23,,,,,0.0002037,16,35
0.0002067,22,23,,,,,0.0002035,33,35
0.0002154,25,22,,,,,0.000234,20,35
0.0002018,10,22,,,,,0.0003274,31,35
0.0002012,6,21,,,,,0.0002005,15,35
0.0002055,32,20,,,,,0.000204,12,35
