cas operacie,cislo,velkost frontu,,,,,,,
2.36E-05,3,171,,,,,0.000029,3,103
2.32E-05,3,171,,,,,0.0000305,3,103
2.34E-05,3,171,,,,,0.0000302,3,103
3.14E-05,3,170,,,,,0.00003,3,103
3.44E-05,3,170,,,,,0.0000294,3,103
3.42E-05,3,170,,,,,0.0000234,3,103
2.35E-05,3,169,,,,,0.0000233,3,103
2.33E-05,3,169,,,,,0.0000294,3,103
2.33E-05,3,172,,,,,0.0000307,3,103
2.32E-05,3,172,,,,,0.0001255,3,103
2.42E-05,3,172,,,,,0.0000278,3,103
2.36E-05,3,171,,,,,0.0000306,3,103
2.33E-05,3,169,,,,,0.0000333,3,103
2.33E-05,3,169,,,,,0.0000236,3,103
2.33E-05,3,169,,,,,0.0000235,3,103
2.88E-05,3,170,,,,,0.0000237,3,103
2.83E-05,3,169,,,,,0.0000236,3,103
3.03E-05,3,169,,,,,0.0000237,3,103
3.01E-05,3,171,,,,,0.0000235,3,103
2.99E-05,3,171,,,,,0.0000234,3,103
2.40E-05,3,170,,,,,0.0000233,3,103
2.60E-05,3,172,,,,,0.0000305,3,103
2.40E-05,3,172,,,,,0.0000277,3,103
4.88E-05,3,167,,,,,0.0000324,3,103
4.71E-05,3,167,,,,,0.000024,3,103
3.65E-05,3,165,,,,,0.0000308,3,103
3.42E-05,3,165,,,,,0.0000237,3,103
3.30E-05,3,165,,,,,0.0000235,3,103
2.39E-05,3,164,,,,,0.0000235,3,103
2.96E-05,3,166,,,,,0.0000233,3,103
3.23E-05,3,168,,,,,0.0000234,3,103
2.35E-05,3,168,,,,,0.0000233,3,103
2.33E-05,3,167,,,,,0.0000234,3,103
2.34E-05,3,165,,,,,0.0000235,3,103
2.31E-05,3,165,,,,,0.0000234,3,103
2.34E-05,3,165,,,,,0.00003,3,103
2.32E-05,3,165,,,,,0.00003,3,103
2.32E-05,3,165,,,,,0.00003,3,103
2.33E-05,3,167,,,,,0.0000289,3,103
2.49E-05,3,167,,,,,0.0000285,3,103
2.32E-05,3,167,,,,,0.0000308,3,103
2.28E-05,3,169,,,,,0.0000234,3,103
2.87E-05,3,169,,,,,0.0000235,3,103
3.89E-05,3,168,,,,,0.0000318,3,103
2.95E-05,3,168,,,,,0.0000315,3,103
2.44E-05,3,168,,,,,0.000033,3,103
3.29E-05,3,168,,,,,0.0000332,3,103
3.21E-05,3,168,,,,,0.0000355,3,103
3.20E-05,3,168,,,,,0.0000342,3,103
2.43E-05,3,165,,,,,0.0000328,3,103
2.39E-05,3,165,,,,,0.0000236,3,103
9.52E-05,3,164,,,,,0.0000234,3,103
0.0001869,3,164,,,,,0.0000234,3,103
3.21E-05,3,165,,,,,0.0000234,3,103
2.82E-05,3,166,,,,,0.000027,3,103
3.00E-05,3,166,,,,,0.0000301,3,103
0.0002673,3,166,,,,,0.0000304,3,103
3.01E-05,3,165,,,,,0.0000337,3,103
3.16E-05,3,166,,,,,0.0000302,3,103
2.98E-05,3,166,,,,,0.0000299,3,103
3.12E-05,3,164,,,,,0.0000302,3,103
2.66E-05,3,163,,,,,0.0000302,3,103
3.66E-05,3,161,,,,,0.00003,3,103
0.0001205,3,161,,,,,0.0000279,3,103
2.37E-05,3,160,,,,,0.0000313,3,103
2.34E-05,3,159,,,,,0.0000315,3,103
2.37E-05,3,162,,,,,0.0000305,3,103
2.36E-05,3,162,,,,,0.0000303,3,103
2.34E-05,3,163,,,,,0.0000301,3,103
2.37E-05,3,164,,,,,0.0000301,3,103
2.36E-05,3,164,,,,,0.0000311,3,103
2.34E-05,3,163,,,,,0.0000307,3,103
2.36E-05,3,162,,,,,0.0000285,3,103
3.18E-05,3,162,,,,,0.0000284,3,103
3.23E-05,3,162,,,,,0.0000281,3,103
2.39E-05,3,162,,,,,0.0000236,10,104
2.36E-05,3,161,,,,,0.0000236,10,104
2.36E-05,3,161,,,,,0.0000234,10,104
3.14E-05,3,160,,,,,0.0000235,10,104
2.89E-05,3,162,,,,,0.0000237,10,104
2.39E-05,3,161,,,,,0.0000236,10,104
2.42E-05,3,161,,,,,0.0000234,10,104
2.38E-05,3,161,,,,,0.0000233,10,104
2.33E-05,3,159,,,,,0.0000233,10,104
2.36E-05,3,159,,,,,0.0000235,10,104
2.35E-05,3,161,,,,,0.0000235,10,104
2.35E-05,3,162,,,,,0.0000235,10,104
2.35E-05,3,162,,,,,0.0000234,10,104
2.35E-05,3,163,,,,,0.0000234,10,104
2.35E-05,3,165,,,,,0.0000235,10,104
2.36E-05,3,165,,,,,0.0000234,10,104
2.27E-05,3,163,,,,,0.0000235,3,104
2.32E-05,3,161,,,,,0.0000303,3,104
2.51E-05,3,159,,,,,0.0000307,3,104
2.32E-05,3,161,,,,,0.0000311,3,104
2.27E-05,3,163,,,,,0.0000304,3,104
2.28E-05,3,164,,,,,0.0000303,3,104
2.27E-05,3,165,,,,,0.0000234,3,104
3.00E-05,3,163,,,,,0.0000234,3,104
2.34E-05,3,161,,,,,0.0000282,3,104
2.33E-05,3,159,,,,,0.0000233,3,104
2.35E-05,3,158,,,,,0.0000235,3,104
2.32E-05,3,158,,,,,0.0000232,3,104
2.34E-05,3,158,,,,,0.0000236,3,104
2.33E-05,3,158,,,,,0.0000235,3,104
2.34E-05,3,160,,,,,0.0000299,3,104
2.36E-05,3,161,,,,,0.0000305,3,104
2.34E-05,3,164,,,,,0.0000321,3,104
3.90E-05,3,162,,,,,0.0000318,3,104
2.41E-05,3,162,,,,,0.0000236,3,104
2.39E-05,3,163,,,,,0.0000235,3,104
2.40E-05,3,164,,,,,0.0000309,3,104
2.38E-05,3,164,,,,,0.0000235,3,104
2.38E-05,3,164,,,,,0.0000235,3,104
2.41E-05,3,162,,,,,0.0000233,3,104
2.35E-05,3,160,,,,,0.0000233,3,104
2.37E-05,3,160,,,,,0.0000233,3,104
2.37E-05,3,158,,,,,0.0000236,3,104
2.37E-05,3,156,,,,,0.0000237,3,104
2.34E-05,3,156,,,,,0.0000236,3,104
2.42E-05,3,156,,,,,0.0000237,3,104
2.40E-05,3,156,,,,,0.0000304,3,104
2.99E-05,3,159,,,,,0.00003,3,104
2.94E-05,3,161,,,,,0.0000313,3,104
3.03E-05,3,161,,,,,0.0000304,3,104
3.02E-05,3,161,,,,,0.0000345,3,104
3.07E-05,3,162,,,,,0.0000282,3,104
3.17E-05,3,163,,,,,0.0000233,3,104
3.07E-05,3,163,,,,,0.0000301,3,104
3.17E-05,3,163,,,,,0.0000303,3,104
3.12E-05,3,163,,,,,0.0000306,3,104
3.07E-05,3,164,,,,,0.0000319,3,104
3.29E-05,3,163,,,,,0.0000305,3,104
2.44E-05,3,163,,,,,0.0000303,3,104
2.36E-05,3,165,,,,,0.0000303,3,104
2.37E-05,3,164,,,,,0.0000329,3,104
2.37E-05,3,164,,,,,0.0000316,3,104
2.36E-05,3,161,,,,,0.0000307,3,104
2.34E-05,3,160,,,,,0.0000313,3,104
2.35E-05,3,160,,,,,0.0000287,3,104
2.36E-05,3,161,,,,,0.0000239,3,104
2.34E-05,3,161,,,,,0.0000236,3,104
2.36E-05,3,164,,,,,0.0000236,3,104
2.33E-05,3,163,,,,,0.0000235,3,104
2.39E-05,3,162,,,,,0.0000304,3,104
2.37E-05,3,162,,,,,0.0000235,3,104
4.62E-05,3,163,,,,,0.0000235,3,104
3.24E-05,3,165,,,,,0.0000301,3,104
2.36E-05,3,163,,,,,0.0000325,3,104
2.36E-05,3,164,,,,,0.0000351,3,104
2.35E-05,3,164,,,,,0.0000302,3,104
2.36E-05,3,161,,,,,0.0000303,3,104
2.35E-05,3,160,,,,,0.0000306,3,104
2.43E-05,3,159,,,,,0.0000995,3,104
2.33E-05,3,160,,,,,0.000038,3,104
2.34E-05,3,160,,,,,0.0000326,3,104
2.35E-05,3,163,,,,,0.0000308,3,104
2.34E-05,3,163,,,,,0.0000304,3,104
2.37E-05,3,163,,,,,0.0000234,3,104
2.37E-05,3,162,,,,,0.0000233,3,104
2.36E-05,3,163,,,,,0.0000233,3,104
2.43E-05,3,163,,,,,0.0000233,3,104
2.35E-05,3,164,,,,,0.0000231,3,104
2.29E-05,3,167,,,,,0.0000275,3,104
2.34E-05,3,171,,,,,0.0000295,3,104
2.33E-05,3,169,,,,,0.0000235,3,104
0.0001158,3,168,,,,,0.0000233,3,104
2.48E-05,3,168,,,,,0.0000233,3,104
2.39E-05,3,168,,,,,0.0000299,3,104
2.35E-05,3,167,,,,,0.00003,3,104
2.32E-05,3,165,,,,,0.0000304,3,104
2.33E-05,3,165,,,,,0.0000343,3,104
2.34E-05,3,164,,,,,0.0000235,3,104
2.36E-05,3,166,,,,,0.0000234,3,104
2.36E-05,3,165,,,,,0.0000291,3,104
2.33E-05,3,166,,,,,0.0000468,3,104
2.34E-05,3,167,,,,,0.0000235,3,104
2.33E-05,3,167,,,,,0.0000325,3,104
2.41E-05,3,166,,,,,0.0000288,3,104
3.79E-05,3,166,,,,,0.000027,3,104
2.35E-05,3,166,,,,,0.0000287,3,104
2.36E-05,3,160,,,,,0.0000284,3,104
2.39E-05,3,161,,,,,0.0000299,3,104
2.34E-05,3,161,,,,,0.0000302,3,104
2.35E-05,3,162,,,,,0.0000303,3,104
2.42E-05,3,162,,,,,0.0000303,3,104
2.37E-05,3,160,,,,,0.0000296,3,104
9.34E-05,3,162,,,,,0.0000338,10,105
2.83E-05,3,163,,,,,0.0000269,10,105
2.37E-05,3,162,,,,,0.0000234,10,105
2.36E-05,3,162,,,,,0.0000232,10,105
2.36E-05,3,164,,,,,0.0000232,10,105
2.36E-05,3,164,,,,,0.0000234,10,105
2.37E-05,3,162,,,,,0.0000236,10,105
2.35E-05,3,164,,,,,0.0000236,10,105
2.36E-05,3,167,,,,,0.0000236,10,105
2.35E-05,3,166,,,,,0.0000237,10,105
2.34E-05,3,163,,,,,0.0000232,10,105
2.34E-05,3,163,,,,,0.0000234,10,105
2.34E-05,3,162,,,,,0.0000232,10,105
2.34E-05,3,163,,,,,0.0000232,10,105
2.36E-05,3,155,,,,,0.0000233,10,105
2.33E-05,3,154,,,,,0.0000236,10,105
2.26E-05,3,154,,,,,0.0000235,10,105
2.27E-05,3,154,,,,,0.0000235,10,105
2.29E-05,3,154,,,,,0.0000236,10,105
2.27E-05,3,154,,,,,0.0000303,3,105
2.27E-05,3,154,,,,,0.00003,3,105
3.55E-05,3,155,,,,,0.0000303,3,105
0.0001004,3,155,,,,,0.0000344,3,105
9.76E-05,3,156,,,,,0.000028,3,105
3.37E-05,3,157,,,,,0.0000233,3,105
2.48E-05,3,157,,,,,0.0000328,3,105
2.37E-05,3,157,,,,,0.0000235,3,105
2.36E-05,3,157,,,,,0.0000233,3,105
2.35E-05,3,157,,,,,0.0000233,3,105
2.38E-05,3,157,,,,,0.0000234,3,105
2.34E-05,3,159,,,,,0.0000236,3,105
2.33E-05,3,159,,,,,0.0000233,3,105
2.33E-05,3,160,,,,,0.0000233,3,105
2.72E-05,3,160,,,,,0.0000237,3,105
2.35E-05,3,162,,,,,0.0000234,3,105
2.33E-05,3,162,,,,,0.0000283,3,105
2.26E-05,3,161,,,,,0.0000296,3,105
2.27E-05,3,161,,,,,0.0000235,3,105
2.34E-05,3,164,,,,,0.0000303,3,105
2.93E-05,3,164,,,,,0.0003712,3,105
2.85E-05,3,164,,,,,0.0000302,3,105
3.10E-05,3,164,,,,,0.0000347,3,105
3.71E-05,3,165,,,,,0.0000473,3,105
2.34E-05,3,165,,,,,0.0000345,3,105
2.35E-05,3,165,,,,,0.0000326,3,105
2.33E-05,3,168,,,,,0.0000311,3,105
2.33E-05,3,168,,,,,0.0000308,3,105
2.33E-05,3,168,,,,,0.0000311,3,105
2.34E-05,3,168,,,,,0.0000304,3,105
2.34E-05,3,166,,,,,0.0000304,3,105
2.33E-05,3,164,,,,,0.0000307,3,105
2.34E-05,3,163,,,,,0.0000317,3,105
2.35E-05,3,164,,,,,0.00003,3,105
2.34E-05,3,164,,,,,0.0000236,3,105
0.000132,3,164,,,,,0.0000237,3,105
2.96E-05,3,165,,,,,0.0000235,3,105
3.06E-05,3,165,,,,,0.0000234,3,105
4.12E-05,3,164,,,,,0.0000233,3,105
2.53E-05,3,167,,,,,0.0000233,3,105
2.38E-05,3,168,,,,,0.0000234,3,105
2.97E-05,3,166,,,,,0.0000233,3,105
2.36E-05,3,166,,,,,0.0000303,3,105
2.32E-05,3,165,,,,,0.0000326,3,105
2.34E-05,3,166,,,,,0.0000235,3,105
2.33E-05,3,166,,,,,0.0000236,3,105
2.36E-05,3,164,,,,,0.0000241,3,105
2.36E-05,3,164,,,,,0.0000235,3,105
2.34E-05,3,168,,,,,0.0000234,3,105
2.33E-05,3,170,,,,,0.0000232,3,105
2.36E-05,3,169,,,,,0.0000285,3,105
2.32E-05,3,169,,,,,0.0000283,3,105
2.33E-05,3,169,,,,,0.0000234,3,105
2.34E-05,3,169,,,,,0.0000236,3,105
2.34E-05,3,170,,,,,0.0000237,3,105
3.60E-05,3,169,,,,,0.0000236,3,105
2.35E-05,3,169,,,,,0.0000235,3,105
2.32E-05,3,169,,,,,0.0000302,3,105
2.36E-05,3,167,,,,,0.0000322,3,105
2.35E-05,3,166,,,,,0.00003,3,105
2.34E-05,3,166,,,,,0.00003,3,105
2.40E-05,3,166,,,,,0.00003,3,105
2.39E-05,3,171,,,,,0.00003,3,105
2.37E-05,3,171,,,,,0.0000333,3,105
2.39E-05,3,171,,,,,0.0000307,3,105
2.37E-05,3,170,,,,,0.0000315,3,105
2.37E-05,3,170,,,,,0.0000234,3,105
2.34E-05,3,170,,,,,0.0000235,3,105
2.38E-05,3,172,,,,,0.0000233,3,105
2.36E-05,3,172,,,,,0.0000235,3,105
2.35E-05,3,171,,,,,0.0001001,3,105
2.35E-05,3,172,,,,,0.0000315,3,105
2.37E-05,3,175,,,,,0.0000309,3,105
2.42E-05,3,175,,,,,0.0000236,3,105
2.37E-05,3,175,,,,,0.0000237,3,105
2.35E-05,3,175,,,,,0.0000234,3,105
2.34E-05,3,173,,,,,0.0000235,3,105
2.35E-05,3,174,,,,,0.0000234,3,105
2.39E-05,3,175,,,,,0.0000235,3,105
2.37E-05,3,175,,,,,0.0000365,3,105
2.37E-05,3,177,,,,,0.0000234,3,105
2.39E-05,3,177,,,,,0.0000234,3,105
0.0002434,3,177,,,,,0.0000281,3,105
2.95E-05,3,175,,,,,0.0000272,3,105
2.38E-05,3,175,,,,,0.0000237,3,105
2.39E-05,3,175,,,,,0.0000232,3,105
2.35E-05,3,175,,,,,0.0000233,3,105
2.38E-05,3,174,,,,,0.0000309,3,105
2.33E-05,3,173,,,,,0.0000297,3,105
2.36E-05,3,169,,,,,0.0000309,3,105
2.35E-05,3,169,,,,,0.0000313,3,105
3.37E-05,3,167,,,,,0.0000293,3,105
2.36E-05,3,167,,,,,0.0000292,3,105
2.36E-05,3,160,,,,,0.0000309,3,105
2.36E-05,3,161,,,,,0.0000305,3,105
2.32E-05,3,160,,,,,0.0000307,3,105
2.33E-05,3,160,,,,,0.0000308,3,105
2.34E-05,3,160,,,,,0.0000237,3,105
2.33E-05,3,162,,,,,0.0000236,3,105
3.02E-05,3,161,,,,,0.0000237,3,105
3.49E-05,3,160,,,,,0.0000236,3,105
3.32E-05,3,158,,,,,0.0000237,3,105
3.08E-05,3,157,,,,,0.0000235,3,105
3.12E-05,3,157,,,,,0.0000234,3,105
3.22E-05,3,158,,,,,0.0000235,3,105
3.25E-05,3,158,,,,,0.0000233,3,105
3.10E-05,3,159,,,,,0.00005,3,105
3.18E-05,3,161,,,,,0.0000234,3,105
3.01E-05,3,162,,,,,0.0000301,3,105
4.27E-05,3,163,,,,,0.0000303,3,105
2.91E-05,3,163,,,,,0.00003,3,105
0.0001517,3,161,,,,,0.00003,3,105
2.87E-05,3,161,,,,,0.0000317,3,105
2.36E-05,3,160,,,,,0.0000331,3,105
2.35E-05,3,161,,,,,0.0000992,3,105
2.43E-05,3,160,,,,,0.000024,3,105
2.35E-05,3,164,,,,,0.0000296,3,105
2.52E-05,3,163,,,,,0.0000235,3,105
3.42E-05,3,163,,,,,0.0000235,3,105
3.23E-05,3,163,,,,,0.0000305,3,105
3.20E-05,3,164,,,,,0.0000326,3,105
3.28E-05,3,163,,,,,0.0000532,3,105
3.27E-05,3,162,,,,,0.000032,3,105
2.35E-05,3,158,,,,,0.0000302,3,105
2.35E-05,3,158,,,,,0.0000302,3,105
2.34E-05,3,158,,,,,0.0000764,3,105
2.32E-05,3,158,,,,,0.0000322,3,105
2.37E-05,3,157,,,,,0.0000314,3,105
2.36E-05,3,157,,,,,0.00003,3,105
5.19E-05,3,155,,,,,0.0000304,3,105
2.45E-05,3,155,,,,,0.0001321,3,105
2.38E-05,3,154,,,,,0.0000313,3,105
2.35E-05,3,154,,,,,0.0000301,3,105
3.13E-05,3,154,,,,,0.0000286,3,105
2.26E-05,3,154,,,,,0.0000309,3,105
2.77E-05,3,156,,,,,0.0000233,10,106
2.39E-05,3,157,,,,,0.0000232,10,106
2.35E-05,3,157,,,,,0.0000282,10,106
2.34E-05,3,158,,,,,0.0000324,10,106
2.34E-05,3,158,,,,,0.0000282,10,106
2.33E-05,3,158,,,,,0.0000239,3,106
2.34E-05,3,156,,,,,0.0000239,3,106
2.33E-05,3,161,,,,,0.0000304,3,106
2.33E-05,3,159,,,,,0.0000233,3,106
2.35E-05,3,162,,,,,0.0000287,3,106
3.58E-05,3,161,,,,,0.0000291,3,106
2.40E-05,3,161,,,,,0.0000288,3,106
2.34E-05,3,161,,,,,0.000035,3,106
2.34E-05,3,160,,,,,0.0000345,3,106
2.34E-05,3,156,,,,,0.0000338,3,106
2.33E-05,3,152,,,,,0.0000347,3,106
2.35E-05,3,152,,,,,0.0000273,3,106
2.33E-05,3,149,,,,,0.0000293,3,106
3.48E-05,3,149,,,,,0.000029,3,106
2.38E-05,3,148,,,,,0.0000311,3,106
2.37E-05,3,148,,,,,0.0000279,3,106
2.54E-05,3,147,,,,,0.0000287,3,106
2.34E-05,3,147,,,,,0.0000238,3,106
3.01E-05,3,147,,,,,0.0000237,3,106
2.35E-05,3,146,,,,,0.0000237,3,106
2.35E-05,3,145,,,,,0.0000236,3,106
2.85E-05,3,143,,,,,0.0000233,3,106
2.36E-05,3,145,,,,,0.0000233,3,106
2.36E-05,3,144,,,,,0.0000234,3,106
2.38E-05,3,145,,,,,0.0000235,3,106
2.37E-05,3,147,,,,,0.0000233,3,106
2.36E-05,3,145,,,,,0.0000625,3,106
2.90E-05,3,144,,,,,0.0000324,3,106
2.74E-05,3,143,,,,,0.0000318,3,106
3.04E-05,3,143,,,,,0.0000235,3,106
3.41E-05,3,144,,,,,0.0000234,3,106
2.96E-05,3,142,,,,,0.0000279,3,106
2.36E-05,3,137,,,,,0.0000278,3,106
2.38E-05,3,139,,,,,0.0000281,3,106
2.46E-05,3,138,,,,,0.0001478,3,106
3.04E-05,3,138,,,,,0.0000334,3,106
3.79E-05,3,138,,,,,0.00003,3,106
3.00E-05,3,138,,,,,0.0000362,3,106
3.01E-05,3,140,,,,,0.0000313,3,106
3.10E-05,3,141,,,,,0.0000242,3,106
3.06E-05,3,142,,,,,0.0000281,3,106
3.15E-05,3,143,,,,,0.0000234,3,106
3.16E-05,3,143,,,,,0.0000574,3,106
3.12E-05,3,144,,,,,0.0000242,3,106
3.12E-05,3,147,,,,,0.0000235,3,106
3.16E-05,3,147,,,,,0.0000235,3,106
2.88E-05,3,148,,,,,0.0000234,3,106
3.27E-05,3,146,,,,,0.0000235,3,106
3.24E-05,3,145,,,,,0.0000321,3,106
2.34E-05,3,142,,,,,0.0000304,3,106
2.33E-05,3,143,,,,,0.0000307,3,106
2.34E-05,3,144,,,,,0.0000234,3,106
2.58E-05,3,144,,,,,0.0000235,3,106
2.36E-05,3,142,,,,,0.0000234,3,106
2.32E-05,3,145,,,,,0.0000283,3,106
2.32E-05,3,145,,,,,0.0000298,3,106
2.33E-05,3,146,,,,,0.00003,3,106
2.32E-05,3,146,,,,,0.0000299,3,106
2.30E-05,3,146,,,,,0.0000302,3,106
2.34E-05,3,141,,,,,0.0000301,3,106
2.32E-05,3,142,,,,,0.0000302,3,106
3.02E-05,3,145,,,,,0.0000303,3,106
3.39E-05,3,146,,,,,0.0000389,3,106
2.33E-05,3,146,,,,,0.0000279,3,106
2.95E-05,3,146,,,,,0.0000235,3,106
3.28E-05,3,147,,,,,0.0000236,3,106
2.36E-05,3,147,,,,,0.0000234,3,106
2.33E-05,3,148,,,,,0.0000279,3,106
2.33E-05,3,148,,,,,0.0000232,3,106
2.40E-05,3,152,,,,,0.0000232,3,106
2.47E-05,3,152,,,,,0.0000301,3,106
2.39E-05,3,150,,,,,0.0000236,3,106
2.40E-05,3,149,,,,,0.0000237,3,106
4.75E-05,3,151,,,,,0.0000237,3,106
4.20E-05,3,151,,,,,0.0000237,3,106
2.99E-05,3,152,,,,,0.0000303,3,106
4.34E-05,3,152,,,,,0.0000322,3,106
3.40E-05,3,151,,,,,0.0000322,3,106
3.93E-05,3,150,,,,,0.0000321,3,106
2.38E-05,3,156,,,,,0.0000244,3,106
2.41E-05,3,157,,,,,0.0000241,3,106
3.21E-05,3,156,,,,,0.0000242,3,106
2.88E-05,3,156,,,,,0.0000338,3,106
2.93E-05,3,157,,,,,0.0000236,3,106
2.78E-05,3,158,,,,,0.0000236,3,106
2.68E-05,3,158,,,,,0.0000235,3,106
2.77E-05,3,159,,,,,0.0000235,3,106
2.67E-05,3,159,,,,,0.0000302,3,106
3.36E-05,3,160,,,,,0.0000304,3,106
2.79E-05,3,157,,,,,0.0000233,3,106
2.76E-05,3,157,,,,,0.0000234,3,106
2.94E-05,3,154,,,,,0.0000234,3,106
3.48E-05,3,151,,,,,0.0000238,3,106
3.15E-05,3,151,,,,,0.0000236,3,106
2.37E-05,3,140,,,,,0.0000234,3,106
2.36E-05,3,140,,,,,0.0000239,3,106
2.36E-05,3,140,,,,,0.0000235,3,106
2.33E-05,3,138,,,,,0.0000713,3,106
2.38E-05,3,138,,,,,0.0000236,3,106
2.36E-05,3,138,,,,,0.0000238,3,106
2.33E-05,3,140,,,,,0.0000417,3,106
3.32E-05,3,139,,,,,0.0000354,3,106
2.36E-05,3,140,,,,,0.0001835,3,106
2.35E-05,3,141,,,,,0.0000369,3,106
2.32E-05,3,143,,,,,0.0000238,3,106
2.32E-05,3,143,,,,,0.0000239,3,106
2.33E-05,3,143,,,,,0.0000302,3,106
2.33E-05,3,143,,,,,0.0000298,3,106
2.32E-05,3,144,,,,,0.0000312,3,106
2.33E-05,3,144,,,,,0.0000286,3,106
2.35E-05,3,147,,,,,0.0000289,3,106
2.34E-05,3,146,,,,,0.0000359,3,106
2.34E-05,3,145,,,,,0.0000309,3,106
2.33E-05,3,147,,,,,0.0000338,3,106
2.32E-05,3,148,,,,,0.0000341,3,106
2.33E-05,3,147,,,,,0.0000292,3,106
9.97E-05,3,147,,,,,0.0000292,3,106
3.08E-05,3,149,,,,,0.0000284,3,106
3.61E-05,3,149,,,,,0.0000303,3,106
3.03E-05,3,147,,,,,0.0000301,3,106
3.08E-05,3,146,,,,,0.0000234,3,106
2.36E-05,3,147,,,,,0.0000303,10,107
2.34E-05,3,148,,,,,0.000031,10,107
2.34E-05,3,147,,,,,0.0000311,10,107
2.34E-05,3,149,,,,,0.0000237,10,107
2.33E-05,3,150,,,,,0.0000236,10,107
2.33E-05,3,152,,,,,0.0000236,10,107
2.33E-05,3,152,,,,,0.0000238,10,107
3.13E-05,3,152,,,,,0.0000236,10,107
3.30E-05,3,152,,,,,0.000024,10,107
2.35E-05,3,151,,,,,0.0000329,3,107
2.32E-05,3,151,,,,,0.0000313,3,107
2.31E-05,3,151,,,,,0.0000307,3,107
2.33E-05,3,152,,,,,0.0000314,3,107
3.03E-05,3,147,,,,,0.000024,3,107
2.99E-05,3,147,,,,,0.0000363,3,107
2.34E-05,3,150,,,,,0.0000234,3,107
2.70E-05,3,150,,,,,0.0000233,3,107
2.32E-05,3,149,,,,,0.0000232,3,107
2.33E-05,3,150,,,,,0.0000235,3,107
2.31E-05,3,151,,,,,0.0000299,3,107
2.32E-05,3,151,,,,,0.0000325,3,107
2.34E-05,3,151,,,,,0.0000318,3,107
2.35E-05,3,151,,,,,0.0000235,3,107
2.35E-05,3,145,,,,,0.0000236,3,107
2.35E-05,3,146,,,,,0.0000235,3,107
2.33E-05,3,146,,,,,0.0000237,3,107
3.06E-05,3,144,,,,,0.0000235,3,107
4.44E-05,3,144,,,,,0.0000236,3,107
2.36E-05,3,143,,,,,0.0000233,3,107
2.34E-05,3,141,,,,,0.0000234,3,107
2.34E-05,3,141,,,,,0.0000233,3,107
2.33E-05,3,141,,,,,0.0000343,3,107
2.34E-05,3,142,,,,,0.000034,3,107
2.33E-05,3,142,,,,,0.0000301,3,107
2.32E-05,3,142,,,,,0.0000313,3,107
2.34E-05,3,143,,,,,0.0000334,3,107
2.33E-05,3,141,,,,,0.00003,3,107
2.32E-05,3,141,,,,,0.0000291,3,107
2.33E-05,3,140,,,,,0.0000242,3,107
2.33E-05,3,140,,,,,0.0000237,3,107
3.04E-05,3,135,,,,,0.0000308,3,107
3.10E-05,3,134,,,,,0.0000301,3,107
3.01E-05,3,133,,,,,0.0000305,3,107
2.98E-05,3,136,,,,,0.0000304,3,107
2.93E-05,3,136,,,,,0.0000304,3,107
3.01E-05,3,134,,,,,0.0000322,3,107
3.22E-05,3,134,,,,,0.0000235,3,107
3.15E-05,3,134,,,,,0.0000312,3,107
3.08E-05,3,134,,,,,0.0000234,3,107
3.11E-05,3,134,,,,,0.0000234,3,107
3.02E-05,3,135,,,,,0.0000241,3,107
3.19E-05,3,136,,,,,0.0000238,3,107
3.06E-05,3,136,,,,,0.0000277,3,107
2.38E-05,3,139,,,,,0.0000276,3,107
2.35E-05,3,139,,,,,0.0000282,3,107
2.33E-05,3,141,,,,,0.0000277,3,107
2.34E-05,3,142,,,,,0.0000293,3,107
2.35E-05,3,144,,,,,0.0000333,3,107
2.35E-05,3,145,,,,,0.0000232,3,107
2.36E-05,3,146,,,,,0.0000234,3,107
2.36E-05,3,147,,,,,0.0000233,3,107
3.08E-05,3,147,,,,,0.0000235,3,107
2.36E-05,3,148,,,,,0.0000235,3,107
2.32E-05,3,148,,,,,0.0000234,3,107
2.38E-05,3,150,,,,,0.0000234,3,107
2.34E-05,3,151,,,,,0.0000236,3,107
2.33E-05,3,149,,,,,0.0000305,3,107
2.36E-05,3,150,,,,,0.0000302,3,107
2.34E-05,3,151,,,,,0.0000233,3,107
2.35E-05,3,149,,,,,0.0000237,3,107
2.38E-05,3,150,,,,,0.00003,3,107
2.37E-05,3,150,,,,,0.0000305,3,107
3.72E-05,3,148,,,,,0.0000301,3,107
4.05E-05,3,148,,,,,0.0000316,3,107
2.38E-05,3,147,,,,,0.0000315,3,107
2.38E-05,3,147,,,,,0.0000235,3,107
2.35E-05,3,148,,,,,0.0000234,3,107
2.68E-05,3,148,,,,,0.0000233,3,107
0.0003216,3,147,,,,,0.0000233,3,107
3.75E-05,3,147,,,,,0.0000234,3,107
3.15E-05,3,147,,,,,0.0000283,3,107
3.42E-05,3,146,,,,,0.0000304,3,107
2.99E-05,3,145,,,,,0.0000302,3,107
2.98E-05,3,144,,,,,0.0000301,3,107
3.01E-05,3,145,,,,,0.0000268,3,107
2.97E-05,3,144,,,,,0.0000236,3,107
2.93E-05,3,144,,,,,0.0000233,3,107
2.37E-05,3,143,,,,,0.0000235,3,107
2.37E-05,3,143,,,,,0.0000239,3,107
2.36E-05,3,143,,,,,0.0000237,3,107
3.98E-05,3,141,,,,,0.0000235,3,107
3.34E-05,3,141,,,,,0.0000234,3,107
2.79E-05,3,135,,,,,0.0000235,3,107
