cas operacie,cislo,velkost frontu,,,
6.00E-07,48,26739,,,
6.00E-07,39,26751,,,
6.00E-07,56,26759,,,
7.00E-07,28,26762,,,
6.00E-07,68,26770,,,
6.00E-07,68,26772,,,
6.00E-07,67,26784,,,
6.00E-07,67,26788,,,
6.00E-07,34,26803,,,
6.00E-07,34,26809,,,
6.00E-07,33,26811,,,
6.00E-07,15,26815,,,
6.00E-07,45,26815,,,
6.00E-07,31,26826,,,
6.00E-07,28,26842,,,
6.00E-07,66,26842,,,
6.00E-07,19,26868,,,
9.00E-07,55,26875,,,
1.20E-06,50,26882,,,
7.00E-07,48,26893,,,
6.00E-07,68,26912,,,
7.00E-07,43,26915,,,
6.00E-07,32,26927,,,
6.00E-07,23,26935,,,
7.00E-07,36,26933,,,
6.00E-07,15,26966,,,
7.00E-07,15,26974,,,
6.00E-07,13,26976,,,
6.00E-07,13,26976,,,
6.00E-07,15,26979,,,
7.00E-07,15,26979,,,
6.00E-07,34,26988,,,
6.00E-07,53,26995,,,
6.00E-07,7,26998,,,
6.00E-07,62,27006,,,
6.00E-07,64,27021,,,
6.00E-07,30,27022,,,
6.00E-07,64,27037,,,
6.00E-07,14,27050,,,
6.00E-07,68,27056,,,
7.00E-07,60,27061,,,
6.00E-07,66,27072,,,
6.00E-07,66,27082,,,
7.00E-07,4,27107,,,
7.00E-07,64,27112,,,
6.00E-07,4,27114,,,
6.00E-07,17,27129,,,
6.00E-07,56,27151,,,
6.00E-07,55,27158,,,
6.00E-07,27,27160,,,
6.00E-07,42,27169,,,
6.00E-07,11,27173,,,
6.00E-07,14,27184,,,
6.00E-07,22,27189,,,
6.00E-07,2,27189,,,
6.00E-07,13,27190,,,
6.00E-07,41,27194,,,
6.00E-07,58,27207,,,
6.00E-07,11,27211,,,
6.00E-07,21,27213,,,
6.00E-07,11,27212,,,
6.00E-07,13,27227,,,
6.00E-07,56,27234,,,
6.00E-07,70,27235,,,
6.00E-07,42,27241,,,
6.00E-07,66,27268,,,
6.00E-07,25,27270,,,
6.00E-07,25,27279,,,
6.00E-07,57,27278,,,
6.00E-07,54,27279,,,
6.00E-07,7,27285,,,
6.00E-07,65,27292,,,
1.20E-06,3,27300,,,
1.00E-06,25,27328,,,
7.00E-07,57,27333,,,
6.00E-07,20,27333,,,
6.00E-07,20,27333,,,
6.00E-07,6,27339,,,
7.00E-07,69,27362,,,
8.00E-07,65,27374,,,
6.00E-07,69,27379,,,
6.00E-07,41,27388,,,
6.00E-07,19,27388,,,
6.00E-07,6,27414,,,
5.00E-07,16,27413,,,
6.00E-07,16,27414,,,
6.00E-07,16,27414,,,
6.00E-07,65,27424,,,
6.00E-07,65,27424,,,
6.00E-07,59,27425,,,
6.00E-07,1,27457,,,
6.00E-07,67,27465,,,
6.00E-07,41,27476,,,
6.00E-07,13,27522,,,
6.00E-07,3,27544,,,
6.00E-07,47,27567,,,
6.00E-07,47,27568,,,
6.00E-07,41,27575,,,
7.00E-07,55,27583,,,
6.00E-07,55,27584,,,
6.00E-07,30,27582,,,
6.00E-07,40,27590,,,
7.00E-07,30,27606,,,
7.00E-07,50,27608,,,
6.00E-07,69,27614,,,
6.00E-07,3,27619,,,
6.00E-07,8,27645,,,
6.00E-07,45,27646,,,
6.00E-07,54,27652,,,
6.00E-07,10,27659,,,
6.00E-07,36,27663,,,
6.00E-07,37,27672,,,
7.00E-07,14,27673,,,
6.00E-07,18,27687,,,
6.00E-07,57,27695,,,
6.00E-07,66,27717,,,
6.00E-07,4,27731,,,
6.00E-07,6,27739,,,
6.00E-07,65,27739,,,
6.00E-07,18,27741,,,
6.00E-07,18,27745,,,
6.00E-07,37,27744,,,
6.00E-07,57,27747,,,
6.00E-07,1,27750,,,
7.00E-07,35,27777,,,
6.00E-07,34,27780,,,
6.00E-07,34,27783,,,
6.00E-07,34,27784,,,
6.00E-07,64,27793,,,
7.00E-07,28,27807,,,
6.00E-07,14,27811,,,
6.00E-07,14,27812,,,
6.00E-07,19,27814,,,
6.00E-07,19,27821,,,
6.00E-07,28,27836,,,
6.00E-07,24,27848,,,
6.00E-07,58,27882,,,
6.00E-07,23,27889,,,
6.00E-07,23,27892,,,
6.00E-07,32,27915,,,
6.00E-07,60,27928,,,
6.00E-07,60,27932,,,
7.00E-07,14,27962,,,
6.00E-07,21,27968,,,
6.00E-07,36,27983,,,
6.00E-07,3,27982,,,
6.00E-07,3,27987,,,
6.00E-07,3,27989,,,
6.00E-07,11,27997,,,
6.00E-07,11,28001,,,
6.00E-07,13,28008,,,
6.00E-07,56,28010,,,
1.10E-06,22,28018,,,
8.00E-07,27,28022,,,
6.00E-07,60,28057,,,
6.00E-07,60,28059,,,
6.00E-07,45,28081,,,
6.00E-07,70,28079,,,
6.00E-07,22,28101,,,
6.00E-07,53,28102,,,
6.00E-07,53,28104,,,
6.00E-07,59,28113,,,
6.00E-07,45,28125,,,
5.00E-07,45,28125,,,
6.00E-07,6,28136,,,
6.00E-07,60,28144,,,
6.00E-07,60,28145,,,
6.00E-07,32,28146,,,
6.00E-07,34,28147,,,
6.00E-07,56,28162,,,
6.00E-07,27,28173,,,
6.00E-07,27,28174,,,
6.00E-07,10,28178,,,
5.00E-07,10,28178,,,
6.00E-07,6,28180,,,
6.00E-07,6,28181,,,
6.00E-07,11,28181,,,
6.00E-07,41,28185,,,
6.00E-07,36,28188,,,
6.00E-07,53,28194,,,
6.00E-07,65,28215,,,
9.00E-07,46,28241,,,
6.00E-07,34,28264,,,
6.00E-07,6,28265,,,
6.00E-07,40,28266,,,
