cas operacie,vybrane cislo,velkost frontu,,,
1.30E-06,13,21643,,,
1.30E-06,14,21643,,,
1.30E-06,7,21642,,,
1.30E-06,36,21643,,,
1.40E-06,22,21642,,,
1.30E-06,34,21642,,,
1.30E-06,27,21642,,,
1.30E-06,62,21641,,,
1.40E-06,39,21649,,,
1.30E-06,70,21648,,,
1.30E-06,50,21649,,,
1.30E-06,63,21649,,,
1.40E-06,50,21648,,,
1.30E-06,40,21648,,,
1.40E-06,68,21647,,,
1.30E-06,9,21646,,,
1.30E-06,69,21647,,,
1.30E-06,62,21657,,,
1.20E-06,22,21656,,,
1.30E-06,45,21656,,,
1.20E-06,22,21656,,,
1.30E-06,4,21655,,,
1.30E-06,15,21657,,,
1.30E-06,57,21656,,,
1.30E-06,65,21661,,,
1.40E-06,52,21660,,,
1.30E-06,20,21667,,,
1.40E-06,38,21666,,,
1.40E-06,13,21665,,,
1.30E-06,60,21667,,,
1.30E-06,34,21672,,,
1.30E-06,34,21671,,,
1.40E-06,41,21671,,,
1.30E-06,36,21674,,,
1.40E-06,34,21676,,,
1.30E-06,19,21675,,,
1.40E-06,31,21674,,,
1.30E-06,45,21674,,,
1.40E-06,14,21679,,,
1.20E-06,58,21682,,,
1.30E-06,55,21686,,,
1.20E-06,61,21685,,,
1.30E-06,62,21684,,,
1.30E-06,15,21683,,,
1.30E-06,39,21682,,,
1.30E-06,61,21682,,,
1.30E-06,7,21681,,,
1.30E-06,67,21686,,,
1.30E-06,38,21685,,,
1.30E-06,45,21686,,,
1.30E-06,5,21687,,,
1.30E-06,39,21688,,,
1.40E-06,66,21691,,,
1.40E-06,1,21691,,,
1.30E-06,35,21691,,,
1.70E-06,4,21691,,,
1.30E-06,17,21694,,,
1.30E-06,33,21694,,,
1.40E-06,61,21695,,,
1.30E-06,70,21694,,,
1.30E-06,25,21699,,,
1.30E-06,29,21714,,,
1.30E-06,67,21715,,,
1.30E-06,8,21714,,,
1.30E-06,14,21716,,,
1.30E-06,9,21718,,,
1.30E-06,43,21718,,,
1.30E-06,39,21718,,,
1.30E-06,31,21720,,,
1.40E-06,4,21719,,,
1.30E-06,64,21719,,,
1.30E-06,61,21722,,,
1.20E-06,15,21728,,,
1.30E-06,60,21731,,,
1.20E-06,13,21731,,,
1.20E-06,32,21742,,,
1.20E-06,43,21741,,,
1.30E-06,39,21740,,,
1.30E-06,13,21742,,,
1.30E-06,46,21741,,,
1.30E-06,62,21740,,,
1.30E-06,23,21740,,,
1.30E-06,16,21744,,,
1.30E-06,64,21743,,,
1.30E-06,28,21748,,,
1.30E-06,26,21752,,,
1.40E-06,66,21754,,,
1.30E-06,58,21764,,,
1.30E-06,4,21767,,,
1.30E-06,19,21775,,,
1.30E-06,53,21775,,,
1.30E-06,27,21786,,,
1.30E-06,67,21790,,,
1.30E-06,69,21794,,,
1.30E-06,56,21793,,,
1.30E-06,37,21792,,,
1.20E-06,21,21796,,,
1.30E-06,24,21797,,,
1.30E-06,25,21797,,,
1.30E-06,39,21797,,,
1.70E-06,47,21802,,,
2.30E-06,37,21805,,,
1.40E-06,11,21810,,,
1.50E-06,8,21810,,,
1.40E-06,62,21815,,,
1.40E-06,58,21816,,,
1.30E-06,37,21820,,,
1.60E-06,34,21822,,,
1.40E-06,2,21821,,,
1.30E-06,4,21820,,,
1.30E-06,50,21824,,,
1.40E-06,1,21823,,,
1.30E-06,70,21831,,,
1.30E-06,13,21842,,,
1.40E-06,5,21843,,,
1.40E-06,64,21842,,,
1.40E-06,24,21841,,,
1.30E-06,3,21843,,,
1.70E-06,68,21843,,,
1.40E-06,57,21844,,,
1.40E-06,7,21844,,,
1.80E-06,24,21847,,,
1.30E-06,59,21846,,,
1.40E-06,35,21845,,,
1.50E-06,55,21845,,,
1.40E-06,12,21844,,,
1.80E-06,37,21846,,,
1.50E-06,38,21849,,,
1.40E-06,31,21848,,,
1.40E-06,9,21848,,,
1.30E-06,56,21852,,,
1.40E-06,48,21853,,,
1.30E-06,58,21855,,,
1.40E-06,60,21855,,,
1.30E-06,39,21858,,,
