cas operacie,vybrane cislo,velkost frontu,,,
0.0017682,44,391,,,
0.0002765,18,391,,,
0.000281,46,394,,,
0.000263,43,393,,,
0.0002907,6,392,,,
0.0003593,8,395,,,
0.0003652,30,394,,,
0.0003621,40,394,,,
0.0003922,16,393,,,
0.0003826,47,393,,,
0.0002034,44,395,,,
0.0002249,21,398,,,
0.0002124,12,397,,,
0.0002076,11,396,,,
0.0002032,27,395,,,
0.0002031,28,394,,,
0.0002026,44,393,,,
0.0004157,47,400,,,
0.0003145,40,402,,,
0.0002477,49,407,,,
0.0002718,3,410,,,
0.0002717,21,409,,,
0.0002818,20,408,,,
0.0003845,38,407,,,
0.0004169,13,406,,,
0.0002699,7,407,,,
0.0002742,18,406,,,
0.0002636,22,405,,,
0.0002741,1,406,,,
0.0002714,2,405,,,
0.0002035,32,408,,,
0.0002029,22,407,,,
0.0003492,7,406,,,
0.0002056,36,406,,,
0.0002049,14,405,,,
0.0002415,16,404,,,
0.0002033,43,408,,,
0.0005227,42,410,,,
0.000273,39,410,,,
0.0002865,18,411,,,
0.0002089,15,412,,,
0.0002031,18,411,,,
0.0002024,23,411,,,
0.0003821,18,410,,,
0.0002616,49,410,,,
0.000204,35,411,,,
0.0002049,7,410,,,
0.0002119,28,411,,,
0.0002525,15,410,,,
0.0002314,37,412,,,
0.0002032,20,412,,,
0.000204,12,411,,,
0.000203,27,424,,,
0.0002038,27,425,,,
0.0003096,45,424,,,
0.0002732,48,425,,,
0.0002273,22,425,,,
0.0002037,34,426,,,
0.0002032,44,425,,,
0.000203,6,426,,,
0.0002047,12,428,,,
0.0002082,34,427,,,
0.0002032,50,427,,,
0.0002543,22,431,,,
0.0002125,19,434,,,
0.0002033,2,434,,,
0.0002037,18,436,,,
0.0002038,50,436,,,
0.0002841,7,435,,,
0.0003451,44,434,,,
0.000422,21,435,,,
0.0003563,7,438,,,
0.0002726,50,437,,,
0.000273,1,436,,,
0.0002693,26,435,,,
0.0002039,20,434,,,
0.000204,49,433,,,
0.0002085,11,438,,,
0.0002025,38,437,,,
0.0002026,42,436,,,
0.0003343,13,436,,,
0.0002253,34,439,,,
0.0002038,15,440,,,
0.0002252,43,440,,,
0.000269,39,440,,,
0.0002688,27,442,,,
0.0002494,21,441,,,
0.0002684,9,442,,,
0.0002122,12,443,,,
0.0002034,40,446,,,
0.000305,27,449,,,
0.0003198,48,451,,,
0.0003783,16,453,,,
0.0002617,35,452,,,
0.0006222,9,453,,,
0.0002624,39,453,,,
0.0002167,9,453,,,
0.0009632,21,454,,,
0.0003518,4,453,,,
0.0002801,18,452,,,
0.0003152,6,454,,,
0.0002048,27,456,,,
0.0002083,20,456,,,
0.0002646,3,458,,,
0.0002176,13,463,,,
0.0002024,11,463,,,
0.000202,16,462,,,
0.0002021,7,461,,,
0.0002024,6,460,,,
0.0002658,21,463,,,
0.0002594,46,463,,,
0.0003405,36,462,,,
0.000539,8,462,,,
0.0004017,22,462,,,
0.0002634,26,465,,,
0.0002026,23,465,,,
0.000204,15,465,,,
0.0002033,25,464,,,
0.0002028,33,464,,,
0.000214,37,466,,,
0.0003231,34,465,,,
0.0002684,29,465,,,
0.0002575,41,464,,,
0.0002613,10,464,,,
0.0003295,8,465,,,
0.0003432,19,467,,,
0.0004842,33,474,,,
0.0003627,3,475,,,
0.0002029,9,475,,,
0.0002025,19,474,,,
0.0002076,6,473,,,
0.0002035,15,472,,,
0.0002028,30,471,,,
0.0002071,36,472,,,
0.0002017,19,472,,,
0.0002016,25,479,,,
0.0002201,33,480,,,
0.0003585,43,481,,,
0.0003624,35,484,,,
0.0002763,49,491,,,
0.0003512,10,490,,,
0.0002649,14,490,,,
0.0002493,1,490,,,
0.0002683,35,490,,,
0.0002721,5,489,,,
0.0002718,8,490,,,
0.0003308,3,494,,,
0.0002732,17,493,,,
0.0002754,26,493,,,
0.0002698,24,494,,,
0.0002529,39,493,,,
0.0002675,3,493,,,
0.0002698,2,492,,,
0.0002727,6,491,,,
0.0002059,20,494,,,
0.000203,23,493,,,
0.0002412,6,495,,,
0.0002033,9,495,,,
0.0002038,15,496,,,
0.0002028,16,495,,,
0.0005543,6,496,,,
0.0002596,32,495,,,
0.0002535,29,494,,,
0.0002085,48,493,,,
0.0002035,13,492,,,
0.0002022,14,492,,,
0.0002019,47,491,,,
0.0002024,40,493,,,
0.0002019,29,492,,,
0.0003257,4,492,,,
0.0003572,48,491,,,
0.0003486,5,495,,,
0.0003385,2,495,,,
0.000336,38,495,,,
0.0003077,8,495,,,
0.0002787,26,494,,,
0.0002249,29,498,,,
0.000203,14,497,,,
0.0002019,28,496,,,
0.0002022,3,495,,,
0.0004035,26,494,,,
0.0002606,20,495,,,
0.0002269,25,495,,,
0.0002049,21,494,,,
0.0002042,15,493,,,
0.0002049,17,492,,,
0.0004646,17,492,,,
0.0002753,48,492,,,
0.0003729,49,491,,,
0.0002491,6,493,,,
0.000271,22,492,,,
0.000237,10,492,,,
0.0002503,10,492,,,
0.0002372,40,497,,,
0.000238,16,496,,,
0.0002678,10,500,,,
0.0002647,3,502,,,
0.0003434,48,501,,,
0.0006465,34,502,,,
0.0002617,45,501,,,
0.0002593,21,500,,,
0.0002197,16,502,,,
0.0002725,17,503,,,
0.0002471,19,502,,,
0.0002035,46,507,,,
0.0002027,3,508,,,
0.000203,31,509,,,
0.0003494,37,508,,,
0.000278,15,511,,,
0.0002174,10,513,,,
0.0002076,21,513,,,
0.0002026,46,512,,,
0.0002031,29,511,,,
0.0002086,50,513,,,
0.0002029,47,519,,,
0.0002019,7,519,,,
0.0004704,17,519,,,
0.0003432,12,518,,,
0.0002693,32,517,,,
0.0002668,28,517,,,
0.0002501,39,519,,,
0.0002668,6,519,,,
0.0002712,49,521,,,
0.0002509,27,520,,,
0.0002572,40,519,,,
0.0003189,28,519,,,
0.0006192,33,518,,,
0.0002726,26,518,,,
0.0002885,5,517,,,
0.0002707,39,521,,,
0.0002695,1,520,,,
0.0002783,5,520,,,
0.0002683,47,527,,,
0.000269,8,526,,,
0.000325,32,525,,,
0.0002042,27,524,,,
0.000264,37,528,,,
0.0002798,35,527,,,
0.0004498,22,527,,,
0.0002743,34,530,,,
0.0002856,28,529,,,
0.0005061,32,529,,,
0.000329,5,528,,,
0.0002726,40,532,,,
0.0002822,15,535,,,
0.0003476,18,534,,,
0.0002524,2,533,,,
0.0002762,14,536,,,
0.000288,8,536,,,
0.0014486,29,538,,,
0.0002664,4,539,,,
0.0006112,11,538,,,
0.0002681,29,537,,,
0.0002602,36,538,,,
0.0002623,35,539,,,
0.0002633,5,538,,,
0.000269,4,538,,,
0.0002765,16,539,,,
0.0002716,50,538,,,
0.0002714,21,537,,,
0.0002743,21,536,,,
0.0002713,47,537,,,
0.0002719,21,538,,,
0.0002734,25,537,,,
0.0002727,33,537,,,
0.0002695,35,538,,,
0.0003966,31,537,,,
0.0002623,26,536,,,
0.0002585,6,535,,,
0.0002156,17,536,,,
0.0002029,36,538,,,
0.0002152,31,539,,,
0.0002193,18,538,,,
0.0002025,17,537,,,
0.0002021,33,539,,,
0.000202,2,538,,,
0.0002016,40,538,,,
0.0003617,13,545,,,
0.0002625,39,546,,,
0.0003351,40,545,,,
0.0002637,33,544,,,
0.0002672,18,543,,,
0.0002668,9,543,,,
0.0002505,36,544,,,
0.0002663,24,544,,,
0.000269,36,543,,,
0.000267,47,542,,,
0.0002623,27,541,,,
0.0002811,18,540,,,
0.0002094,10,540,,,
0.0002135,3,540,,,
0.0002159,39,539,,,
0.0002034,9,539,,,
0.0002023,48,538,,,
0.000305,7,538,,,
0.0002035,3,537,,,
0.0002016,35,537,,,
0.0002023,7,538,,,
0.0002015,11,540,,,
0.000283,33,545,,,
0.0002046,5,547,,,
0.0002095,25,552,,,
0.0002771,41,553,,,
0.0004418,37,552,,,
0.0003007,30,552,,,
0.0003321,28,551,,,
0.0027826,4,550,,,
0.0003109,42,550,,,
0.000241,24,552,,,
0.0002397,3,551,,,
0.0002423,43,552,,,
0.0002686,19,554,,,
0.0002593,8,554,,,
0.000263,9,557,,,
0.0002637,3,556,,,
0.0002585,7,558,,,
0.0002678,13,557,,,
0.0004404,28,559,,,
0.0003395,7,559,,,
0.0002504,4,561,,,
0.0002674,24,560,,,
0.0003649,2,561,,,
0.0002501,47,563,,,
0.0002663,43,563,,,
0.0002681,10,562,,,
0.000266,12,561,,,
0.0002648,48,566,,,
0.0002731,40,565,,,
0.0006052,24,567,,,
0.000267,27,574,,,
0.0002417,11,573,,,
0.0002343,43,575,,,
0.0002692,24,576,,,
0.0002497,49,575,,,
0.0002436,42,577,,,
0.0002333,1,580,,,
0.0002332,11,579,,,
0.000209,34,580,,,
0.0002046,2,579,,,
0.0002052,38,578,,,
0.0002043,38,577,,,
0.0002037,12,578,,,
0.0002034,49,577,,,
0.0002038,14,576,,,
0.0002041,30,575,,,
0.0002044,7,574,,,
0.0002034,3,575,,,
0.000203,21,578,,,
0.0002034,6,577,,,
0.0003429,25,580,,,
0.0002867,36,580,,,
0.0002932,39,580,,,
0.0002618,4,580,,,
0.000392,4,579,,,
0.0002622,50,578,,,
0.0002984,7,578,,,
0.0002718,50,578,,,
0.0002724,15,577,,,
0.0002683,15,578,,,
0.0003317,8,578,,,
0.0003536,39,577,,,
0.0004394,34,576,,,
0.0002805,27,577,,,
0.0002785,8,576,,,
0.0002658,5,575,,,
0.0004524,19,576,,,
0.0003154,45,576,,,
0.0002769,9,583,,,
0.000275,33,588,,,
0.000272,6,596,,,
0.0002688,44,595,,,
0.0002579,8,594,,,
0.0002048,10,594,,,
0.0002033,4,593,,,
0.0002033,19,592,,,
0.0007593,49,591,,,
0.0002709,41,594,,,
0.0002727,2,593,,,
0.000246,16,594,,,
0.0002678,21,597,,,
0.0002475,33,600,,,
0.000204,19,605,,,
0.0002035,3,604,,,
0.0002031,39,605,,,
0.0002026,46,606,,,
0.0002025,15,607,,,
0.0002024,24,607,,,
0.0002021,50,609,,,
0.0002017,17,609,,,
0.0002059,47,609,,,
0.000202,25,608,,,
0.0002027,27,607,,,
0.0002022,43,606,,,
0.0002016,33,606,,,
0.0002022,3,605,,,
0.0002025,12,604,,,
0.0003085,30,604,,,
0.0002087,17,607,,,
0.0002041,8,607,,,
0.0002245,29,612,,,
0.0002301,41,615,,,
0.0002037,32,617,,,
0.0003428,6,618,,,
0.0008742,17,618,,,
0.0003143,10,620,,,
0.0002823,15,620,,,
0.0002959,1,619,,,
0.0004459,26,618,,,
0.0003219,4,617,,,
0.0002875,32,618,,,
0.0003259,42,620,,,
0.0002412,36,619,,,
0.0002043,19,619,,,
0.0006457,9,618,,,
0.0002643,33,618,,,
0.0002053,3,617,,,
0.0002055,4,616,,,
0.0003946,44,618,,,
0.0002715,34,618,,,
0.0002748,47,617,,,
0.0002484,28,619,,,
0.0002704,24,619,,,
0.0002737,16,618,,,
0.0002719,47,617,,,
0.0002614,49,619,,,
0.0002671,10,620,,,
0.0002701,12,621,,,
0.0002327,10,621,,,
0.0002039,25,620,,,
0.0003525,26,628,,,
0.0002165,5,631,,,
0.0002664,33,638,,,
0.000201,8,640,,,
0.0002025,43,639,,,
0.0002195,1,638,,,
0.0002032,15,642,,,
0.0002021,24,644,,,
0.0002387,49,645,,,
0.0002079,8,644,,,
0.0002008,47,643,,,
0.0002253,24,647,,,
0.0002038,12,646,,,
0.0002026,17,646,,,
0.0002156,36,645,,,
0.0002042,22,645,,,
0.0002031,2,644,,,
0.0002017,23,643,,,
0.0002178,34,642,,,
0.0002024,38,643,,,
0.0002022,37,642,,,
0.0002032,13,643,,,
0.0002099,21,647,,,
0.0002021,4,646,,,
0.0002075,22,645,,,
0.0003544,2,645,,,
0.0003364,7,645,,,
0.0002694,45,652,,,
0.0002807,11,651,,,
0.0002751,38,652,,,
0.0002786,49,651,,,
0.0007958,29,651,,,
0.000248,1,651,,,
0.0002377,14,650,,,
0.0002393,26,649,,,
0.0002674,11,648,,,
0.0005107,35,655,,,
0.0002044,29,656,,,
0.0002475,48,655,,,
0.0002032,16,656,,,
0.0002027,47,656,,,
0.0002027,47,656,,,
0.0002031,23,656,,,
0.0002587,1,655,,,
0.0002535,31,654,,,
0.0002074,16,653,,,
0.0002068,31,652,,,
0.0003569,21,651,,,
0.0004016,30,650,,,
0.0004835,33,651,,,
0.0004271,39,650,,,
0.0004896,25,650,,,
0.0002804,32,650,,,
0.0002786,4,649,,,
0.000214,42,652,,,
0.0002419,19,654,,,
0.0002053,48,658,,,
0.0002027,41,664,,,
0.0002032,8,665,,,
0.0002177,26,664,,,
0.0002026,14,664,,,
0.0002028,11,664,,,
0.0002051,6,667,,,
0.0002031,3,666,,,
0.0002078,8,665,,,
0.0002093,26,668,,,
0.0003998,14,667,,,
