cas operacie,vlozene cislo,priorita,velkost frontu,,,
5.02E-05,44,1282,189,,,
0.0005868,2,45,189,,,
5.31E-05,23,4359,190,,,
5.10E-05,4,7091,191,,,
5.25E-05,9,6735,192,,,
5.12E-05,39,3857,191,,,
4.98E-05,8,1796,192,,,
5.39E-05,33,6284,193,,,
0.0001505,29,1365,194,,,
5.49E-05,1,9461,194,,,
0.000176,5,1291,194,,,
8.62E-05,1,1865,195,,,
5.40E-05,1,7115,195,,,
5.09E-05,44,4803,195,,,
6.95E-05,40,3115,196,,,
7.30E-05,42,2210,197,,,
0.0001492,23,4054,198,,,
0.0001435,42,3447,199,,,
0.0001815,37,1110,197,,,
0.0005143,26,399,198,,,
5.09E-05,11,5033,199,,,
0.0009246,16,2536,196,,,
0.0005686,26,114,196,,,
5.10E-05,44,1864,195,,,
4.84E-05,17,2418,196,,,
0.0001229,2,1658,197,,,
5.22E-05,31,2279,195,,,
0.0002302,41,564,195,,,
4.73E-05,45,1628,196,,,
4.68E-05,42,6094,197,,,
5.67E-05,40,5910,194,,,
0.0002499,2,9115,195,,,
4.60E-05,32,4754,195,,,
3.97E-05,13,3393,195,,,
0.0003786,11,116,196,,,
6.19E-05,16,1553,197,,,
5.26E-05,8,9821,198,,,
5.38E-05,12,4125,199,,,
5.18E-05,31,9474,200,,,
0.0002232,8,1002,201,,,
5.04E-05,17,6177,202,,,
5.05E-05,22,9475,203,,,
5.22E-05,20,5163,204,,,
5.04E-05,21,8704,205,,,
0.0001366,7,7319,206,,,
0.0001366,7,4766,207,,,
5.02E-05,7,5305,208,,,
5.04E-05,32,8727,208,,,
0.0001241,15,2460,207,,,
4.40E-05,18,6396,206,,,
4.67E-05,18,5612,207,,,
0.0001436,45,2517,208,,,
4.95E-05,21,9722,209,,,
0.0001404,12,6729,210,,,
4.91E-05,13,7802,211,,,
4.96E-05,49,3954,212,,,
0.0001337,30,1790,212,,,
0.0002247,24,1488,213,,,
0.0002221,5,1026,213,,,
0.0001354,32,2367,214,,,
5.07E-05,28,5234,215,,,
0.0003083,12,992,216,,,
4.96E-05,34,8411,217,,,
0.0001459,33,1417,213,,,
5.17E-05,34,9311,214,,,
0.0001419,16,1453,215,,,
0.0001407,29,2259,216,,,
0.0001447,42,2187,216,,,
5.16E-05,11,2755,217,,,
0.0003172,43,378,217,,,
0.0004264,1,2941,218,,,
0.0001416,45,1207,219,,,
4.76E-05,15,9551,220,,,
6.17E-05,10,3350,218,,,
3.94E-05,47,5196,217,,,
3.96E-05,30,9207,218,,,
0.0001968,18,526,215,,,
4.58E-05,1,5986,216,,,
4.79E-05,14,8223,217,,,
5.03E-05,14,6167,218,,,
0.0001056,22,7432,216,,,
8.95E-05,49,9789,217,,,
5.76E-05,7,8853,218,,,
0.0001527,41,1028,219,,,
6.92E-05,7,8625,219,,,
0.000165,43,3226,220,,,
0.0001667,15,3108,221,,,
6.50E-05,21,5635,221,,,
5.17E-05,11,2316,222,,,
5.99E-05,33,5627,223,,,
0.0002213,1,719,222,,,
4.36E-05,31,7095,222,,,
4.90E-05,42,7444,222,,,
8.33E-05,12,8991,222,,,
5.00E-05,33,1655,223,,,
5.04E-05,18,8104,224,,,
0.0001413,27,5202,225,,,
0.0001433,15,8698,225,,,
0.0001298,15,2717,225,,,
0.0001736,6,2357,226,,,
4.66E-05,16,6973,227,,,
0.0001609,42,3230,228,,,
0.0001022,50,8923,228,,,
4.55E-05,33,3546,229,,,
4.45E-05,50,6510,229,,,
0.0001206,16,3901,230,,,
4.85E-05,3,6071,231,,,
0.0002202,38,833,231,,,
0.0002387,40,978,232,,,
5.87E-05,23,5087,233,,,
5.36E-05,44,7846,234,,,
0.0001421,25,1328,234,,,
0.000363,9,2706,235,,,
0.000199,16,4838,236,,,
0.0002351,50,4769,236,,,
0.0001746,48,1778,237,,,
0.0020483,17,38,237,,,
0.0001493,9,4775,238,,,
5.32E-05,48,3383,237,,,
0.0001361,3,1581,236,,,
5.37E-05,19,4647,237,,,
0.0004044,45,144,238,,,
4.82E-05,45,9475,239,,,
4.69E-05,25,9832,240,,,
0.0001273,43,2018,241,,,
0.0002129,25,529,242,,,
4.78E-05,36,9392,243,,,
0.0002946,16,518,242,,,
4.69E-05,2,9296,243,,,
4.67E-05,37,2421,244,,,
5.34E-05,30,7433,243,,,
0.0002289,13,533,244,,,
5.08E-05,12,4457,245,,,
5.00E-05,1,7049,245,,,
0.000561,4,3,246,,,
5.59E-05,17,3593,247,,,
0.0003269,2,1987,248,,,
5.13E-05,18,7912,248,,,
5.13E-05,15,7214,249,,,
0.0001698,21,3196,250,,,
0.0002237,49,643,249,,,
7.77E-05,6,9882,248,,,
4.86E-05,14,8908,249,,,
0.0001274,18,1656,250,,,
4.85E-05,31,6653,251,,,
4.68E-05,26,9715,252,,,
5.24E-05,3,8122,251,,,
4.81E-05,45,2951,252,,,
4.70E-05,17,5468,252,,,
4.66E-05,47,7378,253,,,
4.66E-05,46,7417,254,,,
4.67E-05,29,3669,255,,,
4.58E-05,15,9686,256,,,
0.0003015,30,779,257,,,
4.67E-05,8,9202,257,,,
4.70E-05,44,9050,258,,,
0.0001283,38,3122,259,,,
0.0001279,13,7366,260,,,
4.71E-05,43,8803,259,,,
0.0003714,26,109,258,,,
4.69E-05,12,8822,259,,,
4.63E-05,22,3536,258,,,
4.57E-05,48,1128,258,,,
4.68E-05,50,4994,259,,,
4.80E-05,35,6618,257,,,
4.73E-05,34,5404,258,,,
4.71E-05,22,9215,259,,,
4.62E-05,21,2709,259,,,
4.64E-05,20,8546,259,,,
4.65E-05,40,9889,260,,,
4.74E-05,49,8136,261,,,
0.0002106,25,433,261,,,
0.0001272,32,4579,262,,,
4.69E-05,29,4630,263,,,
4.71E-05,37,7054,262,,,
4.66E-05,45,9226,262,,,
4.77E-05,17,9766,263,,,
0.0001334,40,7039,264,,,
4.73E-05,37,7478,265,,,
4.66E-05,34,7505,266,,,
0.0001267,32,6660,265,,,
0.0002107,7,1622,265,,,
0.0002879,36,610,266,,,
4.84E-05,36,5676,267,,,
4.82E-05,31,8978,268,,,
0.0001298,15,5859,268,,,
5.88E-05,12,9748,268,,,
0.0001138,11,6682,269,,,
5.63E-05,40,9615,270,,,
5.12E-05,31,6375,268,,,
5.10E-05,6,5906,268,,,
0.0001397,3,2833,269,,,
0.0001423,48,2606,270,,,
0.0003035,34,262,271,,,
4.90E-05,18,7029,271,,,
5.61E-05,17,2705,271,,,
5.21E-05,45,5907,272,,,
0.0002374,14,923,273,,,
5.21E-05,47,5593,272,,,
0.000133,36,617,271,,,
5.67E-05,8,6264,270,,,
0.0002542,33,474,271,,,
6.69E-05,19,3389,271,,,
0.000397,11,128,267,,,
0.0002356,3,875,268,,,
5.85E-05,36,1770,269,,,
5.59E-05,2,4232,270,,,
5.87E-05,20,6272,268,,,
5.84E-05,24,5882,269,,,
5.53E-05,49,2931,269,,,
4.67E-05,18,7617,269,,,
5.60E-05,2,9151,264,,,
6.74E-05,47,2552,265,,,
7.61E-05,22,8810,263,,,
5.79E-05,31,7816,262,,,
5.30E-05,9,4962,262,,,
0.0002195,34,2200,262,,,
6.03E-05,31,9105,263,,,
5.69E-05,22,6809,261,,,
5.71E-05,40,2392,260,,,
0.0001355,21,605,257,,,
5.18E-05,10,3754,258,,,
5.11E-05,41,6663,259,,,
5.66E-05,27,4912,258,,,
5.69E-05,5,9414,258,,,
6.00E-05,32,8983,259,,,
0.0001168,7,1772,260,,,
0.0004152,47,59,261,,,
0.0003662,27,332,262,,,
5.72E-05,37,6650,263,,,
5.72E-05,32,3332,263,,,
5.63E-05,22,1893,264,,,
5.65E-05,32,7917,265,,,
5.62E-05,27,5381,266,,,
5.66E-05,42,8160,267,,,
5.92E-05,4,1639,267,,,
5.56E-05,33,9557,268,,,
5.64E-05,47,7945,268,,,
5.71E-05,49,3156,269,,,
4.70E-05,33,4176,269,,,
4.83E-05,50,7395,270,,,
5.24E-05,40,7309,266,,,
0.000927,28,20,267,,,
5.29E-05,6,4877,268,,,
4.71E-05,29,8107,269,,,
0.0002157,23,233,270,,,
5.72E-05,4,8922,270,,,
5.86E-05,27,6431,271,,,
0.0003917,18,7270,272,,,
5.62E-05,13,7811,273,,,
0.0003767,50,5728,274,,,
0.0001453,4,7601,275,,,
5.66E-05,28,9039,276,,,
0.0003607,6,868,277,,,
6.23E-05,39,8739,278,,,
0.0002877,9,3902,278,,,
0.0001663,3,2900,279,,,
6.11E-05,28,6861,280,,,
0.0001829,4,4979,281,,,
5.94E-05,47,9589,282,,,
0.0004862,30,132,283,,,
0.0001566,24,3545,284,,,
0.000675,46,159,284,,,
5.44E-05,22,2867,285,,,
0.0001479,26,662,286,,,
5.52E-05,40,2548,287,,,
