cas operacie,cislo,index prvku,dlzka zoznamu,,
0.0000312,61,20,42,,
0.0000371,82,6,43,,
0.0000385,74,1,43,,
0.0000388,71,38,43,,
0.0000458,72,25,42,,
0.0000407,88,11,42,,
0.0000381,67,10,42,,
0.0000386,86,17,45,,
0.0000282,58,24,44,,
0.0001027,87,21,47,,
0.0000426,70,0,46,,
0.0000392,62,3,46,,
0.0000443,88,39,46,,
0.0000281,45,35,45,,
0.0000283,46,24,45,,
0.0000388,42,15,44,,
0.0000284,44,31,43,,
0.0000398,62,0,41,,
0.000046,53,13,42,,
0.0002639,43,2,42,,
0.0000433,81,5,42,,
0.0001551,51,33,42,,
0.0000285,74,4,42,,
0.0000343,76,8,44,,
0.0000436,72,14,42,,
0.0000397,60,14,42,,
0.0000284,49,35,42,,
0.0000309,86,35,42,,
0.0000308,50,23,42,,
0.0000285,59,15,41,,
0.0000322,90,30,41,,
0.0000329,54,38,41,,
0.0000281,70,4,41,,
0.000033,54,34,42,,
0.0000313,74,14,43,,
0.0000282,52,19,44,,
0.0000281,70,8,43,,
0.000054,62,20,42,,
0.000039,65,8,43,,
0.0000318,54,31,42,,
0.000038,82,18,41,,
0.0000389,48,5,41,,
0.0002636,73,4,41,,
0.0000323,86,39,41,,
0.0000317,70,15,41,,
0.0000338,85,12,42,,
0.0000281,43,14,40,,
0.0000372,78,20,41,,
0.0000349,60,8,38,,
0.0000424,48,14,37,,
0.00023,65,31,35,,
0.0000428,48,1,32,,
0.0000283,41,4,38,,
0.0000281,55,28,38,,
0.0000284,71,5,39,,
0.0000316,89,0,40,,
0.0000286,47,16,40,,
0.0000278,63,17,40,,
0.0000281,46,23,40,,
0.000255,73,32,39,,
0.0000432,83,5,39,,
0.0000391,59,26,41,,
0.0001034,48,11,40,,
0.0000401,46,14,41,,
0.0000419,72,37,41,,
0.0000377,84,10,40,,
0.0000445,43,11,40,,
0.0000398,85,18,39,,
0.0000422,72,35,39,,
0.0000392,52,34,39,,
0.0002374,44,25,37,,
0.0004538,81,26,38,,
0.0000985,64,23,38,,
0.0000466,44,7,38,,
0.0000405,60,4,34,,
0.0000382,81,11,33,,
0.0000414,70,1,35,,
0.0000331,69,22,35,,
0.0001315,43,11,35,,
0.0000431,41,0,33,,
0.000044,76,12,33,,
0.0000382,80,3,33,,
0.0000312,77,18,33,,
0.0000294,73,4,33,,
0.0000283,86,4,34,,
0.0000283,52,30,33,,
0.0000322,80,18,33,,
0.0000285,51,24,33,,
0.0000285,89,9,33,,
0.0000282,45,28,33,,
0.0000291,41,22,31,,
0.0002427,76,2,31,,
0.0000312,51,18,32,,
0.0000308,75,16,33,,
0.0000283,63,7,34,,
0.0000372,69,28,34,,
0.0000461,80,0,35,,
0.0000359,85,6,35,,
0.0000681,42,31,35,,
0.0000752,44,26,34,,
0.0000412,60,10,33,,
0.0000422,55,19,33,,
0.000028,67,28,33,,
0.0000327,90,19,34,,
0.0000281,84,30,35,,
0.0000316,60,18,35,,
0.0000523,66,3,36,,
0.0000468,82,32,38,,
0.0000319,68,34,38,,
0.0000338,79,10,39,,
0.0000286,61,29,39,,
0.0000324,53,2,40,,
0.0000284,85,34,39,,
0.0000313,52,18,39,,
0.0000283,42,36,39,,
0.000052,53,24,39,,
0.000431,71,22,39,,
0.0000399,71,36,41,,
0.0000374,88,12,40,,
0.0000451,48,2,41,,
0.0000462,59,21,42,,
0.0000399,78,3,43,,
0.0010911,51,26,41,,
0.0002077,80,10,40,,
0.0000388,50,28,40,,
0.000039,67,29,39,,
0.000646,66,23,36,,
0.0001847,64,31,36,,
0.0000421,59,34,36,,
0.0000289,89,28,37,,
0.0000308,84,1,37,,
0.0000422,59,18,39,,
0.0000296,87,0,38,,
0.0000285,81,12,38,,
0.0000283,89,31,40,,
0.0000279,51,23,40,,
0.0000417,54,22,42,,
0.0000289,46,39,44,,
0.0000323,74,12,46,,
0.0000322,61,43,45,,
0.0000331,85,27,46,,
0.0000435,80,2,49,,
0.0000447,65,12,53,,
0.0000308,77,17,53,,
0.0000287,90,15,51,,
0.0000304,78,0,48,,
0.0000306,61,47,50,,
0.0000282,47,7,51,,
0.0000284,51,32,51,,
0.000028,89,16,51,,
0.0000283,67,29,53,,
0.000032,44,36,54,,
0.0000282,57,30,55,,
0.0000319,42,33,55,,
0.0000287,89,51,54,,
0.0000288,67,22,55,,
0.0000286,49,7,55,,
0.0000284,62,11,55,,
0.0000411,55,11,55,,
0.0000281,56,25,56,,
0.0000324,48,3,54,,
0.0000289,58,5,54,,
0.0000285,74,47,54,,
0.0001108,50,9,52,,
0.0000285,64,5,50,,
0.0000284,52,4,50,,
0.0000285,70,13,51,,
0.0000285,69,39,50,,
0.0000283,86,20,51,,
0.0000332,77,17,50,,
