cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
3.60E-06,46,46,47,,,
5.00E-07,1,1,47,,,
8.00E-07,6,6,48,,,
1.80E-06,21,21,48,,,
1.30E-06,11,11,42,,,
4.00E-07,1,1,47,,,
1.00E-06,8,8,46,,,
9.00E-07,8,8,45,,,
4.50E-06,36,36,53,,,
1.50E-06,10,10,53,,,
3.90E-06,35,35,49,,,
1.30E-06,13,13,48,,,
2.50E-06,33,33,45,,,
1.90E-06,25,25,45,,,
4.20E-06,31,31,45,,,
1.60E-06,18,18,44,,,
2.00E-06,22,22,47,,,
2.80E-06,30,30,42,,,
2.20E-06,26,26,42,,,
1.10E-06,6,6,42,,,
1.00E-06,8,8,42,,,
3.00E-06,29,29,42,,,
1.90E-06,24,24,43,,,
4.00E-07,0,0,41,,,
1.50E-06,16,16,39,,,
4.00E-07,0,0,41,,,
2.40E-06,27,27,43,,,
2.20E-06,26,26,42,,,
2.80E-06,31,31,45,,,
6.00E-07,3,3,42,,,
3.90E-06,24,24,43,,,
2.40E-06,28,28,46,,,
9.00E-07,7,7,46,,,
8.00E-07,4,4,42,,,
1.10E-06,10,10,43,,,
8.00E-07,6,6,45,,,
2.30E-06,29,29,44,,,
1.20E-06,11,11,46,,,
7.00E-07,5,5,48,,,
5.00E-07,2,2,46,,,
8.00E-07,6,6,45,,,
1.70E-06,17,17,44,,,
2.80E-06,35,35,50,,,
1.10E-06,11,11,50,,,
6.00E-07,1,1,54,,,
9.00E-07,6,6,57,,,
8.00E-07,5,5,63,,,
9.00E-07,5,5,64,,,
8.00E-07,5,5,63,,,
3.50E-06,44,44,63,,,
1.40E-06,15,15,65,,,
1.80E-06,9,9,67,,,
2.10E-06,21,21,69,,,
3.60E-06,44,44,69,,,
7.00E-07,5,5,72,,,
1.00E-06,6,6,71,,,
3.50E-06,38,38,71,,,
2.40E-06,24,24,80,,,
1.40E-06,14,14,80,,,
2.50E-06,24,24,81,,,
1.90E-06,23,23,82,,,
2.00E-06,24,24,82,,,
3.10E-06,37,37,86,,,
2.10E-06,27,27,83,,,
1.00E-06,8,8,83,,,
1.40E-06,17,17,83,,,
8.00E-07,1,1,80,,,
1.50E-06,11,11,83,,,
1.70E-06,8,8,83,,,
8.70E-06,77,77,85,,,
3.80E-06,40,40,84,,,
6.00E-07,1,1,86,,,
7.10E-06,78,78,86,,,
5.00E-07,0,0,84,,,
6.10E-06,68,68,83,,,
3.70E-06,41,41,83,,,
7.00E-07,4,4,84,,,
8.90E-06,80,80,90,,,
8.00E-07,2,2,91,,,
9.90E-06,79,79,85,,,
8.00E-07,2,2,85,,,
3.10E-06,25,25,81,,,
1.90E-06,16,16,78,,,
3.80E-06,37,37,76,,,
1.80E-06,13,13,70,,,
2.30E-06,15,15,70,,,
1.30E-06,12,12,70,,,
7.00E-07,1,1,71,,,
1.00E-06,2,2,66,,,
1.20E-06,7,7,65,,,
1.50E-06,3,3,69,,,
7.00E-07,0,0,69,,,
9.50E-06,68,68,69,,,
1.20E-06,9,9,70,,,
3.70E-06,40,40,72,,,
8.00E-07,4,4,78,,,
5.20E-06,51,51,77,,,
4.40E-06,34,34,78,,,
0.0001436,68,68,80,,,
7.30E-06,69,69,79,,,
3.50E-06,25,25,81,,,
8.60E-06,63,63,79,,,
1.10E-06,2,2,79,,,
5.70E-06,30,30,79,,,
4.70E-06,33,33,79,,,
1.40E-06,10,10,81,,,
2.00E-06,21,21,87,,,
5.40E-06,55,55,87,,,
1.70E-06,18,18,88,,,
4.70E-06,58,58,89,,,
3.20E-06,44,44,89,,,
6.00E-07,2,2,87,,,
3.80E-06,53,53,88,,,
1.30E-06,12,12,89,,,
7.00E-06,47,47,85,,,
2.20E-06,17,17,87,,,
3.90E-06,35,35,85,,,
4.80E-06,53,53,81,,,
5.30E-06,75,75,79,,,
3.80E-06,25,25,76,,,
8.00E-07,2,2,75,,,
6.70E-06,76,76,77,,,
4.00E-06,49,49,74,,,
8.00E-07,8,8,73,,,
1.70E-06,21,21,76,,,
4.00E-07,0,0,76,,,
1.10E-06,12,12,77,,,
4.00E-06,44,44,74,,,
6.00E-07,5,5,73,,,
6.00E-06,47,47,72,,,
