cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
4.05E-05,3,29,95,,,
3.20E-05,20,76,96,,,
1.85E-05,3,4,95,,,
2.55E-05,15,6,95,,,
4.12E-05,9,55,91,,,
1.87E-05,12,55,89,,,
1.81E-05,4,76,88,,,
2.22E-05,15,58,87,,,
1.89E-05,2,26,87,,,
1.79E-05,9,74,87,,,
1.87E-05,3,67,84,,,
2.28E-05,20,80,84,,,
1.78E-05,15,69,85,,,
1.93E-05,3,31,85,,,
1.82E-05,9,19,88,,,
1.90E-05,16,71,90,,,
1.88E-05,2,51,86,,,
1.98E-05,12,47,85,,,
1.80E-05,1,9,85,,,
1.76E-05,16,80,86,,,
1.87E-05,17,25,84,,,
2.18E-05,18,8,84,,,
2.24E-05,20,30,85,,,
1.81E-05,19,2,85,,,
1.78E-05,3,10,85,,,
1.99E-05,16,36,83,,,
2.33E-05,16,47,84,,,
1.87E-05,9,26,90,,,
1.77E-05,15,7,91,,,
1.92E-05,3,47,93,,,
1.87E-05,16,53,93,,,
1.82E-05,20,12,95,,,
2.08E-05,11,45,96,,,
1.79E-05,4,7,91,,,
1.93E-05,19,39,91,,,
1.80E-05,16,76,92,,,
1.93E-05,20,41,93,,,
1.78E-05,13,7,94,,,
1.78E-05,2,3,95,,,
1.92E-05,16,44,94,,,
1.90E-05,6,41,95,,,
1.92E-05,7,66,100,,,
2.04E-05,10,72,102,,,
1.76E-05,8,99,101,,,
1.85E-05,11,78,101,,,
1.92E-05,1,53,101,,,
1.74E-05,9,1,101,,,
1.84E-05,7,13,101,,,
1.85E-05,9,64,90,,,
1.87E-05,9,55,91,,,
2.10E-05,16,37,92,,,
1.89E-05,16,37,93,,,
1.84E-05,8,26,94,,,
1.86E-05,11,61,95,,,
1.94E-05,11,47,96,,,
1.85E-05,6,79,97,,,
1.94E-05,16,50,97,,,
1.79E-05,2,14,95,,,
1.83E-05,17,60,87,,,
1.79E-05,8,76,89,,,
1.93E-05,9,25,91,,,
2.03E-05,9,77,92,,,
1.87E-05,16,55,93,,,
1.84E-05,10,21,97,,,
1.79E-05,9,86,91,,,
1.90E-05,10,48,88,,,
1.89E-05,18,37,89,,,
1.80E-05,20,64,81,,,
1.79E-05,19,12,82,,,
1.77E-05,6,2,80,,,
9.17E-05,6,20,81,,,
1.90E-05,5,30,82,,,
1.83E-05,16,5,83,,,
1.76E-05,1,82,84,,,
1.80E-05,19,67,83,,,
2.08E-05,19,32,83,,,
1.96E-05,16,15,84,,,
1.89E-05,11,37,85,,,
4.11E-05,7,16,84,,,
1.92E-05,16,16,84,,,
1.96E-05,16,27,84,,,
1.94E-05,8,51,85,,,
2.32E-05,6,68,85,,,
1.84E-05,16,15,90,,,
1.76E-05,8,88,91,,,
1.74E-05,5,82,88,,,
2.45E-05,5,7,90,,,
3.71E-05,14,43,90,,,
1.78E-05,14,81,89,,,
4.07E-05,15,50,90,,,
3.14E-05,4,32,91,,,
1.80E-05,17,75,91,,,
1.84E-05,12,59,93,,,
3.05E-05,11,9,93,,,
2.87E-05,3,29,91,,,
1.00E-05,9,0,92,,,
1.82E-05,10,72,91,,,
1.85E-05,19,44,75,,,
1.77E-05,7,69,72,,,
1.77E-05,18,70,72,,,
1.94E-05,18,32,72,,,
1.87E-05,12,50,73,,,
1.81E-05,17,8,75,,,
1.93E-05,14,34,76,,,
1.87E-05,6,50,81,,,
1.98E-05,17,36,81,,,
1.93E-05,6,58,82,,,
3.05E-05,9,77,83,,,
2.70E-05,6,56,84,,,
2.54E-05,4,6,86,,,
2.66E-05,17,55,88,,,
1.91E-05,15,73,84,,,
1.96E-05,10,50,85,,,
