cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,sum,pocet
8.36E-05,12,0,32,,,,
8.36E-05,15,0,33,,,,
8.67E-05,43,0,34,,,,
8.60E-05,2,0,33,,,,
8.51E-05,9,0,33,,,,
8.48E-05,3,0,35,,,,
8.41E-05,21,0,34,,,,
8.47E-05,2,0,35,,,,
8.46E-05,26,0,37,,,,
8.45E-05,25,0,26,,,,
8.47E-05,29,0,26,,,,
0.0001122,30,0,26,,,,
9.18E-05,35,0,27,,,,
8.39E-05,18,0,27,,,,
0.0001187,34,0,28,,,,
8.46E-05,32,0,31,,,,
8.47E-05,40,0,33,,,,
9.02E-05,13,0,34,,,,
0.0001149,43,0,35,,,,
9.27E-05,28,0,36,,,,
9.09E-05,27,0,34,,,,
8.50E-05,3,0,33,,,,
8.87E-05,44,0,34,,,,
8.50E-05,36,0,33,,,,
8.49E-05,26,0,33,,,,
8.46E-05,18,0,31,,,,
8.48E-05,19,0,32,,,,
8.50E-05,14,0,27,,,,
8.41E-05,3,0,29,,,,
0.0001154,38,0,26,,,,
0.0002778,36,0,22,,,,
0.0001141,7,0,22,,,,
0.0002079,21,0,23,,,,
0.0001283,15,0,23,,,,
0.0001116,20,0,15,,,,
0.0002472,17,0,13,,,,
0.0001216,11,0,14,,,,
0.0001235,45,0,14,,,,
0.0001562,27,0,15,,,,
0.000206,19,0,15,,,,
0.0001089,30,0,18,,,,
0.0001264,20,0,15,,,,
8.65E-05,22,0,16,,,,
0.0001253,18,0,12,,,,
0.00011,32,0,12,,,,
0.0001219,21,0,13,,,,
0.0001083,24,0,9,,,,
9.82E-05,10,0,11,,,,
8.45E-05,14,0,12,,,,
8.45E-05,6,0,12,,,,
8.42E-05,4,0,14,,,,
8.42E-05,2,0,15,,,,
8.46E-05,11,0,15,,,,
8.41E-05,21,0,14,,,,
8.37E-05,25,0,11,,,,
8.49E-05,35,0,18,,,,
9.49E-05,1,0,20,,,,
8.46E-05,3,0,17,,,,
8.47E-05,8,0,15,,,,
8.46E-05,45,0,16,,,,
0.000186,15,0,17,,,,
8.41E-05,27,0,17,,,,
8.47E-05,41,0,17,,,,
8.41E-05,12,0,18,,,,
0.000118,26,0,20,,,,
8.39E-05,4,0,19,,,,
8.43E-05,4,0,20,,,,
9.46E-05,42,0,21,,,,
8.53E-05,42,0,22,,,,
8.50E-05,42,0,23,,,,
0.0002667,31,0,24,,,,
8.46E-05,22,0,26,,,,
8.47E-05,38,0,27,,,,
8.44E-05,7,0,26,,,,
8.41E-05,29,0,31,,,,
8.43E-05,12,0,30,,,,
