cas operacie,cislo,index prvku,dlzka zoznamu,,,sum,pocet
2.99E-05,91,69,136,,,,
2.48E-05,95,78,137,,,,
2.48E-05,91,83,138,,,,
2.60E-05,93,85,127,,,,
2.46E-05,94,46,124,,,,
2.57E-05,95,62,115,,,,
2.57E-05,91,81,114,,,,
2.58E-05,95,75,109,,,,
2.57E-05,91,80,109,,,,
2.45E-05,91,101,113,,,,
2.56E-05,93,18,112,,,,
2.46E-05,92,42,102,,,,
2.56E-05,91,7,99,,,,
2.46E-05,94,20,89,,,,
2.47E-05,93,15,88,,,,
2.48E-05,95,24,92,,,,
2.46E-05,95,94,97,,,,
2.46E-05,95,76,98,,,,
2.46E-05,93,3,98,,,,
2.46E-05,92,65,96,,,,
2.47E-05,93,27,94,,,,
2.61E-05,91,11,101,,,,
2.46E-05,92,92,110,,,,
2.48E-05,93,104,111,,,,
2.61E-05,94,103,108,,,,
2.47E-05,91,100,110,,,,
2.47E-05,93,32,104,,,,
2.48E-05,93,76,105,,,,
2.52E-05,92,77,108,,,,
2.46E-05,93,7,106,,,,
2.46E-05,94,90,116,,,,
2.63E-05,93,99,110,,,,
2.47E-05,91,77,127,,,,
5.73E-05,93,26,116,,,,
2.46E-05,93,9,109,,,,
2.48E-05,93,0,112,,,,
2.63E-05,91,39,110,,,,
2.51E-05,92,9,104,,,,
2.49E-05,93,64,104,,,,
2.52E-05,95,39,101,,,,
2.46E-05,92,81,109,,,,
2.45E-05,95,78,105,,,,
2.47E-05,91,19,105,,,,
2.63E-05,91,37,104,,,,
2.75E-05,93,101,113,,,,
2.47E-05,91,107,117,,,,
2.53E-05,95,52,135,,,,
2.46E-05,91,11,140,,,,
2.45E-05,95,66,137,,,,
3.40E-05,92,64,136,,,,
3.15E-05,93,23,129,,,,
2.64E-05,94,31,118,,,,
2.44E-05,92,56,111,,,,
2.49E-05,92,25,103,,,,
2.52E-05,94,55,102,,,,
2.55E-05,95,22,92,,,,
2.58E-05,94,25,92,,,,
2.58E-05,94,62,92,,,,
2.54E-05,91,72,85,,,,
2.47E-05,95,77,87,,,,
2.45E-05,92,45,87,,,,
2.52E-05,95,34,82,,,,
2.44E-05,95,67,82,,,,
2.48E-05,95,2,86,,,,
2.45E-05,92,64,91,,,,
2.58E-05,95,11,86,,,,
2.56E-05,95,46,94,,,,
2.56E-05,92,30,96,,,,
2.52E-05,91,83,97,,,,
2.47E-05,92,52,93,,,,
2.45E-05,95,69,93,,,,
2.47E-05,95,72,80,,,,
2.47E-05,95,25,79,,,,
2.45E-05,91,26,76,,,,
2.48E-05,94,37,75,,,,
2.49E-05,94,19,83,,,,
2.48E-05,92,72,81,,,,
5.53E-05,93,58,71,,,,
2.58E-05,95,1,54,,,,
2.47E-05,92,27,49,,,,
2.46E-05,92,29,47,,,,
2.88E-05,93,9,47,,,,
2.47E-05,92,11,44,,,,
2.47E-05,91,31,41,,,,
2.49E-05,91,17,40,,,,
2.45E-05,92,15,46,,,,
2.54E-05,95,18,48,,,,
2.46E-05,93,31,43,,,,
2.51E-05,93,10,46,,,,
2.48E-05,91,5,41,,,,
2.45E-05,95,8,20,,,,
2.47E-05,94,2,18,,,,
2.46E-05,93,17,22,,,,
6.11E-05,94,1,15,,,,
3.63E-05,94,6,9,,,,
2.55E-05,91,0,2,,,,
2.46E-05,93,0,3,,,,
2.46E-05,92,0,1,,,,
2.47E-05,93,0,3,,,,
2.53E-05,95,0,2,,,,
2.46E-05,95,0,2,,,,
2.46E-05,93,1,7,,,,
2.58E-05,93,0,2,,,,
2.75E-05,92,1,4,,,,
2.46E-05,95,10,13,,,,
2.47E-05,91,9,13,,,,
2.45E-05,93,7,9,,,,
2.60E-05,92,0,1,,,,
2.51E-05,92,0,5,,,,
2.48E-05,92,10,12,,,,
2.42E-05,92,5,7,,,,
2.53E-05,95,0,7,,,,
3.14E-05,92,0,11,,,,
2.48E-05,92,4,8,,,,
2.46E-05,94,1,14,,,,
2.48E-05,95,11,14,,,,
2.48E-05,92,5,12,,,,
2.47E-05,95,2,10,,,,
2.43E-05,93,0,9,,,,
2.48E-05,93,4,7,,,,
2.46E-05,95,4,8,,,,
5.38E-05,93,5,11,,,,
2.47E-05,91,5,12,,,,
2.58E-05,92,7,10,,,,
2.44E-05,91,11,22,,,,
5.39E-05,95,22,26,,,,
2.44E-05,92,13,19,,,,
2.47E-05,91,0,13,,,,
2.68E-05,94,1,4,,,,
2.45E-05,93,8,10,,,,
2.54E-05,92,9,11,,,,
3.45E-05,95,6,9,,,,
2.53E-05,92,0,9,,,,
2.56E-05,92,2,4,,,,
2.46E-05,95,2,15,,,,
2.63E-05,95,5,19,,,,
2.44E-05,93,8,19,,,,
2.49E-05,91,5,17,,,,
2.45E-05,95,13,19,,,,
2.48E-05,92,13,26,,,,
2.54E-05,92,15,20,,,,
2.48E-05,92,17,24,,,,
2.46E-05,92,8,25,,,,
2.45E-05,95,2,24,,,,
2.48E-05,93,16,25,,,,
2.54E-05,92,9,30,,,,
2.45E-05,92,27,32,,,,
2.47E-05,95,24,43,,,,
7.09E-05,95,47,51,,,,
2.95E-05,94,25,50,,,,
3.62E-05,93,11,45,,,,
3.26E-05,93,24,52,,,,
2.44E-05,94,30,53,,,,
2.47E-05,92,24,50,,,,
2.49E-05,95,4,44,,,,
2.52E-05,95,16,38,,,,
2.87E-05,95,42,44,,,,
2.46E-05,94,13,40,,,,
2.47E-05,93,24,38,,,,
2.50E-05,94,12,38,,,,
2.47E-05,91,47,54,,,,
2.48E-05,94,24,57,,,,
2.48E-05,93,49,57,,,,
2.49E-05,94,25,54,,,,
2.48E-05,94,9,54,,,,
2.46E-05,95,40,65,,,,
2.46E-05,92,27,60,,,,
2.45E-05,91,28,59,,,,
2.49E-05,95,0,56,,,,
2.47E-05,94,28,55,,,,
3.46E-05,92,32,68,,,,
2.45E-05,91,0,70,,,,
2.43E-05,93,20,69,,,,
2.43E-05,94,30,71,,,,
2.45E-05,92,11,63,,,,
2.47E-05,94,5,63,,,,
2.45E-05,94,36,64,,,,
2.45E-05,93,34,63,,,,
3.05E-05,95,39,71,,,,
2.48E-05,95,38,73,,,,
2.46E-05,93,69,78,,,,
2.49E-05,91,29,79,,,,
2.45E-05,93,59,73,,,,
2.46E-05,91,58,65,,,,
2.48E-05,93,40,63,,,,
2.58E-05,94,5,60,,,,
2.46E-05,92,18,64,,,,
2.48E-05,95,3,46,,,,
2.46E-05,94,20,42,,,,
2.44E-05,91,42,46,,,,
2.54E-05,95,14,39,,,,
2.51E-05,92,32,34,,,,
2.46E-05,94,18,34,,,,
2.46E-05,95,19,35,,,,
2.56E-05,94,31,34,,,,
5.61E-05,91,32,37,,,,
4.19E-05,91,14,24,,,,
3.54E-05,93,21,24,,,,
6.50E-05,95,8,21,,,,
2.45E-05,94,8,21,,,,
2.48E-05,92,20,23,,,,
3.13E-05,94,23,33,,,,
2.56E-05,95,13,33,,,,
2.53E-05,92,22,29,,,,
2.49E-05,95,12,31,,,,
2.50E-05,93,22,33,,,,
2.57E-05,95,6,37,,,,
2.47E-05,95,27,40,,,,
3.01E-05,94,22,33,,,,
2.46E-05,94,21,43,,,,
3.77E-05,91,34,39,,,,
2.45E-05,91,30,35,,,,
2.46E-05,93,18,30,,,,
2.45E-05,94,5,28,,,,
2.45E-05,93,22,25,,,,
2.90E-05,94,19,28,,,,
2.49E-05,92,16,29,,,,
2.65E-05,92,9,26,,,,
2.46E-05,91,14,28,,,,
2.48E-05,93,4,27,,,,
2.48E-05,91,35,38,,,,
2.45E-05,94,28,39,,,,
2.67E-05,92,25,30,,,,
2.99E-05,92,26,30,,,,
5.31E-05,94,3,26,,,,
2.63E-05,94,15,25,,,,
2.59E-05,92,29,31,,,,
2.42E-05,92,2,30,,,,
2.45E-05,91,2,25,,,,
2.46E-05,93,20,25,,,,
2.45E-05,95,14,19,,,,
2.56E-05,91,14,17,,,,
2.51E-05,91,13,17,,,,
2.47E-05,95,1,15,,,,
2.65E-05,91,2,19,,,,
2.47E-05,94,16,23,,,,
2.44E-05,91,15,29,,,,
2.45E-05,94,14,33,,,,
3.06E-05,94,31,36,,,,
2.58E-05,95,20,22,,,,
4.56E-05,94,2,10,,,,
2.45E-05,93,11,23,,,,
2.48E-05,94,18,23,,,,
2.47E-05,92,10,38,,,,
3.08E-05,92,5,37,,,,
2.52E-05,95,7,37,,,,
2.52E-05,91,29,46,,,,
2.46E-05,92,23,41,,,,
2.47E-05,91,31,35,,,,
2.57E-05,91,20,33,,,,
2.48E-05,93,30,34,,,,
2.45E-05,93,27,33,,,,
2.44E-05,94,28,33,,,,
2.46E-05,91,23,25,,,,
2.48E-05,93,1,26,,,,
3.04E-05,95,19,27,,,,
2.47E-05,92,9,27,,,,
2.92E-05,93,15,22,,,,
2.49E-05,93,9,22,,,,
2.48E-05,93,15,26,,,,
2.56E-05,94,12,30,,,,
2.44E-05,95,16,31,,,,
2.47E-05,93,0,34,,,,
2.55E-05,92,6,29,,,,
2.56E-05,93,30,38,,,,
2.53E-05,94,18,37,,,,
2.49E-05,94,3,34,,,,
2.50E-05,92,2,37,,,,
2.47E-05,94,9,42,,,,
2.47E-05,95,2,31,,,,
2.53E-05,92,16,31,,,,
2.58E-05,95,3,31,,,,
2.47E-05,94,16,27,,,,
2.47E-05,92,16,18,,,,
8.23E-05,93,11,14,,,,
2.46E-05,92,0,12,,,,
3.04E-05,91,3,13,,,,
2.49E-05,93,10,15,,,,
2.44E-05,95,13,16,,,,
2.46E-05,91,9,17,,,,
2.48E-05,92,8,11,,,,
2.46E-05,93,5,12,,,,
2.46E-05,94,1,11,,,,
2.66E-05,95,13,24,,,,
2.45E-05,91,10,22,,,,
2.46E-05,92,18,20,,,,
2.45E-05,94,4,23,,,,
3.69E-05,93,1,20,,,,
2.56E-05,92,0,16,,,,
2.46E-05,92,16,20,,,,
2.93E-05,95,4,16,,,,
2.62E-05,94,6,18,,,,
3.58E-05,91,40,42,,,,
2.46E-05,93,29,45,,,,
2.48E-05,91,17,42,,,,
2.49E-05,93,13,49,,,,
2.60E-05,91,15,48,,,,
2.45E-05,93,23,34,,,,
2.90E-05,94,32,39,,,,
2.55E-05,94,10,29,,,,
2.57E-05,94,8,42,,,,
2.47E-05,94,38,45,,,,
2.59E-05,95,16,45,,,,
2.45E-05,93,35,48,,,,
2.48E-05,92,28,41,,,,
2.42E-05,94,30,39,,,,
2.48E-05,91,10,35,,,,
3.06E-05,92,5,30,,,,
2.47E-05,92,18,29,,,,
2.46E-05,95,0,28,,,,
2.58E-05,91,26,31,,,,
2.47E-05,95,40,46,,,,
2.45E-05,92,42,46,,,,
2.91E-05,93,23,45,,,,
2.48E-05,93,7,40,,,,
3.63E-05,91,6,35,,,,
2.47E-05,93,12,35,,,,
2.45E-05,94,3,41,,,,
2.47E-05,94,25,39,,,,
2.61E-05,95,16,34,,,,
2.67E-05,94,1,35,,,,
4.24E-05,95,15,36,,,,
3.71E-05,94,6,35,,,,
3.48E-05,91,19,37,,,,
2.54E-05,94,6,22,,,,
2.46E-05,92,1,19,,,,
2.48E-05,95,5,22,,,,
3.24E-05,92,16,23,,,,
2.53E-05,91,14,18,,,,
2.49E-05,92,13,19,,,,
3.25E-05,91,6,19,,,,
0.0001334,93,16,20,,,,
3.36E-05,91,4,21,,,,
2.72E-05,94,1,15,,,,
3.63E-05,94,4,13,,,,
3.67E-05,94,0,13,,,,
3.05E-05,93,2,11,,,,
6.87E-05,95,0,11,,,,
3.95E-05,93,0,12,,,,
3.97E-05,92,13,23,,,,
4.26E-05,92,4,22,,,,
2.84E-05,94,11,20,,,,
9.85E-05,92,12,17,,,,
2.82E-05,94,8,18,,,,
3.87E-05,92,0,15,,,,
2.45E-05,95,1,19,,,,
2.54E-05,94,21,25,,,,
2.47E-05,93,1,12,,,,
2.82E-05,91,7,23,,,,
2.61E-05,93,10,22,,,,
2.46E-05,95,10,26,,,,
2.44E-05,95,0,24,,,,
2.46E-05,93,2,6,,,,
3.95E-05,91,3,5,,,,
2.54E-05,95,2,6,,,,
2.58E-05,95,1,3,,,,
2.60E-05,94,6,10,,,,
2.54E-05,95,3,6,,,,
9.66E-05,95,1,7,,,,
2.48E-05,91,12,21,,,,
3.14E-05,94,0,26,,,,
2.46E-05,93,15,35,,,,
2.61E-05,91,21,36,,,,
2.46E-05,93,11,40,,,,
9.86E-05,91,13,37,,,,
2.73E-05,92,28,38,,,,
2.82E-05,94,7,34,,,,
2.58E-05,92,42,46,,,,
2.48E-05,95,16,42,,,,
2.47E-05,92,10,43,,,,
2.47E-05,91,2,41,,,,
3.84E-05,94,16,47,,,,
3.91E-05,92,1,38,,,,
2.59E-05,95,35,41,,,,
2.58E-05,92,1,42,,,,
2.47E-05,93,29,44,,,,
2.46E-05,94,14,36,,,,
2.53E-05,92,14,39,,,,
2.45E-05,94,18,41,,,,
2.47E-05,94,4,42,,,,
2.46E-05,92,17,36,,,,
2.46E-05,92,33,47,,,,
2.47E-05,94,37,47,,,,
3.89E-05,94,2,53,,,,
3.70E-05,91,33,61,,,,
3.65E-05,93,22,63,,,,
2.67E-05,92,25,53,,,,
2.58E-05,93,46,51,,,,
2.57E-05,94,45,51,,,,
2.58E-05,95,13,43,,,,
3.46E-05,93,3,44,,,,
2.44E-05,94,12,37,,,,
2.58E-05,91,26,35,,,,
2.55E-05,93,8,36,,,,
3.77E-05,93,21,31,,,,
2.81E-05,94,16,39,,,,
3.92E-05,95,26,39,,,,
3.67E-05,94,4,41,,,,
2.48E-05,92,3,37,,,,
2.98E-05,94,18,38,,,,
2.44E-05,91,25,39,,,,
2.51E-05,91,14,35,,,,
2.73E-05,95,19,36,,,,
2.67E-05,95,12,16,,,,
2.45E-05,93,1,12,,,,
2.46E-05,95,1,13,,,,
2.46E-05,91,2,14,,,,
2.45E-05,94,0,3,,,,
3.28E-05,94,2,4,,,,
4.19E-05,92,2,4,,,,
9.57E-05,95,3,10,,,,
9.96E-05,92,2,10,,,,
2.55E-05,95,7,10,,,,
2.58E-05,91,6,10,,,,
2.47E-05,93,0,10,,,,
2.55E-05,94,7,11,,,,
2.45E-05,92,8,10,,,,
2.47E-05,95,0,1,,,,
2.47E-05,92,1,6,,,,
4.02E-05,91,2,10,,,,
2.57E-05,95,10,15,,,,
2.45E-05,91,11,18,,,,
2.47E-05,92,17,22,,,,
2.88E-05,91,9,23,,,,
3.75E-05,94,4,24,,,,
2.99E-05,93,21,24,,,,
3.24E-05,93,5,23,,,,
2.48E-05,93,4,19,,,,
2.45E-05,94,12,19,,,,
3.01E-05,93,16,27,,,,
2.68E-05,95,3,21,,,,
2.47E-05,95,15,19,,,,
2.45E-05,94,7,9,,,,
2.49E-05,93,3,15,,,,
2.61E-05,95,5,16,,,,
2.46E-05,95,9,30,,,,
2.47E-05,94,1,34,,,,
9.74E-05,92,25,36,,,,
3.70E-05,95,22,40,,,,
2.73E-05,95,40,49,,,,
2.50E-05,91,28,42,,,,
2.95E-05,95,13,40,,,,
2.61E-05,91,31,41,,,,
3.55E-05,92,25,43,,,,
2.56E-05,92,38,44,,,,
2.56E-05,95,2,41,,,,
5.47E-05,91,21,40,,,,
2.60E-05,91,8,34,,,,
2.47E-05,91,1,34,,,,
2.58E-05,94,34,39,,,,
2.90E-05,92,16,43,,,,
2.59E-05,94,6,43,,,,
2.56E-05,93,13,39,,,,
3.08E-05,95,34,36,,,,
2.52E-05,91,26,38,,,,
2.50E-05,91,3,36,,,,
2.46E-05,92,4,10,,,,
2.45E-05,94,9,16,,,,
2.44E-05,94,2,7,,,,
4.00E-05,95,2,16,,,,
2.44E-05,92,9,23,,,,
2.46E-05,94,1,14,,,,
2.47E-05,93,8,22,,,,
2.46E-05,95,23,43,,,,
2.45E-05,95,31,44,,,,
2.45E-05,92,11,34,,,,
2.67E-05,94,5,41,,,,
2.46E-05,91,10,42,,,,
2.47E-05,93,12,40,,,,
4.23E-05,94,22,44,,,,
2.55E-05,95,28,32,,,,
3.13E-05,94,9,31,,,,
2.47E-05,92,12,31,,,,
2.46E-05,94,2,27,,,,
2.88E-05,91,2,27,,,,
2.50E-05,92,12,36,,,,
2.46E-05,94,3,38,,,,
2.69E-05,94,38,42,,,,
2.55E-05,95,34,51,,,,
2.46E-05,93,17,55,,,,
3.22E-05,93,26,54,,,,
2.46E-05,95,39,51,,,,
2.47E-05,94,57,59,,,,
2.47E-05,94,57,68,,,,
2.93E-05,92,48,67,,,,
2.49E-05,93,7,67,,,,
2.45E-05,93,2,65,,,,
2.47E-05,92,34,58,,,,
2.47E-05,93,19,47,,,,
6.49E-05,94,29,45,,,,
2.43E-05,91,22,49,,,,
2.49E-05,95,21,53,,,,
2.49E-05,94,3,53,,,,
2.63E-05,94,50,54,,,,
2.61E-05,93,9,51,,,,
2.45E-05,92,40,49,,,,
2.45E-05,93,34,46,,,,
2.49E-05,94,35,39,,,,
2.46E-05,95,32,34,,,,
2.48E-05,95,18,32,,,,
2.63E-05,92,10,31,,,,
2.57E-05,95,20,22,,,,
2.52E-05,93,8,19,,,,
2.45E-05,93,9,15,,,,
2.46E-05,93,4,11,,,,
2.84E-05,94,8,14,,,,
2.47E-05,92,4,13,,,,
2.47E-05,92,5,8,,,,
2.48E-05,95,0,2,,,,
2.56E-05,92,6,9,,,,
2.54E-05,91,1,7,,,,
3.67E-05,92,0,1,,,,
2.58E-05,92,0,1,,,,
2.56E-05,92,1,3,,,,
2.54E-05,91,0,1,,,,
2.48E-05,94,2,8,,,,
2.45E-05,91,1,3,,,,
2.47E-05,94,0,1,,,,
2.47E-05,95,0,2,,,,
2.47E-05,91,1,3,,,,
2.45E-05,92,0,3,,,,
2.48E-05,95,6,12,,,,
2.46E-05,93,4,13,,,,
2.48E-05,91,7,10,,,,
2.44E-05,93,6,10,,,,
2.45E-05,91,4,7,,,,
2.47E-05,92,0,1,,,,
2.61E-05,93,2,8,,,,
2.47E-05,94,12,14,,,,
2.51E-05,91,5,13,,,,
2.52E-05,95,10,12,,,,
2.47E-05,93,10,12,,,,
2.47E-05,91,2,10,,,,
2.44E-05,95,9,11,,,,
4.04E-05,92,12,19,,,,
2.46E-05,93,9,19,,,,
2.47E-05,94,2,27,,,,
2.58E-05,93,12,19,,,,
2.46E-05,91,4,22,,,,
2.46E-05,94,7,22,,,,
2.47E-05,92,18,21,,,,
2.47E-05,92,5,12,,,,
2.45E-05,94,14,17,,,,
2.46E-05,92,5,16,,,,
2.45E-05,95,16,18,,,,
2.87E-05,93,13,25,,,,
2.48E-05,95,10,25,,,,
2.48E-05,95,9,20,,,,
2.46E-05,93,4,18,,,,
2.47E-05,92,8,27,,,,
2.49E-05,95,17,50,,,,
2.44E-05,94,39,49,,,,
2.48E-05,93,36,46,,,,
2.47E-05,93,2,43,,,,
2.52E-05,91,13,34,,,,
2.60E-05,91,3,33,,,,
2.47E-05,95,23,35,,,,
2.46E-05,95,1,10,,,,
2.48E-05,92,1,11,,,,
2.45E-05,93,2,4,,,,
2.78E-05,93,0,7,,,,
2.53E-05,95,7,10,,,,
2.47E-05,95,3,10,,,,
2.47E-05,95,9,11,,,,
2.48E-05,92,0,9,,,,
2.47E-05,94,7,9,,,,
2.49E-05,94,6,10,,,,
2.47E-05,91,0,2,,,,
2.69E-05,91,7,9,,,,
2.45E-05,94,2,6,,,,
2.99E-05,93,1,4,,,,
2.56E-05,93,3,10,,,,
2.55E-05,95,6,12,,,,
4.60E-05,92,8,11,,,,
2.55E-05,93,6,15,,,,
2.64E-05,94,6,13,,,,
2.46E-05,94,2,6,,,,
2.46E-05,94,1,3,,,,
2.44E-05,94,1,5,,,,
2.63E-05,94,4,7,,,,
2.94E-05,92,7,12,,,,
2.56E-05,95,0,5,,,,
2.56E-05,95,0,2,,,,
2.44E-05,91,7,9,,,,
2.57E-05,91,1,11,,,,
2.45E-05,91,0,22,,,,
2.59E-05,92,18,29,,,,
2.46E-05,95,19,22,,,,
2.50E-05,91,15,21,,,,
2.43E-05,94,7,28,,,,
2.52E-05,95,45,47,,,,
2.67E-05,91,2,46,,,,
2.94E-05,91,5,40,,,,
2.46E-05,93,8,36,,,,
2.55E-05,92,13,23,,,,
2.50E-05,91,22,27,,,,
2.45E-05,93,19,23,,,,
2.47E-05,94,13,22,,,,
2.48E-05,92,13,23,,,,
2.62E-05,93,12,14,,,,
2.49E-05,95,1,11,,,,
2.47E-05,92,0,12,,,,
2.50E-05,94,1,10,,,,
2.54E-05,91,0,10,,,,
2.45E-05,92,9,11,,,,
2.55E-05,94,2,5,,,,
2.54E-05,93,8,15,,,,
2.71E-05,94,2,13,,,,
2.46E-05,92,11,14,,,,
2.49E-05,94,12,14,,,,
2.47E-05,93,1,10,,,,
2.44E-05,94,3,6,,,,
2.44E-05,92,3,8,,,,
2.50E-05,91,0,2,,,,
2.64E-05,94,0,1,,,,
2.55E-05,92,0,1,,,,
2.55E-05,91,0,2,,,,
2.56E-05,93,0,4,,,,
2.50E-05,92,8,14,,,,
2.46E-05,93,9,15,,,,
2.47E-05,93,1,16,,,,
2.46E-05,95,1,13,,,,
2.47E-05,93,6,16,,,,
2.45E-05,94,2,12,,,,
2.48E-05,92,13,15,,,,
3.73E-05,94,9,25,,,,
2.46E-05,94,3,26,,,,
3.30E-05,93,13,24,,,,
2.47E-05,94,19,24,,,,
2.88E-05,92,19,21,,,,
2.46E-05,92,8,39,,,,
2.96E-05,95,36,41,,,,
2.48E-05,92,21,43,,,,
2.60E-05,93,42,46,,,,
2.57E-05,94,41,45,,,,
2.55E-05,91,14,44,,,,
2.89E-05,95,6,49,,,,
2.46E-05,93,47,50,,,,
3.19E-05,94,28,52,,,,
3.76E-05,95,17,44,,,,
6.64E-05,95,1,43,,,,
2.47E-05,94,13,42,,,,
2.46E-05,94,13,41,,,,
3.03E-05,93,14,44,,,,
2.47E-05,94,4,49,,,,
2.62E-05,94,36,51,,,,
2.47E-05,95,27,51,,,,
3.04E-05,95,30,58,,,,
2.45E-05,92,53,57,,,,
2.48E-05,95,2,60,,,,
2.46E-05,95,32,66,,,,
2.47E-05,91,44,62,,,,
2.48E-05,94,29,55,,,,
2.63E-05,91,46,57,,,,
4.22E-05,92,16,57,,,,
2.56E-05,91,48,57,,,,
2.55E-05,91,38,55,,,,
2.61E-05,95,2,54,,,,
2.57E-05,95,36,51,,,,
2.99E-05,92,47,50,,,,
2.54E-05,93,6,51,,,,
2.54E-05,92,9,50,,,,
2.50E-05,94,2,54,,,,
2.46E-05,93,47,55,,,,
2.46E-05,93,31,47,,,,
2.47E-05,93,1,42,,,,
2.58E-05,93,11,29,,,,
2.46E-05,94,10,31,,,,
2.57E-05,91,15,34,,,,
2.56E-05,94,1,36,,,,
3.31E-05,95,9,33,,,,
2.45E-05,93,29,36,,,,
2.45E-05,93,26,36,,,,
2.47E-05,91,16,32,,,,
2.74E-05,94,22,25,,,,
2.45E-05,94,0,22,,,,
2.70E-05,92,13,23,,,,
2.68E-05,95,22,26,,,,
2.47E-05,91,11,19,,,,
2.47E-05,92,7,13,,,,
2.47E-05,93,6,15,,,,
2.46E-05,93,1,5,,,,
2.46E-05,91,4,6,,,,
2.47E-05,92,0,4,,,,
9.60E-05,94,1,4,,,,
3.99E-05,94,15,18,,,,
3.00E-05,92,9,27,,,,
2.62E-05,93,19,24,,,,
2.48E-05,92,1,27,,,,
2.45E-05,95,15,29,,,,
3.20E-05,93,4,27,,,,
2.48E-05,94,16,28,,,,
2.48E-05,95,2,29,,,,
3.93E-05,91,4,38,,,,
2.46E-05,91,17,37,,,,
2.47E-05,91,4,41,,,,
2.50E-05,93,11,37,,,,
2.45E-05,94,6,39,,,,
2.44E-05,95,16,34,,,,
2.48E-05,92,7,42,,,,
2.49E-05,94,40,53,,,,
2.43E-05,91,36,52,,,,
2.47E-05,93,31,40,,,,
2.67E-05,94,24,40,,,,
2.46E-05,95,26,40,,,,
2.47E-05,93,11,40,,,,
2.46E-05,94,3,39,,,,
2.51E-05,93,10,58,,,,
2.46E-05,94,28,57,,,,
2.48E-05,93,26,45,,,,
2.51E-05,94,4,43,,,,
2.48E-05,94,39,46,,,,
2.48E-05,92,37,56,,,,
2.47E-05,95,34,61,,,,
2.49E-05,95,24,65,,,,
4.53E-05,93,57,65,,,,
3.05E-05,93,54,65,,,,
2.46E-05,92,41,60,,,,
2.46E-05,94,28,65,,,,
2.43E-05,93,67,69,,,,
2.56E-05,94,0,66,,,,
2.46E-05,91,5,65,,,,
2.48E-05,95,37,80,,,,
2.47E-05,95,5,80,,,,
3.24E-05,95,45,77,,,,
0.0001561,91,49,84,,,,
5.36E-05,95,66,84,,,,
3.49E-05,91,21,80,,,,
2.46E-05,93,49,87,,,,
3.04E-05,94,25,89,,,,
3.00E-05,91,65,95,,,,
2.44E-05,92,11,96,,,,
2.46E-05,92,53,98,,,,
2.94E-05,94,48,96,,,,
2.45E-05,92,49,93,,,,
2.46E-05,92,25,96,,,,
2.51E-05,94,14,93,,,,
2.56E-05,91,67,98,,,,
2.54E-05,91,66,90,,,,
2.48E-05,93,50,90,,,,
2.47E-05,93,51,95,,,,
2.48E-05,93,12,115,,,,
2.46E-05,91,106,115,,,,
2.48E-05,92,30,116,,,,
2.47E-05,92,91,114,,,,
2.45E-05,92,71,123,,,,
3.35E-05,92,112,122,,,,
2.52E-05,95,28,121,,,,
2.48E-05,93,39,116,,,,
2.46E-05,94,46,115,,,,
2.47E-05,94,65,110,,,,
2.51E-05,93,50,112,,,,
2.47E-05,95,76,121,,,,
2.47E-05,91,58,119,,,,
3.04E-05,92,16,105,,,,
2.56E-05,95,96,107,,,,
2.60E-05,93,109,111,,,,
2.98E-05,94,51,102,,,,
3.03E-05,92,74,107,,,,
2.52E-05,95,93,104,,,,
2.56E-05,93,45,105,,,,
3.71E-05,92,11,107,,,,
2.56E-05,94,48,103,,,,
3.00E-05,93,102,105,,,,
2.47E-05,91,25,107,,,,
2.47E-05,95,28,131,,,,
2.48E-05,91,38,124,,,,
2.84E-05,94,39,118,,,,
2.47E-05,95,47,116,,,,
2.56E-05,94,64,119,,,,
2.45E-05,91,34,106,,,,
2.47E-05,95,24,102,,,,
2.48E-05,95,96,103,,,,
4.07E-05,94,37,105,,,,
3.15E-05,91,21,111,,,,
2.47E-05,95,61,114,,,,
2.46E-05,95,10,114,,,,
2.48E-05,95,78,110,,,,
2.47E-05,95,77,113,,,,
2.74E-05,91,98,117,,,,
2.48E-05,95,60,121,,,,
2.59E-05,94,120,135,,,,
2.54E-05,91,5,135,,,,
2.47E-05,91,117,121,,,,
2.63E-05,92,94,132,,,,
2.64E-05,91,29,133,,,,
2.45E-05,94,44,134,,,,
2.43E-05,91,41,137,,,,
2.47E-05,91,83,137,,,,
2.46E-05,93,74,143,,,,
2.49E-05,94,35,140,,,,
2.48E-05,92,23,136,,,,
2.49E-05,91,93,140,,,,
2.49E-05,94,111,147,,,,
2.48E-05,94,138,147,,,,
2.47E-05,94,34,160,,,,
2.54E-05,93,118,167,,,,
2.57E-05,92,46,166,,,,
2.78E-05,93,141,168,,,,
2.56E-05,95,60,164,,,,
2.56E-05,95,41,159,,,,
2.50E-05,95,77,157,,,,
2.81E-05,94,76,156,,,,
2.45E-05,92,2,151,,,,
2.63E-05,93,71,159,,,,
2.47E-05,92,39,156,,,,
2.47E-05,94,0,153,,,,
2.46E-05,94,10,152,,,,
2.54E-05,92,98,149,,,,
2.55E-05,92,60,140,,,,
3.36E-05,94,119,137,,,,
2.45E-05,92,38,140,,,,
2.91E-05,91,96,141,,,,
2.48E-05,91,32,127,,,,
2.54E-05,91,106,127,,,,
3.17E-05,95,120,129,,,,
2.45E-05,92,84,130,,,,
2.47E-05,92,70,136,,,,
2.50E-05,91,69,138,,,,
2.48E-05,93,132,136,,,,
2.62E-05,95,48,128,,,,
