cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,
2.28E-05,0,0,1,,,,
2.34E-05,0,0,1,,,,
2.35E-05,0,0,1,,,,
4.48E-05,1,1,2,,,,
2.29E-05,0,0,1,,,,
6.71E-05,2,2,4,,,,
2.28E-05,0,0,1,,,,
3.40E-05,0,0,1,,,,
0.0001113,4,4,6,,,,
2.26E-05,0,0,7,,,,
0.0001405,5,5,9,,,,
2.29E-05,0,0,3,,,,
2.25E-05,0,0,2,,,,
6.77E-05,2,2,3,,,,
2.31E-05,0,0,2,,,,
2.31E-05,0,0,1,,,,
2.31E-05,0,0,2,,,,
6.79E-05,2,2,10,,,,
8.91E-05,3,3,12,,,,
0.0002747,11,11,14,,,,
0.0001342,5,5,14,,,,
2.27E-05,0,0,12,,,,
4.51E-05,1,1,10,,,,
0.0001336,5,5,8,,,,
4.51E-05,1,1,7,,,,
0.0001753,5,5,8,,,,
2.28E-05,0,0,8,,,,
0.0001521,5,5,8,,,,
4.54E-05,1,1,10,,,,
0.0001567,6,6,9,,,,
0.0001363,5,5,11,,,,
0.0001328,5,5,13,,,,
4.55E-05,1,1,12,,,,
8.99E-05,3,3,13,,,,
0.0003147,13,13,15,,,,
4.51E-05,1,1,14,,,,
0.0002009,8,8,10,,,,
4.50E-05,1,1,17,,,,
0.0001357,5,5,22,,,,
4.54E-05,1,1,20,,,,
0.0004451,19,19,20,,,,
0.0001561,6,6,22,,,,
0.000709,18,18,22,,,,
0.0002234,9,9,19,,,,
8.97E-05,3,3,22,,,,
0.0001843,7,7,18,,,,
4.55E-05,1,1,22,,,,
0.0002223,9,9,11,,,,
0.0001364,5,5,11,,,,
6.86E-05,2,2,14,,,,
4.97E-05,1,1,16,,,,
0.0001331,5,5,16,,,,
0.0001199,4,4,14,,,,
7.17E-05,2,2,14,,,,
0.0002018,8,8,17,,,,
0.0001798,7,7,22,,,,
6.70E-05,2,2,25,,,,
0.0002439,10,10,30,,,,
0.000649,24,24,31,,,,
0.000112,4,4,25,,,,
2.30E-05,0,0,26,,,,
0.0002566,10,10,52,,,,
0.0010931,48,48,53,,,,
3.16E-05,0,0,57,,,,
0.0003547,15,15,54,,,,
0.0005302,16,16,56,,,,
0.0006477,28,28,47,,,,
0.0008454,37,37,45,,,,
0.0003115,13,13,45,,,,
0.0005505,7,7,47,,,,
4.52E-05,1,1,43,,,,
0.0004948,19,19,36,,,,
0.0002702,11,11,35,,,,
0.0005256,22,22,33,,,,
0.0002446,10,10,34,,,,
0.0003356,14,14,28,,,,
0.0001337,5,5,21,,,,
6.73E-05,2,2,17,,,,
0.0004306,18,18,21,,,,
8.95E-05,3,3,18,,,,
2.27E-05,0,0,16,,,,
0.0002891,12,12,13,,,,
0.000245,10,10,16,,,,
0.0002022,8,8,16,,,,
2.29E-05,0,0,5,,,,
6.76E-05,2,2,4,,,,
2.28E-05,0,0,1,,,,
6.87E-05,2,2,7,,,,
6.79E-05,2,2,4,,,,
5.26E-05,1,1,5,,,,
4.51E-05,1,1,3,,,,
4.55E-05,1,1,2,,,,
6.99E-05,2,2,3,,,,
0.0001948,5,5,8,,,,
9.18E-05,3,3,10,,,,
2.28E-05,0,0,8,,,,
0.0001129,4,4,10,,,,
6.69E-05,2,2,10,,,,
6.77E-05,2,2,5,,,,
9.01E-05,3,3,7,,,,
8.94E-05,3,3,7,,,,
6.77E-05,2,2,10,,,,
0.0002006,8,8,11,,,,
0.0001262,4,4,10,,,,
2.27E-05,0,0,10,,,,
0.0001102,4,4,11,,,,
4.51E-05,1,1,9,,,,
4.58E-05,1,1,5,,,,
2.29E-05,0,0,5,,,,
8.77E-05,2,2,8,,,,
4.69E-05,1,1,6,,,,
0.0001115,4,4,6,,,,
0.0003349,14,14,15,,,,
0.0001787,7,7,8,,,,
8.99E-05,3,3,7,,,,
0.0001115,4,4,5,,,,
2.30E-05,0,0,2,,,,
4.53E-05,1,1,2,,,,
6.72E-05,2,2,3,,,,
2.31E-05,0,0,2,,,,
4.70E-05,1,1,2,,,,
0.000111,4,4,7,,,,
0.0002018,8,8,10,,,,
2.28E-05,0,0,12,,,,
6.75E-05,2,2,18,,,,
0.0002519,5,5,13,,,,
0.0001113,4,4,8,,,,
6.76E-05,2,2,10,,,,
0.0002304,5,5,10,,,,
4.59E-05,1,1,4,,,,
2.31E-05,0,0,2,,,,
2.27E-05,0,0,1,,,,
0.0001123,4,4,6,,,,
0.0001558,4,4,10,,,,
0.0002064,8,8,9,,,,
8.85E-05,3,3,11,,,,
0.0002734,11,11,12,,,,
2.27E-05,0,0,11,,,,
2.26E-05,0,0,10,,,,
6.69E-05,2,2,8,,,,
0.0001577,6,6,8,,,,
2.29E-05,0,0,12,,,,
0.0001745,6,6,18,,,,
0.0002211,9,9,19,,,,
9.15E-05,3,3,10,,,,
0.0002719,11,11,15,,,,
0.0005417,22,22,25,,,,
0.0001767,7,7,21,,,,
6.70E-05,2,2,21,,,,
0.0008848,23,23,27,,,,
2.31E-05,0,0,30,,,,
0.0002472,10,10,31,,,,
6.78E-05,2,2,22,,,,
9.02E-05,3,3,21,,,,
0.0003346,14,14,20,,,,
0.0003117,13,13,20,,,,
0.000157,6,6,23,,,,
0.0002422,10,10,29,,,,
7.49E-05,2,2,34,,,,
6.68E-05,2,2,35,,,,
0.000374,16,16,37,,,,
0.0002643,5,5,41,,,,
4.52E-05,1,1,42,,,,
0.000355,15,15,41,,,,
0.000379,16,16,48,,,,
0.0007498,31,31,48,,,,
0.000424,18,18,47,,,,
0.0003402,14,14,50,,,,
4.50E-05,1,1,44,,,,
0.0002688,9,9,42,,,,
0.0009791,35,35,42,,,,
0.0005187,22,22,42,,,,
2.35E-05,0,0,37,,,,
0.0002012,8,8,35,,,,
0.0003811,16,16,22,,,,
0.0004442,19,19,26,,,,
0.0001858,7,7,26,,,,
0.0001117,4,4,25,,,,
4.54E-05,1,1,16,,,,
4.52E-05,1,1,14,,,,
0.0001782,7,7,16,,,,
0.0003844,16,16,19,,,,
0.0001588,6,6,11,,,,
2.30E-05,0,0,8,,,,
2.26E-05,0,0,8,,,,
0.0001353,5,5,8,,,,
2.32E-05,0,0,10,,,,
4.48E-05,1,1,9,,,,
0.0002219,9,9,10,,,,
0.0001118,4,4,13,,,,
6.74E-05,2,2,11,,,,
4.52E-05,1,1,12,,,,
0.0001123,4,4,12,,,,
0.0002235,9,9,11,,,,
6.72E-05,2,2,5,,,,
6.71E-05,2,2,4,,,,
8.91E-05,3,3,4,,,,
6.69E-05,2,2,4,,,,
6.75E-05,2,2,8,,,,
2.89E-05,0,0,2,,,,
2.32E-05,0,0,1,,,,
2.38E-05,0,0,1,,,,
4.50E-05,1,1,3,,,,
2.30E-05,0,0,3,,,,
2.28E-05,0,0,4,,,,
9.83E-05,3,3,7,,,,
4.60E-05,1,1,4,,,,
8.92E-05,3,3,4,,,,
6.81E-05,2,2,3,,,,
2.28E-05,0,0,6,,,,
0.0002654,11,11,17,,,,
0.0002645,11,11,15,,,,
0.0002427,10,10,14,,,,
0.0001352,5,5,14,,,,
0.0002236,9,9,15,,,,
0.000138,2,2,26,,,,
2.35E-05,0,0,24,,,,
4.50E-05,1,1,24,,,,
2.27E-05,0,0,29,,,,
0.0004633,20,20,31,,,,
0.0005554,24,24,39,,,,
0.0002234,9,9,46,,,,
0.0001778,7,7,45,,,,
0.0007272,27,27,45,,,,
0.0003776,16,16,44,,,,
0.0002903,12,12,44,,,,
0.0007542,33,33,42,,,,
8.95E-05,3,3,45,,,,
0.0003103,13,13,50,,,,
0.0001555,6,6,51,,,,
0.0004439,19,19,52,,,,
0.0007762,34,34,52,,,,
0.0001565,6,6,51,,,,
2.28E-05,0,0,48,,,,
0.0003371,11,11,44,,,,
0.000427,18,18,47,,,,
2.28E-05,0,0,46,,,,
0.0003779,16,16,47,,,,
0.0005062,22,22,46,,,,
4.59E-05,1,1,45,,,,
0.0002449,10,10,49,,,,
0.0008461,37,37,56,,,,
0.0012008,46,46,58,,,,
0.0001122,4,4,60,,,,
0.00041,16,16,61,,,,
0.0002668,11,11,59,,,,
0.0008032,32,32,61,,,,
0.0005671,17,17,64,,,,
0.0002653,11,11,55,,,,
0.0002238,9,9,55,,,,
0.001221,41,41,51,,,,
8.95E-05,3,3,50,,,,
0.0006849,28,28,54,,,,
0.0001328,5,5,56,,,,
0.0004251,18,18,56,,,,
0.000876,38,38,50,,,,
0.0002081,8,8,50,,,,
4.55E-05,1,1,58,,,,
0.0001358,5,5,56,,,,
0.0002893,12,12,60,,,,
0.000244,10,10,57,,,,
0.0007274,23,23,57,,,,
8.55E-05,2,2,57,,,,
0.0011835,52,52,56,,,,
0.0005131,22,22,55,,,,
8.97E-05,3,3,54,,,,
0.0005764,25,25,54,,,,
4.62E-05,1,1,54,,,,
0.0006082,26,26,56,,,,
2.29E-05,0,0,58,,,,
0.0003397,14,14,29,,,,
0.000446,18,18,29,,,,
4.48E-05,1,1,29,,,,
6.72E-05,2,2,21,,,,
0.0002671,11,11,21,,,,
0.0001198,3,3,23,,,,
0.0001381,5,5,34,,,,
0.0004764,20,20,34,,,,
0.0006903,27,27,34,,,,
0.0003339,14,14,32,,,,
4.70E-05,1,1,37,,,,
0.0002219,9,9,38,,,,
0.0004715,20,20,28,,,,
0.0002445,10,10,22,,,,
2.29E-05,0,0,24,,,,
0.0001106,4,4,21,,,,
0.0001787,7,7,12,,,,
2.29E-05,0,0,3,,,,
0.0001117,4,4,5,,,,
4.59E-05,1,1,4,,,,
2.30E-05,0,0,6,,,,
0.0001333,5,5,6,,,,
2.30E-05,0,0,6,,,,
2.29E-05,0,0,4,,,,
0.0001337,5,5,7,,,,
2.30E-05,0,0,1,,,,
2.33E-05,0,0,3,,,,
0.000112,4,4,5,,,,
4.56E-05,1,1,4,,,,
2.30E-05,0,0,2,,,,
3.34E-05,0,0,1,,,,
6.34E-05,1,1,2,,,,
4.47E-05,1,1,9,,,,
2.29E-05,0,0,18,,,,
0.0003624,14,14,26,,,,
0.0005108,22,22,26,,,,
2.30E-05,0,0,24,,,,
0.0004147,9,9,24,,,,
8.97E-05,3,3,26,,,,
0.0003174,13,13,28,,,,
0.0005184,22,22,30,,,,
6.71E-05,2,2,26,,,,
0.0001561,6,6,28,,,,
0.0002215,9,9,27,,,,
0.0002885,12,12,26,,,,
0.0003339,14,14,32,,,,
0.0006016,22,22,35,,,,
0.0011378,35,35,39,,,,
0.0004739,20,20,36,,,,
0.0007105,31,31,41,,,,
0.0008001,35,35,40,,,,
0.0007325,32,32,40,,,,
0.0008161,36,36,38,,,,
0.0001793,7,7,40,,,,
0.0003485,13,13,35,,,,
0.0005829,25,25,37,,,,
0.0001337,5,5,32,,,,
0.0006927,30,30,36,,,,
0.0001325,5,5,36,,,,
0.0002416,10,10,36,,,,
0.0004462,19,19,36,,,,
0.0001548,6,6,38,,,,
0.0001342,5,5,40,,,,
2.28E-05,0,0,51,,,,
0.0004445,19,19,51,,,,
0.0002631,9,9,52,,,,
0.0002724,11,11,52,,,,
0.0001114,4,4,53,,,,
0.0005121,22,22,48,,,,
2.40E-05,0,0,51,,,,
0.0001129,4,4,41,,,,
2.29E-05,0,0,40,,,,
0.0005105,17,17,39,,,,
0.0002512,10,10,39,,,,
0.000387,16,16,36,,,,
0.0006979,30,30,34,,,,
0.0004657,20,20,35,,,,
0.0005511,24,24,36,,,,
0.0004138,4,4,34,,,,
0.0005385,23,23,32,,,,
0.0002446,10,10,31,,,,
0.0003322,14,14,31,,,,
0.0009556,15,15,30,,,,
0.0002897,12,12,31,,,,
8.93E-05,3,3,37,,,,
0.0004387,19,19,40,,,,
0.00049,21,21,44,,,,
6.73E-05,2,2,39,,,,
0.0007452,32,32,39,,,,
0.0003435,3,3,34,,,,
0.0004011,17,17,32,,,,
0.0003781,16,16,30,,,,
0.0004215,18,18,30,,,,
0.000336,14,14,32,,,,
0.0004444,19,19,36,,,,
0.0001123,4,4,49,,,,
0.0001349,5,5,53,,,,
2.28E-05,0,0,59,,,,
0.0003557,15,15,56,,,,
0.0002905,12,12,56,,,,
0.0002456,10,10,55,,,,
0.0002356,9,9,51,,,,
0.0008839,38,38,44,,,,
0.0003407,14,14,42,,,,
0.0002016,8,8,41,,,,
0.0002427,10,10,42,,,,
0.0009801,43,43,44,,,,
0.0002233,9,9,45,,,,
0.0003552,15,15,45,,,,
6.74E-05,2,2,46,,,,
0.0003093,13,13,55,,,,
0.0009127,40,40,53,,,,
0.0004069,11,11,63,,,,
0.0003568,15,15,64,,,,
0.0009772,43,43,63,,,,
0.0001346,5,5,62,,,,
0.0002008,8,8,63,,,,
0.000948,37,37,63,,,,
0.0003371,14,14,61,,,,
0.0009479,38,38,57,,,,
0.0014398,49,49,58,,,,
0.0004027,17,17,62,,,,
0.0001788,7,7,63,,,,
0.00101,44,44,65,,,,
0.0002519,10,10,62,,,,
0.0002157,7,7,65,,,,
0.0007576,32,32,65,,,,
0.0024304,42,42,67,,,,
0.0005983,26,26,67,,,,
0.0012402,55,55,66,,,,
0.0003794,16,16,67,,,,
0.0003548,15,15,65,,,,
0.0010645,47,47,66,,,,
0.0005584,24,24,73,,,,
0.0013005,56,56,73,,,,
0.0003541,15,15,75,,,,
0.0008705,38,38,73,,,,
0.000451,16,16,80,,,,
2.30E-05,0,0,83,,,,
0.0010972,30,30,81,,,,
0.0002603,7,7,85,,,,
0.000965,42,42,87,,,,
0.000468,17,17,90,,,,
0.0006686,29,29,89,,,,
0.0013521,60,60,93,,,,
0.0015425,68,68,88,,,,
0.0030731,82,82,92,,,,
0.0009728,42,42,96,,,,
0.0006844,30,30,95,,,,
2.27E-05,0,0,95,,,,
0.0003608,15,15,91,,,,
0.0006457,16,16,89,,,,
0.0004913,21,21,96,,,,
0.0012801,57,57,96,,,,
0.0001111,4,4,94,,,,
0.0004686,20,20,93,,,,
0.0001777,7,7,94,,,,
0.0001554,6,6,91,,,,
0.00126,56,56,94,,,,
0.0009235,40,40,97,,,,
0.0007569,33,33,97,,,,
0.001313,10,10,92,,,,
0.0017424,78,78,90,,,,
0.0017574,77,77,89,,,,
0.0012438,55,55,89,,,,
0.0016862,75,75,87,,,,
0.0016654,74,74,86,,,,
0.0002231,9,9,87,,,,
0.0001118,4,4,89,,,,
0.0019049,85,85,95,,,,
0.0001349,5,5,95,,,,
0.0004462,19,19,109,,,,
8.94E-05,3,3,114,,,,
0.0002233,9,9,117,,,,
0.0025777,101,101,117,,,,
0.0012293,54,54,118,,,,
0.0004042,17,17,119,,,,
6.76E-05,2,2,118,,,,
0.000584,25,25,119,,,,
0.0006116,26,26,113,,,,
0.0002008,8,8,113,,,,
0.0001566,6,6,114,,,,
0.0002553,8,8,118,,,,
0.0028074,45,45,119,,,,
0.0001112,4,4,113,,,,
0.0001792,7,7,112,,,,
0.0007341,31,31,111,,,,
0.0002222,9,9,110,,,,
0.0006543,28,28,109,,,,
0.0003997,17,17,113,,,,
0.0009321,39,39,112,,,,
0.0003589,15,15,113,,,,
0.0019272,86,86,114,,,,
2.29E-05,0,0,118,,,,
0.001051,46,46,119,,,,
0.0004017,17,17,119,,,,
0.0004907,21,21,117,,,,
2.28E-05,0,0,115,,,,
0.0004427,19,19,114,,,,
0.0001344,5,5,114,,,,
4.52E-05,1,1,112,,,,
4.52E-05,1,1,106,,,,
0.0006196,26,26,107,,,,
0.0003584,15,15,107,,,,
0.0001111,4,4,106,,,,
0.000741,32,32,110,,,,
0.0001358,5,5,112,,,,
6.75E-05,2,2,103,,,,
0.001297,55,55,99,,,,
0.0009705,35,35,109,,,,
0.00112,49,49,109,,,,
0.0002242,9,9,106,,,,
9.14E-05,3,3,105,,,,
0.0007976,35,35,104,,,,
4.53E-05,1,1,107,,,,
0.0003407,14,14,110,,,,
0.0001463,5,5,115,,,,
0.0003587,14,14,123,,,,
0.0010468,46,46,131,,,,
0.0011641,29,29,124,,,,
0.000288,12,12,124,,,,
0.0001853,7,7,124,,,,
0.0007737,34,34,124,,,,
0.0014551,40,40,121,,,,
0.0013238,58,58,115,,,,
0.0013153,58,58,105,,,,
0.0018824,84,84,106,,,,
0.000733,32,32,102,,,,
0.0001141,4,4,104,,,,
0.0002675,11,11,103,,,,
0.0007089,31,31,105,,,,
0.0007888,34,34,105,,,,
0.002175,93,93,105,,,,
0.0007339,32,32,108,,,,
0.0001339,5,5,110,,,,
0.0010728,47,47,113,,,,
0.0008209,36,36,117,,,,
0.001285,39,39,113,,,,
0.0010724,47,47,114,,,,
0.0003771,16,16,113,,,,
0.0002014,8,8,118,,,,
0.0003864,16,16,111,,,,
0.0006688,26,26,121,,,,
0.0002434,10,10,131,,,,
0.0014705,66,66,134,,,,
0.0006365,27,27,132,,,,
0.0005113,22,22,134,,,,
6.76E-05,2,2,132,,,,
0.0002893,12,12,130,,,,
0.0002484,10,10,127,,,,
0.0005794,24,24,121,,,,
0.0014442,45,45,132,,,,
0.0010656,47,47,134,,,,
0.0018537,75,75,136,,,,
0.0001199,3,3,137,,,,
0.000204,6,6,137,,,,
2.32E-05,0,0,143,,,,
0.000156,6,6,140,,,,
8.97E-05,3,3,138,,,,
0.000976,43,43,136,,,,
0.0008862,39,39,137,,,,
0.0001783,7,7,137,,,,
0.0013749,60,60,142,,,,
0.0010917,37,37,148,,,,
0.0002905,12,12,146,,,,
0.0008956,39,39,147,,,,
0.0007076,30,30,158,,,,
0.0007138,31,31,159,,,,
0.0011588,51,51,159,,,,
0.0004235,18,18,157,,,,
0.0007852,34,34,157,,,,
0.0008323,36,36,160,,,,
0.0002091,8,8,161,,,,
0.0022006,90,90,164,,,,
0.0007661,33,33,163,,,,
8.94E-05,3,3,166,,,,
0.0008863,37,37,170,,,,
0.0008402,37,37,159,,,,
0.0019746,88,88,157,,,,
0.0007663,33,33,162,,,,
0.000944,30,30,166,,,,
0.0010458,46,46,167,,,,
0.0007091,27,27,168,,,,
0.0003767,16,16,167,,,,
0.0006214,27,27,165,,,,
0.0005586,24,24,162,,,,
0.0004919,21,21,162,,,,
0.0011451,51,51,154,,,,
0.0013373,54,54,149,,,,
0.0025572,88,88,148,,,,
2.28E-05,0,0,161,,,,
0.0002538,10,10,162,,,,
0.0006952,30,30,156,,,,
0.0002001,8,8,156,,,,
2.34E-05,0,0,149,,,,
0.0012123,53,53,146,,,,
0.0022249,52,52,142,,,,
0.0024184,107,107,139,,,,
0.0004407,18,18,137,,,,
0.0026104,117,117,140,,,,
0.0004453,19,19,139,,,,
0.0017262,76,76,135,,,,
0.0003782,16,16,136,,,,
0.0027494,78,78,132,,,,
0.0011579,51,51,131,,,,
0.0029989,96,96,125,,,,
0.0024807,73,73,126,,,,
0.0009126,40,40,129,,,,
0.0001115,4,4,127,,,,
0.0010165,45,45,127,,,,
2.27E-05,0,0,129,,,,
2.33E-05,0,0,131,,,,
0.0017789,78,78,130,,,,
0.0002675,11,11,129,,,,
0.0012754,57,57,130,,,,
0.001457,56,56,137,,,,
0.0014319,64,64,131,,,,
0.0011892,52,52,120,,,,
2.30E-05,0,0,127,,,,
0.001214,54,54,122,,,,
0.0001111,4,4,124,,,,
0.0001125,4,4,127,,,,
0.0001556,6,6,127,,,,
0.0014031,54,54,127,,,,
0.000983,43,43,120,,,,
6.77E-05,2,2,115,,,,
0.0001327,5,5,124,,,,
0.0002216,9,9,124,,,,
4.50E-05,1,1,124,,,,
0.0011124,49,49,125,,,,
0.0003105,13,13,128,,,,
4.50E-05,1,1,129,,,,
0.0003123,13,13,132,,,,
0.0002238,9,9,133,,,,
0.0004961,21,21,134,,,,
0.0003112,13,13,142,,,,
4.52E-05,1,1,142,,,,
0.0017972,42,42,142,,,,
2.29E-05,0,0,144,,,,
0.0008425,37,37,140,,,,
0.0006991,30,30,135,,,,
0.0025495,114,114,135,,,,
0.0001557,6,6,135,,,,
4.52E-05,1,1,146,,,,
0.0021898,97,97,145,,,,
0.0012969,57,57,138,,,,
0.0010878,47,47,144,,,,
0.0027287,88,88,139,,,,
0.0014303,63,63,133,,,,
0.0005166,17,17,138,,,,
0.0014888,61,61,141,,,,
0.0007851,34,34,146,,,,
0.00115,39,39,146,,,,
0.0011943,53,53,146,,,,
0.002684,118,118,146,,,,
9.43E-05,3,3,141,,,,
0.0001123,4,4,131,,,,
0.0021626,97,97,132,,,,
0.0009362,41,41,131,,,,
0.001031,44,44,128,,,,
0.0005118,22,22,129,,,,
0.0002306,9,9,129,,,,
0.0004208,18,18,129,,,,
0.0005973,26,26,126,,,,
0.0001586,6,6,125,,,,
0.0005215,22,22,115,,,,
0.0007634,33,33,115,,,,
0.0005775,25,25,115,,,,
0.0018651,69,69,114,,,,
0.0001785,7,7,120,,,,
0.0001779,7,7,122,,,,
0.0029444,111,111,122,,,,
0.0001341,5,5,113,,,,
0.0005625,24,24,113,,,,
0.0022719,96,96,112,,,,
0.0023523,67,67,112,,,,
0.0002214,9,9,108,,,,
0.0006288,27,27,107,,,,
0.0004087,17,17,108,,,,
0.001827,82,82,108,,,,
0.0012264,22,22,109,,,,
0.0004469,19,19,110,,,,
0.0005344,20,20,113,,,,
6.76E-05,2,2,112,,,,
0.0020155,88,88,111,,,,
9.01E-05,3,3,111,,,,
0.0005951,26,26,116,,,,
0.002243,75,75,128,,,,
0.0019892,89,89,130,,,,
0.0035686,129,129,138,,,,
0.0005786,25,25,155,,,,
0.0001799,7,7,163,,,,
0.0002017,8,8,163,,,,
0.0005572,24,24,163,,,,
0.0021319,95,95,163,,,,
0.0004697,20,20,163,,,,
0.0002204,9,9,163,,,,
0.0030381,137,137,163,,,,
0.0010786,48,48,163,,,,
0.000314,13,13,163,,,,
0.0003412,14,14,163,,,,
0.0004821,19,19,163,,,,
0.0001374,5,5,163,,,,
0.0013108,58,58,163,,,,
