cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,
0.0002209,9,9,189,,,,
0.0003826,16,16,191,,,,
0.002097,90,90,191,,,,
0.0027367,49,49,181,,,,
0.0001392,5,5,178,,,,
0.0002455,10,10,179,,,,
8.97E-05,3,3,173,,,,
0.0007814,33,33,168,,,,
0.0008676,38,38,166,,,,
0.001865,83,83,166,,,,
0.0016301,71,71,177,,,,
0.0006233,27,27,180,,,,
0.0011821,52,52,175,,,,
0.0009106,40,40,170,,,,
0.0004976,21,21,170,,,,
0.0002521,10,10,169,,,,
0.0001111,4,4,168,,,,
0.0018004,80,80,168,,,,
0.0003331,14,14,170,,,,
0.0003095,13,13,169,,,,
2.29E-05,0,0,167,,,,
0.0019506,86,86,169,,,,
0.0002234,9,9,179,,,,
0.0007446,32,32,179,,,,
0.0002897,12,12,179,,,,
0.0018173,76,76,179,,,,
0.0001344,5,5,178,,,,
0.0019338,86,86,177,,,,
0.0023304,82,82,178,,,,
0.000385,16,16,176,,,,
0.0003314,14,14,167,,,,
0.0001126,4,4,166,,,,
0.0013815,61,61,165,,,,
0.0013887,56,56,164,,,,
0.0020776,93,93,158,,,,
4.47E-05,1,1,158,,,,
0.0015596,62,62,159,,,,
0.0014824,65,65,165,,,,
0.0011209,49,49,165,,,,
0.0031488,128,128,170,,,,
4.45E-05,1,1,168,,,,
0.0010656,47,47,168,,,,
0.0013703,43,43,165,,,,
0.0002453,10,10,164,,,,
0.0001346,5,5,156,,,,
0.0001671,3,3,156,,,,
0.0005336,23,23,159,,,,
0.0007758,34,34,159,,,,
8.93E-05,3,3,159,,,,
0.0005975,26,26,158,,,,
0.0007564,33,33,155,,,,
0.0003108,13,13,157,,,,
0.0008,35,35,157,,,,
0.000246,10,10,162,,,,
0.0003099,13,13,160,,,,
0.0003573,15,15,153,,,,
0.0003767,16,16,151,,,,
0.0006245,27,27,153,,,,
0.0004104,17,17,169,,,,
0.0004283,18,18,170,,,,
0.0005551,24,24,171,,,,
0.0001115,4,4,170,,,,
0.0010504,41,41,163,,,,
0.0011177,37,37,166,,,,
0.0019907,89,89,168,,,,
0.001427,63,63,177,,,,
0.0007768,34,34,176,,,,
2.35E-05,0,0,182,,,,
0.0001702,3,3,179,,,,
0.0008573,37,37,169,,,,
0.0010134,44,44,166,,,,
0.0025239,105,105,163,,,,
0.000862,38,38,158,,,,
0.0004284,18,18,160,,,,
0.0003678,14,14,160,,,,
0.0005833,20,20,165,,,,
0.0002234,9,9,162,,,,
0.0005683,20,20,168,,,,
0.0004402,12,12,168,,,,
0.00058,25,25,166,,,,
0.0007664,33,33,164,,,,
0.0055189,116,116,166,,,,
0.001084,47,47,167,,,,
0.0002673,11,11,165,,,,
0.0010925,48,48,166,,,,
0.0026281,49,49,167,,,,
0.0012884,57,57,169,,,,
0.0002904,12,12,169,,,,
0.0002263,9,9,170,,,,
0.0010656,46,46,170,,,,
0.0005196,22,22,170,,,,
0.0015189,67,67,170,,,,
0.0006657,29,29,168,,,,
8.89E-05,3,3,166,,,,
0.0007164,25,25,164,,,,
0.0007571,28,28,159,,,,
0.0010432,46,46,158,,,,
0.0002006,8,8,158,,,,
0.0002909,12,12,161,,,,
0.0003994,17,17,159,,,,
0.0001115,4,4,162,,,,
6.69E-05,2,2,163,,,,
0.0004948,16,16,160,,,,
0.000513,22,22,157,,,,
0.0003793,16,16,163,,,,
0.0002452,10,10,165,,,,
5.72E-05,1,1,167,,,,
0.0001566,6,6,157,,,,
0.0015986,62,62,161,,,,
0.0021267,94,94,161,,,,
0.0019606,87,87,170,,,,
0.0006875,30,30,171,,,,
0.0013055,52,52,169,,,,
0.0004289,18,18,172,,,,
0.0003572,15,15,170,,,,
0.0004079,17,17,170,,,,
0.0013238,58,58,170,,,,
0.0007784,34,34,168,,,,
6.69E-05,2,2,171,,,,
0.0007615,33,33,168,,,,
0.0007304,32,32,169,,,,
0.0015248,67,67,169,,,,
0.0009405,41,41,163,,,,
0.0001108,4,4,163,,,,
0.0026672,119,119,163,,,,
0.0001552,6,6,153,,,,
0.0010201,29,29,155,,,,
0.0020556,62,62,154,,,,
8.96E-05,3,3,156,,,,
0.0011309,50,50,155,,,,
0.0001803,7,7,154,,,,
0.0004678,20,20,163,,,,
0.0014612,65,65,163,,,,
0.0033117,143,143,163,,,,
0.0019293,62,62,162,,,,
0.0004812,14,14,166,,,,
0.0012164,49,49,170,,,,
0.0001998,8,8,178,,,,
6.67E-05,2,2,178,,,,
9.00E-05,3,3,174,,,,
0.0002932,12,12,170,,,,
0.0005372,23,23,169,,,,
0.0010773,45,45,176,,,,
0.0001341,5,5,178,,,,
0.0001635,6,6,186,,,,
0.001147,49,49,192,,,,
0.0008263,36,36,193,,,,
0.0011347,50,50,198,,,,
0.0003875,14,14,195,,,,
0.0008861,39,39,196,,,,
0.002101,71,71,193,,,,
0.0013308,59,59,190,,,,
0.0006936,30,30,187,,,,
8.91E-05,3,3,181,,,,
2.26E-05,0,0,187,,,,
0.000681,30,30,188,,,,
0.0010111,44,44,186,,,,
0.0004014,17,17,192,,,,
0.0001575,6,6,191,,,,
0.0013625,60,60,187,,,,
0.0008893,38,38,184,,,,
0.00429,171,171,186,,,,
0.0003067,11,11,190,,,,
0.0003571,15,15,192,,,,
0.0026201,66,66,203,,,,
0.000295,12,12,211,,,,
0.0002492,10,10,218,,,,
0.0007358,32,32,218,,,,
0.000437,16,16,214,,,,
0.0023838,94,94,219,,,,
0.0003785,16,16,218,,,,
0.0002875,12,12,213,,,,
0.0003088,13,13,207,,,,
0.0001861,7,7,209,,,,
0.0030819,114,114,210,,,,
0.0003106,13,13,214,,,,
0.0037471,166,166,226,,,,
0.0024563,97,97,226,,,,
8.98E-05,3,3,233,,,,
0.0002893,12,12,235,,,,
2.38E-05,0,0,231,,,,
0.0004742,20,20,231,,,,
2.32E-05,0,0,226,,,,
0.0008462,34,34,229,,,,
0.0004503,17,17,229,,,,
0.0008103,35,35,226,,,,
0.0029385,106,106,219,,,,
0.0015826,64,64,218,,,,
0.0005343,23,23,216,,,,
0.0001786,7,7,215,,,,
0.0033075,103,103,213,,,,
0.0005511,17,17,217,,,,
0.0004846,7,7,218,,,,
0.001989,86,86,221,,,,
0.0019169,65,65,218,,,,
0.0003522,9,9,219,,,,
0.0006376,28,28,212,,,,
2.32E-05,0,0,212,,,,
0.0023011,103,103,217,,,,
0.0002859,12,12,210,,,,
0.0029211,98,98,213,,,,
0.0015108,67,67,213,,,,
0.0002692,11,11,209,,,,
0.0013163,58,58,206,,,,
0.000245,10,10,202,,,,
0.0014895,65,65,203,,,,
0.0050613,173,173,202,,,,
0.0009505,42,42,204,,,,
0.0011531,48,48,203,,,,
0.0013165,58,58,204,,,,
0.0009353,41,41,204,,,,
0.0001099,3,3,205,,,,
0.0009103,40,40,201,,,,
0.0009807,43,43,203,,,,
0.0002761,11,11,204,,,,
0.0008978,39,39,207,,,,
6.74E-05,2,2,208,,,,
0.0003083,13,13,209,,,,
0.0009223,40,40,203,,,,
0.0005097,22,22,201,,,,
0.0006991,30,30,190,,,,
0.0001781,7,7,190,,,,
0.0004411,19,19,192,,,,
0.0004906,21,21,194,,,,
0.0002444,10,10,193,,,,
4.61E-05,1,1,191,,,,
0.0013866,57,57,191,,,,
0.0008482,36,36,189,,,,
0.0009503,42,42,185,,,,
0.0020784,79,79,183,,,,
0.0008821,39,39,183,,,,
0.0010157,45,45,181,,,,
0.0006214,27,27,182,,,,
6.81E-05,2,2,186,,,,
0.0002889,12,12,186,,,,
0.0002456,10,10,188,,,,
0.0006487,28,28,179,,,,
0.0037176,166,166,178,,,,
0.0020987,89,89,179,,,,
0.0001119,3,3,173,,,,
0.0009799,29,29,170,,,,
0.0010768,38,38,168,,,,
0.0007531,25,25,168,,,,
6.72E-05,2,2,169,,,,
0.0004883,21,21,176,,,,
0.0009526,42,42,172,,,,
0.0002667,11,11,171,,,,
0.000136,5,5,170,,,,
0.0019498,86,86,165,,,,
0.0013445,48,48,165,,,,
0.0003128,13,13,163,,,,
0.0007576,33,33,160,,,,
0.0007003,30,30,165,,,,
0.0009106,35,35,162,,,,
0.002354,105,105,171,,,,
0.0003745,16,16,171,,,,
0.0005338,23,23,170,,,,
0.000533,23,23,175,,,,
0.0002015,8,8,174,,,,
0.0009305,41,41,174,,,,
0.0002931,12,12,170,,,,
0.0006472,28,28,170,,,,
0.0005108,22,22,173,,,,
0.0011158,49,49,165,,,,
0.0001427,4,4,158,,,,
0.0001555,6,6,160,,,,
0.0003998,17,17,159,,,,
4.54E-05,1,1,153,,,,
0.0020208,90,90,153,,,,
0.0004655,20,20,154,,,,
0.0001119,4,4,154,,,,
0.0022488,59,59,155,,,,
0.0004249,18,18,146,,,,
0.0007329,32,32,136,,,,
0.0003196,13,13,142,,,,
0.001236,51,51,143,,,,
8.93E-05,3,3,145,,,,
0.0002012,8,8,144,,,,
0.0012865,57,57,145,,,,
4.52E-05,1,1,149,,,,
0.0010417,46,46,151,,,,
9.05E-05,3,3,146,,,,
0.0005291,23,23,137,,,,
0.0020509,69,69,146,,,,
6.81E-05,2,2,145,,,,
0.0002903,12,12,144,,,,
0.0021497,53,53,144,,,,
0.0002268,9,9,144,,,,
0.0004901,21,21,139,,,,
0.0002687,11,11,148,,,,
2.41E-05,0,0,149,,,,
0.000266,11,11,149,,,,
0.0005536,20,20,143,,,,
0.0010852,48,48,142,,,,
0.0001553,6,6,144,,,,
0.0021729,97,97,143,,,,
0.0012292,54,54,136,,,,
4.60E-05,1,1,137,,,,
0.0008163,36,36,133,,,,
0.0008675,38,38,133,,,,
0.0016634,73,73,130,,,,
0.0001766,7,7,131,,,,
0.000753,33,33,129,,,,
6.69E-05,2,2,129,,,,
0.0007344,32,32,129,,,,
2.29E-05,0,0,127,,,,
0.0002675,11,11,133,,,,
0.0001343,5,5,131,,,,
0.0003311,14,14,125,,,,
0.0011411,27,27,125,,,,
0.0001793,7,7,128,,,,
0.0003114,13,13,127,,,,
0.002517,71,71,127,,,,
9.09E-05,1,1,126,,,,
0.0005554,24,24,124,,,,
0.0010414,40,40,125,,,,
0.0004854,21,21,127,,,,
2.30E-05,0,0,121,,,,
0.0002753,11,11,116,,,,
0.0004026,16,16,117,,,,
0.002155,95,95,113,,,,
0.0008636,34,34,113,,,,
0.0011897,52,52,114,,,,
0.0007621,33,33,112,,,,
0.0001333,5,5,113,,,,
0.0010206,44,44,110,,,,
0.0003093,13,13,109,,,,
0.0011141,39,39,115,,,,
0.0002384,6,6,113,,,,
0.0001341,5,5,120,,,,
0.0028196,105,105,116,,,,
2.28E-05,0,0,116,,,,
0.0002011,8,8,118,,,,
8.96E-05,3,3,118,,,,
0.0007375,32,32,126,,,,
2.31E-05,0,0,124,,,,
0.0001858,7,7,119,,,,
0.0008013,35,35,120,,,,
0.0005386,23,23,117,,,,
0.0012593,27,27,118,,,,
0.0002243,9,9,118,,,,
0.0009619,42,42,116,,,,
0.0006649,29,29,115,,,,
0.0011382,50,50,114,,,,
0.0002078,8,8,114,,,,
0.000468,20,20,114,,,,
0.0007095,31,31,119,,,,
0.0006957,30,30,116,,,,
0.0007969,31,31,115,,,,
0.0015192,45,45,112,,,,
0.0013335,47,47,119,,,,
0.0009679,42,42,118,,,,
0.0002233,9,9,118,,,,
0.0005602,24,24,119,,,,
0.0003576,15,15,117,,,,
0.000712,31,31,117,,,,
0.000554,24,24,117,,,,
0.0009343,41,41,123,,,,
0.0022501,89,89,127,,,,
0.0006676,29,29,130,,,,
0.0011418,50,50,135,,,,
0.0019104,85,85,132,,,,
0.002287,92,92,131,,,,
4.51E-05,1,1,138,,,,
2.29E-05,0,0,143,,,,
0.0024942,92,92,147,,,,
0.0006721,29,29,147,,,,
0.000467,20,20,149,,,,
0.0003569,15,15,150,,,,
0.0001785,7,7,147,,,,
0.0001345,5,5,153,,,,
8.90E-05,3,3,147,,,,
0.0010634,47,47,155,,,,
0.0020968,93,93,152,,,,
0.0006777,29,29,151,,,,
9.13E-05,3,3,154,,,,
0.0016345,72,72,154,,,,
0.0005276,23,23,161,,,,
0.0008625,38,38,165,,,,
0.0001336,5,5,171,,,,
0.0023106,34,34,172,,,,
0.0020073,85,85,168,,,,
0.0018095,67,67,167,,,,
0.0022619,100,100,168,,,,
0.0003569,14,14,172,,,,
0.0025528,111,111,179,,,,
0.0013926,61,61,177,,,,
0.0005668,24,24,177,,,,
0.0003565,15,15,179,,,,
6.74E-05,2,2,175,,,,
0.0010823,48,48,174,,,,
0.0002437,10,10,174,,,,
0.0027056,86,86,166,,,,
0.0001218,4,4,173,,,,
0.0003777,16,16,171,,,,
0.0012705,46,46,177,,,,
0.0008438,37,37,167,,,,
0.0008235,36,36,168,,,,
0.0011237,50,50,167,,,,
0.0001784,7,7,171,,,,
0.0003997,17,17,166,,,,
0.0008704,38,38,164,,,,
0.0026632,118,118,165,,,,
9.06E-05,3,3,161,,,,
4.53E-05,1,1,159,,,,
0.0005386,23,23,160,,,,
0.0017671,79,79,167,,,,
2.24E-05,0,0,167,,,,
0.0017774,56,56,169,,,,
0.0002444,9,9,166,,,,
0.0016407,73,73,171,,,,
0.0005956,26,26,170,,,,
0.0009864,34,34,171,,,,
0.0018691,81,81,170,,,,
0.0001669,3,3,168,,,,
0.0002087,8,8,173,,,,
0.0003327,14,14,178,,,,
0.0004896,21,21,178,,,,
0.0006663,28,28,193,,,,
0.0032974,129,129,200,,,,
0.0004671,20,20,199,,,,
0.0012131,45,45,198,,,,
0.0005912,25,25,200,,,,
0.0003567,10,10,201,,,,
0.0004455,19,19,205,,,,
0.0003091,13,13,206,,,,
0.000111,4,4,207,,,,
0.004988,151,151,209,,,,
0.0012647,29,29,214,,,,
0.0008663,38,38,210,,,,
0.0001561,6,6,220,,,,
0.0005914,25,25,218,,,,
0.000398,17,17,215,,,,
0.0001798,7,7,214,,,,
9.02E-05,3,3,213,,,,
0.0006049,26,26,214,,,,
0.0003622,15,15,215,,,,
0.0028351,109,109,214,,,,
0.0001703,6,6,219,,,,
0.0005964,23,23,219,,,,
0.0006453,28,28,225,,,,
0.0020048,89,89,224,,,,
0.0004688,20,20,224,,,,
0.0006954,30,30,222,,,,
0.0011659,51,51,223,,,,
6.69E-05,2,2,223,,,,
0.0008011,35,35,226,,,,
0.0016967,57,57,223,,,,
0.0018149,81,81,219,,,,
0.0020802,72,72,222,,,,
0.0021541,79,79,223,,,,
0.0008729,38,38,221,,,,
0.0006274,27,27,224,,,,
0.0002239,9,9,200,,,,
0.0005115,21,21,203,,,,
0.0008001,35,35,201,,,,
0.0002006,8,8,204,,,,
0.0003782,16,16,205,,,,
4.53E-05,1,1,216,,,,
0.0010734,47,47,215,,,,
0.0006114,26,26,216,,,,
0.0007221,31,31,216,,,,
6.79E-05,2,2,217,,,,
0.0006757,29,29,218,,,,
0.0009592,42,42,216,,,,
0.0002001,8,8,219,,,,
0.0002447,10,10,223,,,,
0.0007572,33,33,224,,,,
5.95E-05,1,1,217,,,,
0.0003868,16,16,215,,,,
0.0001343,5,5,209,,,,
0.0012818,57,57,210,,,,
0.0010808,35,35,211,,,,
0.000179,6,6,221,,,,
0.0011158,49,49,221,,,,
0.0005325,23,23,216,,,,
0.0008024,34,34,219,,,,
0.0018433,81,81,216,,,,
0.0013785,60,60,221,,,,
0.0018564,80,80,221,,,,
0.0029429,123,123,216,,,,
0.0016123,71,71,219,,,,
0.0003798,16,16,219,,,,
0.000664,29,29,217,,,,
0.002018,90,90,218,,,,
0.0017138,75,75,219,,,,
0.0006974,30,30,219,,,,
0.0002241,9,9,208,,,,
0.0010647,47,47,206,,,,
2.33E-05,0,0,214,,,,
0.0001804,7,7,218,,,,
0.0017652,79,79,219,,,,
0.0002025,6,6,220,,,,
0.0005562,24,24,236,,,,
0.0020675,92,92,234,,,,
0.0014246,63,63,234,,,,
0.0016636,74,74,231,,,,
0.0012709,56,56,228,,,,
0.0004473,19,19,228,,,,
0.0004743,20,20,229,,,,
0.0008135,35,35,226,,,,
4.53E-05,1,1,225,,,,
0.000202,8,8,236,,,,
0.0035021,143,143,235,,,,
0.0001567,6,6,229,,,,
0.0002,8,8,226,,,,
0.0025686,99,99,225,,,,
0.0002764,11,11,226,,,,
6.72E-05,2,2,230,,,,
0.0007322,32,32,225,,,,
0.0007619,20,20,228,,,,
2.28E-05,0,0,222,,,,
0.0011629,30,30,221,,,,
0.0024958,111,111,227,,,,
0.0006607,29,29,229,,,,
0.0005493,23,23,225,,,,
0.0046116,151,151,238,,,,
0.0002451,10,10,239,,,,
0.0014045,62,62,240,,,,
0.0001109,4,4,257,,,,
0.0010355,39,39,253,,,,
8.95E-05,3,3,251,,,,
0.0016365,68,68,252,,,,
0.0004856,21,21,251,,,,
0.0012376,55,55,252,,,,
0.0005319,23,23,252,,,,
0.0005848,25,25,253,,,,
0.0015744,70,70,252,,,,
0.0006919,30,30,251,,,,
0.0006464,28,28,253,,,,
0.0002649,11,11,253,,,,
0.0011361,49,49,253,,,,
0.0008129,34,34,253,,,,
0.0025535,114,114,251,,,,
0.0010062,23,23,252,,,,
0.000273,11,11,250,,,,
0.0005327,23,23,255,,,,
0.0009982,44,44,255,,,,
0.0011702,40,40,266,,,,
0.0012503,55,55,266,,,,
0.0022607,83,83,265,,,,
0.0004668,16,16,261,,,,
8.95E-05,3,3,254,,,,
0.0002003,8,8,254,,,,
0.00054,23,23,254,,,,
0.001512,67,67,254,,,,
0.0011874,52,52,246,,,,
0.0019506,86,86,248,,,,
0.0002228,9,9,249,,,,
0.000978,43,43,258,,,,
0.000998,44,44,257,,,,
0.0005779,25,25,251,,,,
0.0018018,67,67,249,,,,
0.0018151,81,81,252,,,,
0.0013521,60,60,253,,,,
0.0025222,95,95,252,,,,
0.0020984,93,93,253,,,,
0.002042,76,76,252,,,,
3.03E-05,0,0,249,,,,
0.0015805,62,62,250,,,,
0.0008743,38,38,253,,,,
0.0005084,22,22,260,,,,
0.0012429,55,55,268,,,,
0.0002672,11,11,265,,,,
0.0001572,6,6,268,,,,
0.0004266,18,18,269,,,,
0.0002458,10,10,264,,,,
0.0020986,73,73,268,,,,
0.0008637,38,38,252,,,,
0.0012269,54,54,254,,,,
0.0002533,10,10,252,,,,
2.42E-05,0,0,263,,,,
0.0014123,63,63,264,,,,
0.0001567,6,6,266,,,,
0.0005405,23,23,269,,,,
0.0009734,40,40,268,,,,
0.0037812,168,168,266,,,,
0.0003999,17,17,266,,,,
4.58E-05,1,1,271,,,,
0.0035285,113,113,271,,,,
0.0025118,113,113,274,,,,
0.0001992,8,8,271,,,,
0.0014241,63,63,268,,,,
0.0029385,115,115,268,,,,
0.00202,89,89,268,,,,
0.0036959,119,119,268,,,,
0.0020569,77,77,266,,,,
0.0015889,71,71,267,,,,
0.0027709,118,118,265,,,,
0.0012237,54,54,265,,,,
0.0014453,61,61,274,,,,
0.0007261,32,32,274,,,,
0.0019827,82,82,267,,,,
0.0003313,12,12,268,,,,
0.0003119,13,13,267,,,,
0.0003337,14,14,266,,,,
4.49E-05,1,1,270,,,,
0.0003115,13,13,270,,,,
0.0008222,34,34,270,,,,
0.0001558,6,6,269,,,,
0.0010462,41,41,266,,,,
0.0038775,165,165,267,,,,
0.0008273,29,29,273,,,,
0.0019608,87,87,277,,,,
0.0009789,43,43,279,,,,
0.0015205,66,66,273,,,,
0.001124,49,49,275,,,,
0.0004374,16,16,275,,,,
0.0008173,36,36,274,,,,
0.0011334,33,33,274,,,,
0.000203,8,8,268,,,,
0.0004433,19,19,276,,,,
0.0015031,67,67,276,,,,
0.0009356,41,41,280,,,,
0.0016142,67,67,284,,,,
0.0023794,64,64,290,,,,
0.000859,36,36,288,,,,
0.0005519,24,24,286,,,,
0.0006871,30,30,288,,,,
5.28E-05,1,1,289,,,,
8.84E-05,3,3,294,,,,
0.0011915,52,52,294,,,,
0.0003545,15,15,295,,,,
0.0004121,15,15,297,,,,
0.0023434,94,94,297,,,,
0.0006953,30,30,294,,,,
0.0021798,96,96,294,,,,
0.0008698,38,38,297,,,,
0.0006263,27,27,298,,,,
0.0010849,48,48,298,,,,
0.0007545,33,33,300,,,,
0.0005559,23,23,300,,,,
0.001043,41,41,299,,,,
0.000509,22,22,302,,,,
2.26E-05,0,0,310,,,,
2.29E-05,0,0,313,,,,
0.0009972,44,44,316,,,,
0.0011692,51,51,318,,,,
0.0011287,28,28,321,,,,
0.0002225,9,9,322,,,,
0.0002673,11,11,325,,,,
0.0009995,35,35,327,,,,
0.0020019,45,45,318,,,,
0.0010425,46,46,319,,,,
0.0003778,16,16,317,,,,
0.002642,118,118,317,,,,
0.0003319,14,14,319,,,,
0.0001114,4,4,320,,,,
0.0003107,13,13,327,,,,
0.0006282,27,27,327,,,,
0.0003578,15,15,336,,,,
0.0018162,81,81,336,,,,
0.0014068,62,62,338,,,,
0.0010088,42,42,336,,,,
0.000179,7,7,345,,,,
0.0017155,76,76,344,,,,
0.0005328,23,23,345,,,,
0.0010197,42,42,348,,,,
0.0006998,30,30,344,,,,
0.001388,61,61,344,,,,
0.0009443,37,37,340,,,,
0.0013307,49,49,340,,,,
0.0003572,15,15,340,,,,
0.0002226,9,9,342,,,,
0.0003851,16,16,337,,,,
0.0002747,11,11,338,,,,
0.0048558,133,133,341,,,,
0.0002464,10,10,343,,,,
0.0023588,104,104,353,,,,
0.0006693,29,29,345,,,,
0.0002028,8,8,342,,,,
0.0004175,18,18,332,,,,
0.0006608,29,29,332,,,,
0.0004242,18,18,336,,,,
0.0057427,160,160,332,,,,
0.0003897,16,16,332,,,,
0.0003991,17,17,331,,,,
0.0015793,69,69,334,,,,
0.001622,52,52,331,,,,
0.0019971,88,88,332,,,,
0.0004666,20,20,334,,,,
0.0010402,36,36,334,,,,
0.001366,60,60,335,,,,
0.0015453,68,68,331,,,,
0.0008658,38,38,328,,,,
0.0002321,9,9,324,,,,
0.0008664,38,38,324,,,,
0.0004889,21,21,326,,,,
0.0005233,19,19,323,,,,
0.0027213,98,98,324,,,,
0.0010615,41,41,328,,,,
0.0009785,43,43,330,,,,
0.0004878,13,13,335,,,,
0.001497,44,44,332,,,,
0.0034863,59,59,331,,,,
0.0027614,122,122,332,,,,
0.0003621,15,15,331,,,,
0.0011027,48,48,332,,,,
9.01E-05,3,3,330,,,,
0.0026118,78,78,327,,,,
0.0022881,89,89,328,,,,
0.0022603,101,101,329,,,,
4.60E-05,1,1,336,,,,
4.51E-05,1,1,336,,,,
0.0011062,44,44,332,,,,
0.0015773,70,70,333,,,,
0.0029736,129,129,335,,,,
0.0002896,12,12,339,,,,
2.27E-05,0,0,325,,,,
0.0006139,18,18,325,,,,
0.0037906,87,87,325,,,,
0.0007946,35,35,320,,,,
0.0023512,76,76,319,,,,
0.0002444,10,10,318,,,,
0.0004907,21,21,316,,,,
0.0007922,34,34,316,,,,
0.0036744,162,162,317,,,,
0.0002908,12,12,317,,,,
0.0001326,5,5,315,,,,
0.0015419,62,62,315,,,,
0.0025615,103,103,314,,,,
4.55E-05,1,1,311,,,,
0.000999,44,44,320,,,,
0.0030615,137,137,320,,,,
0.0006513,28,28,321,,,,
0.0004924,21,21,320,,,,
0.0003579,15,15,315,,,,
0.0009774,43,43,316,,,,
0.0016779,75,75,309,,,,
4.50E-05,1,1,311,,,,
0.0022613,101,101,314,,,,
0.0007584,33,33,314,,,,
0.0004891,21,21,309,,,,
0.0001111,4,4,310,,,,
0.0006413,28,28,310,,,,
2.31E-05,0,0,306,,,,
0.0019108,84,84,312,,,,
0.0005458,23,23,310,,,,
0.0012115,53,53,317,,,,
8.95E-05,3,3,320,,,,
0.0006263,27,27,320,,,,
0.0017899,79,79,321,,,,
0.0001786,7,7,321,,,,
0.0004245,16,16,322,,,,
0.0009729,20,20,320,,,,
3.05E-05,0,0,327,,,,
0.0007546,11,11,328,,,,
0.000694,30,30,328,,,,
0.0009314,41,41,324,,,,
0.0016053,42,42,323,,,,
0.0001125,4,4,322,,,,
0.0015397,68,68,319,,,,
0.0028528,127,127,318,,,,
0.0007875,34,34,319,,,,
0.0011797,52,52,328,,,,
0.0002434,10,10,329,,,,
0.0033786,137,137,330,,,,
0.0011299,50,50,328,,,,
0.0008879,39,39,332,,,,
0.0001802,7,7,337,,,,
0.0007407,27,27,336,,,,
0.0031398,140,140,337,,,,
0.0007307,23,23,335,,,,
0.0001344,5,5,332,,,,
0.0007181,31,31,331,,,,
0.0032836,146,146,335,,,,
0.0001586,4,4,335,,,,
4.54E-05,1,1,329,,,,
0.0015713,62,62,329,,,,
0.0023072,91,91,326,,,,
0.003298,145,145,326,,,,
0.0001996,8,8,317,,,,
2.28E-05,0,0,317,,,,
0.0015362,68,68,324,,,,
0.0002455,10,10,323,,,,
0.0009736,43,43,321,,,,
0.003624,119,119,321,,,,
0.0001113,4,4,323,,,,
0.0001547,6,6,323,,,,
0.0001785,7,7,319,,,,
9.03E-05,3,3,306,,,,
0.002372,94,94,312,,,,
0.0005383,23,23,313,,,,
6.67E-05,2,2,312,,,,
0.0002934,12,12,313,,,,
0.0004183,18,18,314,,,,
0.0004041,17,17,317,,,,
0.0007479,33,33,314,,,,
0.0009846,23,23,301,,,,
0.0008459,32,32,300,,,,
0.0014253,35,35,299,,,,
2.37E-05,0,0,298,,,,
0.0009168,30,30,305,,,,
0.0006229,27,27,312,,,,
0.0002006,8,8,313,,,,
0.0041512,38,38,311,,,,
0.0005167,18,18,317,,,,
6.76E-05,2,2,310,,,,
0.0005317,23,23,319,,,,
9.15E-05,3,3,319,,,,
4.51E-05,1,1,314,,,,
0.0025376,113,113,313,,,,
0.0019306,85,85,312,,,,
0.0004015,17,17,302,,,,
0.002317,102,102,302,,,,
0.0016861,74,74,298,,,,
0.0006293,27,27,298,,,,
0.0003782,16,16,297,,,,
2.34E-05,0,0,295,,,,
0.0025593,113,113,295,,,,
0.0001548,6,6,294,,,,
0.0006739,29,29,289,,,,
0.0001134,3,3,289,,,,
0.0016681,73,73,289,,,,
0.0003562,15,15,294,,,,
0.0006158,27,27,293,,,,
0.0004049,9,9,287,,,,
0.0006815,29,29,288,,,,
0.0001143,4,4,290,,,,
0.0003344,14,14,291,,,,
0.0008002,35,35,291,,,,
0.0006234,27,27,284,,,,
0.000493,21,21,284,,,,
0.0017921,74,74,286,,,,
0.0029073,49,49,301,,,,
0.0002892,12,12,307,,,,
0.0015036,56,56,308,,,,
0.0005613,20,20,308,,,,
0.0022106,99,99,309,,,,
0.0001866,7,7,307,,,,
0.0018361,82,82,302,,,,
0.0005952,26,26,300,,,,
0.0009535,42,42,305,,,,
0.0008805,38,38,311,,,,
0.0024745,97,97,310,,,,
0.0014012,50,50,311,,,,
0.0004296,18,18,298,,,,
0.0008578,37,37,295,,,,
6.76E-05,2,2,289,,,,
0.0010024,44,44,287,,,,
0.0001864,7,7,289,,,,
0.0006533,26,26,287,,,,
0.0007008,24,24,299,,,,
0.0028411,127,127,298,,,,
0.0041018,162,162,306,,,,
0.0014891,66,66,297,,,,
8.93E-05,3,3,299,,,,
0.0025279,113,113,301,,,,
0.0027895,123,123,301,,,,
0.0025367,98,98,303,,,,
0.0016251,45,45,302,,,,
0.0004252,18,18,303,,,,
0.001529,68,68,303,,,,
0.0001112,4,4,305,,,,
0.0005351,20,20,302,,,,
0.0001121,4,4,304,,,,
0.000222,9,9,304,,,,
0.0001342,5,5,307,,,,
0.0007502,21,21,306,,,,
2.30E-05,0,0,314,,,,
0.0004402,19,19,316,,,,
0.0017357,60,60,315,,,,
0.0018742,84,84,321,,,,
0.0023588,106,106,319,,,,
0.0014827,66,66,316,,,,
0.0002124,8,8,320,,,,
0.0002671,11,11,320,,,,
0.0025784,76,76,323,,,,
0.0001346,5,5,322,,,,
0.0007811,25,25,322,,,,
0.0002696,11,11,324,,,,
