cas operacie,cislo,index prvku,dlzka zoznamu,,,,,,,,
1.86E-05,93,38,110,,,,,0.0000207,91,76,86
1.74E-05,93,1,111,,,,,0.0000182,95,10,86
2.08E-05,95,107,109,,,,,0.0000252,91,15,86
2.06E-05,91,96,105,,,,,0.0000178,93,6,86
1.85E-05,91,44,97,,,,,0.0000197,94,62,86
1.86E-05,91,36,95,,,,,0.0000188,93,49,86
1.77E-05,92,12,95,,,,,0.0000332,95,78,86
2.27E-05,95,82,94,,,,,0.0000307,95,59,86
1.81E-05,93,11,94,,,,,0.0000197,95,47,86
2.79E-05,91,94,99,,,,,0.0000254,91,62,87
1.93E-05,93,62,101,,,,,0.0000191,95,47,87
2.47E-05,93,65,102,,,,,0.0000208,91,75,87
1.88E-05,95,45,107,,,,,0.0000281,94,56,87
2.41E-05,92,49,99,,,,,0.0000201,93,82,87
2.12E-05,93,78,101,,,,,0.0000183,95,34,87
1.76E-05,91,9,94,,,,,0.0000215,94,74,87
1.89E-05,91,44,93,,,,,0.0000239,93,2,87
2.41E-05,95,37,93,,,,,0.0000192,91,20,87
2.15E-05,93,72,97,,,,,0.0000201,92,57,87
1.77E-05,95,18,108,,,,,0.0000302,91,26,87
2.24E-05,94,105,109,,,,,0.0000176,93,4,88
2.20E-05,92,10,112,,,,,0.0000186,92,37,88
2.02E-05,91,57,111,,,,,0.000018,95,23,88
2.09E-05,94,107,117,,,,,0.0000185,92,30,88
2.21E-05,95,71,120,,,,,0.0000219,94,19,88
2.44E-05,93,84,136,,,,,0.0000179,92,12,88
2.13E-05,92,118,132,,,,,0.0000224,93,24,88
2.13E-05,95,115,128,,,,,0.0000195,91,53,88
2.36E-05,93,14,130,,,,,0.0000196,92,70,88
1.93E-05,91,54,125,,,,,0.0000225,91,79,88
1.83E-05,91,17,124,,,,,0.0000236,91,57,88
2.07E-05,91,92,123,,,,,0.0000191,92,23,88
1.92E-05,93,53,119,,,,,0.0000177,92,8,89
3.20E-05,93,56,137,,,,,0.0000201,91,82,89
2.07E-05,94,101,141,,,,,0.0000193,92,24,89
5.31E-05,92,108,130,,,,,0.0000184,94,29,89
1.80E-05,91,16,128,,,,,0.0000175,95,8,89
1.76E-05,93,16,126,,,,,0.0000194,92,65,89
1.96E-05,92,66,126,,,,,0.0000198,91,72,89
1.75E-05,93,12,131,,,,,0.0000179,95,16,89
2.06E-05,95,58,133,,,,,0.0000177,95,10,89
2.11E-05,91,110,132,,,,,0.0000217,93,86,90
1.91E-05,95,53,132,,,,,0.0000306,91,21,90
2.18E-05,93,128,132,,,,,0.0000199,93,44,90
2.17E-05,95,122,132,,,,,0.000019,94,47,90
1.74E-05,91,3,133,,,,,0.0000177,92,9,90
1.86E-05,91,42,133,,,,,0.0000209,93,25,90
1.80E-05,95,29,133,,,,,0.00002,93,73,90
1.78E-05,93,21,133,,,,,0.0000268,92,15,90
1.95E-05,92,32,144,,,,,0.0000188,93,50,90
1.89E-05,91,21,145,,,,,0.0000186,95,39,90
2.18E-05,91,71,144,,,,,0.0000188,94,17,90
1.83E-05,93,34,141,,,,,0.0000221,94,63,90
2.04E-05,91,95,141,,,,,0.0000191,92,52,90
5.93E-05,94,32,135,,,,,0.0000282,94,57,90
1.95E-05,91,23,138,,,,,0.0000182,92,7,90
2.32E-05,91,95,135,,,,,0.0000202,92,61,90
3.72E-05,94,76,135,,,,,0.0000196,92,68,91
2.06E-05,95,59,138,,,,,0.0000182,94,27,91
1.97E-05,92,56,138,,,,,0.000018,94,17,91
2.00E-05,95,86,137,,,,,0.0000182,92,36,91
1.73E-05,95,2,137,,,,,0.0000242,93,47,91
2.04E-05,92,94,140,,,,,0.0000187,94,38,91
2.08E-05,91,105,148,,,,,0.0000188,93,4,91
1.91E-05,92,57,147,,,,,0.0000184,93,33,91
2.19E-05,94,96,150,,,,,0.0000189,95,43,91
1.80E-05,95,5,147,,,,,0.00002,91,40,91
2.04E-05,95,88,143,,,,,0.0000187,94,41,91
2.21E-05,93,116,138,,,,,0.0000195,92,16,91
2.21E-05,91,108,143,,,,,0.0000216,91,26,91
2.30E-05,95,134,139,,,,,0.0000183,91,1,91
1.98E-05,95,59,141,,,,,0.0000195,95,62,92
2.23E-05,95,140,145,,,,,0.0000196,93,25,92
1.96E-05,95,63,130,,,,,0.00002,92,6,92
1.99E-05,94,77,131,,,,,0.0000204,94,89,92
1.75E-05,95,2,137,,,,,0.0000239,91,51,92
3.49E-05,94,4,137,,,,,0.0000188,94,40,92
1.98E-05,94,70,135,,,,,0.0000255,94,71,92
2.13E-05,94,73,135,,,,,0.0000206,94,71,92
2.12E-05,94,112,128,,,,,0.0000216,92,82,93
2.64E-05,91,57,125,,,,,0.0000173,94,1,93
2.56E-05,95,115,121,,,,,0.000033,93,28,93
1.90E-05,92,41,105,,,,,0.0000194,94,54,93
1.95E-05,94,38,104,,,,,0.0000184,91,22,93
1.99E-05,93,18,102,,,,,0.0000229,92,18,93
1.77E-05,95,21,106,,,,,0.0000387,92,20,93
2.09E-05,94,91,126,,,,,0.0000224,94,83,93
2.14E-05,93,57,127,,,,,0.0000182,94,31,93
1.84E-05,94,35,117,,,,,0.0000189,91,44,93
2.65E-05,93,88,119,,,,,0.0000241,95,37,93
1.92E-05,91,43,117,,,,,0.000019,93,50,93
2.20E-05,95,112,116,,,,,0.0000201,92,80,93
1.89E-05,94,46,106,,,,,0.0000174,92,10,93
2.85E-05,91,78,112,,,,,0.000019,93,55,93
1.76E-05,92,7,110,,,,,0.0000187,94,46,93
1.99E-05,94,10,110,,,,,0.0000286,92,79,93
1.97E-05,91,66,115,,,,,0.0000195,94,62,93
2.17E-05,94,98,103,,,,,0.0000196,94,11,93
2.03E-05,91,47,103,,,,,0.0000179,94,17,93
1.77E-05,92,17,103,,,,,0.0000195,93,25,93
2.10E-05,92,110,114,,,,,0.0000256,94,75,93
1.91E-05,93,40,107,,,,,0.0000198,93,44,94
1.78E-05,91,10,105,,,,,0.0000187,95,42,94
3.10E-05,91,58,106,,,,,0.0000224,95,64,94
2.06E-05,92,82,108,,,,,0.0000733,93,79,94
2.02E-05,94,43,121,,,,,0.0000196,92,72,94
1.78E-05,93,16,114,,,,,0.000021,91,85,94
2.03E-05,93,91,113,,,,,0.0000227,95,82,94
1.95E-05,92,64,128,,,,,0.0000181,93,11,94
2.21E-05,93,124,132,,,,,0.0000176,91,9,94
1.98E-05,93,43,139,,,,,0.0000205,91,72,94
1.90E-05,92,14,134,,,,,0.0000202,92,91,94
2.23E-05,93,138,146,,,,,0.0000201,95,87,94
1.95E-05,91,70,155,,,,,0.0000194,93,51,94
1.98E-05,93,44,156,,,,,0.000034,95,57,94
2.33E-05,91,146,155,,,,,0.0000198,95,44,94
2.24E-05,93,113,152,,,,,0.0000196,91,62,94
1.99E-05,94,47,152,,,,,0.0000211,93,0,94
5.73E-05,94,68,137,,,,,0.0000255,93,53,94
2.12E-05,92,73,140,,,,,0.0000197,94,74,94
2.06E-05,94,99,134,,,,,0.0000195,94,32,94
1.83E-05,95,33,133,,,,,0.0000301,95,50,94
2.05E-05,94,86,132,,,,,0.0000209,91,68,94
2.40E-05,94,56,120,,,,,0.000022,93,18,94
1.77E-05,93,13,119,,,,,0.0000199,92,40,94
2.07E-05,91,111,121,,,,,0.0000173,94,6,95
1.99E-05,92,80,122,,,,,0.0000184,93,29,95
2.18E-05,93,101,114,,,,,0.0000186,91,36,95
1.82E-05,95,13,113,,,,,0.0000177,92,12,95
1.89E-05,93,40,107,,,,,0.0000394,92,9,95
1.85E-05,93,28,99,,,,,0.0000373,95,60,95
1.97E-05,91,74,98,,,,,0.0000234,92,68,95
2.04E-05,95,92,97,,,,,0.0000186,95,16,95
3.94E-05,92,9,95,,,,,0.0000211,93,29,95
2.59E-05,93,71,100,,,,,0.0000185,91,10,95
2.00E-05,94,86,104,,,,,0.0000189,92,48,95
1.92E-05,95,55,103,,,,,0.0000192,93,57,95
1.91E-05,93,46,102,,,,,0.0000179,91,22,95
1.78E-05,94,2,101,,,,,0.0000211,91,92,95
1.93E-05,94,52,102,,,,,0.0000193,95,59,95
2.07E-05,92,50,115,,,,,0.0000195,95,62,95
1.77E-05,92,13,104,,,,,0.0000207,94,88,95
1.76E-05,94,7,102,,,,,0.0000188,95,18,95
1.87E-05,93,41,105,,,,,0.0000257,95,88,96
2.05E-05,91,72,94,,,,,0.0000193,95,58,96
1.94E-05,92,65,89,,,,,0.0000204,95,93,96
2.33E-05,92,21,83,,,,,0.0000196,95,75,96
1.88E-05,95,17,96,,,,,0.000018,95,20,96
2.00E-05,95,45,98,,,,,0.0000234,95,27,96
1.95E-05,95,37,96,,,,,0.0000259,91,9,96
1.94E-05,93,34,96,,,,,0.0000188,95,17,96
2.19E-05,94,71,98,,,,,0.0000195,95,37,96
1.88E-05,95,43,102,,,,,0.0000194,93,34,96
1.97E-05,94,53,101,,,,,0.0000193,95,15,96
2.06E-05,94,89,100,,,,,0.0000245,92,78,96
2.02E-05,92,91,94,,,,,0.0000213,94,45,96
2.25E-05,91,86,103,,,,,0.000023,94,67,96
1.74E-05,95,2,97,,,,,0.0000199,94,30,96
2.01E-05,95,87,94,,,,,0.0000202,92,82,96
1.93E-05,95,15,96,,,,,0.0000193,92,16,96
3.73E-05,95,60,95,,,,,0.0000197,95,76,96
2.68E-05,92,15,90,,,,,0.0000184,95,2,96
1.88E-05,93,50,90,,,,,0.0000203,93,90,96
1.91E-05,94,59,84,,,,,0.0000178,94,17,96
1.96E-05,92,70,88,,,,,0.0000203,92,60,97
2.42E-05,93,47,91,,,,,0.0000232,93,4,97
2.04E-05,94,89,92,,,,,0.0000234,93,70,97
2.45E-05,92,78,96,,,,,0.0000209,94,80,97
2.07E-05,94,82,102,,,,,0.0000172,91,3,97
2.56E-05,93,5,99,,,,,0.0000176,94,11,97
1.86E-05,94,4,97,,,,,0.0000178,91,10,97
3.42E-05,91,50,111,,,,,0.0000199,91,49,97
1.86E-05,93,29,109,,,,,0.0000186,95,17,97
2.08E-05,92,98,144,,,,,0.0000274,92,58,97
1.86E-05,95,40,143,,,,,0.0000177,95,19,97
1.91E-05,91,59,142,,,,,0.0000185,92,28,97
1.97E-05,92,72,152,,,,,0.0000185,91,44,97
1.88E-05,94,38,150,,,,,0.0000215,93,72,97
1.93E-05,95,60,150,,,,,0.0000204,95,92,97
1.74E-05,92,10,157,,,,,0.0000174,95,2,97
2.91E-05,95,110,160,,,,,0.0000186,94,4,97
1.90E-05,94,10,159,,,,,0.0000245,91,37,97
1.94E-05,94,55,162,,,,,0.000019,91,28,97
2.16E-05,94,119,158,,,,,0.0000368,94,24,97
1.91E-05,92,54,157,,,,,0.0000205,93,85,98
1.98E-05,93,57,152,,,,,0.0000215,95,4,98
2.15E-05,92,128,150,,,,,0.0000197,91,74,98
2.07E-05,94,84,152,,,,,0.00002,95,45,98
2.81E-05,94,133,158,,,,,0.0000219,94,71,98
2.04E-05,92,91,164,,,,,0.0000179,92,24,98
2.15E-05,94,125,164,,,,,0.0000299,94,95,98
1.89E-05,93,24,159,,,,,0.0000183,93,26,98
2.23E-05,95,143,164,,,,,0.0000183,94,10,98
2.15E-05,93,98,158,,,,,0.0000237,92,23,98
2.99E-05,91,38,157,,,,,0.0000192,95,11,98
2.72E-05,94,135,155,,,,,0.0000186,94,41,98
1.96E-05,92,36,155,,,,,0.0000244,91,78,98
1.87E-05,93,43,155,,,,,0.0000203,93,60,98
2.17E-05,91,62,157,,,,,0.0000229,93,91,98
1.97E-05,93,65,159,,,,,0.0000188,94,18,99
2.02E-05,91,83,182,,,,,0.0000182,94,33,99
2.30E-05,93,163,183,,,,,0.0000279,91,94,99
1.80E-05,92,12,170,,,,,0.0000241,92,49,99
2.40E-05,94,161,170,,,,,0.0000185,93,28,99
1.82E-05,92,25,172,,,,,0.0000256,93,5,99
2.31E-05,92,155,166,,,,,0.000019,93,45,99
2.17E-05,95,125,159,,,,,0.0000195,91,65,99
3.38E-05,94,149,162,,,,,0.0000192,93,29,99
2.07E-05,95,108,172,,,,,0.0000199,92,69,100
2.15E-05,94,127,171,,,,,0.0000203,91,90,100
1.76E-05,92,15,171,,,,,0.0000272,95,11,100
2.56E-05,94,154,169,,,,,0.0000219,94,96,100
1.86E-05,95,32,168,,,,,0.0000262,93,93,100
2.26E-05,91,155,167,,,,,0.0000259,93,71,100
2.21E-05,93,137,170,,,,,0.0000206,94,89,100
2.23E-05,95,155,162,,,,,0.0000176,91,8,100
1.99E-05,93,41,163,,,,,0.0000198,91,68,100
2.71E-05,94,44,158,,,,,0.0000212,93,10,100
2.27E-05,92,57,157,,,,,0.000018,94,18,100
1.89E-05,91,49,159,,,,,0.0000247,95,33,100
2.23E-05,95,147,159,,,,,0.0000198,94,41,100
2.09E-05,91,78,137,,,,,0.0000179,91,23,101
1.93E-05,93,57,135,,,,,0.0000178,91,17,101
2.67E-05,91,85,135,,,,,0.0000206,92,71,101
1.89E-05,94,45,136,,,,,0.0000194,93,60,101
2.24E-05,95,94,142,,,,,0.0000188,93,49,101
2.04E-05,95,83,143,,,,,0.0000193,93,62,101
2.01E-05,91,83,139,,,,,0.0000212,93,78,101
2.61E-05,95,68,142,,,,,0.0000178,94,2,101
1.93E-05,94,60,153,,,,,0.0000197,94,53,101
2.79E-05,92,109,153,,,,,0.0000208,94,51,101
2.19E-05,95,132,149,,,,,0.0000238,92,88,101
2.07E-05,94,59,151,,,,,0.000019,91,24,101
2.07E-05,92,72,151,,,,,0.0000195,91,68,101
1.98E-05,93,43,138,,,,,0.0000177,94,14,101
2.93E-05,94,36,137,,,,,0.0000194,91,58,101
2.93E-05,94,83,131,,,,,0.0000235,91,55,101
2.62E-05,93,25,133,,,,,0.0000212,92,63,101
2.03E-05,92,30,140,,,,,0.0000173,95,6,102
2.19E-05,93,118,138,,,,,0.0000328,92,38,102
1.96E-05,91,47,139,,,,,0.0000247,93,65,102
2.23E-05,91,97,142,,,,,0.0000199,93,18,102
3.27E-05,93,51,142,,,,,0.0000191,93,46,102
3.81E-05,95,131,141,,,,,0.0000193,94,52,102
2.22E-05,94,85,142,,,,,0.0000176,94,7,102
1.87E-05,94,14,141,,,,,0.0000188,95,43,102
2.30E-05,91,80,140,,,,,0.0000207,94,82,102
3.23E-05,93,122,143,,,,,0.0000184,92,33,102
2.70E-05,95,117,145,,,,,0.0000202,93,82,102
3.56E-05,91,110,137,,,,,0.00002,94,80,102
2.20E-05,93,6,136,,,,,0.0000312,93,99,102
1.93E-05,93,30,142,,,,,0.0000235,95,15,102
2.02E-05,93,67,138,,,,,0.0000214,95,56,102
1.96E-05,91,37,143,,,,,0.0000275,94,73,102
2.19E-05,91,101,146,,,,,0.0000204,93,23,102
3.41E-05,95,50,148,,,,,0.0000199,95,79,103
2.14E-05,91,101,141,,,,,0.0000177,93,10,103
2.13E-05,93,96,136,,,,,0.0000263,92,76,103
2.04E-05,95,70,136,,,,,0.000019,95,56,103
2.88E-05,91,117,141,,,,,0.0000205,92,90,103
1.91E-05,94,24,140,,,,,0.0000217,94,98,103
2.23E-05,93,124,143,,,,,0.0000203,91,47,103
1.94E-05,95,36,138,,,,,0.0000177,92,17,103
1.93E-05,92,44,137,,,,,0.0000192,95,55,103
2.12E-05,93,78,141,,,,,0.0000225,91,86,103
2.19E-05,92,110,141,,,,,0.0000188,92,40,103
1.78E-05,95,10,140,,,,,0.000018,92,20,103
2.21E-05,91,76,140,,,,,0.0000191,92,55,103
1.86E-05,92,38,130,,,,,0.0000281,95,10,103
1.74E-05,95,6,135,,,,,0.0000352,92,52,103
1.79E-05,95,22,134,,,,,0.0000199,93,68,103
3.11E-05,91,100,136,,,,,0.0000188,93,47,103
2.25E-05,94,130,138,,,,,0.0000671,95,84,103
2.42E-05,93,31,133,,,,,0.000019,94,50,103
2.03E-05,91,87,137,,,,,0.0000193,95,33,103
1.83E-05,92,25,128,,,,,0.0000207,94,95,103
1.97E-05,92,74,124,,,,,0.0000179,92,19,103
2.11E-05,92,90,121,,,,,0.00002,93,78,103
1.76E-05,92,8,123,,,,,0.0000277,93,58,103
2.05E-05,93,94,127,,,,,0.000028,95,46,103
2.05E-05,95,63,120,,,,,0.0000232,94,79,104
2.63E-05,92,50,112,,,,,0.0000195,94,38,104
1.94E-05,93,51,94,,,,,0.00002,94,86,104
1.90E-05,93,50,93,,,,,0.0000177,92,13,104
2.08E-05,94,51,101,,,,,0.0000186,95,44,104
1.78E-05,93,6,86,,,,,0.0000181,94,16,104
1.98E-05,91,72,89,,,,,0.000018,92,23,104
1.79E-05,95,16,89,,,,,0.0000205,92,48,104
2.38E-05,92,88,101,,,,,0.000019,95,18,105
2.34E-05,92,68,95,,,,,0.0000206,91,96,105
2.13E-05,94,45,96,,,,,0.000019,92,41,105
1.86E-05,95,16,95,,,,,0.0000178,91,10,105
2.00E-05,92,87,105,,,,,0.0000187,93,41,105
1.79E-05,92,24,98,,,,,0.00002,92,87,105
1.86E-05,95,39,90,,,,,0.0000197,93,81,105
1.76E-05,91,8,100,,,,,0.0000188,92,33,105
1.90E-05,93,45,99,,,,,0.0000205,92,86,105
2.30E-05,94,67,96,,,,,0.0000248,92,68,105
2.01E-05,92,80,93,,,,,0.0000173,93,7,105
1.74E-05,92,10,93,,,,,0.0000196,95,44,105
1.90E-05,93,55,93,,,,,0.0000323,91,104,106
1.98E-05,91,68,100,,,,,0.0000216,94,61,106
2.12E-05,93,10,100,,,,,0.0000177,94,7,106
1.84E-05,92,33,102,,,,,0.0000212,94,49,106
1.88E-05,92,40,103,,,,,0.0000177,95,21,106
1.95E-05,91,65,99,,,,,0.0000189,94,46,106
2.99E-05,94,95,98,,,,,0.000031,91,58,106
2.39E-05,91,51,92,,,,,0.0000192,95,48,106
1.83E-05,93,26,98,,,,,0.0000183,91,31,106
3.40E-05,95,57,94,,,,,0.0000201,95,56,106
1.99E-05,94,30,96,,,,,0.0000187,93,23,106
2.11E-05,93,29,95,,,,,0.0000263,95,94,106
1.90E-05,91,24,101,,,,,0.0000195,92,25,106
1.86E-05,95,44,104,,,,,0.0000215,92,82,106
2.41E-05,95,47,107,,,,,0.0000201,94,43,106
1.80E-05,94,18,100,,,,,0.0000191,95,52,107
2.02E-05,93,82,102,,,,,0.0000188,95,45,107
1.92E-05,95,48,106,,,,,0.0000191,93,40,107
1.97E-05,93,81,105,,,,,0.0000189,93,40,107
2.67E-05,92,22,108,,,,,0.0000241,95,47,107
1.87E-05,94,38,91,,,,,0.0000187,92,42,107
1.87E-05,94,46,93,,,,,0.0000217,93,6,107
1.80E-05,92,20,103,,,,,0.0000176,91,9,107
1.91E-05,92,55,103,,,,,0.000018,93,28,108
1.88E-05,92,33,105,,,,,0.0000211,92,62,108
2.02E-05,92,82,96,,,,,0.0000209,92,83,108
1.98E-05,95,44,94,,,,,0.0000177,95,18,108
1.93E-05,92,16,96,,,,,0.0000206,92,82,108
2.81E-05,95,10,103,,,,,0.0000267,92,22,108
3.52E-05,92,52,103,,,,,0.0000276,93,46,108
1.86E-05,91,27,114,,,,,0.0000228,95,65,108
2.02E-05,95,80,118,,,,,0.0000245,91,62,108
3.03E-05,91,119,130,,,,,0.0000187,94,44,108
1.98E-05,93,76,133,,,,,0.0000194,91,36,108
2.03E-05,94,68,129,,,,,0.0000206,92,7,108
2.14E-05,94,120,128,,,,,0.0000576,92,71,109
1.81E-05,95,26,128,,,,,0.000022,91,95,109
1.84E-05,94,4,132,,,,,0.0000208,95,107,109
2.12E-05,93,87,131,,,,,0.0000224,94,105,109
2.16E-05,91,120,132,,,,,0.0000186,93,29,109
1.90E-05,95,14,133,,,,,0.0000216,91,101,109
2.96E-05,94,90,127,,,,,0.000021,92,91,109
1.95E-05,93,17,134,,,,,0.0000186,93,38,110
2.23E-05,93,67,139,,,,,0.0000176,92,7,110
1.85E-05,94,24,141,,,,,0.0000199,94,10,110
2.14E-05,91,92,151,,,,,0.0000194,93,58,110
1.96E-05,95,46,156,,,,,0.0000206,95,99,110
2.00E-05,91,68,156,,,,,0.0000265,95,89,111
1.93E-05,95,61,154,,,,,0.0000183,95,6,111
2.40E-05,92,141,153,,,,,0.0000174,93,1,111
1.96E-05,91,64,152,,,,,0.0000202,91,57,111
1.89E-05,92,56,156,,,,,0.0000342,91,50,111
2.20E-05,91,85,152,,,,,0.0000229,95,18,111
1.84E-05,92,32,151,,,,,0.0000205,91,99,111
1.98E-05,95,66,137,,,,,0.0000179,91,24,111
1.83E-05,94,28,133,,,,,0.0000297,94,9,111
2.18E-05,94,57,133,,,,,0.0000195,93,37,111
2.04E-05,93,37,141,,,,,0.0000182,95,24,112
1.73E-05,93,5,145,,,,,0.000022,94,91,112
2.46E-05,94,130,140,,,,,0.0000193,94,37,112
2.31E-05,91,98,139,,,,,0.0000288,94,57,112
1.93E-05,91,59,137,,,,,0.000022,92,10,112
2.37E-05,95,52,131,,,,,0.0000285,91,78,112
1.84E-05,95,34,131,,,,,0.0000263,92,50,112
1.99E-05,94,66,128,,,,,0.0000306,95,89,112
2.03E-05,91,91,126,,,,,0.0000195,92,70,112
2.12E-05,95,118,124,,,,,0.0000201,93,84,112
1.79E-05,94,25,123,,,,,0.0000201,94,73,112
3.01E-05,91,42,113,,,,,0.0000215,93,70,112
1.73E-05,94,5,114,,,,,0.0000272,91,86,112
2.10E-05,95,99,116,,,,,0.0000203,93,91,113
2.20E-05,92,101,117,,,,,0.0000182,95,13,113
1.76E-05,95,14,124,,,,,0.0000301,91,42,113
3.06E-05,95,89,112,,,,,0.0000231,94,29,113
1.94E-05,93,58,110,,,,,0.0000363,92,6,113
1.95E-05,92,70,112,,,,,0.0000187,95,17,113
1.99E-05,94,84,119,,,,,0.0000342,93,2,113
1.96E-05,95,70,127,,,,,0.0000191,91,52,113
1.88E-05,95,32,126,,,,,0.000018,93,26,113
1.75E-05,91,4,127,,,,,0.0000186,94,33,114
1.76E-05,93,10,127,,,,,0.000021,94,72,114
1.94E-05,92,61,131,,,,,0.000021,92,110,114
1.84E-05,95,35,133,,,,,0.0000178,93,16,114
2.22E-05,94,62,130,,,,,0.0000218,93,101,114
2.82E-05,92,105,130,,,,,0.0000186,91,27,114
3.25E-05,95,53,134,,,,,0.0000173,94,5,114
2.16E-05,91,122,144,,,,,0.0000195,93,33,114
1.79E-05,93,16,143,,,,,0.0000177,94,8,114
1.77E-05,93,10,135,,,,,0.0000185,94,33,114
2.10E-05,92,93,132,,,,,0.0000225,95,86,114
2.06E-05,93,94,134,,,,,0.0000196,91,70,114
1.91E-05,93,57,144,,,,,0.0000192,95,59,114
2.20E-05,92,141,151,,,,,0.0000175,92,11,114
2.16E-05,92,24,150,,,,,0.0000188,92,41,114
2.18E-05,91,136,159,,,,,0.0000282,93,91,114
2.32E-05,95,94,161,,,,,0.0000188,93,36,115
1.99E-05,94,69,159,,,,,0.0000228,95,105,115
2.08E-05,92,31,159,,,,,0.0000197,91,66,115
1.85E-05,91,37,134,,,,,0.0000207,92,50,115
2.81E-05,94,99,135,,,,,0.0000287,93,109,115
1.92E-05,92,54,135,,,,,0.0000204,92,79,115
3.91E-05,91,81,140,,,,,0.0000183,95,29,115
1.98E-05,93,62,140,,,,,0.0000208,94,101,115
1.83E-05,93,17,135,,,,,0.0000179,91,4,115
1.82E-05,95,19,136,,,,,0.0000196,92,43,115
2.13E-05,95,126,142,,,,,0.0000322,95,96,115
2.19E-05,92,135,140,,,,,0.0000175,93,1,116
1.89E-05,91,39,137,,,,,0.0000229,91,98,116
1.81E-05,93,26,151,,,,,0.000022,95,112,116
2.24E-05,94,131,151,,,,,0.000021,95,99,116
1.93E-05,94,49,152,,,,,0.0000244,94,19,116
2.14E-05,92,4,162,,,,,0.0000213,92,109,116
1.97E-05,95,77,157,,,,,0.0000203,95,88,116
8.83E-05,92,51,167,,,,,0.0000193,91,53,116
2.27E-05,93,137,156,,,,,0.0000191,93,41,116
2.86E-05,92,125,156,,,,,0.0000191,94,46,116
2.38E-05,93,43,149,,,,,0.0000202,94,78,116
2.17E-05,94,129,149,,,,,0.00002,95,74,117
1.87E-05,93,38,149,,,,,0.0000377,93,26,117
1.91E-05,95,56,154,,,,,0.0000209,94,107,117
1.91E-05,95,51,153,,,,,0.0000184,94,35,117
2.02E-05,95,77,170,,,,,0.0000192,91,43,117
2.01E-05,95,81,153,,,,,0.000022,92,101,117
1.80E-05,94,23,152,,,,,0.0000272,95,19,117
1.78E-05,95,23,151,,,,,0.0000185,92,40,117
2.92E-05,95,62,162,,,,,0.0000216,93,108,117
1.80E-05,93,22,173,,,,,0.0000187,94,42,117
2.21E-05,91,137,177,,,,,0.0000181,93,13,117
1.86E-05,92,40,176,,,,,0.0000178,95,14,118
2.25E-05,91,151,167,,,,,0.0000202,95,80,118
1.96E-05,91,68,162,,,,,0.0000196,93,65,118
2.05E-05,95,94,173,,,,,0.0000271,91,115,118
2.22E-05,92,99,174,,,,,0.0000224,92,116,118
1.87E-05,94,26,157,,,,,0.0000203,93,87,118
2.16E-05,92,56,160,,,,,0.0000195,95,62,118
2.31E-05,93,146,160,,,,,0.0000209,92,105,118
2.00E-05,94,57,162,,,,,0.0000188,92,25,118
1.91E-05,91,49,170,,,,,0.0000189,91,28,118
2.13E-05,91,132,169,,,,,0.0000185,92,8,118
2.02E-05,92,58,170,,,,,0.0000191,92,51,119
2.09E-05,94,108,180,,,,,0.0000192,93,53,119
1.77E-05,92,22,180,,,,,0.0000265,93,88,119
2.32E-05,94,176,181,,,,,0.0000177,93,13,119
1.81E-05,94,20,183,,,,,0.0000199,94,84,119
1.93E-05,95,67,186,,,,,0.000019,94,46,119
2.21E-05,91,10,191,,,,,0.0000178,94,21,119
2.13E-05,95,116,194,,,,,0.0000201,91,76,119
1.90E-05,91,53,217,,,,,0.000022,93,63,119
2.12E-05,95,111,211,,,,,0.0000275,91,92,119
2.48E-05,94,211,213,,,,,0.0000179,92,21,119
2.49E-05,91,203,217,,,,,0.0000175,91,5,119
1.76E-05,95,8,216,,,,,0.0000221,95,71,120
2.44E-05,94,205,211,,,,,0.000024,94,56,120
1.74E-05,94,7,208,,,,,0.0000205,95,63,120
2.74E-05,93,190,209,,,,,0.0000197,95,74,120
2.47E-05,94,144,219,,,,,0.0000178,93,12,120
2.59E-05,91,2,216,,,,,0.0000268,95,53,120
2.31E-05,91,170,214,,,,,0.0000196,94,70,120
2.68E-05,91,134,214,,,,,0.0000186,92,33,120
1.88E-05,94,38,205,,,,,0.0000244,94,55,120
1.97E-05,94,64,193,,,,,0.0000256,95,115,121
1.82E-05,94,5,188,,,,,0.0000202,94,43,121
2.24E-05,94,145,188,,,,,0.0000207,91,111,121
2.56E-05,93,122,195,,,,,0.0000211,92,90,121
3.03E-05,95,133,190,,,,,0.0000356,92,47,121
2.07E-05,91,71,189,,,,,0.0000177,91,13,121
2.28E-05,91,8,187,,,,,0.0000186,92,18,121
1.88E-05,93,10,186,,,,,0.0000192,91,47,121
2.08E-05,92,101,180,,,,,0.0000181,95,14,121
2.19E-05,91,134,180,,,,,0.0000198,92,77,121
2.32E-05,91,158,177,,,,,0.0000174,91,7,121
1.95E-05,93,45,179,,,,,0.0000199,92,80,122
2.20E-05,94,139,177,,,,,0.0000196,95,54,122
1.76E-05,94,7,176,,,,,0.0000209,93,77,122
2.10E-05,92,112,174,,,,,0.0000245,94,72,122
2.07E-05,93,93,171,,,,,0.0000185,92,43,122
2.05E-05,93,97,169,,,,,0.0000253,93,96,122
1.97E-05,94,68,170,,,,,0.0000207,91,92,123
2.15E-05,91,81,165,,,,,0.0000176,92,8,123
2.95E-05,94,26,167,,,,,0.0000179,94,25,123
1.97E-05,92,67,158,,,,,0.0000184,91,20,123
2.31E-05,92,123,150,,,,,0.000019,92,55,123
1.83E-05,92,21,148,,,,,0.0000206,94,47,123
