cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
2.03E-05,21,82,98,,,
1.82E-05,37,10,102,,,
1.88E-05,15,37,101,,,
1.86E-05,39,33,102,,,
1.83E-05,15,32,98,,,
2.03E-05,25,60,97,,,
1.77E-05,3,6,96,,,
1.97E-05,35,60,97,,,
1.80E-05,29,14,97,,,
1.92E-05,14,47,98,,,
1.97E-05,11,66,95,,,
2.05E-05,35,87,95,,,
2.11E-05,33,92,97,,,
1.92E-05,43,46,94,,,
1.87E-05,18,32,96,,,
1.76E-05,35,1,97,,,
2.62E-05,3,65,98,,,
1.81E-05,12,15,94,,,
2.08E-05,7,92,94,,,
2.01E-05,37,74,96,,,
2.06E-05,12,87,99,,,
1.89E-05,31,37,98,,,
1.87E-05,8,26,95,,,
