cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,,,,,,
1.97E-05,91,48,300,,,,,0.0000186,36,54,298
2.01E-05,6,83,296,,,,,0.0000183,41,35,298
2.67E-05,28,207,294,,,,,0.0000181,13,37,298
2.70E-05,43,286,295,,,,,0.0000264,20,259,298
1.90E-05,41,55,292,,,,,0.0000173,25,6,298
1.69E-05,9,0,290,,,,,0.0000206,36,100,298
1.74E-05,95,18,288,,,,,0.0000231,14,184,299
3.41E-05,13,223,286,,,,,0.0000236,35,182,299
1.76E-05,22,15,284,,,,,0.000019,31,43,299
1.92E-05,2,60,288,,,,,0.0000252,7,201,299
2.28E-05,36,151,288,,,,,0.0000233,10,119,299
1.81E-05,31,22,275,,,,,0.0000216,14,136,300
1.98E-05,11,81,270,,,,,0.000027,27,298,300
3.03E-05,1,186,270,,,,,0.0000271,21,231,300
1.96E-05,19,75,277,,,,,0.0000644,93,209,300
2.19E-05,1,144,276,,,,,0.0000254,37,114,300
1.71E-05,28,7,272,,,,,0.0000247,41,223,300
2.47E-05,37,219,271,,,,,0.0000197,91,48,300
2.29E-05,42,147,284,,,,,0.0000213,27,104,301
1.84E-05,10,20,290,,,,,0.0000263,18,258,301
3.42E-05,16,219,285,,,,,0.0000252,28,206,301
2.54E-05,16,245,290,,,,,0.0000207,14,107,301
1.95E-05,37,73,291,,,,,0.0000232,1,157,301
2.56E-05,91,192,292,,,,,0.0000213,91,107,301
2.35E-05,43,190,293,,,,,0.0000172,10,15,301
3.03E-05,1,156,295,,,,,0.0000277,34,299,302
2.36E-05,8,187,295,,,,,0.0000247,39,217,302
2.42E-05,95,203,293,,,,,0.0000185,44,48,302
1.73E-05,32,9,294,,,,,0.0000299,20,297,303
2.58E-05,9,248,294,,,,,0.0000247,37,139,303
1.96E-05,45,52,285,,,,,0.0000183,3,27,303
2.48E-05,16,118,281,,,,,0.0000187,4,30,303
2.32E-05,1,157,301,,,,,0.0000264,5,241,303
1.85E-05,45,36,308,,,,,0.0000263,13,256,304
1.75E-05,9,12,306,,,,,0.0000258,38,242,305
2.86E-05,15,162,306,,,,,0.0000231,35,171,305
2.62E-05,12,264,326,,,,,0.0000267,2,265,305
2.65E-05,35,62,328,,,,,0.0000224,91,127,305
1.69E-05,27,0,326,,,,,0.0000258,14,213,305
1.93E-05,31,65,326,,,,,0.000021,12,76,305
2.50E-05,38,227,324,,,,,0.0000227,93,128,306
2.74E-05,18,103,318,,,,,0.0000252,1,226,306
1.83E-05,7,39,325,,,,,0.0000215,7,101,306
1.80E-05,25,28,323,,,,,0.0000215,4,93,306
1.94E-05,95,62,314,,,,,0.0000259,2,70,306
2.63E-05,41,262,316,,,,,0.0000175,9,12,306
2.45E-05,43,217,315,,,,,0.0000286,15,162,306
2.84E-05,9,271,313,,,,,0.0000232,18,17,306
2.32E-05,18,17,306,,,,,0.0000203,34,43,307
2.66E-05,37,276,307,,,,,0.0000173,1,10,307
1.84E-05,17,34,321,,,,,0.0000255,5,246,307
2.79E-05,42,312,318,,,,,0.0000362,4,281,307
2.57E-05,93,199,318,,,,,0.0000172,30,4,307
2.05E-05,3,97,313,,,,,0.0000266,37,276,307
2.52E-05,7,201,299,,,,,0.0000233,13,179,308
2.33E-05,10,119,299,,,,,0.0000183,22,31,308
2.13E-05,91,107,301,,,,,0.0000196,37,75,308
1.72E-05,10,15,301,,,,,0.0000326,14,287,308
7.46E-05,11,87,296,,,,,0.0000466,9,286,308
2.06E-05,12,107,289,,,,,0.000034,4,146,308
2.68E-05,24,216,283,,,,,0.0000185,45,36,308
2.09E-05,17,113,275,,,,,0.0000199,91,85,310
2.34E-05,27,180,271,,,,,0.000029,12,111,310
1.82E-05,9,29,272,,,,,0.0000271,10,162,310
1.86E-05,37,46,272,,,,,0.0000172,21,3,310
2.38E-05,14,193,276,,,,,0.0000189,44,58,311
2.58E-05,9,249,276,,,,,0.0000327,14,290,311
1.76E-05,22,20,274,,,,,0.000025,92,214,312
2.26E-05,1,117,269,,,,,0.0000207,16,98,312
2.17E-05,93,133,271,,,,,0.0000211,4,90,313
1.78E-05,25,28,271,,,,,0.0000374,95,132,313
1.73E-05,14,14,270,,,,,0.0000209,15,76,313
2.42E-05,33,205,270,,,,,0.0000284,9,271,313
2.41E-05,16,194,261,,,,,0.0000205,3,97,313
1.79E-05,13,25,259,,,,,0.0000194,95,62,314
2.39E-05,33,200,258,,,,,0.0000239,7,197,315
3.49E-05,5,80,263,,,,,0.0000249,39,176,315
2.69E-05,27,46,260,,,,,0.0000247,28,188,315
2.42E-05,19,183,261,,,,,0.0000237,36,155,315
2.46E-05,34,187,261,,,,,0.0000245,43,217,315
2.19E-05,95,144,265,,,,,0.0000263,41,262,316
2.01E-05,19,68,264,,,,,0.0000224,7,159,317
1.97E-05,24,74,254,,,,,0.0000206,38,67,318
1.97E-05,20,79,255,,,,,0.0000274,18,103,318
2.43E-05,25,138,249,,,,,0.0000279,42,312,318
3.09E-05,24,173,255,,,,,0.0000257,93,199,318
1.92E-05,31,57,255,,,,,0.0000172,35,7,321
2.05E-05,33,66,266,,,,,0.0000184,17,34,321
2.42E-05,43,205,268,,,,,0.000018,25,28,323
1.87E-05,2,45,269,,,,,0.000025,38,227,324
2.72E-05,12,214,256,,,,,0.0000183,7,39,325
1.69E-05,11,4,264,,,,,0.0000262,12,264,326
2.31E-05,43,71,264,,,,,0.0000169,27,0,326
2.32E-05,10,174,264,,,,,0.0000193,31,65,326
1.77E-05,13,8,265,,,,,0.0000265,35,62,328
