cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,,,,,,
2.04E-05,33,93,104,,,,,0.0000257,4,59,83
1.89E-05,7,52,98,,,,,0.0000226,6,61,83
1.97E-05,34,27,111,,,,,0.0000193,20,60,83
1.81E-05,23,3,110,,,,,0.0000182,40,13,83
2.04E-05,22,97,103,,,,,0.0000184,43,4,83
2.11E-05,33,99,103,,,,,0.0000192,34,57,83
1.78E-05,25,26,101,,,,,0.000039,1,11,83
1.73E-05,14,14,98,,,,,0.0000456,12,51,83
2.00E-05,18,88,96,,,,,0.0000199,8,57,84
1.99E-05,2,85,101,,,,,0.0000204,20,74,84
2.12E-05,31,88,106,,,,,0.0000187,30,51,84
1.99E-05,44,84,102,,,,,0.0000189,7,56,84
3.32E-05,28,46,108,,,,,0.0000187,9,17,84
2.62E-05,14,57,111,,,,,0.0000288,26,44,84
2.10E-05,24,79,93,,,,,0.0000168,22,2,84
2.71E-05,94,68,93,,,,,0.0000184,14,16,84
2.44E-05,8,78,95,,,,,0.0000205,43,78,84
1.84E-05,27,41,96,,,,,0.0000198,24,9,84
2.73E-05,25,78,95,,,,,0.0000228,13,34,85
1.73E-05,14,11,92,,,,,0.0000194,26,40,85
1.91E-05,19,58,93,,,,,0.0000188,11,27,85
1.98E-05,18,81,91,,,,,0.0000199,42,83,85
1.89E-05,37,31,96,,,,,0.0000181,24,27,85
1.79E-05,34,20,102,,,,,0.000019,43,36,86
1.85E-05,16,32,104,,,,,0.0000452,6,61,86
1.99E-05,39,68,101,,,,,0.0000207,2,69,86
1.77E-05,37,8,104,,,,,0.0000173,25,3,86
1.90E-05,31,63,99,,,,,0.0000239,10,79,86
1.84E-05,24,44,99,,,,,0.0000198,43,78,86
1.89E-05,93,54,93,,,,,0.0000376,32,71,86
1.82E-05,16,38,92,,,,,0.0000293,13,17,86
1.82E-05,34,43,94,,,,,0.0000184,44,46,87
1.82E-05,94,34,97,,,,,0.0000285,24,23,87
1.97E-05,27,78,109,,,,,0.0000248,1,9,87
1.96E-05,45,73,105,,,,,0.0000237,16,71,88
1.85E-05,17,43,96,,,,,0.0000196,42,47,88
1.81E-05,7,34,100,,,,,0.00002,11,67,88
1.97E-05,10,75,97,,,,,0.0000186,25,49,88
1.81E-05,43,38,93,,,,,0.0000188,18,52,88
1.96E-05,12,83,99,,,,,0.0000184,92,40,88
1.77E-05,12,20,100,,,,,0.0000199,1,82,88
1.74E-05,25,4,107,,,,,0.0000207,7,72,88
1.85E-05,91,47,104,,,,,0.0000195,7,62,88
1.71E-05,32,10,97,,,,,0.0000222,7,35,88
2.80E-05,13,71,102,,,,,0.0000202,18,69,88
2.13E-05,12,79,99,,,,,0.0000193,8,59,89
1.77E-05,34,20,94,,,,,0.0000185,8,1,89
1.85E-05,45,51,102,,,,,0.0000196,8,79,89
1.85E-05,41,47,103,,,,,0.0000177,45,13,89
1.88E-05,45,52,103,,,,,0.0000196,95,73,89
1.83E-05,16,46,108,,,,,0.0000198,7,59,89
1.77E-05,16,24,109,,,,,0.0000178,94,14,89
1.69E-05,40,1,109,,,,,0.0000171,7,12,90
1.74E-05,14,13,111,,,,,0.0000199,9,84,90
1.86E-05,14,45,111,,,,,0.0000178,19,18,90
6.47E-05,32,80,111,,,,,0.0000179,18,34,90
1.88E-05,21,53,113,,,,,0.0000182,10,20,90
1.79E-05,3,29,123,,,,,0.0000186,7,50,90
2.06E-05,25,105,130,,,,,0.000019,43,51,90
1.79E-05,5,29,130,,,,,0.0000255,31,75,90
1.88E-05,30,56,131,,,,,0.000024,25,54,90
1.97E-05,1,70,134,,,,,0.0000187,8,40,90
2.15E-05,27,127,130,,,,,0.0000231,19,9,90
1.69E-05,16,1,133,,,,,0.000024,42,83,91
2.40E-05,25,54,134,,,,,0.0000187,9,58,91
2.12E-05,93,122,133,,,,,0.0000192,14,63,91
1.88E-05,10,10,128,,,,,0.0000224,8,5,91
1.79E-05,22,1,119,,,,,0.0000198,18,81,91
1.99E-05,37,52,129,,,,,0.0000196,94,75,91
1.96E-05,32,69,120,,,,,0.0000322,30,86,91
1.87E-05,37,43,121,,,,,0.0000196,13,75,91
1.81E-05,43,25,123,,,,,0.0000185,19,34,91
2.00E-05,92,83,126,,,,,0.0000197,5,80,91
1.96E-05,93,59,135,,,,,0.0000188,34,52,91
2.08E-05,8,107,142,,,,,0.0000183,2,15,91
2.16E-05,18,124,145,,,,,0.0000182,23,15,91
1.96E-05,6,76,139,,,,,0.0000187,14,42,92
2.13E-05,38,87,126,,,,,0.0000198,93,78,92
1.90E-05,33,57,127,,,,,0.0000286,35,9,92
1.87E-05,18,51,128,,,,,0.00002,92,83,92
1.70E-05,3,3,125,,,,,0.0000203,13,75,92
2.66E-05,92,100,121,,,,,0.0000195,28,50,92
1.73E-05,23,10,132,,,,,0.0000173,14,11,92
2.20E-05,10,111,131,,,,,0.0000182,16,38,92
2.55E-05,7,135,137,,,,,0.0000195,11,44,92
1.76E-05,35,17,132,,,,,0.0000208,22,74,92
2.01E-05,19,83,133,,,,,0.0000182,24,32,92
1.85E-05,34,10,126,,,,,0.0000194,45,62,92
2.73E-05,92,115,137,,,,,0.0000191,44,56,92
1.98E-05,12,83,135,,,,,0.0000241,24,65,92
2.76E-05,39,74,140,,,,,0.0000202,10,91,93
2.12E-05,25,92,138,,,,,0.0000246,6,65,93
1.90E-05,42,38,137,,,,,0.000021,24,79,93
1.89E-05,19,27,140,,,,,0.0000271,94,68,93
2.20E-05,28,128,139,,,,,0.0000191,19,58,93
1.88E-05,30,32,138,,,,,0.0000189,93,54,93
3.82E-05,12,91,138,,,,,0.0000181,43,38,93
1.83E-05,93,38,139,,,,,0.0000196,94,56,93
1.91E-05,31,61,137,,,,,0.0000186,31,25,93
2.12E-05,11,123,138,,,,,0.0000181,10,19,93
1.81E-05,10,30,144,,,,,0.0000186,10,42,93
2.08E-05,36,120,143,,,,,0.0000335,30,85,93
1.96E-05,6,76,140,,,,,0.0000254,24,88,93
2.13E-05,8,126,142,,,,,0.0000205,14,74,94
2.17E-05,22,136,143,,,,,0.0000192,44,30,94
2.14E-05,32,122,146,,,,,0.0000183,13,37,94
2.68E-05,29,101,146,,,,,0.0000186,26,49,94
2.17E-05,92,123,146,,,,,0.0000174,17,6,94
1.83E-05,93,43,146,,,,,0.0000187,30,52,94
2.15E-05,20,102,139,,,,,0.0000598,17,51,94
2.13E-05,92,100,139,,,,,0.0000182,34,43,94
2.01E-05,95,95,139,,,,,0.0000177,34,20,94
2.06E-05,34,101,131,,,,,0.0000178,20,22,94
2.11E-05,22,112,132,,,,,0.000021,38,89,94
1.70E-05,9,3,136,,,,,0.0000192,92,67,94
1.80E-05,25,32,138,,,,,0.0000189,27,13,94
2.75E-05,44,62,124,,,,,0.0000178,32,1,94
3.59E-05,3,37,107,,,,,0.0000251,11,80,94
1.83E-05,31,8,105,,,,,0.00002,15,84,95
1.81E-05,14,24,103,,,,,0.000028,37,15,95
2.48E-05,33,60,100,,,,,0.0000244,8,78,95
1.95E-05,14,70,105,,,,,0.0000273,25,78,95
1.81E-05,29,33,128,,,,,0.0000223,95,49,95
2.07E-05,29,107,115,,,,,0.0000189,9,47,95
2.09E-05,7,110,117,,,,,0.0000196,91,64,95
1.76E-05,14,21,111,,,,,0.0000197,13,53,95
1.78E-05,25,21,114,,,,,0.0000323,13,68,95
2.13E-05,94,67,105,,,,,0.0000205,29,19,95
2.19E-05,41,101,108,,,,,0.0000204,28,60,95
1.78E-05,25,21,113,,,,,0.0000185,20,13,95
1.78E-05,40,20,114,,,,,0.0000271,26,53,95
1.71E-05,14,3,110,,,,,0.0000197,27,74,95
1.76E-05,92,5,110,,,,,0.0000191,15,66,95
1.80E-05,14,29,109,,,,,0.0000185,36,44,95
1.89E-05,10,17,122,,,,,0.0000173,22,11,95
1.96E-05,36,66,116,,,,,0.0000177,94,26,95
2.03E-05,1,89,113,,,,,0.0000232,20,93,95
1.84E-05,42,31,130,,,,,0.0000198,39,55,95
1.92E-05,19,64,133,,,,,0.0000203,20,57,95
2.12E-05,38,125,132,,,,,0.0000186,25,42,96
1.73E-05,19,3,130,,,,,0.0000182,28,33,96
2.40E-05,36,19,127,,,,,0.0000433,7,20,96
2.01E-05,30,40,136,,,,,0.0000203,14,91,96
2.01E-05,6,91,139,,,,,0.0000192,43,46,96
1.72E-05,91,8,140,,,,,0.0000192,42,63,96
3.61E-05,33,84,133,,,,,0.0000188,36,17,96
1.81E-05,2,34,133,,,,,0.0000183,16,10,96
2.22E-05,19,101,136,,,,,0.00002,18,88,96
1.75E-05,92,12,133,,,,,0.0000184,27,41,96
1.72E-05,10,8,133,,,,,0.0000189,37,31,96
2.18E-05,21,141,155,,,,,0.0000185,17,43,96
2.20E-05,28,123,154,,,,,0.0000231,4,94,96
2.62E-05,8,9,153,,,,,0.000019,30,31,96
1.70E-05,18,7,132,,,,,0.0000187,19,47,96
6.86E-05,24,75,138,,,,,0.0000179,41,12,96
1.75E-05,27,16,133,,,,,0.0000198,15,52,96
2.13E-05,13,116,130,,,,,0.0000195,39,48,96
1.95E-05,38,79,129,,,,,0.0000182,12,35,96
1.78E-05,5,31,120,,,,,0.0000179,36,22,96
1.90E-05,31,5,120,,,,,0.0000184,42,46,96
1.99E-05,38,68,119,,,,,0.0000201,18,74,96
1.83E-05,3,36,118,,,,,0.0000223,8,77,96
1.98E-05,17,81,117,,,,,0.000018,38,30,97
1.90E-05,94,59,119,,,,,0.0000186,93,42,97
1.75E-05,29,11,120,,,,,0.0000187,32,46,97
1.95E-05,9,69,118,,,,,0.0000213,37,6,97
1.83E-05,38,38,106,,,,,0.0000317,2,10,97
2.03E-05,94,58,99,,,,,0.0000182,94,34,97
2.31E-05,4,94,96,,,,,0.0000197,10,75,97
1.75E-05,34,19,97,,,,,0.0000171,32,10,97
1.92E-05,33,60,98,,,,,0.0000175,34,19,97
2.69E-05,43,88,105,,,,,0.0000196,28,48,97
1.97E-05,30,75,103,,,,,0.00002,30,89,97
2.57E-05,2,59,105,,,,,0.0000177,93,20,97
2.07E-05,30,100,104,,,,,0.000017,21,3,97
2.78E-05,2,86,104,,,,,0.0000201,45,46,97
1.87E-05,2,50,102,,,,,0.0000182,93,29,97
1.85E-05,28,42,102,,,,,0.0000181,44,2,97
2.23E-05,95,49,95,,,,,0.000043,3,88,97
1.89E-05,9,47,95,,,,,0.0000181,45,37,97
1.96E-05,8,79,89,,,,,0.0000181,41,30,97
1.87E-05,9,17,84,,,,,0.0000189,19,25,97
1.82E-05,40,13,83,,,,,0.0000179,29,3,97
1.84E-05,43,4,83,,,,,0.0000203,8,92,98
2.00E-05,11,67,88,,,,,0.0000213,12,73,98
2.07E-05,2,69,86,,,,,0.0000189,7,52,98
1.96E-05,28,48,97,,,,,0.0000173,14,14,98
2.07E-05,38,98,102,,,,,0.0000192,33,60,98
1.77E-05,10,22,98,,,,,0.0000177,10,22,98
1.76E-05,2,19,102,,,,,0.00002,11,30,98
1.89E-05,40,41,108,,,,,0.0000274,4,33,98
2.00E-05,30,89,97,,,,,0.000017,34,1,98
1.89E-05,12,56,100,,,,,0.000026,27,77,98
1.80E-05,39,28,102,,,,,0.0000196,20,36,98
1.71E-05,30,4,102,,,,,0.0000205,18,74,99
1.73E-05,42,12,103,,,,,0.000019,36,62,99
1.85E-05,26,37,100,,,,,0.0000191,9,35,99
1.96E-05,94,75,91,,,,,0.0000251,30,65,99
1.90E-05,30,31,96,,,,,0.0000178,29,16,99
1.82E-05,10,20,90,,,,,0.000019,31,63,99
2.88E-05,26,44,84,,,,,0.0000184,24,44,99
1.73E-05,25,3,86,,,,,0.0000196,12,83,99
1.86E-05,25,49,88,,,,,0.0000213,12,79,99
1.96E-05,94,56,93,,,,,0.0000203,94,58,99
1.78E-05,20,22,94,,,,,0.0000233,17,6,99
1.77E-05,93,20,97,,,,,0.0000308,35,5,99
1.70E-05,21,3,97,,,,,0.0000202,94,69,99
1.99E-05,42,83,85,,,,,0.0000171,13,4,99
2.30E-05,40,30,104,,,,,0.0000187,31,46,99
1.77E-05,26,20,101,,,,,0.0000187,11,48,99
2.01E-05,45,46,97,,,,,0.0000185,25,3,99
1.87E-05,19,47,96,,,,,0.0000173,24,11,100
1.82E-05,93,29,97,,,,,0.0000177,18,13,100
2.33E-05,17,6,99,,,,,0.0000181,7,34,100
1.77E-05,95,25,119,,,,,0.0000177,12,20,100
3.08E-05,17,23,125,,,,,0.0000248,33,60,100
2.00E-05,12,93,127,,,,,0.0000189,12,56,100
1.99E-05,13,79,132,,,,,0.0000185,26,37,100
1.71E-05,35,7,144,,,,,0.0000184,26,42,100
1.92E-05,20,69,152,,,,,0.0000176,34,26,101
1.73E-05,32,8,155,,,,,0.0000178,25,26,101
3.08E-05,37,146,163,,,,,0.0000199,2,85,101
1.97E-05,4,54,161,,,,,0.0000199,39,68,101
3.11E-05,31,117,154,,,,,0.0000177,26,20,101
1.95E-05,4,70,163,,,,,0.0000222,30,29,101
1.87E-05,24,41,162,,,,,0.0000189,44,56,101
1.82E-05,11,31,166,,,,,0.0000203,43,95,101
1.94E-05,21,39,162,,,,,0.000018,11,27,101
1.79E-05,31,33,153,,,,,0.0000236,45,28,101
2.04E-05,92,68,157,,,,,0.0000185,6,40,101
2.25E-05,94,144,167,,,,,0.0000193,9,34,102
2.05E-05,92,102,167,,,,,0.0000199,44,84,102
1.98E-05,37,83,154,,,,,0.0000179,34,20,102
1.96E-05,2,58,160,,,,,0.000028,13,71,102
1.94E-05,29,74,171,,,,,0.0000185,45,51,102
1.83E-05,7,38,175,,,,,0.0000187,2,50,102
1.81E-05,16,23,176,,,,,0.0000185,28,42,102
1.87E-05,7,39,177,,,,,0.0000207,38,98,102
1.82E-05,30,33,180,,,,,0.0000176,2,19,102
2.28E-05,16,159,181,,,,,0.000018,39,28,102
2.15E-05,19,130,186,,,,,0.0000171,30,4,102
1.96E-05,34,75,187,,,,,0.0000181,92,25,102
2.01E-05,35,82,179,,,,,0.0000177,42,20,102
3.80E-05,12,109,172,,,,,0.0000198,95,61,102
2.00E-05,92,78,159,,,,,0.000019,29,44,102
1.85E-05,40,43,158,,,,,0.0000191,26,35,102
2.13E-05,3,123,165,,,,,0.0000269,18,65,102
1.93E-05,19,74,162,,,,,0.0000172,19,12,103
2.08E-05,36,98,163,,,,,0.0000204,22,97,103
1.84E-05,34,46,171,,,,,0.0000211,33,99,103
1.87E-05,26,45,174,,,,,0.0000185,41,47,103
2.20E-05,16,145,164,,,,,0.0000188,45,52,103
1.88E-05,45,56,169,,,,,0.0000181,14,24,103
1.90E-05,91,55,161,,,,,0.0000197,30,75,103
1.76E-05,7,19,159,,,,,0.0000173,42,12,103
1.76E-05,7,12,155,,,,,0.0000196,8,77,103
2.00E-05,27,73,141,,,,,0.0000192,29,65,103
1.90E-05,45,49,144,,,,,0.0000204,28,82,103
2.01E-05,1,71,141,,,,,0.000017,11,9,103
2.19E-05,38,18,146,,,,,0.00002,12,79,103
2.04E-05,26,98,148,,,,,0.0000194,30,62,103
1.79E-05,27,2,149,,,,,0.0000405,15,91,103
2.13E-05,27,65,154,,,,,0.0000291,12,91,103
1.86E-05,25,48,147,,,,,0.0000205,35,85,104
1.94E-05,94,52,148,,,,,0.0000204,33,93,104
2.24E-05,8,133,148,,,,,0.0000185,16,32,104
2.09E-05,7,92,151,,,,,0.0000177,37,8,104
2.75E-05,35,0,137,,,,,0.0000185,91,47,104
2.86E-05,45,35,134,,,,,0.0000207,30,100,104
2.15E-05,30,107,139,,,,,0.0000278,2,86,104
1.79E-05,18,5,140,,,,,0.000023,40,30,104
1.91E-05,27,28,142,,,,,0.0000212,2,80,104
2.06E-05,20,30,142,,,,,0.0000193,7,68,104
2.00E-05,18,2,141,,,,,0.0000317,42,28,104
2.36E-05,2,18,142,,,,,0.0000201,44,85,104
1.84E-05,38,9,142,,,,,0.0000171,22,12,104
2.11E-05,91,85,142,,,,,0.0000263,42,72,104
1.97E-05,40,55,140,,,,,0.0000179,27,16,104
3.16E-05,95,109,141,,,,,0.00002,32,88,104
1.89E-05,36,21,141,,,,,0.0000189,1,60,104
3.16E-05,27,71,142,,,,,0.0000184,93,6,104
1.91E-05,91,25,134,,,,,0.0000198,1,60,104
2.17E-05,10,109,144,,,,,0.0000171,18,8,104
2.84E-05,27,45,144,,,,,0.0000175,27,3,105
2.05E-05,8,95,148,,,,,0.0000195,91,57,105
1.97E-05,93,48,145,,,,,0.0000196,45,73,105
1.79E-05,38,38,144,,,,,0.0000183,31,8,105
1.94E-05,94,29,153,,,,,0.0000195,14,70,105
2.17E-05,19,3,145,,,,,0.0000213,94,67,105
2.49E-05,5,1,146,,,,,0.0000269,43,88,105
2.03E-05,10,76,142,,,,,0.0000257,2,59,105
1.91E-05,8,22,140,,,,,0.0000191,92,32,105
2.22E-05,41,132,143,,,,,0.0000182,94,21,105
2.06E-05,6,78,139,,,,,0.0000184,15,12,105
2.82E-05,33,9,139,,,,,0.0000229,25,63,106
8.69E-05,36,18,139,,,,,0.0000179,36,15,106
1.92E-05,31,64,137,,,,,0.0000212,31,88,106
1.92E-05,93,52,134,,,,,0.0000183,38,38,106
3.64E-05,39,83,136,,,,,0.0000228,30,36,106
1.75E-05,39,14,133,,,,,0.0000199,44,80,106
1.92E-05,45,48,130,,,,,0.0000182,43,5,106
1.81E-05,93,33,128,,,,,0.0000183,32,5,106
1.74E-05,23,15,131,,,,,0.0000174,25,4,107
2.04E-05,19,97,131,,,,,0.0000359,3,37,107
1.87E-05,25,54,128,,,,,0.0000384,26,98,107
1.96E-05,17,81,125,,,,,0.0000179,2,25,107
1.76E-05,20,18,122,,,,,0.0000207,14,78,107
1.90E-05,33,22,120,,,,,0.0000203,95,87,107
2.68E-05,24,12,122,,,,,0.000019,15,36,107
2.04E-05,32,93,118,,,,,0.000023,20,37,107
2.18E-05,34,60,110,,,,,0.0000181,10,23,107
1.96E-05,91,64,95,,,,,0.000017,25,9,107
1.86E-05,31,25,93,,,,,0.0000287,91,22,107
1.79E-05,41,12,96,,,,,0.000022,31,66,108
3.08E-05,35,5,99,,,,,0.00002,95,79,108
2.22E-05,30,29,101,,,,,0.0000332,28,46,108
1.98E-05,15,52,96,,,,,0.0000183,16,46,108
1.97E-05,13,53,95,,,,,0.0000219,41,101,108
2.02E-05,94,69,99,,,,,0.0000189,40,41,108
3.23E-05,13,68,95,,,,,0.00002,3,92,108
1.89E-05,44,56,101,,,,,0.0000178,14,30,109
2.03E-05,43,95,101,,,,,0.0000225,32,59,109
1.84E-05,26,42,100,,,,,0.0000197,27,78,109
1.96E-05,8,77,103,,,,,0.0000177,16,24,109
1.71E-05,13,4,99,,,,,0.0000169,40,1,109
1.86E-05,7,50,90,,,,,0.000018,14,29,109
3.22E-05,30,86,91,,,,,0.0000276,43,13,109
1.81E-05,44,2,97,,,,,0.0000186,41,51,109
2.05E-05,29,19,95,,,,,0.0000202,27,88,109
2.10E-05,38,89,94,,,,,0.0000229,1,94,109
2.04E-05,28,60,95,,,,,0.000019,91,29,109
2.12E-05,2,80,104,,,,,0.0000214,12,100,109
1.91E-05,92,32,105,,,,,0.0000203,16,90,110
3.84E-05,26,98,107,,,,,0.0000182,32,38,110
2.28E-05,30,36,106,,,,,0.0000181,23,3,110
1.93E-05,7,68,104,,,,,0.0000171,14,3,110
1.79E-05,2,25,107,,,,,0.0000176,92,5,110
1.99E-05,44,80,106,,,,,0.0000218,34,60,110
3.17E-05,42,28,104,,,,,0.0000173,34,13,110
1.96E-05,13,75,91,,,,,0.0000197,23,73,110
1.92E-05,29,65,103,,,,,0.0000193,32,65,110
1.82E-05,94,21,105,,,,,0.0000215,91,56,110
2.01E-05,44,85,104,,,,,0.0000175,1,17,110
4.30E-05,3,88,97,,,,,0.0000202,39,92,111
1.95E-05,39,48,96,,,,,0.0000197,34,27,111
1.88E-05,12,48,111,,,,,0.0000262,14,57,111
1.74E-05,35,10,114,,,,,0.0000174,14,13,111
2.83E-05,34,17,122,,,,,0.0000186,14,45,111
2.32E-05,40,121,131,,,,,0.0000647,32,80,111
2.14E-05,18,129,132,,,,,0.0000176,14,21,111
1.92E-05,92,59,133,,,,,0.0000188,12,48,111
1.76E-05,41,19,129,,,,,0.0000175,42,13,111
2.30E-05,2,67,128,,,,,0.0000175,9,16,111
1.83E-05,43,15,132,,,,,0.0000268,4,49,111
2.10E-05,91,62,131,,,,,0.0000204,19,103,111
2.28E-05,44,82,138,,,,,0.0000205,19,75,111
2.11E-05,26,105,143,,,,,0.0000175,22,7,112
1.94E-05,91,69,150,,,,,0.0000187,2,42,112
2.10E-05,29,119,149,,,,,0.0000434,15,56,112
2.14E-05,15,94,155,,,,,0.0000188,27,55,112
3.10E-05,27,114,153,,,,,0.0000186,40,51,112
2.31E-05,23,146,151,,,,,0.0000204,21,87,112
2.25E-05,32,142,158,,,,,0.0000185,30,38,112
1.80E-05,40,18,153,,,,,0.0000242,23,105,113
1.91E-05,20,19,151,,,,,0.0000188,21,53,113
1.88E-05,30,46,154,,,,,0.0000178,25,21,113
2.05E-05,22,97,156,,,,,0.0000203,1,89,113
2.10E-05,37,114,148,,,,,0.0000264,35,97,113
2.64E-05,8,88,146,,,,,0.0000169,8,2,113
1.88E-05,92,51,145,,,,,0.0000197,15,79,113
2.26E-05,91,65,148,,,,,0.0000181,23,31,113
1.78E-05,9,5,142,,,,,0.0000206,18,80,113
0.0001842,31,57,140,,,,,0.0000201,3,67,113
2.11E-05,91,119,141,,,,,0.0000177,32,21,114
2.01E-05,7,93,141,,,,,0.0000216,3,106,114
2.01E-05,12,93,139,,,,,0.0000178,25,21,114
1.80E-05,36,27,136,,,,,0.0000178,40,20,114
2.06E-05,25,90,127,,,,,0.0000174,35,10,114
1.86E-05,22,49,126,,,,,0.0000223,7,86,114
1.95E-05,22,51,125,,,,,0.0000172,34,8,114
2.07E-05,34,8,118,,,,,0.0000204,37,61,114
2.13E-05,91,83,118,,,,,0.0000184,22,37,114
3.99E-05,30,36,116,,,,,0.0000207,29,107,115
2.23E-05,7,86,114,,,,,0.0000172,94,6,115
1.72E-05,34,8,114,,,,,0.0000177,35,25,115
1.81E-05,92,38,119,,,,,0.0000187,94,54,115
2.04E-05,41,93,118,,,,,0.0000205,8,79,115
1.97E-05,30,75,119,,,,,0.0000193,39,67,116
3.01E-05,4,70,117,,,,,0.0000188,14,52,116
2.04E-05,37,61,114,,,,,0.0000204,30,99,116
1.73E-05,34,13,110,,,,,0.0000196,36,66,116
2.76E-05,43,13,109,,,,,0.0000399,30,36,116
1.90E-05,94,57,126,,,,,0.0000972,25,94,116
1.71E-05,26,7,125,,,,,0.0000218,14,11,116
2.97E-05,10,122,130,,,,,0.0000274,44,95,116
1.96E-05,9,51,130,,,,,0.0000338,29,21,116
1.97E-05,33,43,132,,,,,0.0000209,7,110,117
2.39E-05,10,117,133,,,,,0.0000198,17,81,117
2.16E-05,41,70,135,,,,,0.0000301,4,70,117
1.82E-05,2,24,139,,,,,0.0000192,44,45,117
1.80E-05,34,32,143,,,,,0.0000215,40,109,117
1.85E-05,18,39,148,,,,,0.0000212,6,40,117
1.74E-05,25,11,151,,,,,0.0000197,21,51,118
2.26E-05,9,123,133,,,,,0.0000183,3,36,118
1.79E-05,44,17,142,,,,,0.0000195,9,69,118
1.89E-05,4,48,142,,,,,0.0000204,32,93,118
2.16E-05,38,122,143,,,,,0.0000207,34,8,118
2.06E-05,7,94,149,,,,,0.0000213,91,83,118
1.71E-05,16,0,150,,,,,0.0000204,41,93,118
1.97E-05,14,79,152,,,,,0.0000175,38,7,118
1.76E-05,43,7,156,,,,,0.0000197,31,80,118
2.04E-05,32,96,152,,,,,0.0000224,10,100,118
2.09E-05,44,114,140,,,,,0.0000186,31,38,118
1.91E-05,39,32,135,,,,,0.0000195,12,17,119
1.81E-05,44,13,137,,,,,0.0000179,22,1,119
2.00E-05,15,88,134,,,,,0.0000199,38,68,119
1.91E-05,95,32,131,,,,,0.000019,94,59,119
2.11E-05,25,118,136,,,,,0.0000177,95,25,119
2.03E-05,19,92,136,,,,,0.0000181,92,38,119
1.90E-05,11,57,135,,,,,0.0000197,30,75,119
1.81E-05,31,34,140,,,,,0.0000169,13,2,119
1.94E-05,7,15,139,,,,,0.0000204,36,88,119
2.01E-05,7,80,144,,,,,0.0000172,91,10,119
1.85E-05,24,10,142,,,,,0.0000194,32,41,119
1.96E-05,22,61,150,,,,,0.0000183,21,12,119
3.42E-05,38,103,158,,,,,0.0000182,24,36,119
2.56E-05,37,50,156,,,,,0.000019,28,58,119
1.91E-05,13,29,158,,,,,0.0000196,32,69,120
2.50E-05,24,139,152,,,,,0.0000178,5,31,120
2.10E-05,28,109,147,,,,,0.000019,31,5,120
2.18E-05,21,125,149,,,,,0.0000175,29,11,120
2.14E-05,4,115,158,,,,,0.000019,33,22,120
3.09E-05,35,139,162,,,,,0.0000202,5,66,120
1.88E-05,14,55,157,,,,,0.0000214,29,104,120
2.07E-05,7,69,158,,,,,0.0000202,9,70,120
2.21E-05,44,107,158,,,,,0.000018,95,17,120
2.35E-05,1,132,163,,,,,0.0000172,26,9,120
2.19E-05,16,121,161,,,,,0.0000205,22,106,120
2.26E-05,44,149,155,,,,,0.0000277,36,81,120
2.12E-05,14,126,150,,,,,0.0000192,36,24,120
1.71E-05,30,5,153,,,,,0.0000202,40,84,120
1.98E-05,17,78,149,,,,,0.000018,92,28,120
3.00E-05,22,83,162,,,,,0.0000225,4,22,120
2.37E-05,95,38,161,,,,,0.0000204,9,102,120
2.42E-05,2,148,159,,,,,0.0000212,14,118,120
2.96E-05,30,46,166,,,,,0.0000187,37,43,121
1.75E-05,37,10,174,,,,,0.0000266,92,100,121
1.89E-05,28,40,173,,,,,0.0000205,16,76,121
1.90E-05,4,51,173,,,,,0.0000182,40,13,121
2.21E-05,20,95,177,,,,,0.0000284,94,68,121
2.27E-05,23,18,177,,,,,0.0000207,8,94,121
1.81E-05,6,25,173,,,,,0.000021,39,91,121
2.23E-05,35,155,178,,,,,0.0000205,28,66,121
2.06E-05,35,102,177,,,,,0.0000197,37,72,121
1.81E-05,41,33,172,,,,,0.0000219,5,39,121
1.88E-05,10,55,171,,,,,0.0000207,22,83,121
2.15E-05,13,129,169,,,,,0.0000189,10,17,122
1.91E-05,17,59,168,,,,,0.0000176,20,18,122
2.15E-05,40,121,163,,,,,0.0000268,24,12,122
2.10E-05,12,116,170,,,,,0.0000283,34,17,122
2.20E-05,35,146,161,,,,,0.0000186,7,22,122
1.79E-05,45,23,165,,,,,0.0000197,6,52,122
1.97E-05,95,72,165,,,,,0.0000204,19,76,122
2.12E-05,19,98,155,,,,,0.0000186,44,51,122
1.91E-05,10,52,167,,,,,0.000026,17,41,122
2.02E-05,32,88,167,,,,,0.0000273,25,30,122
2.34E-05,3,22,170,,,,,0.0000179,3,29,123
2.02E-05,1,90,181,,,,,0.0000181,43,25,123
2.25E-05,44,161,179,,,,,0.0000179,3,30,123
2.99E-05,35,153,183,,,,,0.0000212,7,91,123
2.40E-05,10,154,199,,,,,0.0000198,7,73,123
1.98E-05,2,66,215,,,,,0.0000204,35,58,123
2.05E-05,7,101,206,,,,,0.0000183,93,41,123
2.00E-05,14,84,213,,,,,0.0000192,10,60,123
2.34E-05,32,181,212,,,,,0.0000198,92,77,123
1.97E-05,10,73,213,,,,,0.0000275,44,62,124
2.27E-05,10,168,211,,,,,0.0000238,5,110,124
1.92E-05,30,63,215,,,,,0.0000204,39,104,124
1.89E-05,24,45,214,,,,,0.0000203,22,83,124
3.39E-05,95,88,210,,,,,0.000017,3,3,125
2.33E-05,14,172,209,,,,,0.0000308,17,23,125
2.42E-05,6,207,219,,,,,0.0000196,17,81,125
4.02E-05,14,138,215,,,,,0.0000195,22,51,125
