cas operacie,cislo,velkost frontu,,,
2.00E-07,11,898,,,
2.00E-07,32,898,,,
2.00E-07,7,900,,,
2.00E-07,34,902,,,
2.00E-07,34,903,,,
2.00E-07,44,902,,,
2.00E-07,44,902,,,
2.00E-07,1,903,,,
2.00E-07,1,906,,,
2.00E-07,1,907,,,
1.00E-07,1,907,,,
1.00E-07,1,907,,,
2.00E-07,28,907,,,
2.00E-07,19,908,,,
2.00E-07,8,913,,,
2.00E-07,8,913,,,
2.00E-07,41,913,,,
2.00E-07,15,914,,,
2.00E-07,15,915,,,
1.00E-07,41,914,,,
2.00E-07,41,914,,,
1.00E-07,41,914,,,
2.00E-07,41,914,,,
2.00E-07,41,914,,,
2.00E-07,26,913,,,
3.00E-07,39,913,,,
1.00E-07,39,914,,,
2.00E-07,15,916,,,
2.00E-07,15,917,,,
1.00E-07,11,919,,,
1.00E-07,11,921,,,
2.00E-07,29,919,,,
1.00E-07,30,922,,,
2.00E-07,8,919,,,
2.00E-07,49,922,,,
1.00E-07,32,920,,,
2.00E-07,32,920,,,
1.00E-07,32,920,,,
2.00E-07,41,921,,,
1.00E-07,41,926,,,
2.00E-07,39,929,,,
1.00E-07,36,928,,,
2.00E-07,21,928,,,
2.00E-07,41,927,,,
2.00E-07,2,927,,,
1.00E-07,36,930,,,
1.00E-07,32,934,,,
2.00E-07,36,934,,,
1.00E-07,12,944,,,
2.00E-07,2,940,,,
2.00E-07,39,938,,,
1.00E-07,46,941,,,
1.00E-07,32,943,,,
2.00E-07,31,949,,,
3.00E-07,44,953,,,
2.00E-07,9,951,,,
2.00E-07,48,949,,,
2.00E-07,46,955,,,
1.00E-07,46,956,,,
2.00E-07,27,957,,,
1.00E-07,46,957,,,
2.00E-07,26,959,,,
2.00E-07,26,959,,,
1.00E-07,26,960,,,
2.00E-07,37,963,,,
2.00E-07,37,963,,,
2.00E-07,37,964,,,
2.00E-07,37,964,,,
2.00E-07,37,967,,,
2.00E-07,15,965,,,
2.00E-07,25,968,,,
1.00E-07,34,971,,,
1.00E-07,7,969,,,
2.00E-07,7,970,,,
1.00E-07,16,975,,,
1.00E-07,27,981,,,
2.00E-07,27,987,,,
2.00E-07,27,987,,,
2.00E-07,34,986,,,
2.00E-07,10,988,,,
2.00E-07,10,989,,,
1.00E-07,43,989,,,
2.00E-07,43,990,,,
2.00E-07,40,990,,,
1.00E-07,9,996,,,
2.00E-07,36,998,,,
1.00E-07,6,999,,,
1.00E-07,43,997,,,
1.00E-07,18,996,,,
2.00E-07,18,996,,,
1.30E-06,40,1002,,,
1.00E-07,40,1003,,,
2.00E-07,45,1006,,,
2.00E-07,50,1013,,,
2.00E-07,15,1011,,,
2.00E-07,39,1013,,,
1.00E-07,39,1013,,,
2.00E-07,15,1013,,,
1.00E-07,14,1015,,,
2.00E-07,14,1016,,,
2.00E-07,24,1017,,,
2.00E-07,33,1020,,,
2.00E-07,24,1020,,,
1.00E-07,23,1022,,,
2.00E-07,47,1027,,,
2.00E-07,47,1027,,,
2.00E-07,41,1027,,,
1.00E-07,14,1026,,,
1.00E-07,44,1031,,,
2.00E-07,44,1032,,,
2.00E-07,41,1033,,,
1.00E-07,26,1032,,,
1.00E-07,41,1034,,,
1.00E-07,19,1032,,,
1.00E-07,31,1028,,,
2.00E-07,7,1027,,,
1.00E-07,7,1027,,,
2.00E-07,47,1028,,,
2.00E-07,14,1033,,,
2.00E-07,9,1039,,,
2.00E-07,10,1038,,,
1.00E-07,35,1038,,,
1.00E-07,21,1042,,,
2.00E-07,21,1042,,,
1.00E-07,21,1042,,,
1.00E-07,29,1043,,,
2.00E-07,5,1046,,,
1.00E-07,10,1045,,,
1.00E-07,13,1045,,,
2.00E-07,50,1047,,,
2.00E-07,50,1047,,,
2.00E-07,4,1045,,,
2.00E-07,4,1050,,,
2.00E-07,49,1050,,,
2.00E-07,27,1053,,,
1.00E-07,35,1052,,,
1.00E-07,35,1052,,,
1.00E-07,3,1060,,,
1.00E-07,29,1064,,,
1.00E-07,14,1067,,,
2.00E-07,34,1070,,,
2.00E-07,34,1072,,,
2.00E-07,34,1072,,,
1.00E-07,22,1072,,,
2.00E-07,13,1068,,,
2.00E-07,50,1070,,,
2.00E-07,31,1072,,,
2.00E-07,31,1073,,,
