cas operacie,vlozene cislo,priorita,velkost frontu,,,
4.00E-07,30,9977,236,,,
5.00E-07,14,2461,237,,,
5.00E-07,39,2256,237,,,
4.00E-07,32,8906,236,,,
7.00E-07,43,8144,237,,,
1.57E-05,21,9071,238,,,
5.00E-07,36,7599,238,,,
4.00E-07,19,8798,238,,,
5.00E-07,25,1169,239,,,
4.00E-07,16,1378,238,,,
4.00E-07,20,7827,239,,,
4.00E-07,20,7013,240,,,
4.00E-07,48,3864,241,,,
4.00E-07,36,8458,242,,,
4.00E-07,27,8378,243,,,
5.00E-07,7,7950,241,,,
6.00E-07,29,2587,242,,,
4.00E-07,31,5647,243,,,
4.00E-07,38,7246,243,,,
5.00E-07,23,930,244,,,
8.00E-07,49,1789,245,,,
4.00E-07,36,5905,245,,,
7.00E-07,36,4957,246,,,
4.00E-07,2,6721,247,,,
5.00E-07,36,9285,248,,,
4.00E-07,47,5815,249,,,
5.00E-07,23,1236,248,,,
4.00E-07,10,5892,249,,,
6.00E-07,25,3067,250,,,
5.00E-07,15,6833,247,,,
7.00E-07,23,5120,248,,,
5.00E-07,29,2178,249,,,
5.00E-07,40,4347,250,,,
5.00E-07,14,4811,251,,,
7.00E-07,11,4022,252,,,
6.00E-07,35,1276,253,,,
5.00E-07,22,3510,252,,,
4.00E-07,47,6681,253,,,
4.00E-07,50,9657,252,,,
8.00E-07,10,7317,251,,,
6.00E-07,1,52,251,,,
6.00E-07,38,525,252,,,
5.00E-07,45,7490,253,,,
5.00E-07,17,9124,253,,,
5.00E-07,25,197,253,,,
6.00E-07,8,1471,254,,,
5.00E-07,16,1822,255,,,
5.00E-07,33,7219,256,,,
6.00E-07,12,1969,256,,,
4.00E-07,48,5856,257,,,
6.00E-07,13,3575,256,,,
5.00E-07,21,3139,257,,,
5.00E-07,46,5298,258,,,
6.00E-07,17,2381,259,,,
7.00E-07,49,8287,260,,,
5.00E-07,20,6940,261,,,
5.00E-07,3,6138,261,,,
6.00E-07,21,1598,262,,,
5.00E-07,40,9307,263,,,
5.00E-07,50,7108,264,,,
4.00E-07,43,5799,265,,,
5.00E-07,34,1170,266,,,
6.00E-07,47,4505,264,,,
6.00E-07,46,1781,263,,,
7.00E-07,20,6185,263,,,
5.00E-07,6,1570,264,,,
4.00E-07,33,6400,264,,,
5.00E-07,41,1745,265,,,
6.00E-07,35,499,264,,,
5.00E-07,9,6698,264,,,
6.00E-07,42,1333,265,,,
8.00E-07,42,3535,266,,,
5.00E-07,40,1,267,,,
5.00E-07,14,6407,268,,,
8.00E-07,9,6087,268,,,
6.00E-07,29,1547,268,,,
5.00E-07,41,2740,269,,,
6.00E-07,16,4289,269,,,
5.00E-07,3,1322,269,,,
5.00E-07,45,3624,269,,,
8.00E-07,18,5322,270,,,
6.00E-07,5,8937,271,,,
8.00E-07,20,1667,271,,,
8.00E-07,48,394,272,,,
9.00E-07,42,9807,273,,,
2.20E-06,2,6184,274,,,
7.00E-07,30,666,275,,,
6.00E-07,13,1649,276,,,
1.00E-06,46,736,277,,,
4.00E-07,5,9860,278,,,
8.00E-07,15,1585,279,,,
4.00E-07,24,6393,280,,,
5.00E-07,31,9808,281,,,
7.00E-07,3,1596,282,,,
8.00E-07,36,2257,283,,,
5.00E-07,17,737,282,,,
5.00E-07,32,5645,283,,,
7.00E-07,23,3869,284,,,
5.00E-07,29,8872,285,,,
5.00E-07,5,9535,285,,,
5.00E-07,35,529,286,,,
4.00E-07,8,6806,287,,,
8.00E-07,7,3979,288,,,
5.00E-07,21,8119,289,,,
4.00E-07,23,6100,290,,,
7.00E-07,43,2069,290,,,
9.00E-07,15,780,291,,,
7.00E-07,49,1085,292,,,
8.00E-07,10,3695,293,,,
4.00E-07,20,4892,293,,,
5.00E-07,39,6772,294,,,
5.00E-07,49,6590,294,,,
5.00E-07,39,4597,295,,,
4.00E-07,36,5936,296,,,
6.00E-07,48,1343,297,,,
4.00E-07,30,6236,298,,,
5.00E-07,29,5140,298,,,
5.00E-07,30,4549,297,,,
5.00E-07,37,332,297,,,
5.00E-07,1,431,297,,,
4.00E-07,16,8615,298,,,
5.00E-07,6,7125,299,,,
5.00E-07,9,850,300,,,
7.00E-07,49,3653,301,,,
9.00E-07,8,1020,302,,,
1.40E-06,6,1979,301,,,
8.00E-07,21,3778,302,,,
8.00E-07,33,4108,303,,,
1.30E-06,18,4601,304,,,
2.30E-06,47,122,305,,,
1.98E-05,30,3166,306,,,
2.50E-06,13,2493,303,,,
1.40E-06,5,5366,304,,,
1.10E-06,29,986,305,,,
2.00E-06,15,1491,306,,,
7.00E-07,46,9319,307,,,
6.00E-07,14,300,307,,,
8.00E-07,10,1704,308,,,
7.00E-07,50,1432,308,,,
1.00E-06,49,533,309,,,
7.00E-07,9,4973,310,,,
7.00E-07,45,1533,308,,,
7.00E-07,28,8432,309,,,
6.00E-07,13,664,310,,,
5.00E-07,33,8081,309,,,
6.00E-07,26,9192,310,,,
8.00E-07,29,2832,309,,,
6.00E-07,29,1045,310,,,
7.00E-07,7,9118,311,,,
8.00E-07,29,3046,310,,,
8.00E-07,23,97,311,,,
1.90E-06,11,3565,308,,,
1.00E-06,16,8477,309,,,
8.00E-07,5,4844,310,,,
6.00E-07,24,2856,310,,,
6.00E-07,34,602,309,,,
5.00E-07,30,1761,308,,,
5.00E-07,43,7407,309,,,
5.00E-07,39,2452,309,,,
5.00E-07,49,6615,310,,,
5.00E-07,28,634,309,,,
5.00E-07,14,349,308,,,
6.00E-07,27,886,309,,,
4.00E-07,32,8671,310,,,
5.00E-07,9,9642,310,,,
4.00E-07,50,5830,311,,,
4.00E-07,4,7963,309,,,
4.00E-07,43,7268,309,,,
4.00E-07,7,6147,309,,,
5.00E-07,19,3575,309,,,
4.00E-07,30,6087,310,,,
5.00E-07,14,4150,311,,,
4.00E-07,37,9957,312,,,
4.00E-07,34,8374,312,,,
4.00E-07,14,8785,313,,,
5.00E-07,19,3433,314,,,
6.00E-07,9,2069,314,,,
5.00E-07,17,512,311,,,
5.00E-07,12,4221,309,,,
4.00E-07,14,1499,310,,,
4.00E-07,37,7598,311,,,
