cas operacie,index prvku,dlzka zoznamu,,,sum,pocet
8.30E-05,13,75,,,,
8.36E-05,55,75,,,,
8.42E-05,60,79,,,,
8.40E-05,60,80,,,,
8.46E-05,5,75,,,,
8.53E-05,52,69,,,,
8.38E-05,2,67,,,,
8.37E-05,61,66,,,,
8.63E-05,11,57,,,,
8.42E-05,35,57,,,,
8.53E-05,43,56,,,,
8.87E-05,46,53,,,,
9.18E-05,42,52,,,,
8.41E-05,13,49,,,,
8.42E-05,14,52,,,,
9.51E-05,26,47,,,,
8.84E-05,5,48,,,,
8.91E-05,43,46,,,,
8.62E-05,44,45,,,,
8.75E-05,42,44,,,,
8.67E-05,8,42,,,,
8.68E-05,1,37,,,,
8.55E-05,28,36,,,,
8.42E-05,10,34,,,,
8.67E-05,28,35,,,,
8.32E-05,34,35,,,,
8.37E-05,0,34,,,,
8.33E-05,21,33,,,,
0.0001716,8,32,,,,
8.54E-05,18,31,,,,
8.55E-05,15,32,,,,
8.53E-05,22,28,,,,
8.45E-05,3,28,,,,
8.40E-05,13,27,,,,
8.41E-05,7,29,,,,
8.93E-05,4,31,,,,
8.41E-05,6,29,,,,
8.35E-05,12,28,,,,
8.41E-05,15,28,,,,
9.05E-05,15,29,,,,
8.39E-05,15,28,,,,
8.38E-05,24,28,,,,
8.57E-05,4,29,,,,
8.38E-05,18,30,,,,
8.38E-05,16,29,,,,
9.24E-05,5,27,,,,
8.34E-05,20,27,,,,
8.42E-05,2,28,,,,
8.37E-05,20,30,,,,
8.36E-05,27,38,,,,
8.38E-05,23,42,,,,
8.32E-05,8,40,,,,
8.33E-05,19,40,,,,
8.40E-05,19,39,,,,
8.39E-05,15,39,,,,
8.34E-05,4,39,,,,
8.38E-05,29,39,,,,
8.49E-05,15,39,,,,
8.40E-05,12,43,,,,
8.35E-05,9,42,,,,
8.39E-05,39,45,,,,
8.66E-05,35,47,,,,
8.39E-05,41,48,,,,
8.44E-05,4,48,,,,
8.37E-05,47,49,,,,
9.18E-05,23,48,,,,
8.64E-05,47,48,,,,
8.58E-05,34,48,,,,
8.41E-05,28,52,,,,
