cas operacie,cislo,index prvku,dlzka zoznamu,,sum,pocet
2.46E-05,86,5,42,,,
2.44E-05,90,22,42,,,
2.49E-05,82,23,39,,,
2.47E-05,89,9,38,,,
2.49E-05,81,4,38,,,
2.50E-05,78,36,38,,,
3.17E-05,86,32,38,,,
2.46E-05,80,0,36,,,
2.48E-05,82,4,36,,,
2.81E-05,79,15,30,,,
3.45E-05,72,18,30,,,
4.18E-05,75,6,31,,,
3.18E-05,84,26,32,,,
3.22E-05,74,26,34,,,
2.57E-05,86,3,28,,,
2.57E-05,88,5,28,,,
2.54E-05,86,1,27,,,
2.68E-05,88,14,26,,,
2.55E-05,86,14,25,,,
3.94E-05,89,1,31,,,
2.45E-05,83,32,34,,,
2.49E-05,72,22,33,,,
2.47E-05,75,4,31,,,
2.61E-05,78,17,27,,,
2.54E-05,78,20,30,,,
2.51E-05,85,0,28,,,
3.75E-05,78,19,25,,,
2.50E-05,78,6,26,,,
3.15E-05,76,9,27,,,
2.46E-05,87,20,22,,,
2.48E-05,77,1,25,,,
2.46E-05,81,22,27,,,
2.49E-05,76,11,30,,,
2.47E-05,89,14,29,,,
2.45E-05,76,21,29,,,
3.10E-05,74,1,32,,,
2.47E-05,71,9,33,,,
2.48E-05,83,21,30,,,
2.48E-05,83,26,30,,,
4.23E-05,76,25,30,,,
2.48E-05,89,13,32,,,
2.47E-05,86,11,32,,,
2.48E-05,79,12,35,,,
2.43E-05,89,4,40,,,
2.62E-05,88,30,46,,,
2.49E-05,82,21,47,,,
2.45E-05,76,16,46,,,
2.49E-05,78,38,46,,,
2.45E-05,88,11,45,,,
2.46E-05,83,31,43,,,
2.44E-05,74,24,48,,,
2.44E-05,84,19,48,,,
3.22E-05,81,44,47,,,
2.48E-05,87,1,48,,,
2.46E-05,73,25,45,,,
2.48E-05,86,17,46,,,
4.24E-05,76,23,46,,,
2.57E-05,75,22,49,,,
2.57E-05,79,8,46,,,
2.91E-05,90,26,41,,,
2.48E-05,89,16,38,,,
2.46E-05,81,36,39,,,
3.36E-05,89,29,41,,,
2.93E-05,87,19,40,,,
2.49E-05,81,13,40,,,
2.45E-05,77,9,38,,,
2.45E-05,71,19,39,,,
2.56E-05,80,0,35,,,
2.56E-05,77,13,34,,,
2.56E-05,82,8,34,,,
2.55E-05,75,27,33,,,
2.56E-05,84,25,32,,,
2.58E-05,81,10,30,,,
2.57E-05,86,6,30,,,
2.59E-05,79,18,30,,,
2.53E-05,89,6,27,,,
2.54E-05,89,22,28,,,
3.63E-05,72,2,26,,,
3.46E-05,86,11,26,,,
2.58E-05,79,19,27,,,
2.72E-05,85,1,25,,,
2.57E-05,83,21,25,,,
2.56E-05,83,13,28,,,
2.59E-05,88,4,30,,,
2.44E-05,76,7,34,,,
2.90E-05,74,20,34,,,
2.45E-05,84,32,34,,,
2.50E-05,83,1,32,,,
2.57E-05,81,28,33,,,
2.47E-05,73,25,34,,,
2.45E-05,78,30,34,,,
2.67E-05,88,11,29,,,
2.46E-05,79,8,24,,,
2.46E-05,88,8,24,,,
2.44E-05,81,1,24,,,
2.45E-05,72,19,23,,,
2.50E-05,86,12,24,,,
2.61E-05,85,22,31,,,
3.14E-05,87,1,31,,,
2.46E-05,85,0,33,,,
2.47E-05,82,15,34,,,
2.48E-05,85,14,34,,,
2.46E-05,87,29,35,,,
2.45E-05,73,26,37,,,
2.47E-05,75,12,39,,,
2.46E-05,89,35,41,,,
2.80E-05,83,14,43,,,
2.57E-05,71,30,39,,,
2.45E-05,74,8,32,,,
2.54E-05,72,20,32,,,
2.45E-05,72,2,29,,,
2.49E-05,83,21,34,,,
2.44E-05,73,10,33,,,
2.47E-05,85,25,33,,,
2.46E-05,75,11,32,,,
2.93E-05,77,1,33,,,
2.46E-05,80,2,31,,,
2.49E-05,72,10,25,,,
2.47E-05,80,10,22,,,
2.48E-05,85,18,23,,,
2.63E-05,82,1,24,,,
2.49E-05,84,10,22,,,
2.47E-05,77,10,24,,,
2.58E-05,75,15,18,,,
2.45E-05,87,13,15,,,
2.44E-05,80,2,14,,,
2.45E-05,85,7,14,,,
3.09E-05,84,13,19,,,
2.45E-05,90,13,16,,,
2.47E-05,86,8,15,,,
2.71E-05,75,13,17,,,
2.48E-05,84,3,15,,,
2.46E-05,76,12,16,,,
2.45E-05,86,12,17,,,
2.46E-05,87,5,17,,,
2.55E-05,89,0,15,,,
2.56E-05,71,0,15,,,
3.35E-05,84,13,15,,,
2.97E-05,74,5,15,,,
2.44E-05,75,6,16,,,
2.47E-05,74,15,17,,,
2.46E-05,80,11,13,,,
3.01E-05,76,7,12,,,
2.46E-05,82,7,11,,,
2.45E-05,90,4,11,,,
2.48E-05,83,8,11,,,
2.47E-05,82,0,10,,,
3.17E-05,85,3,16,,,
2.45E-05,79,2,14,,,
2.88E-05,83,6,16,,,
2.47E-05,79,7,14,,,
2.45E-05,82,0,14,,,
2.89E-05,72,8,14,,,
2.46E-05,88,15,18,,,
2.46E-05,77,8,20,,,
2.48E-05,85,15,17,,,
2.58E-05,71,1,13,,,
2.46E-05,87,4,14,,,
2.47E-05,79,3,11,,,
2.45E-05,74,5,11,,,
3.09E-05,83,11,14,,,
2.51E-05,89,4,16,,,
2.44E-05,90,10,18,,,
2.44E-05,75,3,19,,,
2.45E-05,87,13,20,,,
2.46E-05,84,10,19,,,
2.46E-05,78,10,25,,,
2.45E-05,81,17,23,,,
2.44E-05,71,19,21,,,
2.49E-05,85,17,19,,,
2.48E-05,88,11,17,,,
2.47E-05,88,4,17,,,
2.48E-05,72,6,16,,,
2.45E-05,86,4,16,,,
2.44E-05,74,13,17,,,
2.48E-05,84,16,18,,,
2.48E-05,90,3,18,,,
3.21E-05,74,8,18,,,
2.47E-05,75,7,19,,,
2.48E-05,88,8,16,,,
2.48E-05,74,7,16,,,
2.47E-05,80,9,19,,,
2.47E-05,84,12,18,,,
2.48E-05,73,3,16,,,
2.47E-05,81,3,16,,,
2.47E-05,82,10,15,,,
2.47E-05,90,3,12,,,
2.47E-05,85,4,13,,,
2.64E-05,89,6,14,,,
2.58E-05,88,5,8,,,
3.25E-05,83,1,6,,,
2.43E-05,72,2,4,,,
2.49E-05,83,1,9,,,
2.46E-05,88,6,8,,,
2.91E-05,73,4,8,,,
2.51E-05,85,2,8,,,
2.47E-05,89,4,7,,,
2.50E-05,86,0,8,,,
3.05E-05,82,3,10,,,
2.49E-05,80,3,10,,,
2.45E-05,79,4,10,,,
2.48E-05,75,1,11,,,
2.48E-05,81,9,11,,,
2.46E-05,79,5,11,,,
3.16E-05,71,1,14,,,
2.55E-05,88,7,10,,,
2.46E-05,74,6,10,,,
2.47E-05,72,8,10,,,
2.86E-05,77,5,11,,,
2.47E-05,73,0,9,,,
2.46E-05,84,6,10,,,
2.45E-05,76,3,14,,,
2.65E-05,87,6,14,,,
9.33E-05,86,8,10,,,
2.46E-05,84,1,12,,,
2.46E-05,86,8,12,,,
2.49E-05,71,9,14,,,
2.46E-05,74,5,11,,,
2.46E-05,86,1,11,,,
2.45E-05,85,0,11,,,
2.46E-05,81,1,11,,,
2.48E-05,77,5,9,,,
2.47E-05,72,3,9,,,
2.47E-05,75,3,11,,,
2.47E-05,72,9,11,,,
3.35E-05,77,10,12,,,
2.46E-05,73,0,12,,,
2.47E-05,73,0,15,,,
2.48E-05,71,10,15,,,
2.45E-05,89,3,16,,,
2.47E-05,84,3,18,,,
2.46E-05,79,9,17,,,
2.64E-05,82,11,20,,,
2.56E-05,84,17,23,,,
2.53E-05,84,4,23,,,
2.55E-05,76,16,20,,,
4.28E-05,84,7,21,,,
2.96E-05,83,13,20,,,
2.57E-05,81,15,22,,,
2.57E-05,83,4,28,,,
3.40E-05,84,14,28,,,
2.72E-05,90,3,29,,,
3.27E-05,82,6,27,,,
2.60E-05,71,19,27,,,
2.56E-05,79,20,26,,,
2.58E-05,81,18,24,,,
4.72E-05,73,8,24,,,
3.81E-05,83,9,25,,,
3.47E-05,74,15,27,,,
2.51E-05,76,12,28,,,
2.49E-05,87,2,31,,,
2.52E-05,73,12,31,,,
2.48E-05,74,20,34,,,
2.47E-05,71,28,33,,,
2.47E-05,77,25,33,,,
2.53E-05,77,13,25,,,
2.49E-05,78,16,27,,,
2.45E-05,79,14,28,,,
2.93E-05,74,7,22,,,
2.52E-05,85,2,21,,,
2.48E-05,79,4,17,,,
2.45E-05,79,11,13,,,
2.89E-05,75,9,14,,,
2.45E-05,74,11,19,,,
2.47E-05,89,10,22,,,
2.47E-05,86,8,25,,,
2.47E-05,73,6,25,,,
2.47E-05,73,13,25,,,
2.46E-05,88,8,21,,,
2.47E-05,74,17,22,,,
2.48E-05,74,7,22,,,
2.46E-05,84,20,30,,,
2.46E-05,77,26,32,,,
2.47E-05,78,31,39,,,
2.46E-05,80,0,39,,,
2.46E-05,81,26,36,,,
2.49E-05,87,18,34,,,
2.45E-05,83,3,35,,,
2.49E-05,89,27,35,,,
3.90E-05,87,31,35,,,
2.45E-05,90,28,35,,,
2.47E-05,89,8,33,,,
2.47E-05,76,4,31,,,
2.46E-05,81,5,30,,,
2.45E-05,83,0,30,,,
2.45E-05,76,10,33,,,
2.47E-05,89,18,32,,,
2.62E-05,83,16,35,,,
2.59E-05,74,22,36,,,
2.55E-05,78,29,37,,,
2.48E-05,84,11,39,,,
2.60E-05,74,2,36,,,
2.43E-05,89,6,42,,,
2.47E-05,71,31,50,,,
2.46E-05,89,20,51,,,
3.40E-05,75,49,53,,,
3.93E-05,80,1,48,,,
2.55E-05,77,14,48,,,
2.51E-05,87,24,48,,,
2.48E-05,81,3,46,,,
2.48E-05,81,1,46,,,
2.46E-05,84,0,44,,,
2.44E-05,73,2,42,,,
2.43E-05,80,2,42,,,
3.85E-05,79,7,42,,,
2.58E-05,76,19,44,,,
2.59E-05,80,39,45,,,
2.56E-05,82,11,43,,,
2.47E-05,90,9,44,,,
2.46E-05,75,24,50,,,
2.47E-05,74,22,51,,,
2.46E-05,88,6,51,,,
2.46E-05,88,28,48,,,
3.08E-05,85,12,52,,,
2.47E-05,80,49,52,,,
2.47E-05,87,14,53,,,
2.45E-05,80,2,50,,,
2.46E-05,77,23,49,,,
2.45E-05,86,3,49,,,
2.46E-05,74,35,48,,,
2.87E-05,78,17,50,,,
2.46E-05,72,24,48,,,
2.46E-05,77,44,50,,,
2.45E-05,89,2,52,,,
2.48E-05,87,1,49,,,
3.00E-05,83,34,48,,,
2.48E-05,85,8,47,,,
2.58E-05,82,24,39,,,
2.49E-05,79,34,41,,,
2.45E-05,76,7,41,,,
2.80E-05,86,21,39,,,
2.99E-05,75,21,39,,,
3.78E-05,86,13,37,,,
3.41E-05,74,19,37,,,
3.97E-05,82,0,37,,,
2.56E-05,79,4,33,,,
2.61E-05,73,15,37,,,
2.89E-05,75,24,38,,,
2.46E-05,76,24,39,,,
2.47E-05,79,4,39,,,
2.46E-05,80,19,40,,,
2.48E-05,83,21,42,,,
3.01E-05,86,33,43,,,
2.47E-05,85,8,47,,,
2.48E-05,76,16,47,,,
3.26E-05,84,27,48,,,
2.47E-05,81,40,51,,,
2.46E-05,88,12,50,,,
2.47E-05,81,8,53,,,
3.27E-05,72,51,55,,,
2.97E-05,72,14,57,,,
2.50E-05,71,13,56,,,
2.46E-05,71,1,53,,,
2.49E-05,72,29,53,,,
2.46E-05,76,7,52,,,
2.45E-05,75,38,44,,,
2.68E-05,72,14,41,,,
2.45E-05,80,6,43,,,
2.45E-05,87,1,44,,,
2.46E-05,84,10,46,,,
2.74E-05,76,40,46,,,
8.25E-05,76,19,44,,,
2.44E-05,84,1,43,,,
2.47E-05,86,15,44,,,
2.44E-05,85,0,44,,,
2.43E-05,86,32,44,,,
2.49E-05,73,23,44,,,
2.46E-05,76,11,47,,,
2.45E-05,85,4,45,,,
2.46E-05,90,2,43,,,
2.47E-05,80,1,43,,,
2.46E-05,90,4,45,,,
2.88E-05,76,30,46,,,
2.46E-05,82,13,47,,,
2.43E-05,72,7,48,,,
2.47E-05,78,28,45,,,
2.48E-05,81,23,51,,,
2.45E-05,76,31,55,,,
2.47E-05,89,0,54,,,
2.47E-05,71,16,54,,,
2.47E-05,79,30,58,,,
2.45E-05,86,17,61,,,
2.45E-05,81,37,63,,,
9.63E-05,74,55,57,,,
3.00E-05,90,20,59,,,
2.46E-05,80,13,58,,,
2.46E-05,76,30,59,,,
2.46E-05,86,1,58,,,
3.43E-05,83,46,57,,,
2.70E-05,71,34,57,,,
2.54E-05,88,46,53,,,
2.59E-05,75,34,52,,,
2.54E-05,71,26,51,,,
2.55E-05,83,21,51,,,
3.80E-05,80,13,51,,,
3.45E-05,83,29,51,,,
4.11E-05,78,41,54,,,
2.52E-05,87,26,54,,,
2.44E-05,76,43,55,,,
2.48E-05,87,24,55,,,
2.90E-05,87,44,58,,,
2.47E-05,83,7,55,,,
3.04E-05,79,9,55,,,
3.30E-05,86,22,54,,,
2.47E-05,83,18,59,,,
2.49E-05,75,34,59,,,
2.50E-05,88,44,57,,,
2.48E-05,80,14,58,,,
2.50E-05,84,3,53,,,
2.74E-05,83,37,55,,,
2.68E-05,72,46,55,,,
3.03E-05,89,20,56,,,
2.47E-05,86,35,60,,,
2.49E-05,77,32,55,,,
2.57E-05,79,6,53,,,
2.57E-05,88,2,50,,,
2.58E-05,73,19,52,,,
2.58E-05,78,21,52,,,
5.55E-05,90,33,50,,,
2.69E-05,86,43,55,,,
2.59E-05,71,11,54,,,
2.59E-05,87,25,52,,,
2.44E-05,80,23,51,,,
2.44E-05,74,15,50,,,
3.06E-05,81,28,47,,,
2.47E-05,81,25,44,,,
2.47E-05,72,20,38,,,
2.45E-05,79,27,37,,,
2.47E-05,74,29,34,,,
2.47E-05,75,29,34,,,
2.47E-05,72,22,34,,,
2.49E-05,78,19,37,,,
2.47E-05,88,21,40,,,
2.50E-05,74,29,40,,,
2.46E-05,89,34,38,,,
2.47E-05,81,21,37,,,
2.47E-05,71,35,38,,,
2.91E-05,77,4,41,,,
2.45E-05,77,6,44,,,
2.47E-05,81,3,44,,,
2.74E-05,89,23,46,,,
2.51E-05,90,2,48,,,
2.65E-05,76,31,47,,,
2.79E-05,85,3,46,,,
2.46E-05,72,8,48,,,
2.47E-05,77,9,50,,,
2.44E-05,80,35,52,,,
2.46E-05,78,23,51,,,
2.47E-05,77,1,51,,,
2.44E-05,84,47,52,,,
2.56E-05,79,41,45,,,
2.59E-05,84,35,49,,,
2.55E-05,82,15,49,,,
4.00E-05,82,32,52,,,
2.60E-05,84,15,51,,,
2.52E-05,80,1,50,,,
2.57E-05,87,40,50,,,
2.54E-05,80,6,50,,,
2.58E-05,85,24,47,,,
4.68E-05,72,23,48,,,
2.55E-05,88,25,42,,,
2.74E-05,86,18,46,,,
2.46E-05,85,26,42,,,
2.73E-05,82,38,47,,,
2.45E-05,78,6,51,,,
2.43E-05,77,47,49,,,
2.44E-05,89,14,50,,,
2.46E-05,83,36,45,,,
2.46E-05,84,29,45,,,
2.47E-05,87,38,45,,,
2.48E-05,84,24,46,,,
2.45E-05,73,7,46,,,
2.48E-05,80,35,49,,,
2.48E-05,72,16,52,,,
2.46E-05,75,36,51,,,
2.44E-05,81,41,49,,,
2.48E-05,72,43,49,,,
2.48E-05,83,8,49,,,
2.49E-05,72,0,54,,,
2.47E-05,76,31,53,,,
2.46E-05,88,6,48,,,
2.46E-05,73,49,52,,,
2.48E-05,87,9,55,,,
2.48E-05,74,0,54,,,
2.48E-05,84,45,52,,,
2.47E-05,86,36,52,,,
3.27E-05,75,14,53,,,
3.75E-05,80,12,54,,,
3.11E-05,71,31,54,,,
2.48E-05,86,14,53,,,
3.55E-05,85,12,52,,,
3.25E-05,78,25,52,,,
4.03E-05,89,15,49,,,
2.59E-05,79,18,46,,,
2.72E-05,75,13,45,,,
3.16E-05,74,27,42,,,
3.15E-05,75,25,49,,,
2.46E-05,71,45,49,,,
2.44E-05,74,31,48,,,
2.47E-05,85,33,49,,,
2.48E-05,88,40,52,,,
2.47E-05,87,0,53,,,
5.69E-05,85,30,52,,,
2.48E-05,73,18,50,,,
2.46E-05,88,28,50,,,
2.47E-05,81,6,52,,,
3.09E-05,71,13,53,,,
2.48E-05,85,13,53,,,
2.48E-05,80,12,52,,,
2.48E-05,86,38,51,,,
2.46E-05,80,49,51,,,
2.47E-05,75,34,48,,,
2.46E-05,82,1,46,,,
2.59E-05,72,13,49,,,
2.51E-05,72,17,43,,,
2.45E-05,76,35,41,,,
2.47E-05,82,24,41,,,
2.48E-05,85,18,39,,,
2.92E-05,90,15,44,,,
2.50E-05,78,24,43,,,
2.62E-05,75,20,46,,,
2.62E-05,86,11,45,,,
2.46E-05,77,38,45,,,
2.47E-05,77,19,42,,,
2.45E-05,79,14,38,,,
2.81E-05,90,26,41,,,
2.45E-05,73,24,41,,,
3.96E-05,88,29,39,,,
2.60E-05,71,20,39,,,
2.89E-05,81,23,39,,,
2.79E-05,88,29,38,,,
2.47E-05,87,17,38,,,
2.45E-05,89,32,37,,,
2.69E-05,89,7,37,,,
2.84E-05,88,25,38,,,
2.61E-05,73,18,34,,,
2.58E-05,85,28,36,,,
2.93E-05,71,13,33,,,
2.49E-05,74,9,34,,,
2.55E-05,82,19,35,,,
2.47E-05,88,1,36,,,
2.45E-05,73,30,36,,,
2.66E-05,76,31,40,,,
2.47E-05,76,20,49,,,
2.46E-05,89,33,47,,,
2.49E-05,81,14,44,,,
2.47E-05,80,6,43,,,
2.46E-05,78,13,40,,,
2.45E-05,82,13,38,,,
2.48E-05,78,15,38,,,
2.46E-05,71,4,38,,,
2.47E-05,81,9,35,,,
2.47E-05,78,29,32,,,
2.44E-05,78,23,32,,,
2.47E-05,74,24,35,,,
2.49E-05,71,30,36,,,
2.47E-05,73,15,39,,,
2.45E-05,83,4,43,,,
2.46E-05,77,0,42,,,
2.45E-05,75,31,43,,,
3.01E-05,84,28,43,,,
2.72E-05,74,4,44,,,
2.69E-05,80,6,44,,,
2.47E-05,87,8,46,,,
2.43E-05,77,24,46,,,
2.44E-05,78,42,48,,,
2.43E-05,71,40,49,,,
2.47E-05,88,2,48,,,
3.03E-05,77,44,52,,,
2.45E-05,73,31,54,,,
4.10E-05,80,14,57,,,
2.50E-05,79,4,56,,,
2.45E-05,86,8,52,,,
2.49E-05,78,28,52,,,
2.48E-05,72,47,54,,,
2.48E-05,83,20,53,,,
2.55E-05,82,47,52,,,
4.15E-05,86,39,48,,,
2.97E-05,89,32,48,,,
2.47E-05,85,14,50,,,
2.65E-05,76,18,49,,,
2.59E-05,86,40,50,,,
2.47E-05,72,30,52,,,
2.47E-05,87,21,53,,,
2.45E-05,81,28,52,,,
2.46E-05,87,10,53,,,
2.53E-05,89,10,50,,,
2.45E-05,71,8,52,,,
2.47E-05,86,54,56,,,
2.47E-05,77,25,56,,,
2.58E-05,73,0,54,,,
2.97E-05,79,37,55,,,
2.49E-05,77,48,51,,,
2.44E-05,90,48,52,,,
2.48E-05,83,25,49,,,
2.60E-05,72,46,49,,,
2.50E-05,84,37,48,,,
2.49E-05,74,23,43,,,
3.05E-05,80,39,44,,,
3.01E-05,74,30,44,,,
2.47E-05,76,15,40,,,
2.49E-05,77,1,41,,,
2.47E-05,73,14,41,,,
2.48E-05,85,37,45,,,
2.46E-05,77,28,30,,,
2.48E-05,76,23,31,,,
2.45E-05,82,17,32,,,
2.51E-05,76,8,29,,,
2.47E-05,74,6,23,,,
2.47E-05,71,5,22,,,
4.11E-05,76,11,29,,,
2.50E-05,89,7,28,,,
2.47E-05,71,7,28,,,
2.46E-05,72,9,30,,,
2.45E-05,72,15,34,,,
2.45E-05,73,22,35,,,
2.46E-05,73,17,31,,,
2.45E-05,80,13,33,,,
2.93E-05,89,33,35,,,
2.45E-05,74,11,38,,,
2.47E-05,88,22,37,,,
2.44E-05,79,13,37,,,
2.52E-05,85,2,38,,,
2.48E-05,80,17,37,,,
2.49E-05,71,27,37,,,
2.47E-05,83,15,33,,,
2.51E-05,83,4,31,,,
2.68E-05,79,17,30,,,
2.50E-05,78,7,28,,,
2.47E-05,79,22,32,,,
2.47E-05,90,9,32,,,
2.49E-05,75,19,30,,,
3.21E-05,88,24,31,,,
3.24E-05,85,15,31,,,
2.46E-05,81,8,32,,,
2.43E-05,78,17,31,,,
2.43E-05,81,28,32,,,
2.46E-05,75,26,31,,,
2.44E-05,87,11,32,,,
2.49E-05,89,6,29,,,
2.48E-05,75,14,28,,,
2.47E-05,72,1,29,,,
2.70E-05,82,3,26,,,
3.20E-05,81,7,26,,,
2.48E-05,90,19,29,,,
2.47E-05,76,14,32,,,
2.50E-05,82,27,30,,,
2.48E-05,89,15,26,,,
2.86E-05,89,3,28,,,
2.71E-05,88,15,30,,,
2.46E-05,83,3,32,,,
2.57E-05,86,10,31,,,
2.55E-05,84,6,34,,,
2.55E-05,82,21,30,,,
2.57E-05,80,23,31,,,
2.60E-05,74,24,30,,,
2.61E-05,75,0,30,,,
3.56E-05,90,12,30,,,
3.60E-05,79,17,30,,,
2.53E-05,89,19,26,,,
2.58E-05,83,13,27,,,
2.61E-05,74,2,27,,,
2.56E-05,79,12,25,,,
2.57E-05,89,9,25,,,
2.56E-05,81,13,28,,,
2.56E-05,79,8,24,,,
2.56E-05,73,4,28,,,
2.60E-05,78,21,26,,,
2.51E-05,88,14,30,,,
2.46E-05,87,7,30,,,
2.94E-05,73,13,29,,,
2.48E-05,72,26,30,,,
2.43E-05,84,25,30,,,
2.47E-05,75,6,26,,,
2.49E-05,80,9,25,,,
2.45E-05,87,3,26,,,
2.47E-05,83,3,26,,,
2.58E-05,76,9,22,,,
2.48E-05,75,2,22,,,
2.47E-05,90,2,23,,,
2.47E-05,76,7,23,,,
2.46E-05,71,9,25,,,
2.48E-05,84,14,27,,,
2.48E-05,76,14,24,,,
2.49E-05,80,5,25,,,
2.47E-05,75,22,28,,,
2.45E-05,84,8,29,,,
2.75E-05,71,1,27,,,
2.48E-05,84,12,31,,,
7.69E-05,87,7,34,,,
2.56E-05,83,15,37,,,
2.54E-05,76,27,41,,,
2.93E-05,85,5,43,,,
5.86E-05,71,27,40,,,
2.63E-05,73,21,40,,,
2.57E-05,76,0,37,,,
2.47E-05,84,35,37,,,
2.46E-05,84,16,32,,,
2.46E-05,84,24,33,,,
2.47E-05,85,24,33,,,
2.45E-05,78,6,33,,,
2.48E-05,83,19,26,,,
2.50E-05,76,18,29,,,
2.45E-05,83,1,30,,,
2.46E-05,85,10,30,,,
2.46E-05,89,9,30,,,
2.47E-05,72,5,29,,,
2.48E-05,89,1,30,,,
4.14E-05,82,3,30,,,
2.62E-05,74,15,23,,,
2.47E-05,88,9,19,,,
2.58E-05,77,17,19,,,
2.57E-05,86,10,19,,,
2.56E-05,73,9,20,,,
2.56E-05,90,4,20,,,
2.57E-05,73,18,21,,,
2.48E-05,81,4,15,,,
2.61E-05,87,6,15,,,
2.46E-05,77,11,15,,,
2.58E-05,86,10,12,,,
2.47E-05,78,3,12,,,
2.48E-05,72,9,12,,,
2.89E-05,81,11,13,,,
2.49E-05,78,0,15,,,
2.45E-05,75,6,17,,,
2.47E-05,90,11,15,,,
2.60E-05,78,4,18,,,
2.46E-05,84,10,17,,,
2.56E-05,77,4,14,,,
2.53E-05,82,9,17,,,
2.55E-05,81,5,17,,,
2.55E-05,87,13,18,,,
2.58E-05,71,4,21,,,
2.55E-05,74,16,18,,,
2.56E-05,74,10,15,,,
2.46E-05,86,9,12,,,
2.45E-05,80,2,9,,,
2.50E-05,80,4,12,,,
2.44E-05,80,2,12,,,
2.54E-05,86,2,12,,,
2.46E-05,83,3,11,,,
2.46E-05,84,3,9,,,
2.46E-05,73,0,10,,,
2.76E-05,80,6,8,,,
2.44E-05,80,5,7,,,
2.45E-05,75,2,8,,,
2.66E-05,76,0,13,,,
2.55E-05,73,11,14,,,
2.45E-05,75,1,15,,,
2.49E-05,81,9,12,,,
2.46E-05,85,9,13,,,
2.47E-05,75,15,27,,,
2.46E-05,72,12,27,,,
2.45E-05,84,12,27,,,
2.46E-05,75,17,30,,,
2.46E-05,89,25,30,,,
2.45E-05,75,28,30,,,
2.45E-05,83,24,29,,,
2.46E-05,79,0,24,,,
2.72E-05,81,7,23,,,
3.10E-05,84,2,22,,,
2.53E-05,86,17,22,,,
2.46E-05,87,16,23,,,
2.45E-05,75,19,21,,,
2.49E-05,74,5,21,,,
2.46E-05,79,13,19,,,
2.56E-05,81,10,20,,,
2.46E-05,75,10,18,,,
2.83E-05,80,5,17,,,
2.48E-05,81,7,15,,,
2.45E-05,82,2,16,,,
2.95E-05,87,11,14,,,
2.47E-05,80,10,13,,,
2.48E-05,72,2,20,,,
2.49E-05,82,0,23,,,
2.45E-05,86,0,23,,,
2.47E-05,90,4,23,,,
2.59E-05,77,7,21,,,
2.60E-05,81,1,21,,,
2.51E-05,71,5,20,,,
2.47E-05,71,7,20,,,
2.45E-05,82,1,17,,,
2.45E-05,73,12,17,,,
2.45E-05,86,9,18,,,
2.47E-05,72,0,16,,,
2.48E-05,73,0,16,,,
2.47E-05,80,8,17,,,
2.46E-05,72,3,16,,,
2.52E-05,90,12,20,,,
2.45E-05,89,13,19,,,
2.47E-05,75,14,19,,,
2.50E-05,83,19,21,,,
2.50E-05,79,19,22,,,
2.54E-05,89,1,20,,,
2.52E-05,74,1,10,,,
6.18E-05,75,1,9,,,
2.52E-05,90,7,10,,,
2.46E-05,85,1,6,,,
2.46E-05,78,1,6,,,
3.50E-05,75,2,4,,,
4.58E-05,78,4,6,,,
2.46E-05,85,3,7,,,
2.50E-05,71,1,7,,,
2.45E-05,79,0,7,,,
2.44E-05,86,2,7,,,
2.57E-05,84,0,2,,,
3.69E-05,82,0,3,,,
2.63E-05,90,0,4,,,
2.70E-05,90,1,3,,,
2.45E-05,77,2,4,,,
2.46E-05,78,2,4,,,
2.45E-05,73,2,7,,,
2.64E-05,80,0,5,,,
2.63E-05,81,2,5,,,
2.46E-05,85,1,3,,,
2.46E-05,89,0,3,,,
2.45E-05,78,0,2,,,
2.45E-05,77,1,3,,,
2.90E-05,83,1,3,,,
2.47E-05,90,5,8,,,
2.45E-05,86,5,8,,,
2.49E-05,88,0,1,,,
2.51E-05,76,0,1,,,
4.15E-05,81,3,5,,,
2.50E-05,73,0,1,,,
2.45E-05,75,2,4,,,
2.45E-05,85,0,1,,,
2.90E-05,82,0,3,,,
2.48E-05,76,1,5,,,
2.45E-05,79,1,5,,,
2.48E-05,80,3,5,,,
2.47E-05,75,1,6,,,
2.46E-05,90,3,5,,,
2.45E-05,88,1,5,,,
2.47E-05,86,2,6,,,
2.47E-05,84,4,6,,,
2.78E-05,90,0,1,,,
2.46E-05,83,0,2,,,
2.47E-05,78,1,3,,,
2.46E-05,73,0,1,,,
2.49E-05,75,0,2,,,
2.45E-05,83,0,2,,,
2.58E-05,75,0,2,,,
2.45E-05,90,2,4,,,
2.48E-05,77,0,3,,,
2.46E-05,76,0,2,,,
2.45E-05,73,0,1,,,
2.47E-05,71,1,3,,,
2.52E-05,90,0,7,,,
3.10E-05,87,0,5,,,
3.02E-05,75,0,6,,,
2.49E-05,76,1,10,,,
2.47E-05,74,1,10,,,
2.46E-05,84,3,9,,,
2.46E-05,81,8,10,,,
2.47E-05,88,8,12,,,
2.46E-05,77,2,12,,,
2.45E-05,85,10,12,,,
2.48E-05,85,11,13,,,
3.12E-05,85,3,8,,,
3.01E-05,74,4,8,,,
2.49E-05,84,6,9,,,
3.32E-05,72,4,9,,,
4.72E-05,72,6,8,,,
2.51E-05,78,0,6,,,
2.54E-05,87,4,14,,,
2.44E-05,80,7,13,,,
2.47E-05,86,3,13,,,
2.45E-05,78,7,13,,,
4.02E-05,90,0,19,,,
2.52E-05,83,0,20,,,
2.49E-05,86,12,21,,,
