cas operacie,cislo,index prvku,dlzka zoznamu,,sum,pocet
2.47E-05,87,46,50,,,
2.61E-05,77,14,48,,,
2.48E-05,73,1,49,,,
2.46E-05,78,44,48,,,
2.46E-05,86,36,48,,,
2.46E-05,76,37,48,,,
3.00E-05,77,10,48,,,
2.52E-05,74,45,50,,,
3.49E-05,81,5,49,,,
2.49E-05,81,29,54,,,
2.47E-05,87,8,52,,,
2.48E-05,76,34,48,,,
2.46E-05,87,12,48,,,
2.47E-05,90,0,47,,,
2.46E-05,79,1,48,,,
2.48E-05,90,8,48,,,
2.47E-05,73,23,48,,,
2.48E-05,75,30,49,,,
2.45E-05,78,29,51,,,
2.89E-05,78,33,45,,,
2.45E-05,80,15,45,,,
3.32E-05,73,3,48,,,
2.53E-05,78,38,47,,,
2.48E-05,71,41,52,,,
2.61E-05,81,28,50,,,
3.64E-05,82,18,51,,,
3.62E-05,87,31,51,,,
8.02E-05,78,12,51,,,
2.46E-05,79,46,50,,,
2.47E-05,81,5,55,,,
2.44E-05,88,7,50,,,
2.50E-05,76,33,50,,,
2.49E-05,85,46,50,,,
2.47E-05,90,19,50,,,
2.46E-05,75,25,49,,,
2.46E-05,78,21,52,,,
2.51E-05,88,19,55,,,
3.35E-05,79,43,54,,,
2.47E-05,80,27,53,,,
2.47E-05,79,44,52,,,
2.47E-05,88,17,53,,,
2.48E-05,89,44,56,,,
3.02E-05,77,49,54,,,
2.62E-05,87,6,54,,,
2.49E-05,88,13,51,,,
2.49E-05,86,37,51,,,
2.51E-05,76,32,51,,,
2.48E-05,72,29,53,,,
2.44E-05,74,14,52,,,
2.47E-05,84,43,55,,,
2.47E-05,89,24,56,,,
2.47E-05,89,22,55,,,
3.07E-05,72,46,55,,,
2.47E-05,84,46,57,,,
2.49E-05,90,17,57,,,
2.46E-05,72,16,57,,,
2.46E-05,78,12,60,,,
2.43E-05,78,30,59,,,
2.44E-05,88,18,60,,,
2.93E-05,86,52,60,,,
2.46E-05,71,9,60,,,
2.49E-05,79,34,68,,,
2.47E-05,77,47,72,,,
2.47E-05,82,66,73,,,
2.47E-05,87,51,77,,,
2.45E-05,73,18,76,,,
2.47E-05,88,29,76,,,
2.47E-05,76,12,74,,,
2.46E-05,79,33,75,,,
2.66E-05,74,61,74,,,
2.47E-05,78,0,71,,,
2.46E-05,75,46,70,,,
2.55E-05,73,56,77,,,
2.53E-05,84,51,76,,,
2.90E-05,81,66,80,,,
2.70E-05,75,42,81,,,
2.55E-05,90,74,83,,,
3.48E-05,90,57,86,,,
3.59E-05,85,77,88,,,
3.36E-05,87,58,87,,,
3.09E-05,87,56,83,,,
3.61E-05,90,28,82,,,
3.65E-05,76,70,82,,,
3.57E-05,85,45,80,,,
3.38E-05,90,49,80,,,
3.69E-05,74,24,79,,,
2.69E-05,76,4,81,,,
3.19E-05,71,35,86,,,
2.45E-05,77,6,89,,,
2.48E-05,88,35,87,,,
2.48E-05,77,21,79,,,
3.42E-05,74,25,82,,,
2.45E-05,72,48,85,,,
2.72E-05,81,15,87,,,
3.22E-05,79,39,87,,,
2.50E-05,85,47,89,,,
2.47E-05,86,38,92,,,
2.57E-05,86,85,93,,,
2.48E-05,82,40,94,,,
2.46E-05,82,44,93,,,
2.47E-05,78,22,93,,,
3.17E-05,88,37,92,,,
2.44E-05,82,2,92,,,
2.50E-05,76,29,92,,,
2.58E-05,84,44,93,,,
2.94E-05,88,76,94,,,
2.49E-05,87,82,93,,,
2.50E-05,88,79,89,,,
2.47E-05,86,34,89,,,
2.48E-05,89,71,86,,,
2.47E-05,72,1,88,,,
2.48E-05,88,79,88,,,
2.51E-05,79,52,84,,,
2.46E-05,73,44,81,,,
2.45E-05,89,74,82,,,
2.50E-05,85,20,84,,,
2.53E-05,88,6,86,,,
2.44E-05,74,31,84,,,
2.46E-05,81,39,86,,,
3.29E-05,73,53,83,,,
2.47E-05,86,67,77,,,
3.07E-05,89,29,77,,,
2.61E-05,88,5,79,,,
2.45E-05,81,1,78,,,
2.45E-05,77,47,71,,,
2.48E-05,72,64,68,,,
5.65E-05,87,45,65,,,
2.98E-05,78,59,65,,,
2.55E-05,84,61,68,,,
2.94E-05,76,32,64,,,
2.55E-05,84,6,62,,,
2.57E-05,79,38,65,,,
2.57E-05,85,57,65,,,
2.54E-05,75,7,66,,,
2.56E-05,79,28,67,,,
2.57E-05,74,49,73,,,
2.55E-05,78,23,72,,,
2.56E-05,76,66,70,,,
2.48E-05,90,16,67,,,
2.45E-05,78,23,70,,,
2.62E-05,87,15,71,,,
2.51E-05,87,40,73,,,
2.48E-05,87,0,73,,,
2.48E-05,85,54,79,,,
2.49E-05,80,21,83,,,
2.48E-05,76,13,82,,,
2.51E-05,83,9,88,,,
2.65E-05,77,73,91,,,
2.46E-05,80,74,92,,,
2.57E-05,73,50,94,,,
2.50E-05,89,72,93,,,
2.48E-05,80,51,93,,,
2.47E-05,79,37,95,,,
2.47E-05,88,68,92,,,
2.46E-05,74,71,94,,,
2.46E-05,72,37,95,,,
2.47E-05,82,59,95,,,
2.49E-05,80,26,98,,,
2.52E-05,90,21,95,,,
2.47E-05,78,41,96,,,
2.45E-05,75,30,96,,,
2.46E-05,78,10,98,,,
2.47E-05,80,95,98,,,
2.58E-05,88,74,103,,,
2.72E-05,76,48,103,,,
2.54E-05,83,27,105,,,
3.08E-05,89,101,107,,,
2.54E-05,77,54,104,,,
2.58E-05,71,9,111,,,
2.59E-05,85,3,111,,,
2.55E-05,90,99,111,,,
2.48E-05,83,78,114,,,
2.47E-05,78,88,112,,,
2.63E-05,77,68,111,,,
2.48E-05,84,98,113,,,
2.45E-05,84,91,113,,,
2.49E-05,87,43,109,,,
2.53E-05,78,60,108,,,
2.49E-05,72,87,110,,,
2.45E-05,75,73,108,,,
2.45E-05,86,32,105,,,
2.49E-05,85,80,109,,,
2.45E-05,90,70,107,,,
2.59E-05,73,101,110,,,
2.56E-05,86,6,111,,,
2.56E-05,78,56,112,,,
2.46E-05,77,105,108,,,
2.49E-05,74,92,108,,,
2.70E-05,74,97,108,,,
3.15E-05,89,49,105,,,
2.44E-05,81,85,105,,,
2.71E-05,87,26,107,,,
2.56E-05,81,21,108,,,
2.51E-05,90,5,107,,,
2.47E-05,78,53,107,,,
2.48E-05,73,105,107,,,
2.62E-05,85,55,105,,,
3.05E-05,82,83,106,,,
2.75E-05,72,5,105,,,
2.47E-05,80,101,109,,,
2.45E-05,87,53,110,,,
2.47E-05,83,24,110,,,
2.46E-05,87,39,112,,,
2.49E-05,85,92,114,,,
3.88E-05,83,119,123,,,
2.97E-05,78,72,123,,,
2.44E-05,74,94,125,,,
2.43E-05,85,68,128,,,
2.48E-05,90,44,131,,,
2.54E-05,71,7,134,,,
2.50E-05,84,49,134,,,
2.46E-05,85,45,134,,,
2.45E-05,77,64,133,,,
2.45E-05,74,17,132,,,
2.89E-05,79,112,132,,,
2.46E-05,75,68,133,,,
2.53E-05,76,125,131,,,
2.61E-05,82,2,132,,,
2.51E-05,74,104,130,,,
2.48E-05,90,44,131,,,
2.47E-05,86,46,131,,,
2.52E-05,71,43,131,,,
2.48E-05,84,119,140,,,
2.47E-05,90,79,139,,,
2.48E-05,71,91,139,,,
5.21E-05,86,57,139,,,
2.44E-05,78,10,147,,,
2.47E-05,89,0,147,,,
2.47E-05,80,11,147,,,
4.34E-05,79,37,141,,,
2.46E-05,72,91,146,,,
2.55E-05,77,76,158,,,
2.48E-05,76,100,155,,,
2.46E-05,73,60,154,,,
2.44E-05,88,111,153,,,
2.56E-05,87,18,157,,,
2.56E-05,80,45,158,,,
3.04E-05,71,19,157,,,
2.73E-05,87,105,158,,,
2.54E-05,75,125,159,,,
3.12E-05,81,45,161,,,
2.54E-05,86,17,162,,,
2.50E-05,73,48,162,,,
2.45E-05,81,124,165,,,
2.48E-05,71,96,163,,,
2.47E-05,80,96,161,,,
2.47E-05,77,15,157,,,
2.46E-05,81,83,157,,,
2.50E-05,88,77,159,,,
2.46E-05,83,112,160,,,
2.47E-05,72,114,156,,,
2.45E-05,80,91,155,,,
2.48E-05,88,152,156,,,
5.36E-05,72,51,156,,,
2.47E-05,90,124,156,,,
2.47E-05,71,34,157,,,
2.47E-05,78,10,153,,,
2.49E-05,86,27,148,,,
2.43E-05,86,146,150,,,
2.48E-05,89,136,148,,,
2.47E-05,73,42,147,,,
3.19E-05,83,126,148,,,
2.46E-05,85,134,150,,,
2.49E-05,75,104,150,,,
2.48E-05,73,27,151,,,
2.45E-05,74,132,145,,,
2.46E-05,71,126,143,,,
3.18E-05,89,99,141,,,
2.44E-05,88,78,140,,,
2.44E-05,75,3,140,,,
2.48E-05,75,44,141,,,
6.14E-05,79,125,139,,,
2.48E-05,86,42,138,,,
2.46E-05,88,8,138,,,
2.58E-05,82,113,143,,,
2.57E-05,78,30,143,,,
2.74E-05,78,96,145,,,
2.59E-05,83,87,145,,,
2.50E-05,84,20,144,,,
2.48E-05,87,113,143,,,
2.46E-05,85,105,142,,,
2.62E-05,73,29,143,,,
2.49E-05,77,72,144,,,
2.46E-05,90,4,150,,,
2.50E-05,71,92,151,,,
2.47E-05,85,35,146,,,
2.45E-05,88,41,146,,,
2.50E-05,88,84,149,,,
2.45E-05,75,8,149,,,
2.49E-05,85,28,149,,,
2.57E-05,88,40,147,,,
4.82E-05,78,114,147,,,
2.47E-05,72,2,148,,,
2.48E-05,74,33,151,,,
2.46E-05,90,115,148,,,
2.48E-05,77,145,148,,,
2.47E-05,81,146,148,,,
2.45E-05,89,104,148,,,
2.55E-05,73,28,154,,,
2.53E-05,79,39,155,,,
2.47E-05,83,103,157,,,
2.57E-05,90,15,151,,,
2.48E-05,77,83,146,,,
2.47E-05,79,7,145,,,
2.50E-05,79,33,152,,,
2.47E-05,85,74,154,,,
2.47E-05,77,28,152,,,
2.47E-05,84,51,152,,,
2.47E-05,73,74,152,,,
2.46E-05,79,14,156,,,
2.71E-05,75,68,156,,,
2.48E-05,71,92,160,,,
2.47E-05,73,11,161,,,
2.44E-05,83,6,160,,,
2.49E-05,84,119,158,,,
2.47E-05,74,30,156,,,
2.71E-05,79,141,157,,,
2.46E-05,74,69,153,,,
2.47E-05,79,116,157,,,
2.45E-05,75,62,156,,,
2.46E-05,72,89,156,,,
2.47E-05,80,23,157,,,
2.45E-05,85,94,155,,,
2.46E-05,77,79,154,,,
4.28E-05,89,14,146,,,
2.50E-05,77,99,148,,,
2.46E-05,76,71,147,,,
2.48E-05,79,17,145,,,
2.46E-05,88,96,145,,,
2.45E-05,72,68,144,,,
2.45E-05,72,91,143,,,
2.47E-05,82,5,143,,,
2.44E-05,77,89,143,,,
2.46E-05,89,72,144,,,
2.48E-05,73,121,142,,,
4.94E-05,87,77,139,,,
2.49E-05,74,70,139,,,
2.47E-05,72,129,140,,,
2.49E-05,86,117,139,,,
2.48E-05,76,108,131,,,
2.49E-05,89,68,133,,,
2.46E-05,81,20,130,,,
2.58E-05,88,36,133,,,
2.50E-05,77,84,132,,,
2.48E-05,86,13,132,,,
2.47E-05,85,22,134,,,
2.45E-05,76,31,134,,,
2.47E-05,84,54,134,,,
2.58E-05,72,103,134,,,
2.47E-05,79,3,135,,,
2.45E-05,72,52,135,,,
2.47E-05,88,56,135,,,
3.28E-05,86,74,129,,,
2.52E-05,85,78,128,,,
2.50E-05,77,2,128,,,
2.51E-05,79,58,128,,,
2.49E-05,82,26,129,,,
2.49E-05,73,116,126,,,
2.47E-05,83,73,129,,,
2.47E-05,72,9,126,,,
0.0002369,74,89,126,,,
2.49E-05,73,14,126,,,
2.47E-05,81,39,126,,,
2.46E-05,77,51,118,,,
2.45E-05,73,22,118,,,
2.49E-05,89,52,117,,,
2.45E-05,88,43,117,,,
2.46E-05,77,54,117,,,
2.45E-05,81,94,118,,,
2.50E-05,85,109,115,,,
2.44E-05,76,50,111,,,
9.76E-05,80,25,114,,,
4.31E-05,89,77,114,,,
2.64E-05,72,108,113,,,
2.45E-05,74,112,115,,,
2.49E-05,73,33,114,,,
2.47E-05,82,102,111,,,
2.48E-05,76,9,114,,,
2.47E-05,81,17,112,,,
2.46E-05,83,67,117,,,
2.45E-05,77,109,117,,,
2.45E-05,82,56,116,,,
2.65E-05,71,6,121,,,
2.48E-05,88,103,121,,,
2.47E-05,77,44,118,,,
2.58E-05,88,106,116,,,
2.58E-05,75,5,118,,,
2.60E-05,87,37,117,,,
3.64E-05,89,94,117,,,
7.13E-05,75,97,116,,,
2.84E-05,79,82,117,,,
2.57E-05,82,112,118,,,
2.98E-05,81,65,116,,,
2.55E-05,86,88,111,,,
2.45E-05,85,6,110,,,
2.47E-05,83,90,111,,,
2.55E-05,78,85,109,,,
2.57E-05,85,96,109,,,
5.47E-05,78,13,110,,,
2.49E-05,87,36,110,,,
2.44E-05,81,78,111,,,
2.48E-05,78,16,111,,,
2.49E-05,89,51,114,,,
2.44E-05,73,97,116,,,
2.46E-05,86,54,118,,,
2.47E-05,79,47,117,,,
2.45E-05,82,89,119,,,
2.47E-05,88,11,123,,,
2.46E-05,84,87,119,,,
2.85E-05,86,39,118,,,
4.46E-05,79,18,117,,,
2.47E-05,84,97,121,,,
2.45E-05,76,41,114,,,
2.50E-05,77,55,120,,,
2.47E-05,88,60,120,,,
2.48E-05,84,98,119,,,
2.58E-05,89,8,118,,,
2.45E-05,76,34,119,,,
2.47E-05,74,113,116,,,
2.43E-05,84,33,117,,,
2.98E-05,88,45,117,,,
2.93E-05,84,44,117,,,
2.47E-05,90,71,114,,,
2.66E-05,73,39,113,,,
3.56E-05,79,75,110,,,
2.56E-05,84,1,112,,,
2.54E-05,73,40,115,,,
2.54E-05,74,16,115,,,
2.57E-05,89,100,115,,,
2.56E-05,83,1,114,,,
3.00E-05,74,108,116,,,
2.56E-05,86,96,116,,,
2.52E-05,82,20,118,,,
2.49E-05,71,25,126,,,
2.57E-05,78,55,126,,,
2.97E-05,88,111,126,,,
2.55E-05,73,65,132,,,
2.55E-05,73,100,131,,,
2.56E-05,76,27,130,,,
3.02E-05,74,30,130,,,
2.58E-05,73,81,129,,,
2.67E-05,84,32,129,,,
2.95E-05,80,35,131,,,
2.56E-05,87,36,128,,,
2.47E-05,75,63,133,,,
2.51E-05,82,47,131,,,
2.45E-05,90,86,129,,,
2.47E-05,86,23,129,,,
2.53E-05,80,91,129,,,
2.46E-05,87,41,128,,,
3.02E-05,81,27,126,,,
3.11E-05,90,107,125,,,
2.46E-05,72,58,128,,,
2.46E-05,85,2,130,,,
2.45E-05,87,31,131,,,
2.48E-05,78,89,132,,,
2.88E-05,81,72,132,,,
2.48E-05,90,40,130,,,
2.46E-05,79,68,129,,,
3.90E-05,83,75,134,,,
2.58E-05,85,20,134,,,
2.56E-05,72,108,129,,,
3.64E-05,71,23,129,,,
2.65E-05,72,65,128,,,
3.19E-05,78,75,128,,,
5.78E-05,78,122,128,,,
4.72E-05,82,92,128,,,
2.49E-05,82,18,128,,,
2.81E-05,81,36,126,,,
2.75E-05,90,45,131,,,
2.48E-05,82,68,130,,,
2.47E-05,85,118,130,,,
2.45E-05,82,9,130,,,
2.42E-05,81,43,130,,,
2.48E-05,82,102,134,,,
2.48E-05,71,93,134,,,
2.48E-05,83,89,131,,,
2.48E-05,87,14,144,,,
2.44E-05,89,63,143,,,
2.46E-05,88,91,143,,,
2.48E-05,80,53,139,,,
2.54E-05,79,60,137,,,
4.04E-05,71,51,137,,,
2.60E-05,73,54,135,,,
2.59E-05,88,108,135,,,
2.45E-05,90,122,132,,,
2.47E-05,88,55,126,,,
2.48E-05,78,1,122,,,
2.47E-05,79,41,122,,,
2.47E-05,82,14,121,,,
2.46E-05,80,39,126,,,
2.66E-05,80,110,126,,,
2.47E-05,78,63,125,,,
3.09E-05,78,35,123,,,
2.63E-05,84,94,124,,,
2.53E-05,74,23,130,,,
2.50E-05,84,95,129,,,
2.59E-05,75,121,124,,,
2.49E-05,76,83,124,,,
2.53E-05,80,104,124,,,
2.55E-05,76,41,124,,,
2.44E-05,72,42,121,,,
2.46E-05,76,17,121,,,
2.45E-05,72,72,119,,,
2.45E-05,84,95,119,,,
2.48E-05,73,34,121,,,
2.48E-05,88,49,121,,,
2.48E-05,78,86,120,,,
2.48E-05,76,65,120,,,
2.47E-05,87,102,121,,,
2.52E-05,78,106,123,,,
2.51E-05,75,35,124,,,
2.46E-05,78,33,126,,,
2.49E-05,84,10,125,,,
2.48E-05,87,71,124,,,
2.47E-05,72,25,124,,,
2.47E-05,82,38,119,,,
2.48E-05,82,13,119,,,
2.48E-05,81,81,120,,,
2.49E-05,74,51,120,,,
2.44E-05,80,45,119,,,
2.43E-05,75,0,119,,,
3.13E-05,81,45,122,,,
2.48E-05,87,104,121,,,
2.49E-05,75,21,122,,,
3.05E-05,83,118,126,,,
2.60E-05,72,47,119,,,
2.60E-05,90,4,118,,,
2.45E-05,81,65,122,,,
2.47E-05,75,109,122,,,
2.90E-05,71,78,122,,,
2.46E-05,83,115,118,,,
9.08E-05,81,40,112,,,
2.47E-05,72,37,111,,,
2.92E-05,77,46,113,,,
2.47E-05,89,54,118,,,
2.48E-05,86,66,118,,,
3.21E-05,74,112,116,,,
2.46E-05,78,35,118,,,
2.47E-05,82,93,117,,,
2.56E-05,74,111,114,,,
2.73E-05,83,93,112,,,
0.0001188,82,21,111,,,
3.03E-05,88,43,118,,,
2.46E-05,83,77,115,,,
2.50E-05,82,10,120,,,
2.49E-05,83,14,119,,,
2.45E-05,89,109,115,,,
2.95E-05,81,68,116,,,
2.50E-05,76,55,115,,,
2.49E-05,76,100,117,,,
2.46E-05,88,13,117,,,
2.45E-05,85,10,116,,,
2.45E-05,80,24,124,,,
2.44E-05,75,34,122,,,
2.49E-05,74,25,125,,,
2.47E-05,77,115,127,,,
2.49E-05,90,118,137,,,
2.46E-05,77,110,137,,,
2.45E-05,71,85,137,,,
2.45E-05,86,126,137,,,
4.60E-05,88,17,137,,,
2.47E-05,81,29,134,,,
5.89E-05,84,57,136,,,
2.49E-05,75,30,139,,,
2.47E-05,79,125,138,,,
2.46E-05,86,126,137,,,
2.46E-05,77,81,137,,,
2.49E-05,87,72,138,,,
2.62E-05,80,83,138,,,
2.48E-05,74,110,141,,,
2.46E-05,76,86,133,,,
2.44E-05,73,112,130,,,
2.43E-05,82,1,125,,,
4.70E-05,90,88,125,,,
2.46E-05,87,30,125,,,
2.43E-05,87,38,126,,,
2.62E-05,78,36,124,,,
2.92E-05,75,114,125,,,
2.48E-05,74,112,125,,,
2.94E-05,73,88,121,,,
2.48E-05,83,12,120,,,
2.46E-05,73,3,121,,,
2.45E-05,77,92,121,,,
2.62E-05,75,109,124,,,
2.49E-05,72,57,131,,,
2.47E-05,75,123,134,,,
2.46E-05,88,26,134,,,
2.52E-05,90,12,135,,,
2.48E-05,90,114,135,,,
2.66E-05,79,56,133,,,
2.49E-05,73,5,132,,,
2.63E-05,85,57,129,,,
2.50E-05,86,105,126,,,
3.14E-05,79,53,126,,,
2.67E-05,80,7,125,,,
2.84E-05,79,75,125,,,
2.49E-05,88,31,125,,,
3.20E-05,85,44,122,,,
2.56E-05,72,117,125,,,
3.50E-05,81,107,125,,,
3.50E-05,84,28,126,,,
2.53E-05,78,6,123,,,
2.90E-05,88,72,121,,,
2.49E-05,84,51,121,,,
2.47E-05,79,52,122,,,
2.48E-05,73,114,121,,,
2.76E-05,77,23,121,,,
2.99E-05,80,38,121,,,
2.46E-05,80,17,121,,,
2.44E-05,74,29,122,,,
2.58E-05,79,37,123,,,
2.55E-05,79,94,123,,,
2.59E-05,88,80,128,,,
3.06E-05,83,105,136,,,
2.54E-05,88,25,135,,,
4.42E-05,73,12,135,,,
2.55E-05,79,95,138,,,
2.47E-05,85,98,137,,,
2.47E-05,76,65,137,,,
2.46E-05,86,16,137,,,
4.29E-05,89,133,137,,,
2.60E-05,89,64,135,,,
2.49E-05,74,35,130,,,
2.48E-05,85,55,130,,,
2.45E-05,80,112,132,,,
2.51E-05,71,106,131,,,
2.46E-05,88,45,132,,,
2.46E-05,90,67,131,,,
2.47E-05,82,3,130,,,
2.46E-05,71,97,127,,,
2.58E-05,78,55,130,,,
2.59E-05,89,34,130,,,
2.51E-05,77,107,129,,,
2.48E-05,83,82,129,,,
2.46E-05,90,0,129,,,
3.95E-05,80,68,129,,,
2.46E-05,73,96,130,,,
3.03E-05,87,72,123,,,
2.65E-05,89,67,122,,,
2.58E-05,78,83,124,,,
2.55E-05,76,43,124,,,
2.53E-05,88,95,124,,,
2.58E-05,79,29,125,,,
3.23E-05,86,17,124,,,
2.49E-05,86,8,125,,,
2.46E-05,84,19,124,,,
2.46E-05,74,40,130,,,
2.45E-05,81,109,130,,,
2.47E-05,87,100,132,,,
2.45E-05,89,40,134,,,
3.64E-05,76,114,133,,,
2.50E-05,83,108,131,,,
2.45E-05,75,62,134,,,
2.51E-05,76,76,134,,,
2.45E-05,72,99,133,,,
2.93E-05,72,62,135,,,
2.47E-05,75,24,136,,,
2.49E-05,80,65,138,,,
2.49E-05,90,17,142,,,
2.48E-05,71,2,142,,,
3.19E-05,78,106,148,,,
3.51E-05,73,144,151,,,
3.94E-05,73,10,151,,,
3.11E-05,88,124,151,,,
4.48E-05,89,95,151,,,
2.46E-05,86,83,149,,,
2.45E-05,88,108,153,,,
3.23E-05,77,96,154,,,
2.62E-05,74,36,162,,,
2.70E-05,76,93,164,,,
2.60E-05,80,99,164,,,
2.55E-05,79,90,164,,,
2.56E-05,76,144,165,,,
2.53E-05,80,144,166,,,
2.54E-05,77,75,164,,,
2.54E-05,77,155,164,,,
2.55E-05,88,115,164,,,
2.47E-05,82,65,159,,,
2.48E-05,87,58,158,,,
2.64E-05,74,7,159,,,
2.47E-05,88,33,161,,,
2.45E-05,71,28,158,,,
2.45E-05,82,64,156,,,
2.47E-05,82,16,154,,,
2.47E-05,88,84,154,,,
2.48E-05,89,121,154,,,
2.48E-05,89,12,154,,,
2.49E-05,71,95,153,,,
2.48E-05,73,44,152,,,
2.88E-05,86,66,152,,,
2.47E-05,84,134,149,,,
2.50E-05,81,61,150,,,
2.45E-05,73,58,151,,,
2.47E-05,74,124,150,,,
2.47E-05,85,14,152,,,
2.48E-05,75,132,152,,,
2.64E-05,87,41,153,,,
2.82E-05,74,138,154,,,
2.56E-05,80,40,155,,,
2.46E-05,74,39,155,,,
2.96E-05,76,32,154,,,
2.61E-05,73,54,153,,,
3.06E-05,83,133,152,,,
2.45E-05,88,2,153,,,
6.26E-05,79,69,153,,,
2.46E-05,72,126,151,,,
2.48E-05,72,17,151,,,
2.48E-05,90,0,155,,,
2.46E-05,73,7,155,,,
2.46E-05,86,150,156,,,
2.57E-05,72,21,153,,,
3.33E-05,89,4,153,,,
2.54E-05,88,38,152,,,
3.30E-05,75,116,154,,,
2.60E-05,79,64,151,,,
2.61E-05,86,131,148,,,
5.70E-05,90,111,149,,,
2.55E-05,76,103,147,,,
2.48E-05,84,8,147,,,
3.99E-05,71,51,151,,,
2.48E-05,77,106,156,,,
3.18E-05,84,147,154,,,
2.49E-05,76,25,153,,,
2.47E-05,85,48,154,,,
2.46E-05,83,29,151,,,
2.47E-05,76,88,149,,,
2.49E-05,90,108,149,,,
3.00E-05,78,76,149,,,
2.99E-05,89,31,147,,,
2.51E-05,76,124,150,,,
2.45E-05,84,125,150,,,
2.47E-05,86,8,150,,,
2.49E-05,72,144,151,,,
2.46E-05,86,8,152,,,
2.48E-05,77,102,154,,,
3.60E-05,77,22,152,,,
2.47E-05,83,3,154,,,
2.46E-05,76,9,151,,,
2.46E-05,80,32,153,,,
2.90E-05,75,5,150,,,
0.0001061,77,69,149,,,
2.46E-05,75,10,151,,,
2.45E-05,82,74,148,,,
2.99E-05,77,102,148,,,
2.45E-05,74,110,150,,,
2.45E-05,71,13,154,,,
2.54E-05,76,12,155,,,
3.62E-05,80,44,155,,,
2.57E-05,74,92,155,,,
4.51E-05,87,41,158,,,
2.54E-05,72,111,161,,,
2.56E-05,81,70,157,,,
2.47E-05,76,107,157,,,
2.45E-05,78,59,153,,,
2.59E-05,72,136,155,,,
2.48E-05,83,74,156,,,
2.59E-05,73,136,156,,,
2.41E-05,89,78,152,,,
2.46E-05,77,74,153,,,
2.56E-05,90,51,154,,,
2.46E-05,85,18,152,,,
2.50E-05,76,37,150,,,
2.47E-05,84,115,150,,,
2.48E-05,72,15,149,,,
2.45E-05,86,30,150,,,
2.95E-05,76,116,151,,,
2.48E-05,82,87,155,,,
2.47E-05,83,79,155,,,
2.47E-05,81,25,157,,,
2.45E-05,76,80,157,,,
2.48E-05,78,49,155,,,
2.46E-05,84,46,154,,,
2.47E-05,74,129,161,,,
2.89E-05,85,87,163,,,
2.48E-05,89,14,166,,,
2.51E-05,87,35,165,,,
2.46E-05,83,124,160,,,
0.0001133,82,107,157,,,
2.46E-05,80,147,157,,,
2.45E-05,78,106,157,,,
2.45E-05,83,39,153,,,
2.46E-05,74,80,152,,,
2.48E-05,80,10,152,,,
3.49E-05,74,54,146,,,
2.47E-05,85,78,148,,,
2.59E-05,86,95,151,,,
2.47E-05,74,128,148,,,
2.49E-05,75,65,147,,,
2.46E-05,81,111,148,,,
2.47E-05,87,41,146,,,
2.47E-05,80,104,146,,,
2.45E-05,88,135,146,,,
2.49E-05,75,98,144,,,
2.46E-05,75,100,145,,,
2.54E-05,73,0,148,,,
3.63E-05,82,78,148,,,
2.48E-05,71,50,146,,,
2.49E-05,90,24,148,,,
2.44E-05,72,91,146,,,
2.47E-05,83,51,145,,,
2.50E-05,86,53,145,,,
2.47E-05,90,14,145,,,
3.36E-05,81,81,147,,,
5.09E-05,75,76,149,,,
2.53E-05,89,44,144,,,
2.46E-05,84,27,146,,,
2.88E-05,87,33,145,,,
2.47E-05,84,92,154,,,
2.47E-05,71,71,155,,,
2.52E-05,71,48,155,,,
2.47E-05,76,122,154,,,
2.60E-05,81,104,154,,,
2.56E-05,71,32,155,,,
3.01E-05,74,128,152,,,
2.56E-05,74,67,152,,,
2.58E-05,71,2,152,,,
2.59E-05,89,80,152,,,
3.02E-05,74,87,151,,,
2.59E-05,89,139,150,,,
2.57E-05,89,88,145,,,
3.51E-05,88,90,146,,,
2.69E-05,79,57,146,,,
2.59E-05,71,77,146,,,
3.47E-05,83,34,146,,,
2.52E-05,88,76,145,,,
2.46E-05,72,58,145,,,
2.48E-05,73,103,145,,,
2.50E-05,75,46,145,,,
2.51E-05,82,69,145,,,
2.47E-05,87,44,148,,,
2.46E-05,90,45,148,,,
2.48E-05,89,72,147,,,
2.53E-05,77,138,140,,,
2.49E-05,86,89,150,,,
2.47E-05,79,112,154,,,
2.46E-05,90,76,155,,,
2.46E-05,85,123,154,,,
2.50E-05,86,44,153,,,
3.34E-05,78,137,154,,,
2.46E-05,74,17,151,,,
2.44E-05,71,68,152,,,
2.45E-05,89,1,151,,,
2.55E-05,89,83,153,,,
3.92E-05,81,70,156,,,
3.34E-05,82,76,155,,,
2.47E-05,83,94,159,,,
3.85E-05,74,39,158,,,
2.46E-05,77,120,158,,,
2.64E-05,74,63,154,,,
2.47E-05,88,137,157,,,
2.46E-05,89,147,149,,,
2.47E-05,85,80,147,,,
2.44E-05,90,112,148,,,
3.00E-05,75,37,148,,,
2.46E-05,87,41,150,,,
2.47E-05,89,63,153,,,
3.53E-05,74,29,152,,,
2.56E-05,90,15,152,,,
2.56E-05,83,30,152,,,
2.82E-05,74,44,155,,,
2.51E-05,73,41,158,,,
2.59E-05,81,47,163,,,
2.55E-05,77,120,164,,,
3.06E-05,79,43,165,,,
2.51E-05,74,30,164,,,
2.46E-05,75,43,162,,,
2.45E-05,74,57,162,,,
2.46E-05,89,150,163,,,
2.47E-05,81,76,165,,,
2.46E-05,74,152,165,,,
3.01E-05,73,52,166,,,
2.65E-05,75,131,166,,,
