cas operacie,index prvku,dlzka zoznamu,,,sum,pocet
2.47E-05,30,30,,,,
2.49E-05,30,30,,,,
2.71E-05,29,29,,,,
2.47E-05,28,28,,,,
2.49E-05,27,27,,,,
3.85E-05,26,26,,,,
2.99E-05,25,25,,,,
2.53E-05,25,25,,,,
2.47E-05,27,27,,,,
2.46E-05,27,27,,,,
2.45E-05,29,29,,,,
2.48E-05,29,29,,,,
2.56E-05,39,39,,,,
2.49E-05,39,39,,,,
2.54E-05,39,39,,,,
2.48E-05,38,38,,,,
2.47E-05,38,38,,,,
2.47E-05,40,40,,,,
2.47E-05,40,40,,,,
2.49E-05,44,44,,,,
2.64E-05,44,44,,,,
2.79E-05,48,48,,,,
2.51E-05,47,47,,,,
2.98E-05,48,48,,,,
2.46E-05,52,52,,,,
2.46E-05,49,49,,,,
3.13E-05,48,48,,,,
2.46E-05,51,51,,,,
3.24E-05,50,50,,,,
2.55E-05,49,49,,,,
2.46E-05,46,46,,,,
2.44E-05,45,45,,,,
2.47E-05,44,44,,,,
2.47E-05,42,42,,,,
2.45E-05,41,41,,,,
2.48E-05,48,48,,,,
2.50E-05,45,45,,,,
2.44E-05,44,44,,,,
2.46E-05,43,43,,,,
2.75E-05,44,44,,,,
2.51E-05,43,43,,,,
2.46E-05,44,44,,,,
2.47E-05,43,43,,,,
2.45E-05,43,43,,,,
2.47E-05,43,43,,,,
2.46E-05,41,41,,,,
2.48E-05,40,40,,,,
3.13E-05,39,39,,,,
2.44E-05,39,39,,,,
2.48E-05,38,38,,,,
2.58E-05,35,35,,,,
2.47E-05,35,35,,,,
2.45E-05,37,37,,,,
2.52E-05,34,34,,,,
3.12E-05,38,38,,,,
2.46E-05,40,40,,,,
2.74E-05,39,39,,,,
3.13E-05,43,43,,,,
2.70E-05,43,43,,,,
3.01E-05,43,43,,,,
2.48E-05,45,45,,,,
2.94E-05,36,36,,,,
2.59E-05,35,35,,,,
2.61E-05,32,32,,,,
2.58E-05,33,33,,,,
2.57E-05,31,31,,,,
2.57E-05,30,30,,,,
2.59E-05,29,29,,,,
2.59E-05,28,28,,,,
3.41E-05,27,27,,,,
4.29E-05,24,24,,,,
2.61E-05,23,23,,,,
2.58E-05,22,22,,,,
2.56E-05,20,20,,,,
3.98E-05,25,25,,,,
2.56E-05,25,25,,,,
3.61E-05,22,22,,,,
3.97E-05,21,21,,,,
2.61E-05,24,24,,,,
2.59E-05,20,20,,,,
2.60E-05,19,19,,,,
4.48E-05,20,20,,,,
3.88E-05,20,20,,,,
2.50E-05,17,17,,,,
2.50E-05,16,16,,,,
2.49E-05,18,18,,,,
2.49E-05,17,17,,,,
2.46E-05,19,19,,,,
2.47E-05,18,18,,,,
2.52E-05,22,22,,,,
2.46E-05,23,23,,,,
2.50E-05,23,23,,,,
2.46E-05,22,22,,,,
2.48E-05,20,20,,,,
5.10E-05,23,23,,,,
3.59E-05,22,22,,,,
5.61E-05,22,22,,,,
2.60E-05,23,23,,,,
2.55E-05,24,24,,,,
2.55E-05,23,23,,,,
2.56E-05,16,16,,,,
2.56E-05,19,19,,,,
2.57E-05,16,16,,,,
2.56E-05,15,15,,,,
2.56E-05,18,18,,,,
2.62E-05,17,17,,,,
2.53E-05,17,17,,,,
2.46E-05,17,17,,,,
2.49E-05,17,17,,,,
2.46E-05,18,18,,,,
2.51E-05,16,16,,,,
2.84E-05,11,11,,,,
2.47E-05,12,12,,,,
2.48E-05,18,18,,,,
2.44E-05,17,17,,,,
2.46E-05,14,14,,,,
