cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,sum,pocet
8.55E-05,20,68,149,,,
8.39E-05,19,55,149,,,
0.0001684,14,26,147,,,
8.68E-05,12,105,149,,,
8.65E-05,21,143,149,,,
8.40E-05,4,105,152,,,
9.51E-05,33,3,153,,,
8.49E-05,14,105,155,,,
8.71E-05,16,10,155,,,
8.48E-05,29,82,156,,,
8.39E-05,24,117,157,,,
8.58E-05,20,60,147,,,
8.41E-05,21,99,145,,,
8.36E-05,1,1,147,,,
8.42E-05,20,15,149,,,
8.39E-05,26,128,152,,,
8.44E-05,7,9,154,,,
8.36E-05,9,54,156,,,
8.38E-05,20,31,160,,,
8.36E-05,19,139,161,,,
8.63E-05,10,91,158,,,
8.53E-05,5,38,159,,,
8.38E-05,29,17,158,,,
8.58E-05,15,14,158,,,
8.45E-05,6,58,159,,,
8.41E-05,20,75,160,,,
8.55E-05,17,19,155,,,
8.36E-05,12,4,153,,,
8.56E-05,5,30,154,,,
8.36E-05,27,66,156,,,
8.55E-05,7,82,155,,,
8.37E-05,5,154,156,,,
8.36E-05,30,97,157,,,
9.04E-05,17,92,147,,,
8.48E-05,31,49,148,,,
8.39E-05,7,113,143,,,
8.45E-05,13,25,145,,,
8.37E-05,24,122,145,,,
8.41E-05,25,12,147,,,
8.43E-05,17,128,148,,,
0.0001173,26,125,140,,,
0.0001404,15,41,139,,,
8.40E-05,13,110,139,,,
8.38E-05,8,1,132,,,
9.09E-05,8,111,133,,,
8.41E-05,21,71,133,,,
8.38E-05,34,39,131,,,
9.49E-05,14,126,130,,,
8.39E-05,32,102,135,,,
8.40E-05,15,66,134,,,
8.39E-05,19,126,135,,,
8.38E-05,13,128,131,,,
8.41E-05,6,116,129,,,
8.41E-05,5,53,126,,,
8.42E-05,11,41,127,,,
8.39E-05,10,104,127,,,
9.00E-05,12,41,127,,,
8.37E-05,7,124,126,,,
8.41E-05,26,123,125,,,
8.35E-05,23,92,119,,,
8.58E-05,3,83,117,,,
8.41E-05,19,17,118,,,
8.34E-05,27,15,114,,,
8.40E-05,27,94,112,,,
8.36E-05,19,71,112,,,
8.43E-05,20,90,114,,,
9.10E-05,31,47,114,,,
8.43E-05,26,69,115,,,
8.37E-05,27,3,113,,,
8.42E-05,7,86,114,,,
8.41E-05,13,45,115,,,
8.69E-05,3,91,116,,,
8.37E-05,6,98,115,,,
8.33E-05,18,53,118,,,
8.34E-05,27,83,119,,,
0.0001046,28,72,120,,,
8.37E-05,6,43,118,,,
8.56E-05,29,94,116,,,
8.51E-05,9,73,119,,,
0.0001484,7,40,118,,,
8.79E-05,25,11,118,,,
8.46E-05,20,8,117,,,
8.50E-05,16,83,118,,,
8.33E-05,28,46,111,,,
8.37E-05,5,2,112,,,
8.56E-05,27,26,112,,,
8.49E-05,21,21,110,,,
8.37E-05,22,4,111,,,
8.39E-05,28,2,112,,,
8.41E-05,25,42,111,,,
8.40E-05,18,57,112,,,
0.0001253,21,109,114,,,
8.43E-05,7,66,116,,,
8.46E-05,16,0,118,,,
8.37E-05,35,49,116,,,
8.39E-05,5,15,116,,,
8.39E-05,18,79,118,,,
8.33E-05,9,35,118,,,
8.39E-05,19,24,122,,,
8.36E-05,2,37,122,,,
8.36E-05,16,105,121,,,
8.44E-05,26,36,119,,,
8.39E-05,34,4,120,,,
8.37E-05,34,59,116,,,
8.34E-05,23,42,122,,,
9.28E-05,14,71,119,,,
8.39E-05,24,10,121,,,
8.40E-05,27,91,115,,,
8.41E-05,25,98,117,,,
0.0001985,3,108,121,,,
8.41E-05,7,53,116,,,
8.38E-05,31,25,118,,,
8.43E-05,17,96,114,,,
8.51E-05,1,19,115,,,
8.36E-05,22,90,119,,,
8.37E-05,14,106,119,,,
8.33E-05,6,60,120,,,
8.33E-05,34,63,120,,,
8.31E-05,14,98,120,,,
8.44E-05,12,94,121,,,
8.41E-05,17,94,117,,,
8.36E-05,33,31,117,,,
8.39E-05,28,85,119,,,
8.75E-05,30,89,118,,,
0.000169,7,9,117,,,
8.46E-05,32,4,113,,,
8.39E-05,27,86,111,,,
0.0001431,7,61,112,,,
0.0001898,15,37,113,,,
8.45E-05,26,71,110,,,
8.57E-05,31,57,110,,,
8.55E-05,13,53,112,,,
0.0002613,22,43,115,,,
8.54E-05,18,110,115,,,
8.51E-05,23,73,116,,,
8.52E-05,22,104,117,,,
8.79E-05,16,106,115,,,
8.51E-05,35,72,116,,,
8.47E-05,22,83,117,,,
8.44E-05,28,115,117,,,
8.40E-05,26,77,117,,,
8.41E-05,25,2,118,,,
8.41E-05,21,89,122,,,
0.000125,17,73,121,,,
8.43E-05,10,103,121,,,
8.41E-05,19,101,122,,,
8.45E-05,5,9,123,,,
8.44E-05,32,4,127,,,
8.43E-05,6,53,129,,,
8.41E-05,28,41,126,,,
8.42E-05,21,10,127,,,
8.43E-05,8,44,132,,,
8.44E-05,13,11,131,,,
8.66E-05,11,74,130,,,
8.48E-05,12,18,131,,,
0.0001784,1,39,133,,,
8.46E-05,34,107,128,,,
8.51E-05,26,100,129,,,
8.51E-05,26,41,131,,,
9.37E-05,14,13,132,,,
8.42E-05,21,21,132,,,
8.50E-05,24,119,132,,,
8.35E-05,28,4,133,,,
8.41E-05,12,102,128,,,
8.39E-05,13,105,130,,,
8.34E-05,17,73,131,,,
8.39E-05,25,119,129,,,
8.41E-05,17,41,131,,,
8.36E-05,5,82,131,,,
8.63E-05,1,72,130,,,
9.25E-05,20,65,133,,,
0.0001252,15,92,135,,,
8.46E-05,8,4,135,,,
8.48E-05,31,80,129,,,
0.0001257,6,108,129,,,
8.41E-05,23,56,127,,,
8.38E-05,6,6,129,,,
8.36E-05,9,80,129,,,
0.0001175,8,33,126,,,
9.17E-05,3,121,128,,,
9.23E-05,12,86,130,,,
8.32E-05,2,33,133,,,
8.36E-05,14,103,134,,,
8.38E-05,22,43,132,,,
8.44E-05,10,92,133,,,
8.39E-05,5,58,135,,,
8.79E-05,19,89,136,,,
9.31E-05,32,11,138,,,
8.41E-05,34,49,140,,,
8.38E-05,31,9,141,,,
8.32E-05,4,61,142,,,
8.35E-05,19,49,142,,,
8.37E-05,7,43,143,,,
8.48E-05,19,7,145,,,
8.36E-05,7,85,142,,,
8.34E-05,25,133,138,,,
8.52E-05,17,103,138,,,
8.51E-05,23,113,135,,,
9.25E-05,14,61,135,,,
9.08E-05,15,26,133,,,
8.37E-05,22,14,133,,,
8.36E-05,25,8,131,,,
8.39E-05,17,74,126,,,
8.39E-05,23,87,123,,,
8.43E-05,34,113,124,,,
0.0001468,32,31,123,,,
8.54E-05,18,121,123,,,
9.04E-05,9,42,122,,,
8.43E-05,9,50,121,,,
8.40E-05,16,74,125,,,
8.40E-05,31,81,126,,,
8.60E-05,15,21,127,,,
8.40E-05,5,23,125,,,
8.41E-05,4,93,122,,,
8.59E-05,9,27,127,,,
9.09E-05,30,45,127,,,
9.46E-05,7,58,128,,,
0.000114,17,59,130,,,
8.37E-05,1,115,126,,,
9.14E-05,14,79,127,,,
8.42E-05,1,88,129,,,
8.39E-05,23,33,127,,,
8.41E-05,13,106,126,,,
8.40E-05,6,120,126,,,
9.15E-05,29,58,127,,,
8.37E-05,20,66,127,,,
8.33E-05,11,106,124,,,
8.30E-05,6,36,123,,,
8.33E-05,9,66,121,,,
8.47E-05,2,111,120,,,
8.47E-05,8,67,121,,,
9.18E-05,24,10,121,,,
9.20E-05,25,111,123,,,
8.42E-05,34,24,125,,,
8.40E-05,10,122,126,,,
8.42E-05,15,56,123,,,
8.38E-05,9,80,119,,,
8.40E-05,17,88,120,,,
8.36E-05,26,45,120,,,
8.39E-05,21,6,120,,,
8.34E-05,29,56,122,,,
8.34E-05,10,44,120,,,
0.0001369,4,0,121,,,
8.35E-05,2,111,123,,,
8.41E-05,32,55,123,,,
8.43E-05,31,77,124,,,
8.36E-05,10,113,124,,,
8.41E-05,18,4,125,,,
8.56E-05,17,41,125,,,
8.57E-05,11,61,114,,,
8.42E-05,10,28,115,,,
8.49E-05,31,48,115,,,
8.43E-05,29,24,115,,,
8.32E-05,18,109,117,,,
8.36E-05,2,113,118,,,
8.39E-05,20,35,121,,,
8.45E-05,16,8,117,,,
9.09E-05,15,70,120,,,
8.36E-05,34,25,122,,,
8.49E-05,33,67,121,,,
8.40E-05,19,66,120,,,
8.48E-05,5,97,119,,,
0.0001221,7,2,119,,,
0.0002712,22,26,113,,,
8.51E-05,2,27,115,,,
8.38E-05,14,45,118,,,
8.41E-05,26,73,118,,,
8.39E-05,35,26,118,,,
8.48E-05,1,47,119,,,
8.37E-05,14,34,118,,,
8.48E-05,25,88,116,,,
8.69E-05,18,111,113,,,
8.47E-05,6,104,113,,,
9.06E-05,13,38,116,,,
8.46E-05,20,2,117,,,
8.42E-05,7,85,116,,,
8.54E-05,17,108,117,,,
8.39E-05,32,107,116,,,
8.38E-05,1,20,116,,,
8.40E-05,2,58,118,,,
8.41E-05,6,42,119,,,
8.43E-05,4,104,120,,,
8.41E-05,26,88,121,,,
8.50E-05,19,29,120,,,
8.55E-05,4,50,122,,,
9.03E-05,6,65,121,,,
8.53E-05,1,78,115,,,
0.0001225,5,109,116,,,
8.41E-05,25,69,117,,,
8.39E-05,32,68,118,,,
8.47E-05,18,105,118,,,
8.39E-05,15,111,118,,,
8.66E-05,31,13,119,,,
0.0001261,18,65,123,,,
8.39E-05,17,77,123,,,
8.33E-05,7,94,126,,,
0.0001202,9,115,123,,,
0.0001245,9,85,124,,,
0.0001783,11,9,125,,,
8.40E-05,16,119,127,,,
8.39E-05,12,5,128,,,
9.38E-05,17,30,133,,,
8.45E-05,30,77,135,,,
8.36E-05,24,73,137,,,
8.43E-05,33,67,135,,,
8.39E-05,5,47,138,,,
8.40E-05,24,10,139,,,
8.46E-05,33,72,138,,,
0.0001251,6,95,136,,,
8.61E-05,21,131,139,,,
8.39E-05,26,54,139,,,
8.37E-05,14,85,140,,,
8.38E-05,11,3,140,,,
8.36E-05,13,113,140,,,
8.34E-05,19,117,140,,,
8.38E-05,8,20,139,,,
8.34E-05,4,61,140,,,
8.39E-05,20,63,139,,,
0.0002863,13,23,139,,,
0.0001135,8,72,136,,,
0.0001123,23,80,140,,,
8.40E-05,33,102,139,,,
8.38E-05,5,77,141,,,
8.35E-05,19,139,142,,,
8.56E-05,28,107,136,,,
8.36E-05,8,97,126,,,
8.81E-05,6,38,128,,,
0.0001668,26,0,126,,,
8.37E-05,3,114,126,,,
8.31E-05,28,25,128,,,
8.35E-05,21,37,127,,,
8.33E-05,19,123,128,,,
8.37E-05,23,47,126,,,
8.32E-05,25,115,126,,,
8.39E-05,17,85,125,,,
8.87E-05,30,7,121,,,
8.37E-05,15,100,119,,,
8.39E-05,1,108,120,,,
8.35E-05,15,4,122,,,
8.38E-05,9,71,123,,,
8.36E-05,12,25,126,,,
8.32E-05,21,63,127,,,
8.32E-05,17,52,125,,,
8.51E-05,10,6,126,,,
8.77E-05,19,123,125,,,
9.07E-05,34,56,126,,,
8.37E-05,33,96,128,,,
8.32E-05,20,77,130,,,
0.0002024,14,125,131,,,
8.67E-05,11,81,132,,,
8.37E-05,12,43,133,,,
8.41E-05,28,29,134,,,
8.40E-05,23,16,134,,,
8.58E-05,16,59,126,,,
8.78E-05,3,68,127,,,
8.37E-05,33,122,126,,,
8.42E-05,15,59,127,,,
0.0004612,11,57,127,,,
8.39E-05,15,64,127,,,
8.38E-05,20,104,127,,,
8.37E-05,1,104,127,,,
8.41E-05,6,54,126,,,
8.37E-05,5,120,124,,,
8.42E-05,21,33,123,,,
8.74E-05,28,90,124,,,
8.49E-05,15,109,128,,,
0.0001191,8,12,127,,,
8.47E-05,9,88,128,,,
8.89E-05,13,71,129,,,
8.43E-05,7,7,126,,,
8.46E-05,2,56,128,,,
0.0001724,22,57,129,,,
0.000112,30,110,126,,,
9.16E-05,35,27,127,,,
8.46E-05,18,6,128,,,
8.44E-05,30,50,128,,,
0.0001287,18,12,125,,,
8.44E-05,16,111,124,,,
8.43E-05,3,96,121,,,
0.0003009,12,51,122,,,
8.43E-05,20,2,122,,,
8.40E-05,22,15,122,,,
8.39E-05,24,75,122,,,
8.64E-05,35,5,121,,,
0.0002803,19,34,121,,,
8.38E-05,31,98,121,,,
8.37E-05,8,85,122,,,
9.35E-05,18,6,122,,,
8.93E-05,23,18,125,,,
8.75E-05,31,110,133,,,
8.47E-05,9,118,135,,,
8.41E-05,25,50,136,,,
8.46E-05,24,127,136,,,
8.64E-05,16,33,137,,,
0.0001228,26,100,136,,,
0.0003488,7,63,136,,,
0.0001213,1,73,137,,,
0.000114,33,52,139,,,
0.0001179,26,32,141,,,
9.07E-05,24,13,141,,,
8.52E-05,9,5,142,,,
8.31E-05,5,43,141,,,
8.40E-05,6,95,137,,,
8.41E-05,3,63,138,,,
8.61E-05,19,11,136,,,
8.50E-05,2,12,135,,,
8.46E-05,33,18,132,,,
8.68E-05,16,46,131,,,
8.39E-05,23,96,130,,,
8.45E-05,27,36,128,,,
8.50E-05,14,112,130,,,
8.48E-05,20,34,131,,,
8.44E-05,9,22,131,,,
8.45E-05,6,15,132,,,
8.49E-05,18,82,133,,,
8.98E-05,21,104,133,,,
8.39E-05,21,116,127,,,
8.37E-05,27,125,129,,,
8.58E-05,1,105,128,,,
8.38E-05,20,103,129,,,
0.0001331,11,70,122,,,
8.50E-05,13,46,121,,,
8.47E-05,29,93,122,,,
8.42E-05,15,79,124,,,
8.41E-05,3,105,126,,,
9.02E-05,26,57,126,,,
8.38E-05,17,114,126,,,
8.34E-05,27,95,127,,,
8.32E-05,1,15,128,,,
8.40E-05,31,15,129,,,
8.37E-05,17,33,134,,,
8.34E-05,6,115,135,,,
8.35E-05,21,98,133,,,
9.01E-05,8,42,134,,,
8.37E-05,4,81,134,,,
8.42E-05,20,50,134,,,
8.36E-05,32,109,134,,,
0.0001037,33,68,135,,,
8.53E-05,3,71,136,,,
8.37E-05,23,106,139,,,
8.38E-05,16,45,140,,,
8.41E-05,26,55,142,,,
0.0002374,16,134,142,,,
8.43E-05,16,111,142,,,
8.42E-05,7,117,144,,,
8.38E-05,32,6,145,,,
8.38E-05,26,125,146,,,
8.35E-05,35,4,146,,,
9.10E-05,31,24,147,,,
0.0001629,10,73,150,,,
0.0001195,15,138,151,,,
8.87E-05,18,60,152,,,
8.43E-05,31,4,153,,,
8.37E-05,22,105,149,,,
8.38E-05,16,104,151,,,
8.38E-05,35,67,152,,,
8.36E-05,17,2,153,,,
0.0001374,14,79,154,,,
8.45E-05,7,53,153,,,
8.63E-05,7,143,154,,,
9.13E-05,11,150,157,,,
8.94E-05,32,90,159,,,
8.41E-05,3,52,161,,,
8.49E-05,15,118,162,,,
8.53E-05,13,54,164,,,
8.67E-05,13,162,166,,,
8.43E-05,2,105,164,,,
8.60E-05,26,61,166,,,
8.53E-05,21,78,167,,,
8.41E-05,2,38,165,,,
8.41E-05,16,26,159,,,
8.45E-05,15,28,161,,,
8.38E-05,20,55,159,,,
8.40E-05,21,114,159,,,
8.43E-05,3,40,157,,,
8.34E-05,8,12,159,,,
8.36E-05,6,140,160,,,
8.42E-05,17,36,153,,,
8.40E-05,18,79,154,,,
8.43E-05,22,57,155,,,
8.40E-05,3,80,155,,,
8.38E-05,19,73,155,,,
8.37E-05,20,111,155,,,
8.75E-05,7,106,155,,,
8.37E-05,25,50,152,,,
8.41E-05,13,104,152,,,
8.37E-05,3,127,150,,,
0.0001932,19,51,152,,,
8.58E-05,23,124,154,,,
9.08E-05,28,66,157,,,
8.41E-05,26,105,157,,,
8.42E-05,17,36,157,,,
8.42E-05,27,107,153,,,
8.68E-05,23,16,153,,,
8.30E-05,19,101,153,,,
8.44E-05,34,83,154,,,
0.0001061,33,43,152,,,
8.44E-05,15,123,154,,,
8.40E-05,32,1,156,,,
0.0001745,32,55,155,,,
0.0001339,11,74,155,,,
8.45E-05,6,37,152,,,
8.44E-05,29,72,152,,,
8.85E-05,27,138,151,,,
8.47E-05,31,76,152,,,
8.70E-05,20,114,149,,,
8.42E-05,1,60,145,,,
8.41E-05,3,0,146,,,
8.39E-05,25,84,147,,,
8.35E-05,8,54,147,,,
8.36E-05,34,20,150,,,
8.40E-05,33,116,150,,,
8.39E-05,17,22,151,,,
8.34E-05,4,112,151,,,
8.48E-05,14,51,156,,,
8.42E-05,4,62,156,,,
8.33E-05,12,151,157,,,
8.39E-05,30,63,156,,,
8.55E-05,27,131,157,,,
8.40E-05,25,52,155,,,
8.39E-05,12,84,152,,,
0.000117,19,124,152,,,
8.38E-05,11,86,149,,,
8.37E-05,14,116,150,,,
8.37E-05,22,2,152,,,
8.41E-05,27,133,153,,,
8.40E-05,5,43,154,,,
8.38E-05,4,128,152,,,
8.37E-05,20,135,152,,,
8.40E-05,18,98,153,,,
8.36E-05,20,111,153,,,
8.38E-05,27,92,152,,,
8.40E-05,9,111,152,,,
8.35E-05,20,103,151,,,
9.17E-05,15,20,152,,,
8.70E-05,5,6,150,,,
8.57E-05,10,86,151,,,
8.41E-05,12,19,153,,,
8.40E-05,24,89,152,,,
8.39E-05,5,90,151,,,
8.34E-05,34,84,149,,,
8.41E-05,7,11,152,,,
8.41E-05,16,114,153,,,
8.41E-05,7,9,156,,,
8.51E-05,23,78,155,,,
9.02E-05,22,23,157,,,
0.0001196,5,156,160,,,
8.84E-05,6,74,161,,,
8.47E-05,15,6,162,,,
8.57E-05,16,99,159,,,
8.38E-05,1,108,156,,,
8.38E-05,24,29,155,,,
8.57E-05,6,154,156,,,
8.93E-05,13,26,155,,,
8.43E-05,10,24,156,,,
8.60E-05,28,60,157,,,
8.73E-05,31,82,153,,,
9.13E-05,3,136,154,,,
8.74E-05,25,8,155,,,
8.30E-05,13,37,155,,,
8.29E-05,35,88,155,,,
8.50E-05,26,118,154,,,
8.40E-05,28,52,153,,,
8.42E-05,9,10,151,,,
8.43E-05,4,80,149,,,
8.40E-05,27,60,150,,,
9.46E-05,31,144,149,,,
0.0001253,20,49,150,,,
8.55E-05,26,73,151,,,
8.99E-05,13,54,153,,,
8.35E-05,25,39,154,,,
8.58E-05,27,44,155,,,
8.36E-05,34,129,157,,,
8.37E-05,11,43,157,,,
8.56E-05,6,115,155,,,
8.42E-05,6,14,158,,,
8.40E-05,26,110,158,,,
8.41E-05,15,113,158,,,
8.40E-05,8,92,155,,,
8.44E-05,16,146,155,,,
8.40E-05,6,119,159,,,
0.000222,13,64,163,,,
8.41E-05,25,135,166,,,
8.38E-05,17,122,166,,,
8.37E-05,6,121,167,,,
8.38E-05,33,90,165,,,
8.36E-05,30,35,165,,,
8.42E-05,24,115,163,,,
8.38E-05,5,10,160,,,
0.0001083,17,105,158,,,
8.34E-05,23,24,159,,,
8.37E-05,4,110,157,,,
8.40E-05,27,66,157,,,
8.40E-05,15,97,154,,,
8.40E-05,27,91,152,,,
9.12E-05,19,25,154,,,
8.39E-05,20,125,152,,,
8.38E-05,5,81,148,,,
0.0001255,24,117,146,,,
8.39E-05,3,115,148,,,
8.33E-05,7,138,150,,,
8.40E-05,28,136,152,,,
8.67E-05,20,82,152,,,
8.37E-05,7,111,152,,,
8.40E-05,9,105,148,,,
8.39E-05,12,146,149,,,
8.67E-05,32,122,149,,,
0.000108,17,33,147,,,
0.0001039,1,90,149,,,
8.40E-05,13,84,146,,,
8.42E-05,24,20,145,,,
8.49E-05,27,93,148,,,
8.58E-05,4,41,148,,,
8.41E-05,12,110,148,,,
8.91E-05,32,17,146,,,
8.41E-05,26,42,143,,,
8.38E-05,34,132,144,,,
8.42E-05,27,44,146,,,
8.65E-05,20,36,147,,,
8.35E-05,21,17,148,,,
9.12E-05,25,70,146,,,
0.0001019,19,35,147,,,
9.04E-05,6,10,148,,,
8.70E-05,4,97,144,,,
8.37E-05,22,43,144,,,
8.60E-05,15,57,143,,,
8.44E-05,2,38,144,,,
8.62E-05,18,57,145,,,
8.42E-05,31,62,146,,,
8.40E-05,14,78,147,,,
8.39E-05,23,93,148,,,
8.40E-05,9,1,150,,,
8.38E-05,34,147,156,,,
8.47E-05,6,18,153,,,
8.54E-05,17,142,153,,,
8.52E-05,17,143,157,,,
8.50E-05,14,142,152,,,
8.44E-05,12,121,152,,,
8.48E-05,19,107,153,,,
0.0004564,14,122,153,,,
8.46E-05,4,149,151,,,
8.44E-05,15,34,151,,,
0.0001353,7,137,151,,,
8.47E-05,3,40,147,,,
8.42E-05,11,2,148,,,
9.02E-05,9,58,147,,,
0.0001015,21,12,146,,,
0.0001104,11,26,147,,,
8.36E-05,15,76,147,,,
8.89E-05,13,135,146,,,
8.43E-05,3,6,149,,,
8.38E-05,20,70,150,,,
8.37E-05,15,99,151,,,
8.47E-05,27,34,148,,,
8.41E-05,8,92,146,,,
8.44E-05,13,70,142,,,
8.46E-05,32,47,141,,,
0.0001169,5,35,144,,,
8.42E-05,35,129,147,,,
8.38E-05,32,45,148,,,
8.32E-05,15,144,148,,,
8.40E-05,3,124,149,,,
8.38E-05,35,5,151,,,
8.41E-05,1,52,153,,,
8.32E-05,13,25,154,,,
8.34E-05,11,115,154,,,
8.39E-05,24,16,155,,,
8.36E-05,20,0,156,,,
8.46E-05,29,23,154,,,
8.39E-05,23,108,151,,,
8.40E-05,10,38,152,,,
8.37E-05,15,123,152,,,
9.28E-05,10,32,153,,,
9.15E-05,16,124,155,,,
8.44E-05,15,123,154,,,
8.41E-05,26,13,155,,,
8.40E-05,3,136,156,,,
8.36E-05,7,83,155,,,
8.42E-05,34,56,156,,,
8.50E-05,22,121,156,,,
8.36E-05,12,60,155,,,
8.35E-05,1,2,148,,,
8.27E-05,7,48,148,,,
8.31E-05,22,43,148,,,
8.36E-05,34,61,150,,,
8.39E-05,32,93,149,,,
8.47E-05,9,121,149,,,
9.05E-05,32,87,150,,,
8.30E-05,20,40,152,,,
9.71E-05,14,115,157,,,
8.41E-05,20,60,160,,,
8.54E-05,4,56,161,,,
0.0001269,21,101,162,,,
8.91E-05,17,44,164,,,
0.0001367,22,27,166,,,
8.65E-05,34,106,166,,,
8.53E-05,20,164,167,,,
8.51E-05,33,95,165,,,
8.36E-05,24,122,163,,,
8.56E-05,10,144,164,,,
8.40E-05,29,37,166,,,
8.37E-05,11,71,167,,,
0.000134,4,49,167,,,
8.37E-05,11,33,169,,,
8.51E-05,27,53,168,,,
8.49E-05,20,8,169,,,
8.40E-05,10,113,169,,,
8.39E-05,27,103,171,,,
9.00E-05,7,132,167,,,
8.43E-05,19,157,170,,,
8.41E-05,8,3,171,,,
8.61E-05,18,56,172,,,
8.41E-05,1,116,174,,,
8.38E-05,25,84,175,,,
8.39E-05,17,54,178,,,
8.36E-05,24,21,177,,,
8.42E-05,33,33,178,,,
8.42E-05,33,163,179,,,
9.04E-05,8,158,179,,,
8.39E-05,12,119,180,,,
8.37E-05,18,144,178,,,
9.05E-05,5,132,178,,,
9.12E-05,23,172,179,,,
8.39E-05,30,54,180,,,
8.40E-05,17,11,181,,,
8.49E-05,28,123,181,,,
8.36E-05,13,118,181,,,
8.38E-05,32,84,181,,,
8.35E-05,17,63,178,,,
8.43E-05,14,78,183,,,
8.39E-05,20,77,183,,,
8.40E-05,12,21,185,,,
8.99E-05,20,60,185,,,
8.39E-05,19,130,185,,,
8.41E-05,13,93,182,,,
8.34E-05,10,138,182,,,
8.39E-05,26,54,184,,,
8.40E-05,14,10,186,,,
8.54E-05,9,174,187,,,
8.36E-05,27,124,189,,,
8.35E-05,30,152,190,,,
8.95E-05,20,133,191,,,
8.39E-05,28,54,192,,,
8.37E-05,24,168,194,,,
0.0001695,3,148,191,,,
8.66E-05,14,44,187,,,
0.0001009,27,142,190,,,
8.38E-05,17,152,191,,,
8.40E-05,11,15,191,,,
8.39E-05,35,14,192,,,
0.0001213,19,22,196,,,
0.0001798,33,21,197,,,
8.43E-05,14,60,194,,,
8.32E-05,8,156,195,,,
8.35E-05,16,151,194,,,
8.39E-05,1,92,189,,,
8.37E-05,10,90,191,,,
8.34E-05,21,44,193,,,
8.39E-05,33,158,196,,,
0.0002015,31,186,197,,,
8.41E-05,4,166,193,,,
8.40E-05,33,93,194,,,
8.44E-05,4,63,190,,,
8.38E-05,24,11,190,,,
8.37E-05,7,174,196,,,
8.37E-05,16,117,197,,,
0.0001071,11,40,198,,,
8.49E-05,23,113,200,,,
8.44E-05,18,4,200,,,
8.74E-05,31,95,202,,,
8.53E-05,17,195,197,,,
9.14E-05,6,96,197,,,
8.46E-05,1,116,198,,,
8.44E-05,25,10,199,,,
8.36E-05,6,202,204,,,
8.57E-05,29,69,202,,,
8.39E-05,34,197,205,,,
8.46E-05,1,79,209,,,
8.39E-05,3,19,208,,,
8.41E-05,20,184,208,,,
8.38E-05,30,179,209,,,
8.38E-05,7,201,209,,,
9.22E-05,20,86,210,,,
8.43E-05,12,193,210,,,
8.37E-05,18,37,207,,,
0.0001837,20,19,207,,,
0.0001104,19,4,207,,,
8.44E-05,7,176,210,,,
8.83E-05,25,198,212,,,
0.0001213,15,99,212,,,
0.0001097,11,29,212,,,
8.97E-05,21,57,211,,,
0.0001231,3,23,211,,,
8.47E-05,1,189,209,,,
8.48E-05,35,109,209,,,
8.48E-05,8,188,204,,,
8.50E-05,5,193,203,,,
8.49E-05,34,95,204,,,
8.49E-05,34,141,205,,,
8.51E-05,2,76,206,,,
0.0001027,30,109,202,,,
9.53E-05,6,88,204,,,
0.0001264,35,90,205,,,
8.51E-05,2,3,205,,,
8.41E-05,21,12,206,,,
8.50E-05,34,202,207,,,
8.42E-05,18,11,206,,,
8.44E-05,20,37,207,,,
0.0001162,25,131,212,,,
8.43E-05,9,33,211,,,
8.35E-05,3,158,210,,,
8.56E-05,24,125,207,,,
0.0001155,28,176,208,,,
8.48E-05,22,113,209,,,
8.43E-05,32,123,204,,,
8.52E-05,32,188,204,,,
8.44E-05,5,59,203,,,
8.70E-05,10,49,204,,,
8.29E-05,29,8,202,,,
8.41E-05,35,147,198,,,
8.34E-05,6,139,197,,,
8.35E-05,8,4,197,,,
8.76E-05,4,155,199,,,
0.0001466,25,4,202,,,
8.42E-05,7,88,198,,,
9.06E-05,14,89,200,,,
8.36E-05,1,86,202,,,
8.36E-05,27,53,203,,,
8.48E-05,19,43,204,,,
8.45E-05,21,167,199,,,
8.69E-05,21,92,200,,,
8.40E-05,7,24,204,,,
8.36E-05,13,133,205,,,
8.59E-05,16,2,204,,,
8.35E-05,31,189,205,,,
8.40E-05,9,7,206,,,
8.42E-05,11,29,204,,,
8.37E-05,10,89,205,,,
9.16E-05,25,172,206,,,
8.38E-05,29,194,207,,,
8.41E-05,16,49,204,,,
8.40E-05,23,83,207,,,
9.42E-05,25,4,205,,,
8.34E-05,5,96,205,,,
8.28E-05,8,62,205,,,
8.67E-05,18,145,204,,,
8.48E-05,32,107,200,,,
8.37E-05,12,188,197,,,
8.32E-05,12,172,198,,,
8.36E-05,22,128,198,,,
0.0001645,35,106,195,,,
8.72E-05,13,40,198,,,
8.35E-05,29,78,199,,,
8.97E-05,32,11,198,,,
8.43E-05,29,62,196,,,
8.37E-05,32,7,205,,,
0.0001158,30,136,200,,,
8.41E-05,15,20,199,,,
0.0001255,19,142,200,,,
9.07E-05,31,2,194,,,
9.24E-05,18,118,195,,,
8.42E-05,20,158,193,,,
8.40E-05,25,180,195,,,
8.74E-05,11,104,191,,,
8.36E-05,30,4,192,,,
8.41E-05,16,164,193,,,
8.38E-05,6,73,193,,,
8.37E-05,1,164,194,,,
8.34E-05,9,177,195,,,
8.29E-05,14,128,195,,,
8.35E-05,17,160,196,,,
8.36E-05,3,28,195,,,
8.39E-05,23,26,197,,,
8.37E-05,21,184,196,,,
8.35E-05,24,95,199,,,
9.46E-05,21,151,197,,,
8.47E-05,21,58,194,,,
8.42E-05,18,57,198,,,
