cas operacie,vybrane cislo,velkost frontu,,,,,,,
2.56E-05,24,122,,,,,0.0000458,15,258
2.86E-05,22,122,,,,,0.0000359,9,258
2.83E-05,17,126,,,,,0.0000458,32,258
2.55E-05,3,125,,,,,0.0000574,35,258
2.53E-05,26,126,,,,,0.000037,31,258
2.61E-05,34,126,,,,,0.0000993,34,258
2.55E-05,28,125,,,,,0.0000378,25,258
2.77E-05,11,129,,,,,0.0000399,29,258
2.79E-05,1,130,,,,,0.0000448,27,258
2.53E-05,21,129,,,,,0.0000339,29,258
2.57E-05,24,129,,,,,0.0000349,23,258
2.55E-05,3,128,,,,,0.0000431,23,258
3.17E-05,5,128,,,,,0.0001016,24,258
2.54E-05,12,127,,,,,0.0000574,9,258
2.54E-05,19,126,,,,,0.0001004,2,258
2.55E-05,3,125,,,,,0.0000519,33,258
3.32E-05,12,128,,,,,0.0000398,21,258
2.57E-05,6,129,,,,,0.0000399,2,258
2.50E-05,12,128,,,,,0.0001254,23,258
2.72E-05,9,133,,,,,0.0000427,1,258
2.59E-05,22,135,,,,,0.0000378,26,258
2.55E-05,14,137,,,,,0.0000427,31,258
2.55E-05,25,137,,,,,0.0000429,28,258
2.60E-05,1,140,,,,,0.0001024,35,258
2.56E-05,14,139,,,,,0.0000441,31,258
2.53E-05,18,139,,,,,0.0000526,20,258
2.60E-05,11,140,,,,,0.0001598,33,258
2.54E-05,20,139,,,,,0.0000392,12,258
2.55E-05,28,138,,,,,0.0000527,16,258
2.53E-05,8,139,,,,,0.0002055,11,258
2.51E-05,9,138,,,,,0.0000479,30,258
3.28E-05,26,138,,,,,0.0000355,13,258
2.63E-05,17,137,,,,,0.0000434,7,258
2.62E-05,14,136,,,,,0.0001644,21,258
2.55E-05,29,136,,,,,0.0000364,23,258
2.53E-05,32,136,,,,,0.0000365,28,258
2.55E-05,29,136,,,,,0.0000363,19,258
2.68E-05,11,138,,,,,0.0000397,30,258
2.56E-05,35,138,,,,,0.00004,25,258
3.19E-05,20,138,,,,,0.0005427,15,258
2.98E-05,27,137,,,,,0.0000416,1,258
2.72E-05,22,136,,,,,0.0002567,1,258
2.72E-05,7,136,,,,,0.000041,9,258
3.46E-05,20,139,,,,,0.0004113,11,258
0.0001049,31,141,,,,,0.0000345,18,258
2.56E-05,19,141,,,,,0.0000268,7,258
2.68E-05,33,143,,,,,0.0000266,12,258
3.26E-05,15,142,,,,,0.0000413,2,258
2.56E-05,19,142,,,,,0.0000266,21,258
2.61E-05,25,144,,,,,0.0000286,17,258
2.57E-05,4,143,,,,,0.000041,9,258
3.70E-05,27,142,,,,,0.0000268,5,258
2.62E-05,17,142,,,,,0.0000279,18,258
2.59E-05,10,143,,,,,0.0000258,18,258
2.57E-05,18,143,,,,,0.0000282,10,258
3.43E-05,15,144,,,,,0.0000277,7,258
3.28E-05,6,146,,,,,0.0000266,31,258
2.60E-05,33,146,,,,,0.0000266,27,258
3.90E-05,1,145,,,,,0.0000392,11,258
3.81E-05,2,145,,,,,0.0000262,27,258
3.39E-05,2,144,,,,,0.0000267,10,258
2.61E-05,34,143,,,,,0.0000389,29,258
2.53E-05,33,142,,,,,0.0000265,26,258
2.63E-05,31,141,,,,,0.0000264,2,258
2.57E-05,21,141,,,,,0.0000252,11,258
2.85E-05,33,143,,,,,0.0000265,29,258
2.59E-05,31,142,,,,,0.000042,16,258
2.54E-05,27,141,,,,,0.0000266,18,258
2.55E-05,28,141,,,,,0.0000268,20,258
2.54E-05,4,140,,,,,0.0000282,11,258
2.54E-05,26,139,,,,,0.0000338,13,258
2.55E-05,26,138,,,,,0.0000273,3,258
2.79E-05,25,140,,,,,0.0000262,18,258
2.55E-05,2,140,,,,,0.0000265,26,258
2.95E-05,19,141,,,,,0.0000293,32,258
2.60E-05,26,143,,,,,0.0000255,8,258
2.54E-05,7,142,,,,,0.0000324,33,258
2.53E-05,12,141,,,,,0.0000329,12,258
2.51E-05,2,140,,,,,0.0000261,13,258
2.80E-05,26,141,,,,,0.0000341,28,258
3.71E-05,20,142,,,,,0.0000255,10,258
0.000647,16,141,,,,,0.0000265,25,258
0.0002079,15,140,,,,,0.000075,25,258
2.78E-05,22,140,,,,,0.0000257,11,258
2.67E-05,33,140,,,,,0.0000432,15,258
2.65E-05,33,139,,,,,0.0000292,25,258
3.63E-05,32,140,,,,,0.000028,7,258
2.75E-05,23,139,,,,,0.0000256,18,258
3.30E-05,19,140,,,,,0.0000252,27,258
2.66E-05,8,139,,,,,0.000052,27,258
3.72E-05,33,142,,,,,0.0000377,15,258
2.59E-05,35,142,,,,,0.0000287,5,258
2.56E-05,1,141,,,,,0.0000259,23,258
4.04E-05,8,141,,,,,0.0000266,23,258
2.96E-05,3,142,,,,,0.0000253,18,258
9.88E-05,4,143,,,,,0.0000283,33,258
4.72E-05,31,142,,,,,0.0000274,14,258
2.72E-05,14,141,,,,,0.0000262,5,258
2.63E-05,4,145,,,,,0.0000265,6,258
2.55E-05,25,144,,,,,0.0000307,34,258
2.55E-05,29,143,,,,,0.0000264,23,258
3.59E-05,1,143,,,,,0.0000443,20,258
2.61E-05,18,142,,,,,0.0000436,5,258
2.59E-05,26,141,,,,,0.000027,28,258
3.03E-05,34,141,,,,,0.0000433,30,258
3.26E-05,27,141,,,,,0.0000388,17,258
2.65E-05,14,140,,,,,0.0000448,20,258
2.62E-05,3,140,,,,,0.0000292,9,258
2.58E-05,25,139,,,,,0.0000253,22,258
2.55E-05,29,138,,,,,0.0000252,19,258
2.54E-05,25,138,,,,,0.0000254,14,258
2.54E-05,2,137,,,,,0.0000258,17,258
3.33E-05,18,137,,,,,0.000026,35,258
2.56E-05,31,136,,,,,0.0000266,20,258
2.61E-05,23,137,,,,,0.0000682,12,258
2.59E-05,10,139,,,,,0.0000366,27,258
2.57E-05,19,139,,,,,0.0000415,32,258
2.54E-05,12,139,,,,,0.0000283,5,258
2.85E-05,15,139,,,,,0.0000425,33,258
2.79E-05,32,144,,,,,0.0000559,13,259
2.60E-05,10,143,,,,,0.0000264,2,259
2.57E-05,2,144,,,,,0.0000256,9,259
2.56E-05,2,143,,,,,0.0000283,12,259
2.52E-05,11,142,,,,,0.0000279,21,259
2.54E-05,35,141,,,,,0.0000255,17,259
2.55E-05,3,143,,,,,0.0000275,13,259
2.51E-05,27,142,,,,,0.0000262,15,259
2.60E-05,18,142,,,,,0.0000256,22,259
2.54E-05,24,141,,,,,0.0000255,26,259
0.0001005,34,141,,,,,0.0000262,18,259
3.28E-05,4,140,,,,,0.0000255,27,259
2.83E-05,3,140,,,,,0.0000254,27,259
2.57E-05,6,144,,,,,0.0000254,27,259
2.71E-05,18,144,,,,,0.0000298,22,259
2.83E-05,15,144,,,,,0.0000274,28,259
2.67E-05,3,144,,,,,0.0000293,20,259
2.70E-05,7,143,,,,,0.0000256,7,259
2.65E-05,22,142,,,,,0.0002901,2,259
2.66E-05,7,141,,,,,0.0000364,11,259
2.88E-05,24,140,,,,,0.0000402,6,259
2.66E-05,7,139,,,,,0.0001728,31,259
2.63E-05,35,140,,,,,0.0000573,34,259
2.67E-05,15,139,,,,,0.0000327,15,259
2.64E-05,9,138,,,,,0.000026,4,259
2.61E-05,24,137,,,,,0.0000263,7,259
2.63E-05,29,136,,,,,0.0000368,3,259
4.70E-05,3,136,,,,,0.0000316,8,259
4.27E-05,28,135,,,,,0.0000254,35,259
3.07E-05,34,135,,,,,0.0000255,7,259
3.98E-05,13,134,,,,,0.0000387,32,259
3.55E-05,9,133,,,,,0.0000269,23,259
2.62E-05,35,135,,,,,0.0000278,10,259
2.55E-05,12,134,,,,,0.0000253,19,259
2.62E-05,24,133,,,,,0.000029,33,259
2.59E-05,11,137,,,,,0.0000264,3,259
2.55E-05,6,136,,,,,0.0000301,10,259
2.51E-05,19,135,,,,,0.0000251,26,259
2.53E-05,3,134,,,,,0.0000252,9,259
2.56E-05,4,133,,,,,0.000026,27,259
2.55E-05,1,132,,,,,0.0000324,33,259
2.61E-05,27,132,,,,,0.0000256,4,259
2.59E-05,10,133,,,,,0.0000256,28,259
2.67E-05,23,136,,,,,0.0000256,27,259
2.67E-05,30,139,,,,,0.000026,33,259
2.61E-05,32,139,,,,,0.0000353,29,259
2.54E-05,11,138,,,,,0.0000253,6,259
2.84E-05,2,139,,,,,0.0000256,22,259
2.55E-05,29,138,,,,,0.0000273,24,259
2.57E-05,10,137,,,,,0.0000266,22,259
2.84E-05,7,138,,,,,0.0000367,24,259
2.59E-05,5,137,,,,,0.0000268,21,259
2.81E-05,28,140,,,,,0.0000251,3,259
2.74E-05,4,143,,,,,0.000028,32,259
2.57E-05,22,142,,,,,0.0000256,34,259
2.55E-05,2,141,,,,,0.0000256,23,259
2.56E-05,29,140,,,,,0.0000254,29,259
2.56E-05,25,139,,,,,0.0000253,4,259
2.54E-05,33,139,,,,,0.0000254,16,259
2.84E-05,32,141,,,,,0.0000257,2,259
2.60E-05,10,142,,,,,0.0000282,10,259
2.81E-05,15,142,,,,,0.0000319,10,259
0.0001068,19,141,,,,,0.0000284,8,259
2.70E-05,7,140,,,,,0.0000252,27,259
2.60E-05,33,140,,,,,0.0000251,31,259
4.13E-05,7,140,,,,,0.0000251,32,259
6.32E-05,14,140,,,,,0.0000253,31,259
5.04E-05,33,139,,,,,0.000026,23,259
2.72E-05,14,140,,,,,0.0000254,9,259
3.30E-05,10,139,,,,,0.0000258,22,259
2.63E-05,31,138,,,,,0.0000258,6,259
2.67E-05,25,137,,,,,0.0000253,14,259
2.65E-05,28,136,,,,,0.000032,27,259
3.64E-05,22,135,,,,,0.0000251,4,259
2.78E-05,27,134,,,,,0.0000252,11,259
2.73E-05,18,133,,,,,0.0000257,23,259
2.66E-05,25,132,,,,,0.0000254,26,259
4.14E-05,9,137,,,,,0.0000253,15,259
2.68E-05,14,137,,,,,0.000027,25,259
2.68E-05,9,136,,,,,0.0000256,14,259
2.74E-05,7,137,,,,,0.0000252,20,259
2.82E-05,33,137,,,,,0.0000804,34,259
2.65E-05,16,136,,,,,0.0000257,20,259
2.82E-05,13,137,,,,,0.0000257,15,259
2.54E-05,6,136,,,,,0.0000257,15,259
2.60E-05,29,136,,,,,0.0000256,20,259
3.57E-05,31,135,,,,,0.0000353,19,259
8.13E-05,22,137,,,,,0.0000258,6,259
2.56E-05,23,138,,,,,0.000026,4,259
2.56E-05,8,137,,,,,0.0000251,29,259
2.60E-05,26,140,,,,,0.0000375,21,259
2.53E-05,33,139,,,,,0.0000343,32,259
2.54E-05,28,138,,,,,0.0000255,6,259
2.52E-05,10,137,,,,,0.0000253,27,259
2.55E-05,26,141,,,,,0.0000251,27,259
2.66E-05,33,141,,,,,0.0000273,8,259
2.64E-05,8,140,,,,,0.0000255,7,259
2.55E-05,33,140,,,,,0.0000259,32,259
2.68E-05,22,140,,,,,0.0000256,12,259
2.55E-05,28,139,,,,,0.0000252,7,259
3.25E-05,14,140,,,,,0.0000261,28,259
2.57E-05,1,139,,,,,0.0000275,24,259
2.54E-05,23,138,,,,,0.0000258,9,259
2.55E-05,30,137,,,,,0.0000256,10,259
2.53E-05,12,138,,,,,0.0000255,18,259
2.57E-05,33,138,,,,,0.0000374,33,259
2.62E-05,28,137,,,,,0.0000423,25,259
3.68E-05,17,136,,,,,0.0000255,6,259
2.80E-05,8,136,,,,,0.0000253,5,259
3.71E-05,6,140,,,,,0.0000286,21,259
3.62E-05,11,139,,,,,0.000029,1,259
2.77E-05,12,139,,,,,0.0000252,27,259
2.68E-05,20,138,,,,,0.0000355,8,259
2.75E-05,35,141,,,,,0.0000261,27,259
4.44E-05,22,143,,,,,0.0000263,28,259
3.39E-05,18,143,,,,,0.0000263,13,259
2.72E-05,28,142,,,,,0.0000256,24,259
2.68E-05,33,141,,,,,0.000029,31,259
3.37E-05,22,145,,,,,0.0000256,1,259
2.83E-05,20,145,,,,,0.0000262,14,259
2.58E-05,33,144,,,,,0.0000256,31,259
2.54E-05,11,143,,,,,0.0000262,6,259
2.58E-05,22,143,,,,,0.0000253,14,259
2.54E-05,31,142,,,,,0.0000282,35,259
2.57E-05,17,142,,,,,0.0000257,26,259
2.55E-05,16,141,,,,,0.0000253,11,259
2.55E-05,10,140,,,,,0.0000253,26,259
2.54E-05,18,139,,,,,0.000033,31,259
2.58E-05,27,140,,,,,0.0000329,27,259
3.59E-05,33,139,,,,,0.0000261,3,259
2.59E-05,27,138,,,,,0.000025,30,259
2.63E-05,26,139,,,,,0.000027,16,259
2.59E-05,34,139,,,,,0.0000252,29,259
2.51E-05,24,138,,,,,0.0000253,5,259
2.53E-05,27,137,,,,,0.0000256,10,259
2.50E-05,22,136,,,,,0.0000273,25,259
2.53E-05,28,135,,,,,0.000048,27,259
2.53E-05,8,134,,,,,0.0000264,32,259
2.53E-05,21,133,,,,,0.0000417,16,259
2.51E-05,35,132,,,,,0.0000254,33,259
2.50E-05,10,131,,,,,0.0000274,29,259
2.49E-05,16,130,,,,,0.0000279,11,259
5.05E-05,32,132,,,,,0.0000252,35,259
2.71E-05,21,133,,,,,0.0000385,4,259
2.67E-05,24,132,,,,,0.0000448,15,259
3.84E-05,6,133,,,,,0.0000506,18,259
2.60E-05,34,132,,,,,0.0001001,4,259
2.59E-05,30,136,,,,,0.0001007,27,259
2.54E-05,20,135,,,,,0.0001019,7,259
2.63E-05,10,136,,,,,0.0000369,5,259
2.58E-05,29,137,,,,,0.0000435,22,259
2.68E-05,12,137,,,,,0.0000389,31,259
2.69E-05,4,136,,,,,0.0000412,23,259
2.66E-05,11,135,,,,,0.0000385,1,259
2.72E-05,2,136,,,,,0.0000324,34,259
2.60E-05,6,137,,,,,0.000034,8,259
2.57E-05,27,136,,,,,0.0000438,8,259
2.53E-05,22,135,,,,,0.0000374,15,259
2.83E-05,35,136,,,,,0.0000392,15,259
3.63E-05,8,136,,,,,0.0000356,10,259
3.96E-05,16,135,,,,,0.0000432,35,259
4.07E-05,19,134,,,,,0.0000517,13,259
3.81E-05,14,133,,,,,0.0000394,1,259
2.58E-05,13,135,,,,,0.000038,33,259
2.53E-05,9,134,,,,,0.000053,30,259
2.53E-05,27,133,,,,,0.0000636,32,259
4.37E-05,22,136,,,,,0.0000404,10,259
2.62E-05,4,139,,,,,0.0000544,26,259
2.53E-05,10,139,,,,,0.0000429,3,259
2.60E-05,15,141,,,,,0.0000381,1,259
2.52E-05,7,141,,,,,0.0002716,20,259
3.22E-05,25,142,,,,,0.0000357,5,259
2.56E-05,28,142,,,,,0.0000377,16,259
2.55E-05,6,141,,,,,0.000112,34,259
2.55E-05,20,141,,,,,0.0000442,18,259
2.54E-05,34,140,,,,,0.0001035,11,259
2.62E-05,26,140,,,,,0.0000376,18,259
2.61E-05,18,142,,,,,0.0000382,25,259
5.12E-05,8,141,,,,,0.0000412,5,259
2.68E-05,19,141,,,,,0.0001009,21,259
2.82E-05,26,141,,,,,0.0002914,6,259
2.75E-05,9,140,,,,,0.0001592,21,259
2.82E-05,12,140,,,,,0.0000449,2,259
2.63E-05,18,139,,,,,0.0000353,22,259
2.58E-05,22,138,,,,,0.0000422,21,259
2.62E-05,24,140,,,,,0.0000268,14,259
2.54E-05,27,140,,,,,0.0000265,23,259
3.61E-05,14,140,,,,,0.0000354,20,259
2.94E-05,8,140,,,,,0.0000441,7,259
2.57E-05,32,141,,,,,0.0000332,27,259
2.51E-05,6,140,,,,,0.0000427,29,259
2.54E-05,1,139,,,,,0.0000254,14,259
3.13E-05,11,140,,,,,0.0000328,33,259
2.63E-05,30,140,,,,,0.0000482,20,259
2.55E-05,9,139,,,,,0.0000267,35,259
2.56E-05,8,138,,,,,0.0000289,22,259
2.53E-05,30,137,,,,,0.0000265,33,259
2.54E-05,34,137,,,,,0.0000251,31,259
2.58E-05,7,137,,,,,0.0000278,5,259
2.56E-05,35,136,,,,,0.0000268,28,259
2.54E-05,27,135,,,,,0.0000266,25,259
2.54E-05,28,134,,,,,0.0000323,3,259
2.65E-05,21,134,,,,,0.0000276,19,259
3.52E-05,6,133,,,,,0.0000402,21,259
2.67E-05,25,132,,,,,0.000027,18,259
2.61E-05,14,131,,,,,0.0000333,25,259
2.58E-05,32,130,,,,,0.0000267,13,259
2.55E-05,3,129,,,,,0.0000518,11,259
2.54E-05,34,128,,,,,0.0000268,22,259
2.58E-05,4,130,,,,,0.0000433,4,259
2.62E-05,18,130,,,,,0.0000267,2,259
2.55E-05,5,129,,,,,0.0000435,11,259
2.58E-05,9,130,,,,,0.0000264,32,259
2.64E-05,20,132,,,,,0.0000288,26,259
2.53E-05,23,131,,,,,0.0000395,15,259
2.53E-05,31,130,,,,,0.0000252,9,259
3.14E-05,26,130,,,,,0.000029,16,259
2.63E-05,18,132,,,,,0.0000251,10,259
3.32E-05,9,131,,,,,0.0000262,12,259
2.95E-05,10,130,,,,,0.0000496,14,259
2.84E-05,21,129,,,,,0.0000372,12,259
2.86E-05,9,130,,,,,0.0000261,17,259
2.69E-05,30,130,,,,,0.0000375,33,259
2.73E-05,19,132,,,,,0.0000313,26,259
2.64E-05,12,131,,,,,0.0000259,30,259
2.84E-05,3,131,,,,,0.0000412,34,259
2.54E-05,1,130,,,,,0.0000258,8,259
3.45E-05,5,129,,,,,0.0000265,20,259
2.61E-05,23,130,,,,,0.0000255,24,259
2.58E-05,14,130,,,,,0.0000299,14,259
2.78E-05,25,130,,,,,0.0000342,34,259
2.59E-05,9,131,,,,,0.0000258,19,259
3.00E-05,18,130,,,,,0.0000256,6,259
2.55E-05,17,129,,,,,0.000028,15,259
3.14E-05,1,130,,,,,0.000037,19,259
2.69E-05,2,134,,,,,0.0000327,17,259
2.79E-05,25,133,,,,,0.0000319,26,259
2.55E-05,1,132,,,,,0.0000349,7,259
2.68E-05,8,136,,,,,0.0000266,5,259
2.55E-05,13,135,,,,,0.000027,29,259
2.68E-05,25,138,,,,,0.0000264,18,259
3.13E-05,12,139,,,,,0.0000266,11,259
2.62E-05,11,138,,,,,0.0000426,2,259
2.57E-05,24,137,,,,,0.0000707,14,259
2.86E-05,1,137,,,,,0.0000423,5,259
2.63E-05,15,136,,,,,0.0000356,16,259
2.65E-05,9,135,,,,,0.0000256,25,259
2.60E-05,32,139,,,,,0.0000254,26,259
2.54E-05,31,138,,,,,0.0000257,12,259
2.58E-05,17,138,,,,,0.0000265,23,259
2.62E-05,35,140,,,,,0.0000278,29,259
3.54E-05,15,140,,,,,0.0000354,15,259
3.83E-05,35,140,,,,,0.0000275,27,260
3.20E-05,29,140,,,,,0.0000254,26,260
2.73E-05,24,139,,,,,0.0000253,9,260
2.58E-05,21,139,,,,,0.0000253,1,260
2.53E-05,13,138,,,,,0.0000265,32,260
2.54E-05,35,137,,,,,0.0000253,19,260
3.48E-05,14,138,,,,,0.0000253,5,260
2.68E-05,7,140,,,,,0.0000361,33,260
2.56E-05,10,140,,,,,0.0000441,30,260
2.62E-05,15,142,,,,,0.0000409,8,260
2.70E-05,16,145,,,,,0.0001605,21,260
2.66E-05,16,146,,,,,0.0000551,25,260
2.54E-05,8,145,,,,,0.0000362,28,260
2.52E-05,11,144,,,,,0.0000466,13,260
2.52E-05,32,143,,,,,0.0000291,8,260
2.55E-05,14,142,,,,,0.0000284,31,260
2.63E-05,17,142,,,,,0.0000282,9,260
2.54E-05,7,141,,,,,0.0000263,2,260
2.55E-05,27,140,,,,,0.0000326,7,260
2.59E-05,29,142,,,,,0.0000293,9,260
2.55E-05,26,144,,,,,0.0000259,33,260
2.57E-05,14,145,,,,,0.0000252,23,260
2.86E-05,3,145,,,,,0.000026,31,260
2.57E-05,13,144,,,,,0.0001028,8,260
2.79E-05,34,146,,,,,0.0000369,25,260
2.54E-05,25,146,,,,,0.0000423,6,260
2.52E-05,31,145,,,,,0.0000259,4,260
2.70E-05,7,144,,,,,0.000028,11,260
4.02E-05,14,143,,,,,0.0000274,30,260
3.83E-05,18,144,,,,,0.0000286,1,260
0.0001836,13,143,,,,,0.0000252,9,260
3.24E-05,1,142,,,,,0.0000258,1,260
2.57E-05,5,144,,,,,0.0000257,13,260
2.56E-05,17,143,,,,,0.0000258,25,260
3.49E-05,31,143,,,,,0.0000256,3,260
2.71E-05,6,146,,,,,0.0000313,7,260
2.65E-05,19,145,,,,,0.0000267,31,260
3.36E-05,11,149,,,,,0.0000376,15,260
2.81E-05,31,150,,,,,0.0001172,27,260
2.55E-05,27,150,,,,,0.0000252,18,260
3.20E-05,32,152,,,,,0.0000254,30,260
2.64E-05,35,152,,,,,0.0000305,6,260
3.80E-05,4,152,,,,,0.0000267,29,260
3.54E-05,23,151,,,,,0.0000352,24,260
2.58E-05,34,152,,,,,0.0000259,1,260
2.57E-05,1,152,,,,,0.0000255,16,260
2.53E-05,22,151,,,,,0.0000254,24,260
2.51E-05,34,151,,,,,0.0000258,26,260
2.64E-05,26,151,,,,,0.0000261,2,260
2.59E-05,17,153,,,,,0.0000359,3,260
2.59E-05,32,152,,,,,0.0000252,2,260
4.04E-05,5,152,,,,,0.0000256,27,260
2.60E-05,17,152,,,,,0.000025,16,260
2.54E-05,18,153,,,,,0.0000254,29,260
3.26E-05,28,153,,,,,0.0000388,19,260
2.62E-05,7,152,,,,,0.0000258,30,260
2.54E-05,23,152,,,,,0.0000259,13,260
2.53E-05,27,151,,,,,0.0000256,18,260
2.53E-05,31,150,,,,,0.0000279,30,260
2.55E-05,1,149,,,,,0.000026,20,260
2.52E-05,22,148,,,,,0.0000256,24,260
2.55E-05,11,151,,,,,0.0000285,6,260
2.95E-05,9,150,,,,,0.0000357,9,260
2.68E-05,14,149,,,,,0.0000254,32,260
2.58E-05,31,149,,,,,0.0000264,29,260
2.58E-05,26,149,,,,,0.0000257,26,260
2.52E-05,19,148,,,,,0.0000323,19,260
2.53E-05,21,147,,,,,0.0000264,17,260
2.52E-05,4,146,,,,,0.0000253,13,260
2.61E-05,24,146,,,,,0.0000252,2,260
2.54E-05,16,145,,,,,0.0000251,28,260
2.53E-05,23,144,,,,,0.0000261,8,260
2.52E-05,34,143,,,,,0.0000259,34,260
2.72E-05,15,142,,,,,0.0000474,21,260
2.52E-05,3,141,,,,,0.0000255,32,260
2.54E-05,27,140,,,,,0.0000254,29,260
2.52E-05,17,139,,,,,0.0000269,10,260
2.79E-05,19,139,,,,,0.0000284,11,260
2.80E-05,1,143,,,,,0.0000372,33,260
2.58E-05,2,143,,,,,0.000035,26,260
2.57E-05,29,145,,,,,0.000027,22,260
2.54E-05,19,144,,,,,0.0000252,18,260
4.29E-05,29,151,,,,,0.0000255,8,260
2.79E-05,6,150,,,,,0.0000253,30,260
4.48E-05,6,150,,,,,0.0002916,16,260
3.72E-05,13,150,,,,,0.0000256,23,260
2.84E-05,9,152,,,,,0.0000265,21,260
3.98E-05,6,151,,,,,0.0000257,13,260
4.45E-05,26,153,,,,,0.000025,29,260
2.69E-05,18,154,,,,,0.0000253,24,260
2.52E-05,34,153,,,,,0.0000255,12,260
2.62E-05,20,152,,,,,0.0000258,9,260
4.17E-05,34,152,,,,,0.0000255,29,260
2.57E-05,13,152,,,,,0.0000263,12,260
2.55E-05,6,151,,,,,0.0000319,18,260
2.63E-05,19,151,,,,,0.0000252,6,260
2.57E-05,29,153,,,,,0.0000262,2,260
3.16E-05,20,153,,,,,0.0000251,12,260
2.94E-05,10,152,,,,,0.0000256,28,260
2.56E-05,7,153,,,,,0.0000262,3,260
2.53E-05,19,152,,,,,0.0000258,3,260
3.36E-05,25,153,,,,,0.0000268,32,260
3.13E-05,17,153,,,,,0.0000258,32,260
2.60E-05,22,152,,,,,0.0000255,1,260
2.69E-05,27,151,,,,,0.000025,31,260
2.65E-05,1,150,,,,,0.0000347,27,260
2.55E-05,23,150,,,,,0.0000326,21,260
2.53E-05,20,149,,,,,0.0000253,11,260
2.81E-05,21,151,,,,,0.0000289,9,260
2.61E-05,13,153,,,,,0.0000403,17,260
2.56E-05,10,155,,,,,0.0000279,7,260
2.57E-05,14,156,,,,,0.0000263,34,260
2.53E-05,19,157,,,,,0.0000256,35,260
2.50E-05,25,156,,,,,0.0000254,33,260
4.50E-05,1,155,,,,,0.0000258,10,260
2.86E-05,19,155,,,,,0.000026,14,260
2.82E-05,32,158,,,,,0.0000266,20,260
2.58E-05,22,157,,,,,0.000033,2,260
2.55E-05,3,157,,,,,0.0000284,19,260
2.54E-05,12,156,,,,,0.0000325,28,260
2.55E-05,18,155,,,,,0.0000265,5,260
2.55E-05,3,154,,,,,0.0000255,21,260
3.12E-05,26,155,,,,,0.0000283,32,260
4.06E-05,13,159,,,,,0.0000253,15,260
6.44E-05,27,158,,,,,0.0000395,2,260
3.20E-05,13,158,,,,,0.0000426,20,260
3.06E-05,26,157,,,,,0.0000548,15,260
4.84E-05,30,158,,,,,0.0000444,31,260
3.99E-05,34,157,,,,,0.0000357,13,260
3.85E-05,6,157,,,,,0.000043,33,260
5.56E-05,26,156,,,,,0.0000337,28,260
3.92E-05,14,158,,,,,0.0000391,18,260
3.80E-05,5,157,,,,,0.0000325,33,260
3.85E-05,31,157,,,,,0.0000445,18,260
3.77E-05,29,156,,,,,0.0000372,15,260
3.79E-05,29,155,,,,,0.0000445,28,260
3.64E-05,21,154,,,,,0.0000437,26,260
3.73E-05,10,153,,,,,0.0000421,28,260
3.76E-05,30,154,,,,,0.0000382,8,260
2.88E-05,29,154,,,,,0.0000387,19,260
2.56E-05,35,153,,,,,0.0000471,4,260
2.58E-05,13,155,,,,,0.0000377,8,260
2.66E-05,20,154,,,,,0.0001095,3,260
2.55E-05,17,153,,,,,0.0000385,25,260
3.52E-05,13,154,,,,,0.0000413,6,260
7.06E-05,4,157,,,,,0.0000353,3,260
3.37E-05,1,157,,,,,0.000044,5,260
3.28E-05,3,156,,,,,0.0000287,31,260
4.09E-05,6,156,,,,,0.0000275,21,260
3.75E-05,31,155,,,,,0.0000322,27,260
3.73E-05,2,154,,,,,0.0000397,20,260
4.21E-05,16,153,,,,,0.0000422,26,260
2.75E-05,3,154,,,,,0.0000274,25,260
2.65E-05,3,153,,,,,0.0000269,2,260
2.70E-05,21,156,,,,,0.0000283,10,260
2.56E-05,17,155,,,,,0.0000259,20,260
2.54E-05,30,154,,,,,0.0000253,31,260
2.71E-05,8,155,,,,,0.0000252,15,260
2.64E-05,23,154,,,,,0.000027,31,260
4.08E-05,3,155,,,,,0.0000254,6,260
2.83E-05,25,154,,,,,0.0000262,20,260
2.62E-05,22,157,,,,,0.0000265,12,260
2.53E-05,20,156,,,,,0.0000266,17,260
2.51E-05,20,155,,,,,0.0000287,25,260
2.55E-05,26,154,,,,,0.0000272,13,260
2.54E-05,9,153,,,,,0.0000277,17,260
3.93E-05,29,154,,,,,0.000482,7,260
2.67E-05,18,154,,,,,0.0000265,20,260
3.84E-05,23,155,,,,,0.0000337,34,260
4.70E-05,9,154,,,,,0.0000278,24,260
2.84E-05,20,154,,,,,0.000033,6,260
2.59E-05,15,153,,,,,0.0000264,3,260
2.55E-05,11,152,,,,,0.0000252,15,260
2.52E-05,35,151,,,,,0.0000263,6,260
2.62E-05,31,152,,,,,0.0000505,16,260
2.53E-05,2,152,,,,,0.0000488,7,260
2.52E-05,16,151,,,,,0.000026,30,260
2.53E-05,23,150,,,,,0.0000482,27,260
2.53E-05,14,149,,,,,0.0000284,11,260
2.53E-05,15,149,,,,,0.0000252,19,260
2.54E-05,29,148,,,,,0.0000307,31,260
2.77E-05,23,148,,,,,0.0000254,23,260
2.52E-05,4,148,,,,,0.0000274,4,260
2.74E-05,29,150,,,,,0.0000322,14,260
3.46E-05,7,149,,,,,0.0000255,7,260
3.26E-05,31,148,,,,,0.0000266,23,260
2.94E-05,19,147,,,,,0.0000379,18,260
2.54E-05,16,147,,,,,0.0000264,35,260
2.54E-05,11,146,,,,,0.0000444,14,260
2.58E-05,24,146,,,,,0.000027,35,260
