cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.87E-05,29,15,43,,
1.86E-05,8,35,43,,
1.77E-05,13,14,46,,
1.81E-05,5,20,47,,
1.74E-05,23,2,48,,
1.81E-05,32,28,48,,
1.76E-05,30,6,46,,
2.02E-05,22,21,44,,
1.86E-05,14,34,44,,
2.38E-05,26,39,45,,
1.81E-05,20,21,43,,
1.74E-05,26,1,43,,
1.87E-05,34,33,47,,
1.80E-05,10,11,48,,
1.90E-05,1,37,49,,
1.74E-05,16,1,49,,
1.85E-05,14,31,47,,
1.85E-05,12,33,48,,
2.39E-05,21,7,47,,
1.82E-05,14,18,50,,
1.92E-05,15,40,52,,
1.92E-05,6,47,52,,
1.86E-05,2,23,52,,
1.84E-05,13,21,53,,
1.87E-05,31,36,54,,
1.74E-05,18,4,54,,
1.90E-05,22,47,54,,
3.84E-05,24,13,54,,
1.77E-05,7,5,50,,
4.94E-05,23,13,44,,
2.53E-05,23,23,43,,
1.86E-05,11,32,43,,
1.85E-05,21,28,44,,
2.68E-05,12,21,44,,
1.79E-05,26,14,42,,
1.88E-05,9,36,42,,
1.84E-05,17,6,43,,
2.85E-05,17,43,45,,
1.89E-05,19,34,41,,
1.93E-05,18,39,41,,
1.87E-05,28,35,50,,
1.83E-05,33,29,51,,
1.91E-05,5,49,52,,
1.79E-05,33,19,53,,
1.95E-05,19,50,59,,
1.86E-05,7,35,60,,
1.96E-05,1,53,55,,
1.76E-05,10,4,56,,
1.81E-05,8,23,55,,
1.93E-05,18,44,56,,
1.93E-05,26,50,56,,
1.78E-05,18,11,57,,
1.92E-05,12,41,52,,
1.77E-05,19,6,52,,
1.92E-05,22,44,46,,
2.07E-05,27,3,46,,
2.16E-05,28,30,49,,
1.87E-05,17,36,51,,
1.80E-05,25,16,54,,
1.87E-05,6,43,54,,
1.84E-05,9,24,56,,
1.87E-05,29,18,55,,
1.87E-05,11,31,56,,
2.53E-05,17,55,57,,
