cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
5.00E-07,1,1,41,,
1.10E-06,11,11,41,,
1.10E-06,11,11,39,,
1.90E-06,23,23,41,,
2.00E-06,22,22,43,,
5.00E-07,2,2,40,,
1.10E-06,12,12,39,,
1.30E-06,14,14,37,,
2.50E-06,34,34,38,,
1.90E-06,19,19,44,,
5.00E-07,0,0,42,,
1.20E-06,9,9,43,,
1.40E-06,16,16,45,,
1.50E-06,18,18,46,,
2.50E-06,33,33,46,,
2.00E-06,26,26,47,,
2.90E-06,40,40,47,,
6.00E-07,1,1,47,,
5.00E-07,2,2,47,,
2.40E-06,30,30,48,,
1.90E-06,22,22,44,,
2.70E-06,34,34,44,,
5.00E-07,1,1,45,,
1.20E-06,12,12,44,,
1.90E-06,24,24,44,,
8.00E-07,8,8,42,,
1.10E-06,7,7,45,,
8.00E-07,5,5,45,,
1.60E-06,17,17,45,,
2.10E-06,26,26,45,,
4.00E-07,0,0,49,,
3.00E-06,35,35,46,,
8.00E-07,6,6,47,,
2.80E-06,35,35,51,,
1.80E-06,15,15,53,,
3.00E-06,38,38,51,,
1.10E-06,10,10,54,,
3.20E-06,44,44,50,,
1.10E-06,12,12,49,,
1.00E-06,10,10,48,,
1.00E-06,10,10,47,,
1.70E-06,10,10,43,,
7.00E-07,2,2,44,,
2.10E-06,16,16,45,,
1.10E-06,7,7,46,,
5.00E-07,2,2,41,,
2.10E-06,19,19,40,,
9.00E-07,4,4,42,,
7.00E-07,5,5,45,,
1.50E-06,17,17,45,,
1.20E-06,13,13,53,,
1.00E-06,9,9,53,,
6.00E-07,3,3,58,,
1.90E-06,22,22,57,,
1.00E-06,10,10,56,,
1.80E-06,18,18,55,,
6.00E-07,5,5,55,,
1.00E-06,9,9,53,,
2.40E-06,30,30,50,,
7.00E-07,5,5,46,,
9.00E-07,6,6,45,,
2.60E-06,28,28,44,,
1.90E-06,21,21,49,,
2.90E-06,39,39,54,,
2.20E-06,28,28,55,,
3.50E-06,47,47,54,,
9.00E-07,7,7,61,,
1.10E-06,11,11,60,,
1.00E-06,7,7,56,,
9.00E-07,8,8,56,,
8.00E-07,8,8,54,,
9.00E-07,9,9,54,,
8.00E-07,7,7,60,,
4.00E-07,0,0,57,,
1.50E-06,16,16,60,,
8.00E-07,4,4,60,,
5.00E-07,1,1,59,,
1.50E-06,14,14,61,,
4.60E-06,54,54,64,,
4.80E-06,51,51,68,,
7.00E-07,5,5,66,,
1.00E-06,1,1,68,,
1.40E-06,11,11,68,,
1.00E-06,5,5,68,,
6.00E-07,2,2,64,,
4.40E-06,45,45,61,,
1.00E-06,10,10,61,,
1.20E-06,9,9,62,,
9.00E-07,5,5,63,,
4.30E-06,56,56,61,,
6.00E-07,3,3,63,,
8.00E-07,7,7,62,,
3.50E-06,49,49,62,,
1.40E-06,12,12,65,,
1.00E-06,9,9,65,,
2.40E-06,30,30,64,,
9.90E-06,10,10,64,,
9.00E-07,8,8,65,,
3.60E-06,46,46,59,,
7.00E-07,3,3,58,,
1.00E-06,8,8,59,,
3.30E-06,44,44,61,,
1.50E-06,15,15,61,,
2.40E-06,26,26,60,,
5.00E-07,2,2,62,,
8.00E-07,6,6,61,,
1.90E-06,22,22,61,,
2.00E-06,22,22,58,,
3.20E-06,44,44,57,,
1.90E-06,22,22,56,,
7.00E-07,5,5,57,,
3.00E-06,40,40,57,,
6.00E-07,3,3,67,,
4.00E-06,54,54,69,,
3.20E-06,45,45,69,,
2.40E-06,29,29,68,,
3.00E-07,0,0,69,,
4.00E-07,2,2,69,,
4.60E-06,35,35,70,,
3.50E-06,47,47,70,,
9.00E-07,9,9,69,,
5.00E-07,0,0,74,,
5.00E-07,1,1,75,,
2.00E-06,18,18,77,,
7.00E-07,5,5,77,,
2.60E-06,33,33,81,,
1.70E-06,19,19,83,,
6.00E-07,2,2,84,,
1.10E-06,7,7,86,,
1.20E-06,9,9,83,,
8.00E-07,7,7,83,,
3.70E-06,48,48,81,,
3.30E-06,45,45,79,,
3.90E-06,51,51,78,,
2.90E-06,41,41,80,,
1.20E-06,11,11,81,,
2.40E-06,30,30,85,,
2.70E-06,31,31,84,,
1.60E-06,8,8,86,,
7.50E-06,66,66,88,,
3.00E-06,37,37,86,,
2.90E-06,35,35,86,,
1.40E-06,17,17,87,,
1.70E-06,21,21,89,,
8.00E-07,5,5,91,,
3.20E-06,38,38,90,,
4.10E-06,50,50,92,,
1.20E-06,13,13,89,,
1.40E-06,14,14,87,,
3.90E-06,47,47,83,,
3.80E-06,54,54,83,,
3.00E-06,43,43,83,,
9.00E-07,8,8,79,,
2.60E-06,35,35,77,,
1.70E-06,22,22,75,,
9.00E-07,9,9,75,,
9.00E-07,7,7,74,,
1.30E-06,13,13,71,,
1.50E-06,13,13,67,,
4.70E-06,55,55,61,,
1.00E-06,9,9,60,,
1.50E-06,17,17,59,,
2.50E-06,35,35,60,,
1.20E-06,12,12,62,,
4.00E-06,58,58,61,,
9.00E-07,8,8,60,,
6.00E-07,4,4,61,,
8.00E-07,5,5,60,,
1.90E-06,21,21,62,,
1.70E-06,20,20,61,,
1.30E-06,11,11,52,,
8.00E-07,6,6,44,,
4.00E-07,1,1,40,,
1.00E-06,5,5,40,,
1.20E-06,10,10,41,,
1.20E-06,11,11,39,,
2.70E-06,34,34,40,,
8.00E-07,2,2,45,,
1.40E-06,11,11,44,,
3.00E-06,35,35,47,,
1.10E-06,8,8,48,,
1.20E-06,11,11,37,,
8.00E-07,6,6,36,,
7.00E-07,4,4,40,,
8.00E-07,6,6,41,,
5.00E-07,1,1,40,,
2.40E-06,28,28,39,,
1.10E-06,10,10,43,,
4.00E-07,0,0,42,,
1.30E-06,14,14,41,,
6.00E-07,1,1,38,,
5.00E-07,1,1,30,,
7.00E-07,5,5,31,,
7.00E-07,4,4,31,,
1.60E-06,16,16,35,,
1.90E-06,22,22,35,,
8.00E-07,4,4,38,,
1.00E-06,8,8,36,,
2.00E-06,13,13,36,,
4.00E-07,0,0,38,,
1.50E-06,17,17,44,,
1.40E-06,16,16,47,,
9.00E-07,5,5,48,,
7.00E-07,1,1,48,,
4.00E-07,1,1,49,,
1.00E-06,9,9,49,,
4.00E-07,2,2,47,,
1.10E-06,10,10,44,,
2.80E-06,35,35,43,,
8.00E-07,6,6,45,,
5.00E-07,1,1,48,,
2.30E-06,29,29,48,,
7.00E-07,5,5,42,,
7.00E-07,6,6,42,,
2.40E-06,32,32,42,,
7.00E-07,7,7,42,,
3.20E-06,43,43,46,,
1.20E-06,14,14,47,,
5.00E-07,2,2,47,,
2.40E-06,30,30,45,,
1.00E-06,9,9,45,,
3.20E-06,41,41,43,,
6.00E-07,4,4,43,,
1.30E-06,14,14,44,,
4.00E-07,0,0,44,,
8.00E-07,6,6,44,,
7.00E-07,4,4,44,,
1.90E-06,21,21,44,,
1.10E-06,12,12,44,,
4.00E-07,0,0,45,,
1.50E-06,17,17,47,,
1.50E-06,18,18,48,,
1.10E-06,11,11,46,,
7.00E-07,4,4,48,,
7.00E-07,5,5,48,,
1.00E-06,11,11,44,,
1.10E-06,11,11,45,,
1.50E-06,16,16,48,,
1.80E-06,18,18,47,,
7.00E-07,5,5,50,,
2.00E-06,26,26,50,,
1.50E-06,18,18,57,,
1.50E-06,18,18,57,,
1.50E-06,19,19,57,,
3.10E-06,35,35,60,,
2.90E-06,38,38,58,,
1.00E-06,10,10,58,,
6.00E-07,0,0,59,,
2.90E-06,31,31,60,,
3.70E-06,46,46,62,,
1.70E-06,20,20,61,,
1.60E-06,19,19,62,,
1.70E-06,13,13,62,,
5.60E-06,58,58,63,,
1.90E-06,17,17,60,,
6.00E-07,3,3,61,,
2.10E-06,26,26,61,,
3.90E-06,51,51,61,,
1.30E-06,14,14,61,,
3.20E-06,35,35,62,,
1.90E-06,22,22,63,,
1.30E-06,13,13,66,,
2.80E-06,37,37,67,,
2.80E-06,37,37,67,,
8.00E-07,5,5,65,,
2.20E-06,23,23,58,,
1.80E-06,22,22,56,,
2.00E-06,25,25,57,,
2.10E-06,28,28,57,,
1.40E-06,16,16,57,,
2.00E-06,27,27,57,,
1.30E-06,16,16,57,,
1.00E-06,7,7,56,,
1.80E-06,21,21,57,,
1.30E-06,15,15,60,,
7.00E-07,7,7,60,,
3.90E-06,51,51,61,,
3.10E-06,40,40,63,,
3.20E-06,45,45,64,,
2.60E-06,31,31,63,,
1.10E-06,11,11,52,,
1.30E-06,13,13,53,,
2.20E-06,25,25,53,,
1.80E-06,22,22,46,,
1.80E-06,22,22,48,,
1.30E-06,13,13,55,,
2.20E-06,27,27,58,,
1.60E-06,16,16,64,,
1.30E-06,15,15,65,,
3.40E-06,45,45,66,,
1.50E-06,17,17,66,,
1.90E-06,22,22,68,,
1.60E-06,19,19,68,,
7.00E-07,4,4,67,,
5.00E-07,1,1,67,,
6.00E-07,4,4,65,,
2.80E-06,36,36,67,,
6.00E-07,2,2,63,,
5.00E-07,1,1,64,,
4.60E-06,57,57,63,,
4.00E-07,0,0,67,,
1.50E-06,12,12,65,,
1.30E-06,12,12,67,,
4.00E-07,0,0,66,,
1.80E-06,21,21,67,,
2.10E-06,22,22,62,,
2.60E-06,33,33,63,,
2.80E-06,38,38,64,,
1.00E-06,7,7,68,,
3.60E-06,45,45,62,,
4.00E-07,1,1,59,,
2.10E-06,25,25,47,,
5.00E-07,2,2,48,,
1.40E-06,12,12,44,,
3.00E-06,32,32,44,,
1.50E-06,17,17,45,,
3.20E-06,46,46,47,,
8.00E-07,7,7,49,,
1.30E-06,15,15,49,,
1.60E-06,19,19,48,,
1.40E-06,13,13,48,,
3.50E-06,46,46,49,,
1.90E-06,23,23,47,,
7.00E-07,3,3,46,,
4.00E-07,0,0,46,,
1.90E-06,19,19,48,,
1.20E-06,13,13,48,,
1.90E-06,22,22,44,,
3.10E-06,39,39,42,,
1.10E-06,8,8,41,,
2.90E-06,37,37,42,,
2.40E-06,32,32,43,,
1.00E-06,11,11,42,,
1.00E-06,10,10,42,,
4.00E-07,2,2,42,,
2.30E-06,30,30,43,,
2.70E-06,33,33,39,,
1.90E-06,23,23,39,,
2.50E-06,33,33,38,,
2.20E-06,21,21,37,,
2.00E-06,24,24,34,,
9.00E-07,6,6,38,,
2.90E-06,29,29,40,,
8.00E-07,5,5,43,,
3.40E-06,44,44,45,,
7.00E-07,5,5,45,,
9.00E-07,6,6,46,,
3.30E-06,40,40,45,,
3.10E-06,34,34,48,,
3.00E-07,0,0,48,,
3.00E-06,40,40,47,,
5.00E-07,2,2,47,,
2.90E-06,40,40,48,,
1.20E-06,11,11,41,,
2.30E-06,30,30,40,,
4.00E-07,1,1,39,,
1.00E-06,9,9,38,,
7.00E-07,3,3,39,,
8.00E-07,6,6,36,,
6.00E-07,4,4,38,,
4.00E-07,1,1,38,,
7.00E-07,5,5,39,,
2.30E-06,29,29,39,,
1.00E-06,8,8,40,,
2.50E-06,29,29,41,,
2.70E-06,36,36,41,,
5.00E-07,0,0,43,,
6.00E-07,3,3,42,,
3.40E-06,34,34,41,,
2.30E-06,28,28,41,,
1.20E-06,6,6,43,,
2.50E-06,28,28,43,,
2.20E-06,19,19,42,,
9.00E-07,6,6,39,,
1.40E-06,15,15,40,,
3.70E-06,36,36,43,,
5.00E-07,1,1,42,,
3.00E-06,32,32,47,,
1.40E-06,17,17,47,,
6.00E-07,4,4,46,,
1.40E-06,12,12,49,,
1.70E-06,19,19,51,,
1.20E-06,13,13,51,,
4.00E-07,1,1,49,,
1.00E-06,8,8,47,,
4.00E-07,0,0,51,,
1.10E-06,9,9,48,,
2.10E-06,27,27,47,,
4.00E-07,1,1,46,,
7.00E-07,5,5,46,,
