cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.40E-06,15,15,27,,
1.60E-06,15,15,28,,
6.00E-07,2,2,28,,
1.00E-06,7,7,28,,
3.00E-07,0,0,28,,
9.00E-07,4,4,27,,
6.00E-07,3,3,26,,
1.90E-06,22,22,26,,
1.20E-06,7,7,26,,
1.60E-06,18,18,29,,
2.20E-06,19,19,29,,
9.00E-07,2,2,30,,
1.30E-06,12,12,32,,
8.00E-07,6,6,33,,
1.10E-06,10,10,33,,
1.30E-06,14,14,33,,
1.10E-06,10,10,34,,
1.40E-06,15,15,34,,
8.00E-07,6,6,34,,
2.60E-06,27,27,32,,
2.50E-06,27,27,36,,
1.50E-06,16,16,39,,
2.10E-06,25,25,39,,
2.00E-06,19,19,39,,
1.20E-06,9,9,44,,
3.20E-06,38,38,45,,
2.40E-06,31,31,44,,
3.30E-06,44,44,46,,
1.30E-06,13,13,45,,
1.10E-06,8,8,42,,
2.70E-06,30,30,41,,
1.90E-06,25,25,41,,
7.00E-07,4,4,42,,
4.00E-07,0,0,42,,
1.40E-06,14,14,43,,
2.00E-06,25,25,40,,
2.30E-06,25,25,38,,
2.40E-06,30,30,40,,
6.00E-07,3,3,40,,
6.00E-07,3,3,40,,
2.90E-06,32,32,46,,
3.20E-06,43,43,47,,
9.00E-07,9,9,47,,
7.00E-07,4,4,47,,
3.20E-06,46,46,47,,
1.50E-06,19,19,48,,
2.40E-06,27,27,48,,
1.20E-06,13,13,48,,
2.50E-06,25,25,46,,
2.30E-06,26,26,42,,
5.00E-07,1,1,43,,
2.80E-06,36,36,42,,
2.00E-06,25,25,41,,
1.60E-06,18,18,40,,
1.70E-06,19,19,40,,
2.30E-06,30,30,38,,
2.80E-06,32,32,37,,
4.00E-07,1,1,39,,
1.10E-06,9,9,40,,
1.90E-06,24,24,39,,
1.90E-06,18,18,40,,
8.00E-07,5,5,40,,
4.00E-07,0,0,41,,
2.80E-06,32,32,39,,
1.10E-06,10,10,39,,
1.60E-06,15,15,39,,
5.00E-07,1,1,39,,
6.00E-07,4,4,37,,
9.00E-07,6,6,47,,
2.10E-06,18,18,45,,
1.80E-06,21,21,45,,
6.00E-07,1,1,48,,
1.30E-06,7,7,48,,
4.30E-06,44,44,47,,
1.10E-06,10,10,45,,
3.60E-06,28,28,45,,
2.20E-06,23,23,43,,
9.00E-07,6,6,44,,
3.20E-06,38,38,44,,
1.90E-06,21,21,44,,
2.60E-06,34,34,42,,
1.10E-06,12,12,40,,
1.20E-06,13,13,40,,
2.30E-06,31,31,39,,
2.50E-06,31,31,38,,
2.10E-06,22,22,46,,
5.00E-07,2,2,44,,
2.70E-06,34,34,42,,
4.00E-07,0,0,41,,
6.00E-07,1,1,38,,
1.60E-06,19,19,39,,
1.20E-06,7,7,41,,
1.20E-06,12,12,42,,
1.80E-06,22,22,42,,
2.20E-06,28,28,43,,
6.00E-07,5,5,44,,
1.70E-06,22,22,44,,
9.00E-07,7,7,45,,
1.00E-06,8,8,45,,
1.70E-06,21,21,46,,
1.00E-06,10,10,46,,
1.90E-06,23,23,43,,
1.20E-06,14,14,43,,
6.00E-07,1,1,45,,
1.00E-06,6,6,48,,
2.40E-06,30,30,47,,
1.00E-06,10,10,46,,
3.60E-06,41,41,48,,
2.10E-06,27,27,44,,
2.20E-06,29,29,43,,
1.10E-06,12,12,43,,
1.40E-06,9,9,42,,
1.20E-06,11,11,42,,
7.00E-07,4,4,46,,
3.00E-06,39,39,46,,
8.00E-07,6,6,46,,
2.50E-06,23,23,42,,
6.00E-07,3,3,42,,
2.30E-06,27,27,42,,
3.00E-07,0,0,40,,
1.80E-06,22,22,40,,
1.80E-06,19,19,42,,
1.80E-06,8,8,42,,
1.20E-06,8,8,41,,
2.10E-06,23,23,40,,
1.50E-06,16,16,38,,
2.00E-06,24,24,28,,
1.60E-06,20,20,27,,
1.00E-06,11,11,27,,
5.00E-07,0,0,29,,
1.70E-06,19,19,28,,
1.40E-06,16,16,28,,
1.10E-06,11,11,27,,
2.00E-06,22,22,26,,
6.00E-07,2,2,17,,
5.00E-07,1,1,18,,
6.00E-07,2,2,17,,
5.00E-07,1,1,17,,
1.10E-06,11,11,17,,
5.00E-07,0,0,20,,
8.00E-07,5,5,19,,
2.00E-06,12,12,18,,
8.00E-07,6,6,14,,
7.00E-07,4,4,15,,
8.00E-07,7,7,16,,
1.20E-06,10,10,16,,
8.00E-07,7,7,16,,
1.40E-06,15,15,18,,
1.00E-06,10,10,18,,
8.00E-07,7,7,18,,
7.00E-07,5,5,19,,
7.00E-07,5,5,20,,
6.00E-07,2,2,19,,
1.40E-06,15,15,20,,
7.00E-07,4,4,23,,
1.00E-06,9,9,23,,
1.80E-06,23,23,24,,
4.00E-07,2,2,26,,
8.00E-07,7,7,26,,
1.40E-06,17,17,26,,
5.00E-07,3,3,28,,
2.70E-06,24,24,31,,
7.00E-07,5,5,33,,
6.00E-07,4,4,35,,
6.00E-07,4,4,38,,
1.50E-06,17,17,38,,
1.00E-06,9,9,38,,
6.00E-07,3,3,38,,
3.70E-06,36,36,37,,
1.80E-06,21,21,39,,
9.00E-07,7,7,39,,
2.20E-06,29,29,40,,
6.00E-07,1,1,42,,
