cas operacie,index prvku,dlzka zoznamu,,,
1.92E-05,42,42,,,
2.82E-05,41,41,,,
2.98E-05,40,40,,,
1.91E-05,45,45,,,
2.03E-05,40,40,,,
2.02E-05,40,40,,,
2.34E-05,41,41,,,
2.62E-05,37,37,,,
1.94E-05,36,36,,,
1.88E-05,34,34,,,
1.90E-05,33,33,,,
1.87E-05,31,31,,,
1.88E-05,29,29,,,
1.90E-05,29,29,,,
1.87E-05,28,28,,,
1.88E-05,27,27,,,
1.86E-05,27,27,,,
1.90E-05,18,18,,,
1.84E-05,17,17,,,
1.87E-05,15,15,,,
1.85E-05,18,18,,,
1.82E-05,17,17,,,
2.63E-05,19,19,,,
1.87E-05,17,17,,,
1.82E-05,16,16,,,
1.81E-05,15,15,,,
1.98E-05,17,17,,,
1.86E-05,16,16,,,
1.86E-05,22,22,,,
2.24E-05,36,36,,,
1.91E-05,42,42,,,
1.93E-05,43,43,,,
1.91E-05,43,43,,,
1.95E-05,42,42,,,
1.90E-05,41,41,,,
1.91E-05,44,44,,,
1.90E-05,43,43,,,
1.92E-05,43,43,,,
1.91E-05,42,42,,,
2.10E-05,44,44,,,
1.91E-05,42,42,,,
1.91E-05,41,41,,,
1.88E-05,40,40,,,
1.90E-05,39,39,,,
1.90E-05,38,38,,,
1.90E-05,38,38,,,
1.87E-05,37,37,,,
1.94E-05,40,40,,,
1.89E-05,38,38,,,
1.90E-05,37,37,,,
1.89E-05,36,36,,,
1.87E-05,33,33,,,
1.91E-05,35,35,,,
1.86E-05,34,34,,,
1.87E-05,33,33,,,
2.02E-05,35,35,,,
1.90E-05,34,34,,,
1.92E-05,41,41,,,
1.89E-05,39,39,,,
1.87E-05,40,40,,,
1.89E-05,36,36,,,
1.93E-05,40,40,,,
1.98E-05,44,44,,,
2.61E-05,44,44,,,
1.98E-05,43,43,,,
1.91E-05,43,43,,,
1.90E-05,42,42,,,
2.11E-05,54,54,,,
2.01E-05,52,52,,,
1.94E-05,51,51,,,
2.00E-05,54,54,,,
1.93E-05,52,52,,,
2.22E-05,53,53,,,
2.02E-05,51,51,,,
2.42E-05,50,50,,,
1.95E-05,52,52,,,
2.57E-05,56,56,,,
1.98E-05,55,55,,,
1.96E-05,54,54,,,
1.97E-05,59,59,,,
2.13E-05,57,57,,,
2.08E-05,58,58,,,
1.97E-05,62,62,,,
1.98E-05,61,61,,,
2.01E-05,64,64,,,
2.02E-05,63,63,,,
2.07E-05,62,62,,,
2.05E-05,61,61,,,
2.93E-05,60,60,,,
2.65E-05,62,62,,,
2.07E-05,62,62,,,
2.09E-05,61,61,,,
2.09E-05,60,60,,,
3.43E-05,60,60,,,
2.49E-05,57,57,,,
2.86E-05,57,57,,,
2.17E-05,57,57,,,
2.14E-05,56,56,,,
2.06E-05,57,57,,,
2.29E-05,56,56,,,
2.98E-05,55,55,,,
3.39E-05,55,55,,,
1.98E-05,52,52,,,
1.97E-05,51,51,,,
2.78E-05,49,49,,,
1.99E-05,47,47,,,
1.94E-05,48,48,,,
2.03E-05,45,45,,,
1.93E-05,48,48,,,
2.93E-05,52,52,,,
2.11E-05,50,50,,,
2.88E-05,53,53,,,
2.14E-05,61,61,,,
2.00E-05,59,59,,,
2.00E-05,59,59,,,
1.96E-05,58,58,,,
2.19E-05,56,56,,,
1.95E-05,56,56,,,
2.04E-05,55,55,,,
1.96E-05,57,57,,,
2.02E-05,58,58,,,
3.15E-05,56,56,,,
2.73E-05,58,58,,,
2.41E-05,57,57,,,
1.96E-05,56,56,,,
2.52E-05,55,55,,,
1.95E-05,55,55,,,
2.00E-05,53,53,,,
1.92E-05,52,52,,,
1.94E-05,51,51,,,
2.77E-05,50,50,,,
3.01E-05,56,56,,,
2.24E-05,59,59,,,
1.96E-05,59,59,,,
2.07E-05,57,57,,,
2.06E-05,59,59,,,
2.02E-05,61,61,,,
2.11E-05,58,58,,,
2.06E-05,57,57,,,
2.01E-05,52,52,,,
2.77E-05,61,61,,,
2.00E-05,61,61,,,
2.87E-05,64,64,,,
2.04E-05,64,64,,,
