cas operacie,index prvku,dlzka zoznamu,,,
1.84E-05,22,43,,,
1.95E-05,40,42,,,
1.83E-05,21,39,,,
1.88E-05,14,36,,,
1.80E-05,12,35,,,
1.95E-05,34,36,,,
1.92E-05,38,39,,,
1.85E-05,18,38,,,
1.92E-05,40,41,,,
1.91E-05,35,38,,,
1.80E-05,11,37,,,
3.17E-05,35,39,,,
2.73E-05,4,39,,,
3.14E-05,30,47,,,
2.24E-05,44,46,,,
1.93E-05,10,45,,,
1.98E-05,32,44,,,
1.92E-05,22,44,,,
3.30E-05,36,43,,,
1.82E-05,13,44,,,
1.01E-05,0,43,,,
1.80E-05,8,40,,,
1.97E-05,19,42,,,
3.24E-05,18,42,,,
1.88E-05,15,46,,,
1.95E-05,41,45,,,
1.90E-05,38,41,,,
1.89E-05,37,41,,,
1.93E-05,18,38,,,
1.86E-05,20,40,,,
3.15E-05,13,41,,,
1.92E-05,29,41,,,
1.85E-05,21,41,,,
1.81E-05,13,47,,,
1.80E-05,7,47,,,
1.88E-05,32,46,,,
1.81E-05,3,45,,,
1.01E-05,0,44,,,
1.84E-05,24,43,,,
2.45E-05,38,44,,,
1.78E-05,3,44,,,
2.02E-05,10,47,,,
1.89E-05,29,45,,,
1.80E-05,8,43,,,
1.88E-05,31,42,,,
1.87E-05,27,42,,,
1.89E-05,37,45,,,
3.00E-05,40,43,,,
2.72E-05,28,40,,,
1.86E-05,20,42,,,
1.83E-05,16,40,,,
2.53E-05,23,39,,,
1.94E-05,32,39,,,
1.93E-05,18,38,,,
1.87E-05,25,38,,,
1.98E-05,7,32,,,
1.84E-05,21,28,,,
1.81E-05,16,26,,,
1.88E-05,20,26,,,
1.81E-05,3,25,,,
1.79E-05,7,26,,,
2.37E-05,1,23,,,
1.89E-05,18,22,,,
1.83E-05,9,21,,,
1.93E-05,11,20,,,
1.82E-05,7,16,,,
1.81E-05,10,16,,,
1.80E-05,7,15,,,
2.46E-05,13,17,,,
1.05E-05,0,17,,,
2.18E-05,5,18,,,
1.29E-05,0,18,,,
1.79E-05,1,16,,,
1.92E-05,3,17,,,
2.06E-05,5,16,,,
1.80E-05,6,16,,,
1.87E-05,14,19,,,
1.80E-05,9,27,,,
1.80E-05,9,37,,,
1.77E-05,3,37,,,
1.81E-05,11,37,,,
3.64E-05,14,37,,,
1.96E-05,33,38,,,
2.52E-05,34,42,,,
1.95E-05,6,42,,,
1.88E-05,26,42,,,
1.90E-05,35,40,,,
2.80E-05,30,44,,,
2.56E-05,24,44,,,
1.80E-05,6,43,,,
1.93E-05,42,43,,,
1.79E-05,4,43,,,
1.85E-05,20,42,,,
1.82E-05,12,37,,,
1.96E-05,18,38,,,
1.86E-05,15,39,,,
1.90E-05,30,38,,,
1.87E-05,27,34,,,
1.91E-05,33,36,,,
2.04E-05,23,36,,,
1.89E-05,37,40,,,
1.85E-05,22,39,,,
1.80E-05,6,38,,,
1.84E-05,27,37,,,
2.31E-05,36,37,,,
1.89E-05,25,41,,,
2.21E-05,18,43,,,
1.86E-05,30,44,,,
2.39E-05,25,44,,,
1.87E-05,27,43,,,
1.85E-05,18,40,,,
1.89E-05,18,39,,,
1.81E-05,12,38,,,
1.92E-05,33,38,,,
1.88E-05,8,37,,,
1.87E-05,21,40,,,
2.24E-05,8,40,,,
2.51E-05,30,40,,,
1.99E-05,47,49,,,
1.78E-05,4,51,,,
3.49E-05,35,53,,,
1.86E-05,24,53,,,
2.01E-05,14,52,,,
1.79E-05,2,50,,,
1.84E-05,10,50,,,
2.49E-05,17,53,,,
2.01E-05,15,52,,,
1.93E-05,40,55,,,
2.03E-05,55,59,,,
1.94E-05,51,58,,,
2.45E-05,59,60,,,
2.90E-05,57,58,,,
1.02E-05,0,58,,,
2.00E-05,45,56,,,
1.93E-05,24,55,,,
1.84E-05,8,63,,,
2.02E-05,1,61,,,
1.92E-05,47,62,,,
1.88E-05,28,62,,,
1.87E-05,32,61,,,
1.89E-05,21,63,,,
1.92E-05,12,61,,,
2.03E-05,41,62,,,
2.01E-05,30,63,,,
1.91E-05,15,62,,,
2.29E-05,19,58,,,
1.91E-05,8,55,,,
1.67E-05,0,56,,,
2.09E-05,23,56,,,
2.40E-05,23,55,,,
1.98E-05,31,55,,,
1.90E-05,41,51,,,
1.81E-05,16,50,,,
1.81E-05,12,49,,,
2.75E-05,19,48,,,
1.93E-05,22,49,,,
1.88E-05,27,46,,,
1.81E-05,9,45,,,
1.88E-05,26,56,,,
1.79E-05,11,55,,,
2.38E-05,20,55,,,
1.91E-05,35,52,,,
1.85E-05,18,54,,,
2.20E-05,16,54,,,
2.35E-05,6,56,,,
1.93E-05,15,61,,,
1.88E-05,26,59,,,
1.84E-05,16,61,,,
2.01E-05,1,62,,,
1.86E-05,14,56,,,
1.93E-05,37,58,,,
1.81E-05,4,55,,,
1.90E-05,36,55,,,
4.22E-05,53,54,,,
1.93E-05,17,54,,,
1.94E-05,20,53,,,
2.04E-05,15,54,,,
1.80E-05,8,53,,,
2.18E-05,35,57,,,
1.82E-05,12,58,,,
2.22E-05,37,61,,,
2.31E-05,50,59,,,
2.10E-05,50,56,,,
2.31E-05,24,54,,,
1.88E-05,27,52,,,
1.79E-05,6,53,,,
1.90E-05,4,54,,,
2.08E-05,27,61,,,
1.91E-05,33,62,,,
1.88E-05,10,62,,,
1.83E-05,13,62,,,
1.86E-05,24,67,,,
