cas operacie,vlozene cislo,priorita,velkost frontu,,,
0.0005446,33,7054,20397,,,
0.0005759,12,88,20395,,,
0.0005167,47,4506,20396,,,
0.0005386,32,4337,20397,,,
0.0005541,59,4781,20398,,,
0.0004549,8,4113,20399,,,
0.0005527,1,4094,20400,,,
0.0005055,26,4197,20400,,,
0.0005841,14,427,20401,,,
0.0005376,56,144,20402,,,
0.000819,23,8408,20403,,,
0.0005332,16,6477,20403,,,
0.0005169,17,1976,20402,,,
0.0005359,43,8912,20403,,,
0.0005419,64,5507,20404,,,
0.0005897,69,4405,20404,,,
0.0005875,4,2855,20405,,,
0.0005278,8,3486,20406,,,
0.0005603,9,8244,20407,,,
0.0005133,7,4772,20408,,,
0.0005356,3,8820,20409,,,
0.0003646,20,1841,20410,,,
0.0008412,68,4957,20411,,,
0.0005414,58,9600,20412,,,
0.0006567,8,9976,20413,,,
0.0006713,34,7230,20414,,,
0.0004386,16,729,20414,,,
0.0004633,21,931,20412,,,
0.0005615,11,1224,20413,,,
0.0006637,3,8711,20414,,,
0.0004159,50,23,20415,,,
0.0005534,7,9794,20416,,,
0.0040459,38,35,20417,,,
0.0005143,65,5956,20418,,,
0.0005453,60,2429,20419,,,
0.0005449,13,3656,20420,,,
0.0005714,64,8524,20421,,,
0.0005355,64,120,20422,,,
0.000519,38,7024,20423,,,
0.000542,33,2632,20421,,,
0.0005184,39,8139,20422,,,
0.0006675,46,4393,20422,,,
0.0006988,22,6353,20423,,,
0.0006017,22,9481,20422,,,
0.0005268,17,3777,20423,,,
0.0004044,39,787,20421,,,
0.0005673,52,8615,20422,,,
0.0004617,28,2288,20423,,,
0.0004348,52,6299,20424,,,
0.0005633,51,6589,20425,,,
0.0005065,65,6205,20426,,,
0.0005138,66,1841,20427,,,
0.0007871,68,4381,20428,,,
0.0006546,33,3381,20428,,,
0.0010213,43,6707,20428,,,
0.0010221,17,991,20429,,,
0.000705,24,5093,20430,,,
0.0010225,51,9256,20431,,,
0.0008962,36,1523,20431,,,
0.0009729,53,1097,20432,,,
0.0004756,33,448,20433,,,
0.0005746,43,8225,20434,,,
0.0005586,22,5268,20435,,,
0.0007187,69,1689,20435,,,
0.0005062,51,1299,20436,,,
0.00052,36,8525,20437,,,
0.0006056,46,1265,20438,,,
0.0005308,68,7102,20439,,,
0.0005524,4,7151,20440,,,
0.0006868,66,7618,20439,,,
0.0006274,21,1587,20440,,,
0.0007798,10,9007,20441,,,
0.0007092,62,3636,20442,,,
0.0006198,43,9621,20443,,,
0.0003552,51,1224,20444,,,
0.0006008,47,4216,20445,,,
0.0003992,24,4706,20446,,,
0.0004246,33,4299,20447,,,
0.0004195,47,2525,20448,,,
0.000416,13,9903,20449,,,
0.0004233,5,7457,20448,,,
0.0004264,1,7025,20449,,,
0.0003287,61,1444,20449,,,
0.0006636,59,8810,20450,,,
0.0005364,41,4654,20451,,,
0.0005454,32,5589,20452,,,
0.0005466,29,2760,20453,,,
0.0005127,16,1853,20453,,,
0.0005658,65,6554,20453,,,
0.0004503,45,7943,20454,,,
0.0004198,64,7674,20455,,,
0.0004569,69,5396,20456,,,
0.0004224,65,584,20456,,,
0.0005044,54,5067,20457,,,
0.0005492,43,4963,20458,,,
0.0005252,16,8945,20459,,,
0.0005182,45,4740,20460,,,
0.000518,66,4435,20461,,,
0.0005363,68,6861,20462,,,
0.0006283,67,5072,20463,,,
0.0004369,3,469,20463,,,
0.0005147,57,4807,20463,,,
0.0005264,15,2225,20464,,,
0.0004855,42,5654,20465,,,
0.000333,52,1799,20466,,,
0.0007366,28,7006,20467,,,
0.0006524,4,676,20468,,,
0.0006933,69,9217,20469,,,
0.0010132,61,8268,20469,,,
0.0007964,55,3204,20470,,,
0.0011078,50,6241,20471,,,
0.0005573,43,6278,20472,,,
0.0004302,30,1510,20473,,,
0.0004274,33,86,20474,,,
0.0005349,5,615,20475,,,
0.0005183,12,2621,20475,,,
0.0005309,21,8270,20476,,,
0.0005469,43,3962,20476,,,
0.0005469,59,9021,20475,,,
0.0004262,40,2143,20475,,,
0.0005674,2,2278,20476,,,
0.0004505,45,390,20477,,,
0.001187,31,8216,20478,,,
0.0006253,68,86,20478,,,
0.0005234,35,7602,20479,,,
0.0005223,52,4854,20480,,,
0.0007368,8,8615,20481,,,
0.0005164,13,4505,20482,,,
0.0005157,11,2653,20483,,,
0.0005146,10,2296,20484,,,
0.0005202,40,9039,20484,,,
0.0005512,46,2282,20485,,,
0.0003292,21,370,20485,,,
0.0004267,30,9756,20486,,,
0.0004263,66,8381,20487,,,
0.0005974,33,5735,20488,,,
0.0004091,35,6178,20489,,,
0.0007746,51,725,20490,,,
0.0005946,18,9464,20490,,,
0.0008548,36,496,20490,,,
0.0009555,27,9986,20489,,,
0.0005493,41,1941,20490,,,
0.0011648,69,9882,20490,,,
0.0004429,22,110,20491,,,
0.000514,18,3873,20492,,,
0.0005594,3,7929,20492,,,
0.0005448,41,6864,20493,,,
0.0005384,2,9517,20494,,,
0.0005545,17,9251,20495,,,
0.0004311,58,725,20496,,,
0.0005062,18,8571,20497,,,
0.0004575,51,3322,20497,,,
0.000585,66,2714,20498,,,
0.0007647,44,4314,20499,,,
0.0005274,26,3772,20499,,,
0.0005834,51,2448,20500,,,
0.0005235,16,2958,20501,,,
0.000675,49,4598,20502,,,
0.0005987,23,5620,20503,,,
0.0005627,11,7425,20504,,,
0.0005592,69,6039,20505,,,
0.0006621,6,5970,20506,,,
0.0006129,39,4769,20503,,,
0.0004854,25,6772,20503,,,
0.0005137,40,4252,20503,,,
0.0005105,16,4467,20503,,,
0.0005216,54,2837,20504,,,
0.0008393,68,3910,20505,,,
0.0004553,48,1624,20506,,,
0.0005566,7,8868,20504,,,
0.0005273,27,9697,20504,,,
0.0005458,23,2746,20505,,,
0.0005293,63,2725,20506,,,
0.000577,49,5350,20507,,,
0.0005565,68,2911,20508,,,
0.000539,17,7425,20509,,,
0.0004415,49,660,20510,,,
0.000439,47,649,20511,,,
0.0006176,14,1379,20512,,,
0.0004035,55,973,20513,,,
0.0006694,67,3286,20514,,,
0.0005145,58,5683,20515,,,
0.0004846,41,1909,20516,,,
0.0005609,42,7720,20517,,,
0.0004501,15,8619,20518,,,
0.000357,39,390,20519,,,
0.0005039,49,5581,20520,,,
0.0004092,7,8219,20521,,,
0.0003298,30,169,20522,,,
0.0004026,41,6519,20522,,,
0.0004231,60,7447,20523,,,
0.0004219,27,7119,20524,,,
0.0006226,3,7585,20525,,,
0.0005315,45,4804,20526,,,
0.000502,46,5694,20527,,,
0.0010738,18,3915,20528,,,
0.0005938,43,3324,20528,,,
0.0004348,62,372,20529,,,
0.0005224,17,2150,20530,,,
0.0006529,17,4651,20530,,,
0.0007353,11,6690,20531,,,
0.0005134,16,4748,20531,,,
0.0006667,11,4883,20531,,,
0.0006149,27,1856,20532,,,
0.0005,4,5584,20533,,,
0.000798,55,8496,20534,,,
0.0005226,61,4102,20535,,,
0.000511,55,4631,20536,,,
0.0008408,37,6366,20537,,,
0.0007368,37,3690,20538,,,
0.0006109,16,2474,20539,,,
0.0005433,33,3086,20540,,,
0.0004943,62,265,20541,,,
0.0005282,68,3314,20542,,,
0.0006554,46,6184,20540,,,
0.0009037,13,7179,20541,,,
0.0013599,47,616,20542,,,
0.0006651,34,3038,20543,,,
0.0005529,25,4164,20543,,,
0.0005539,40,9379,20544,,,
0.0005464,32,5561,20545,,,
0.0005528,41,2330,20546,,,
0.0005226,40,3093,20547,,,
0.0005354,46,7594,20548,,,
0.0004307,25,1068,20548,,,
0.0005472,21,6523,20549,,,
0.0007439,40,9772,20550,,,
0.0005462,59,7322,20551,,,
0.0006263,41,6801,20552,,,
0.0007238,33,3244,20553,,,
0.0007276,17,5538,20553,,,
0.0006447,55,8714,20554,,,
0.000673,13,2467,20554,,,
0.0006441,27,5062,20553,,,
0.0006325,51,3073,20554,,,
0.0006997,66,4482,20555,,,
0.0011003,9,4185,20556,,,
0.0012056,65,8962,20556,,,
0.0007168,62,1721,20557,,,
0.0011286,67,1690,20558,,,
0.0007625,27,144,20559,,,
0.0006541,34,9826,20559,,,
0.0006409,65,6484,20560,,,
0.0004886,14,4615,20560,,,
0.0005354,57,5766,20561,,,
0.0005352,56,4736,20562,,,
0.0005321,30,9521,20562,,,
0.0010951,53,7748,20562,,,
0.0004379,66,913,20563,,,
0.0005561,25,1276,20564,,,
0.0006037,31,4897,20565,,,
0.0006217,34,8770,20566,,,
0.0008128,61,1421,20564,,,
0.0011298,25,813,20565,,,
0.0005041,46,3762,20566,,,
0.00055,9,9037,20567,,,
0.003153,24,1142,20568,,,
0.000548,17,3259,20569,,,
0.0005324,18,7839,20569,,,
0.0005229,8,9173,20570,,,
0.0005088,67,2636,20570,,,
0.0005858,69,6405,20571,,,
0.0005178,65,736,20572,,,
0.0010267,11,5161,20570,,,
0.0004888,3,2114,20571,,,
0.0004524,44,3,20572,,,
0.0005334,55,3712,20573,,,
0.0005436,28,4403,20573,,,
0.0004644,20,1200,20574,,,
0.0006442,20,3691,20575,,,
0.0006015,17,6060,20575,,,
0.0004365,69,701,20576,,,
0.0005824,2,9563,20577,,,
0.0005131,31,1837,20578,,,
0.0004166,35,209,20579,,,
0.0008221,51,5214,20580,,,
0.0006799,29,5535,20581,,,
0.0004697,61,7396,20581,,,
0.0007118,50,8970,20582,,,
0.0004113,59,1785,20582,,,
0.0005427,47,4759,20583,,,
0.0004317,3,740,20584,,,
0.0005206,28,7489,20585,,,
0.0005216,29,3005,20586,,,
0.0005651,27,2736,20586,,,
